'EPIC N.MF.MV Log File

'Date,N.MF.MV
08/06/2023 12:44:59.698,-4.00E-04
08/06/2023 12:45:01.721,-4.00E-04
08/06/2023 12:45:03.735,1.00E-04
08/06/2023 12:45:05.735,1.00E-04
08/06/2023 12:45:07.736,-2.00E-04
08/06/2023 12:45:09.739,-3.00E-04
08/06/2023 12:45:11.738,-3.00E-04
08/06/2023 12:45:13.739,2.00E-04
08/06/2023 12:45:15.738,2.00E-04
08/06/2023 12:45:17.739,0.0
08/06/2023 12:45:19.738,0.0
08/06/2023 12:45:20.739,0.0
08/06/2023 12:45:22.738,0.0
08/06/2023 12:45:23.762,1.00E-04
08/06/2023 12:45:24.778,1.00E-04
08/06/2023 12:45:48.898,0.0
08/06/2023 12:45:50.898,0.0
08/06/2023 12:45:51.902,2.00E-04
08/06/2023 12:45:52.918,2.00E-04
08/06/2023 12:45:58.958,1.00E-04
08/06/2023 12:45:59.955,1.00E-04
08/06/2023 12:46:15.959,0.0
08/06/2023 12:46:16.982,0.0
08/06/2023 12:46:18.001,0.0
08/06/2023 12:46:19.018,-3.00E-04
08/06/2023 12:46:20.015,-3.00E-04
08/06/2023 12:46:29.079,0.0
08/06/2023 12:46:30.099,0.0
08/06/2023 12:46:31.101,0.0
08/06/2023 12:46:32.120,-4.00E-04
08/06/2023 12:46:33.138,-4.00E-04
08/06/2023 12:46:36.178,3.00E-04
08/06/2023 12:46:38.178,4.00E-04
08/06/2023 12:46:40.178,4.00E-04
08/06/2023 12:46:45.175,0.0
08/06/2023 12:46:46.177,0.0
08/06/2023 12:46:48.181,-2.00E-04
08/06/2023 12:46:49.199,-2.00E-04
08/06/2023 12:46:55.218,0.0
08/06/2023 12:46:57.219,0.0
08/06/2023 12:46:59.218,2.00E-04
08/06/2023 12:47:00.214,2.00E-04
08/06/2023 12:47:01.219,0.0
08/06/2023 12:47:02.242,0.0
08/06/2023 12:47:03.266,0.0
08/06/2023 12:47:04.278,2.00E-04
08/06/2023 12:47:05.283,2.00E-04
08/06/2023 12:47:14.327,0.0
08/06/2023 12:47:15.329,0.0
08/06/2023 12:47:16.347,0.0
08/06/2023 12:47:17.353,0.0
08/06/2023 12:47:18.359,0.0
08/06/2023 12:47:19.387,0.0
08/06/2023 12:47:20.401,0.0
08/06/2023 12:47:21.419,3.00E-04
08/06/2023 12:47:22.428,3.00E-04
08/06/2023 12:47:24.438,2.00E-04
08/06/2023 12:47:25.440,2.00E-04
08/06/2023 12:47:27.478,1.00E-04
08/06/2023 12:47:28.476,1.00E-04
08/06/2023 12:47:35.541,0.0
08/06/2023 12:47:36.558,0.0
08/06/2023 12:47:38.559,-1.00E-04
08/06/2023 12:47:39.578,-1.00E-04
08/06/2023 12:47:41.578,2.00E-04
08/06/2023 12:47:43.578,2.00E-04
08/06/2023 12:47:48.575,2.00E-04
08/06/2023 12:47:50.575,2.00E-04
08/06/2023 12:47:54.642,0.0
08/06/2023 12:47:55.658,0.0
08/06/2023 12:47:57.659,2.00E-04
08/06/2023 12:47:58.655,2.00E-04
08/06/2023 12:48:00.656,0.0
08/06/2023 12:48:01.657,0.0
08/06/2023 12:48:03.657,0.0
08/06/2023 12:48:04.659,0.0
08/06/2023 12:48:05.677,0.0
08/06/2023 12:48:07.677,1.00E-04
08/06/2023 12:48:08.675,1.00E-04
08/06/2023 12:48:10.676,0.0
08/06/2023 12:48:11.677,0.0
08/06/2023 12:48:12.689,0.0
08/06/2023 12:48:13.698,-1.00E-04
08/06/2023 12:48:14.695,-1.00E-04
08/06/2023 12:48:17.698,2.00E-04
08/06/2023 12:48:19.721,2.00E-04
08/06/2023 12:48:21.735,2.00E-04
08/06/2023 12:48:23.734,1.00E-04
08/06/2023 12:48:25.738,1.00E-04
08/06/2023 12:48:27.738,0.0
08/06/2023 12:48:29.738,0.0
08/06/2023 12:48:31.739,4.00E-04
08/06/2023 12:48:32.735,4.00E-04
08/06/2023 12:48:33.738,2.00E-04
08/06/2023 12:48:34.735,2.00E-04
08/06/2023 12:48:40.741,0.0
08/06/2023 12:48:41.757,0.0
08/06/2023 12:48:43.759,0.0
08/06/2023 12:48:44.781,-1.00E-04
08/06/2023 12:48:45.801,-1.00E-04
08/06/2023 12:48:48.836,2.00E-04
08/06/2023 12:48:50.839,2.00E-04
08/06/2023 12:48:51.858,3.00E-04
08/06/2023 12:48:52.854,3.00E-04
08/06/2023 12:48:55.858,1.00E-04
08/06/2023 12:48:56.854,1.00E-04
08/06/2023 12:48:58.878,2.00E-04
08/06/2023 12:48:59.876,2.00E-04
08/06/2023 12:49:01.874,0.0
08/06/2023 12:49:02.881,0.0
08/06/2023 12:49:03.897,0.0
08/06/2023 12:49:04.899,0.0
08/06/2023 12:49:05.917,0.0
08/06/2023 12:49:06.919,0.0
08/06/2023 12:49:07.938,0.0
08/06/2023 12:49:09.939,1.00E-04
08/06/2023 12:49:10.934,1.00E-04
08/06/2023 12:49:11.938,3.00E-04
08/06/2023 12:49:12.934,3.00E-04
08/06/2023 12:49:15.981,1.00E-04
08/06/2023 12:49:16.999,1.00E-04
08/06/2023 12:49:18.998,0.0
08/06/2023 12:49:19.999,0.0
08/06/2023 12:49:21.018,0.0
08/06/2023 12:49:22.016,-3.00E-04
08/06/2023 12:49:23.018,-3.00E-04
08/06/2023 12:49:29.074,0.0
08/06/2023 12:49:30.079,0.0
08/06/2023 12:49:31.097,0.0
08/06/2023 12:49:32.098,1.00E-04
08/06/2023 12:49:33.095,1.00E-04
08/06/2023 12:49:35.104,4.00E-04
08/06/2023 12:49:36.122,4.00E-04
08/06/2023 12:49:39.155,1.00E-04
08/06/2023 12:49:40.159,1.00E-04
08/06/2023 12:49:42.158,2.00E-04
08/06/2023 12:49:43.154,2.00E-04
08/06/2023 12:49:48.178,0.0
08/06/2023 12:49:50.178,0.0
08/06/2023 12:49:52.177,0.0
08/06/2023 12:49:54.178,0.0
08/06/2023 12:49:55.186,0.0
08/06/2023 12:49:56.206,0.0
08/06/2023 12:49:57.218,0.0
08/06/2023 12:49:59.218,1.00E-04
08/06/2023 12:50:00.242,1.00E-04
08/06/2023 12:50:02.255,4.00E-04
08/06/2023 12:50:03.258,4.00E-04
08/06/2023 12:50:05.257,3.00E-04
08/06/2023 12:50:06.254,3.00E-04
08/06/2023 12:50:11.258,6.00E-04
08/06/2023 12:50:12.255,6.00E-04
08/06/2023 12:50:18.258,4.00E-04
08/06/2023 12:50:19.255,4.00E-04
08/06/2023 12:50:22.258,7.00E-04
08/06/2023 12:50:23.259,7.00E-04
08/06/2023 12:50:25.275,2.00E-04
08/06/2023 12:50:26.280,2.00E-04
08/06/2023 12:50:29.350,0.0
08/06/2023 12:50:30.359,0.0
08/06/2023 12:50:31.376,2.00E-04
08/06/2023 12:50:32.373,2.00E-04
08/06/2023 12:50:35.376,3.00E-04
08/06/2023 12:50:36.373,3.00E-04
08/06/2023 12:50:44.397,1.00E-04
08/06/2023 12:50:45.395,1.00E-04
08/06/2023 12:50:54.418,0.0
08/06/2023 12:50:56.417,0.0
08/06/2023 12:50:57.420,0.0
08/06/2023 12:50:58.442,0.0
08/06/2023 12:50:59.458,0.0
08/06/2023 12:51:01.458,2.00E-04
08/06/2023 12:51:03.457,-3.00E-04
08/06/2023 12:51:05.458,-3.00E-04
08/06/2023 12:51:07.457,0.0
08/06/2023 12:51:08.459,0.0
08/06/2023 12:51:09.483,0.0
08/06/2023 12:51:10.502,0.0
08/06/2023 12:51:11.517,0.0
08/06/2023 12:51:12.518,0.0
08/06/2023 12:51:13.514,-3.00E-04
08/06/2023 12:51:14.518,-3.00E-04
08/06/2023 12:51:16.539,2.00E-04
08/06/2023 12:51:18.539,2.00E-04
08/06/2023 12:51:19.559,1.00E-04
08/06/2023 12:51:20.578,1.00E-04
08/06/2023 12:51:58.895,0.0
08/06/2023 12:51:59.897,0.0
08/06/2023 12:52:00.898,0.0
08/06/2023 12:52:02.898,2.00E-04
08/06/2023 12:52:03.895,2.00E-04
08/06/2023 12:52:08.900,0.0
08/06/2023 12:52:09.918,0.0
08/06/2023 12:52:10.919,0.0
08/06/2023 12:52:11.938,-2.00E-04
08/06/2023 12:52:12.934,-2.00E-04
08/06/2023 12:52:22.974,0.0
08/06/2023 12:52:23.977,0.0
08/06/2023 12:52:24.978,0.0
08/06/2023 12:52:26.977,-2.00E-04
08/06/2023 12:52:27.978,-2.00E-04
08/06/2023 12:52:30.974,2.00E-04
08/06/2023 12:52:32.976,2.00E-04
08/06/2023 12:52:41.038,1.00E-04
08/06/2023 12:52:43.038,1.00E-04
08/06/2023 12:52:54.080,1.00E-04
08/06/2023 12:52:56.129,1.00E-04
08/06/2023 12:52:58.157,1.00E-04
08/06/2023 12:53:00.155,1.00E-04
08/06/2023 12:53:01.157,0.0
08/06/2023 12:53:03.160,0.0
08/06/2023 12:53:04.177,2.00E-04
08/06/2023 12:53:05.175,2.00E-04
08/06/2023 12:53:08.174,0.0
08/06/2023 12:53:09.178,0.0
08/06/2023 12:53:11.177,0.0
08/06/2023 12:53:13.178,0.0
08/06/2023 12:53:15.178,1.00E-04
08/06/2023 12:53:17.177,1.00E-04
08/06/2023 12:53:19.199,1.00E-04
08/06/2023 12:53:21.237,5.00E-04
08/06/2023 12:53:23.257,5.00E-04
08/06/2023 12:53:25.257,-2.00E-04
08/06/2023 12:53:27.300,-2.00E-04
08/06/2023 12:53:29.340,-1.00E-04
08/06/2023 12:53:31.354,-1.00E-04
08/06/2023 12:53:33.390,-1.00E-04
08/06/2023 12:53:34.398,0.0
08/06/2023 12:53:36.397,0.0
08/06/2023 12:53:38.397,0.0
08/06/2023 12:53:40.397,0.0
08/06/2023 12:53:41.395,-2.00E-04
08/06/2023 12:53:42.397,-2.00E-04
08/06/2023 12:53:45.395,0.0
08/06/2023 12:53:46.397,0.0
08/06/2023 12:53:47.398,0.0
08/06/2023 12:53:48.417,2.00E-04
08/06/2023 12:53:49.419,2.00E-04
08/06/2023 12:53:58.459,0.0
08/06/2023 12:53:59.481,0.0
08/06/2023 12:54:00.497,0.0
08/06/2023 12:54:02.498,5.00E-04
08/06/2023 12:54:03.494,5.00E-04
08/06/2023 12:54:10.495,1.00E-04
08/06/2023 12:54:11.497,1.00E-04
08/06/2023 12:54:20.495,3.00E-04
08/06/2023 12:54:21.496,3.00E-04
08/06/2023 12:54:23.537,2.00E-04
08/06/2023 12:54:24.534,2.00E-04
08/06/2023 12:54:26.566,0.0
08/06/2023 12:54:27.580,0.0
08/06/2023 12:54:28.597,0.0
08/06/2023 12:54:30.597,0.0
08/06/2023 12:54:32.599,0.0
08/06/2023 12:54:33.617,3.00E-04
08/06/2023 12:54:34.614,3.00E-04
08/06/2023 12:54:49.698,1.00E-04
08/06/2023 12:54:50.695,1.00E-04
08/06/2023 12:54:52.695,0.0
08/06/2023 12:54:53.697,0.0
08/06/2023 12:54:55.697,2.00E-04
08/06/2023 12:54:56.695,2.00E-04
08/06/2023 12:55:01.702,0.0
08/06/2023 12:55:02.718,0.0
08/06/2023 12:55:03.722,0.0
08/06/2023 12:55:04.737,0.0
08/06/2023 12:55:05.734,-2.00E-04
08/06/2023 12:55:06.738,-2.00E-04
08/06/2023 12:55:08.754,0.0
08/06/2023 12:55:09.758,0.0
08/06/2023 12:55:11.758,3.00E-04
08/06/2023 12:55:12.754,3.00E-04
08/06/2023 12:55:18.754,0.0
08/06/2023 12:55:19.756,0.0
08/06/2023 12:55:20.758,0.0
08/06/2023 12:55:22.757,0.0
08/06/2023 12:55:24.759,2.00E-04
08/06/2023 12:55:25.778,2.00E-04
08/06/2023 12:55:30.814,3.00E-04
08/06/2023 12:55:31.817,3.00E-04
08/06/2023 12:55:43.958,1.00E-04
08/06/2023 12:55:44.979,1.00E-04
08/06/2023 12:55:46.998,0.0
08/06/2023 12:55:48.997,0.0
08/06/2023 12:55:50.999,0.0
08/06/2023 12:55:52.018,0.0
08/06/2023 12:55:54.020,0.0
08/06/2023 12:55:55.037,0.0
08/06/2023 12:55:57.041,1.00E-04
08/06/2023 12:55:59.066,1.00E-04
08/06/2023 12:56:01.098,-2.00E-04
08/06/2023 12:56:03.114,-2.00E-04
08/06/2023 12:56:05.113,-2.00E-04
08/06/2023 12:56:07.139,-3.00E-04
08/06/2023 12:56:09.178,-3.00E-04
08/06/2023 12:56:11.177,-2.00E-04
08/06/2023 12:56:13.180,-2.00E-04
08/06/2023 12:56:15.194,-3.00E-04
08/06/2023 12:56:17.217,-3.00E-04
08/06/2023 12:56:19.219,-1.00E-04
08/06/2023 12:56:21.234,3.00E-04
08/06/2023 12:56:23.234,3.00E-04
08/06/2023 12:56:24.241,0.0
08/06/2023 12:56:25.258,0.0
08/06/2023 12:56:27.257,0.0
08/06/2023 12:56:28.255,-4.00E-04
08/06/2023 12:56:29.257,-4.00E-04
08/06/2023 12:56:31.261,0.0
08/06/2023 12:56:32.279,0.0
08/06/2023 12:56:33.298,0.0
08/06/2023 12:56:34.319,2.00E-04
08/06/2023 12:56:35.340,2.00E-04
08/06/2023 12:56:44.440,1.00E-04
08/06/2023 12:56:45.460,1.00E-04
08/06/2023 12:56:51.518,0.0
08/06/2023 12:56:53.517,0.0
08/06/2023 12:56:55.517,0.0
08/06/2023 12:56:56.519,0.0
08/06/2023 12:56:57.538,0.0
08/06/2023 12:56:58.563,4.00E-04
08/06/2023 12:56:59.578,4.00E-04
08/06/2023 12:57:04.596,1.00E-04
08/06/2023 12:57:05.595,1.00E-04
08/06/2023 12:57:14.600,0.0
08/06/2023 12:57:15.618,0.0
08/06/2023 12:57:16.639,0.0
08/06/2023 12:57:17.657,1.00E-04
08/06/2023 12:57:18.654,1.00E-04
08/06/2023 12:57:21.682,0.0
08/06/2023 12:57:22.698,0.0
08/06/2023 12:57:24.697,-2.00E-04
08/06/2023 12:57:25.694,-2.00E-04
08/06/2023 12:57:27.720,1.00E-04
08/06/2023 12:57:29.734,1.00E-04
08/06/2023 12:57:30.737,5.00E-04
08/06/2023 12:57:31.734,5.00E-04
08/06/2023 12:57:33.734,2.00E-04
08/06/2023 12:57:34.738,2.00E-04
08/06/2023 12:57:40.758,0.0
08/06/2023 12:57:41.767,0.0
08/06/2023 12:57:42.778,0.0
08/06/2023 12:57:43.800,1.00E-04
08/06/2023 12:57:44.818,1.00E-04
08/06/2023 12:57:46.818,4.00E-04
08/06/2023 12:57:47.837,4.00E-04
08/06/2023 12:57:52.857,0.0
08/06/2023 12:57:54.857,0.0
08/06/2023 12:57:56.857,0.0
08/06/2023 12:57:57.861,0.0
08/06/2023 12:57:58.877,0.0
08/06/2023 12:58:00.877,0.0
08/06/2023 12:58:02.877,-2.00E-04
08/06/2023 12:58:03.881,-2.00E-04
08/06/2023 12:58:05.894,3.00E-04
08/06/2023 12:58:07.918,3.00E-04
08/06/2023 12:58:08.938,0.0
08/06/2023 12:58:09.958,0.0
08/06/2023 12:58:10.977,0.0
08/06/2023 12:58:11.975,-2.00E-04
08/06/2023 12:58:12.978,-2.00E-04
08/06/2023 12:58:15.975,3.00E-04
08/06/2023 12:58:17.975,3.00E-04
08/06/2023 12:58:18.978,1.00E-04
08/06/2023 12:58:19.974,1.00E-04
08/06/2023 12:58:21.999,0.0
08/06/2023 12:58:23.022,0.0
08/06/2023 12:58:24.038,0.0
08/06/2023 12:58:25.059,0.0
08/06/2023 12:58:26.077,0.0
08/06/2023 12:58:27.079,0.0
08/06/2023 12:58:28.096,2.00E-04
08/06/2023 12:58:29.094,2.00E-04
08/06/2023 12:58:35.105,0.0
08/06/2023 12:58:36.120,0.0
08/06/2023 12:58:37.141,0.0
08/06/2023 12:58:38.158,0.0
08/06/2023 12:58:40.158,0.0
08/06/2023 12:58:42.158,4.00E-04
08/06/2023 12:58:43.177,4.00E-04
08/06/2023 12:58:45.178,1.00E-04
08/06/2023 12:58:46.175,1.00E-04
08/06/2023 12:58:47.177,0.0
08/06/2023 12:58:48.178,0.0
08/06/2023 12:58:49.205,0.0
08/06/2023 12:58:50.218,0.0
08/06/2023 12:58:52.218,1.00E-04
08/06/2023 12:58:53.215,1.00E-04
08/06/2023 12:58:57.253,0.0
08/06/2023 12:58:58.258,0.0
08/06/2023 12:59:00.257,0.0
08/06/2023 12:59:01.256,-3.00E-04
08/06/2023 12:59:02.257,-3.00E-04
08/06/2023 12:59:10.278,2.00E-04
08/06/2023 12:59:12.294,2.00E-04
08/06/2023 12:59:14.317,2.00E-04
08/06/2023 12:59:16.317,2.00E-04
08/06/2023 12:59:18.320,3.00E-04
08/06/2023 12:59:19.340,3.00E-04
08/06/2023 12:59:24.395,0.0
08/06/2023 12:59:25.405,0.0
08/06/2023 12:59:26.417,0.0
08/06/2023 12:59:28.417,3.00E-04
08/06/2023 12:59:29.418,3.00E-04
08/06/2023 12:59:31.434,4.00E-04
08/06/2023 12:59:32.446,4.00E-04
08/06/2023 12:59:38.494,0.0
08/06/2023 12:59:39.506,0.0
08/06/2023 12:59:40.514,0.0
08/06/2023 12:59:41.528,0.0
08/06/2023 12:59:42.548,-1.00E-04
08/06/2023 12:59:43.545,-1.00E-04
08/06/2023 12:59:45.544,2.00E-04
08/06/2023 12:59:47.543,2.00E-04
08/06/2023 12:59:49.567,3.00E-04
08/06/2023 12:59:51.567,3.00E-04
08/06/2023 12:59:52.569,1.00E-04
08/06/2023 12:59:53.589,1.00E-04
08/06/2023 12:59:59.647,3.00E-04
08/06/2023 13:00:00.644,3.00E-04
08/06/2023 13:00:06.663,2.00E-04
08/06/2023 13:00:07.668,2.00E-04
08/06/2023 13:00:09.709,4.00E-04
08/06/2023 13:00:10.727,4.00E-04
08/06/2023 13:00:16.743,2.00E-04
08/06/2023 13:00:17.747,2.00E-04
08/06/2023 13:00:19.768,0.0
08/06/2023 13:00:20.788,0.0
08/06/2023 13:00:21.810,0.0
08/06/2023 13:00:22.827,0.0
08/06/2023 13:00:23.850,0.0
08/06/2023 13:00:24.870,0.0
08/06/2023 13:00:25.887,0.0
08/06/2023 13:00:26.888,0.0
08/06/2023 13:00:27.907,0.0
08/06/2023 13:00:29.909,-1.00E-04
08/06/2023 13:00:30.926,-1.00E-04
08/06/2023 13:00:36.936,0.0
08/06/2023 13:00:37.946,0.0
08/06/2023 13:00:39.946,0.0
08/06/2023 13:00:41.946,0.0
08/06/2023 13:00:42.950,0.0
08/06/2023 13:00:43.972,-3.00E-04
08/06/2023 13:00:44.990,-3.00E-04
08/06/2023 13:00:56.087,1.00E-04
08/06/2023 13:00:58.088,1.00E-04
08/06/2023 13:01:03.149,5.00E-04
08/06/2023 13:01:05.168,5.00E-04
08/06/2023 13:01:13.184,0.0
08/06/2023 13:01:14.187,0.0
08/06/2023 13:01:16.190,0.0
08/06/2023 13:01:17.201,2.00E-04
08/06/2023 13:01:18.208,2.00E-04
08/06/2023 13:01:29.326,0.0
08/06/2023 13:01:30.337,0.0
08/06/2023 13:01:31.353,0.0
08/06/2023 13:01:32.355,0.0
08/06/2023 13:01:34.361,1.00E-04
08/06/2023 13:01:35.359,1.00E-04
08/06/2023 13:01:39.396,0.0
08/06/2023 13:01:40.410,0.0
08/06/2023 13:01:41.421,0.0
08/06/2023 13:01:42.422,-3.00E-04
08/06/2023 13:01:43.424,-3.00E-04
08/06/2023 13:01:46.435,0.0
08/06/2023 13:01:47.455,0.0
08/06/2023 13:01:49.455,0.0
08/06/2023 13:01:50.457,0.0
08/06/2023 13:01:51.477,0.0
08/06/2023 13:01:52.497,-2.00E-04
08/06/2023 13:01:53.514,-2.00E-04
08/06/2023 13:01:55.517,3.00E-04
08/06/2023 13:01:57.545,3.00E-04
08/06/2023 13:01:59.551,0.0
08/06/2023 13:02:00.557,0.0
08/06/2023 13:02:01.583,0.0
08/06/2023 13:02:02.593,1.00E-04
08/06/2023 13:02:03.595,1.00E-04
08/06/2023 13:02:08.592,3.00E-04
08/06/2023 13:02:09.597,3.00E-04
08/06/2023 13:02:11.638,1.00E-04
08/06/2023 13:02:12.657,1.00E-04
08/06/2023 13:02:24.766,0.0
08/06/2023 13:02:26.765,0.0
08/06/2023 13:02:27.761,-3.00E-04
08/06/2023 13:02:28.765,-3.00E-04
08/06/2023 13:02:30.764,0.0
08/06/2023 13:02:31.766,0.0
08/06/2023 13:02:32.786,0.0
08/06/2023 13:02:33.805,-2.00E-04
08/06/2023 13:02:34.811,-2.00E-04
08/06/2023 13:02:37.846,0.0
08/06/2023 13:02:43.844,1.00E-04
08/06/2023 13:02:45.845,1.00E-04
08/06/2023 13:02:47.842,1.00E-04
08/06/2023 13:02:52.846,1.00E-04
08/06/2023 13:02:54.885,1.00E-04
08/06/2023 13:02:56.886,4.00E-04
08/06/2023 13:02:58.901,4.00E-04
08/06/2023 13:03:02.903,0.0
08/06/2023 13:03:03.907,0.0
08/06/2023 13:03:04.927,0.0
08/06/2023 13:03:05.946,7.00E-04
08/06/2023 13:03:06.943,7.00E-04
08/06/2023 13:03:09.965,0.0
08/06/2023 13:03:11.964,0.0
08/06/2023 13:03:12.966,-1.00E-04
08/06/2023 13:03:13.961,-1.00E-04
08/06/2023 13:03:15.967,1.00E-04
08/06/2023 13:03:18.005,1.00E-04
08/06/2023 13:03:23.045,0.0
08/06/2023 13:03:25.045,0.0
08/06/2023 13:03:27.045,4.00E-04
08/06/2023 13:03:28.042,4.00E-04
08/06/2023 13:03:29.045,1.00E-04
08/06/2023 13:03:30.049,1.00E-04
08/06/2023 13:03:33.082,0.0
08/06/2023 13:03:34.086,0.0
08/06/2023 13:03:35.105,0.0
08/06/2023 13:03:36.114,0.0
08/06/2023 13:03:37.124,0.0
08/06/2023 13:03:38.126,0.0
08/06/2023 13:03:39.145,-5.00E-04
08/06/2023 13:03:40.141,-5.00E-04
08/06/2023 13:03:42.167,0.0
08/06/2023 13:03:43.188,0.0
08/06/2023 13:03:44.205,0.0
08/06/2023 13:03:46.204,0.0
08/06/2023 13:03:47.206,0.0
08/06/2023 13:03:48.225,-2.00E-04
08/06/2023 13:03:49.221,-2.00E-04
08/06/2023 13:03:55.262,2.00E-04
08/06/2023 13:03:57.262,2.00E-04
08/06/2023 13:03:58.269,0.0
08/06/2023 13:03:59.289,0.0
08/06/2023 13:04:00.305,0.0
08/06/2023 13:04:02.305,1.00E-04
08/06/2023 13:04:03.302,1.00E-04
08/06/2023 13:04:11.407,2.00E-04
08/06/2023 13:04:12.425,2.00E-04
08/06/2023 13:04:17.421,1.00E-04
08/06/2023 13:04:18.425,1.00E-04
08/06/2023 13:04:20.424,0.0
08/06/2023 13:04:22.424,0.0
08/06/2023 13:04:24.424,1.00E-04
08/06/2023 13:04:25.426,1.00E-04
08/06/2023 13:04:27.442,0.0
08/06/2023 13:04:28.445,0.0
08/06/2023 13:04:30.445,0.0
08/06/2023 13:04:31.466,0.0
08/06/2023 13:04:32.486,0.0
08/06/2023 13:04:33.504,3.00E-04
08/06/2023 13:04:35.525,3.00E-04
08/06/2023 13:04:37.524,-5.00E-04
08/06/2023 13:04:39.521,-5.00E-04
08/06/2023 13:04:40.524,2.00E-04
08/06/2023 13:04:42.545,2.00E-04
08/06/2023 13:04:44.544,2.00E-04
08/06/2023 13:04:46.564,0.0
08/06/2023 13:04:48.569,0.0
08/06/2023 13:04:49.586,0.0
08/06/2023 13:04:50.605,-2.00E-04
08/06/2023 13:04:51.602,-2.00E-04
08/06/2023 13:04:53.601,2.00E-04
08/06/2023 13:04:55.610,2.00E-04
08/06/2023 13:05:03.623,0.0
08/06/2023 13:05:04.626,0.0
08/06/2023 13:05:05.653,0.0
08/06/2023 13:05:06.665,0.0
08/06/2023 13:05:07.668,0.0
08/06/2023 13:05:08.685,0.0
08/06/2023 13:05:10.686,0.0
08/06/2023 13:05:11.709,0.0
08/06/2023 13:05:12.726,0.0
08/06/2023 13:05:13.745,0.0
08/06/2023 13:05:15.745,0.0
08/06/2023 13:05:17.744,0.0
08/06/2023 13:05:18.745,0.0
08/06/2023 13:05:19.741,-2.00E-04
08/06/2023 13:05:20.744,-2.00E-04
08/06/2023 13:05:26.745,1.00E-04
08/06/2023 13:05:28.744,1.00E-04
08/06/2023 13:05:32.746,2.00E-04
08/06/2023 13:05:34.785,2.00E-04
08/06/2023 13:05:36.784,0.0
08/06/2023 13:05:37.786,0.0
08/06/2023 13:05:38.804,0.0
08/06/2023 13:05:39.805,-1.00E-04
08/06/2023 13:05:40.801,-1.00E-04
08/06/2023 13:05:42.808,2.00E-04
08/06/2023 13:05:44.849,2.00E-04
08/06/2023 13:05:45.864,1.00E-04
08/06/2023 13:05:46.861,1.00E-04
08/06/2023 13:05:49.865,0.0
08/06/2023 13:05:51.864,0.0
08/06/2023 13:05:52.861,-4.00E-04
08/06/2023 13:05:53.864,-4.00E-04
08/06/2023 13:05:55.865,2.00E-04
08/06/2023 13:05:57.863,2.00E-04
08/06/2023 13:06:05.921,3.00E-04
08/06/2023 13:06:07.922,3.00E-04
08/06/2023 13:06:17.967,1.00E-04
08/06/2023 13:06:19.981,1.00E-04
08/06/2023 13:06:22.005,4.00E-04
08/06/2023 13:06:24.005,4.00E-04
08/06/2023 13:06:26.005,4.00E-04
08/06/2023 13:06:28.005,4.00E-04
08/06/2023 13:06:29.024,6.00E-04
08/06/2023 13:06:30.021,6.00E-04
08/06/2023 13:06:32.022,2.00E-04
08/06/2023 13:06:33.024,2.00E-04
08/06/2023 13:06:35.024,1.00E-04
08/06/2023 13:06:36.028,1.00E-04
08/06/2023 13:06:42.065,5.00E-04
08/06/2023 13:06:43.062,5.00E-04
08/06/2023 13:06:55.147,3.00E-04
08/06/2023 13:06:56.165,3.00E-04
08/06/2023 13:06:58.165,2.00E-04
08/06/2023 13:06:59.184,2.00E-04
08/06/2023 13:07:05.185,4.00E-04
08/06/2023 13:07:06.183,4.00E-04
08/06/2023 13:07:21.246,1.00E-04
08/06/2023 13:07:22.265,1.00E-04
08/06/2023 13:07:27.286,0.0
08/06/2023 13:07:28.304,0.0
08/06/2023 13:07:30.315,0.0
08/06/2023 13:07:31.324,0.0
08/06/2023 13:07:33.324,-2.00E-04
08/06/2023 13:07:34.321,-2.00E-04
08/06/2023 13:07:36.321,0.0
08/06/2023 13:07:37.325,0.0
08/06/2023 13:07:39.327,0.0
08/06/2023 13:07:40.345,2.00E-04
08/06/2023 13:07:41.365,2.00E-04
08/06/2023 13:07:53.364,0.0
08/06/2023 13:07:55.365,0.0
08/06/2023 13:07:57.367,-1.00E-04
08/06/2023 13:07:58.387,-1.00E-04
08/06/2023 13:08:00.427,0.0
08/06/2023 13:08:01.446,0.0
08/06/2023 13:08:02.469,0.0
08/06/2023 13:08:03.486,0.0
08/06/2023 13:08:04.504,0.0
08/06/2023 13:08:06.504,1.00E-04
08/06/2023 13:08:08.505,1.00E-04
08/06/2023 13:08:10.509,0.0
08/06/2023 13:08:11.529,0.0
08/06/2023 13:08:12.555,0.0
08/06/2023 13:08:13.564,4.00E-04
08/06/2023 13:08:14.562,4.00E-04
08/06/2023 13:08:16.568,0.0
08/06/2023 13:08:17.584,0.0
08/06/2023 13:08:19.585,-1.00E-04
08/06/2023 13:08:20.582,-1.00E-04
08/06/2023 13:08:23.605,0.0
08/06/2023 13:08:24.624,0.0
08/06/2023 13:08:26.623,4.00E-04
08/06/2023 13:08:27.621,4.00E-04
08/06/2023 13:08:29.644,2.00E-04
08/06/2023 13:08:30.642,2.00E-04
08/06/2023 13:08:42.681,0.0
08/06/2023 13:08:43.686,0.0
08/06/2023 13:08:44.709,0.0
08/06/2023 13:08:45.723,0.0
08/06/2023 13:08:46.729,-2.00E-04
08/06/2023 13:08:47.745,-2.00E-04
08/06/2023 13:08:59.744,0.0
08/06/2023 13:09:00.745,0.0
08/06/2023 13:09:01.765,0.0
08/06/2023 13:09:02.784,1.00E-04
08/06/2023 13:09:03.790,1.00E-04
