'EPIC GC Atmion.PG.MV Log File

'Date,GC Atmion.PG.MV
08/06/2023 00:08:49.719,4.50E-08
08/06/2023 00:08:50.739,4.50E-08
08/06/2023 00:08:51.749,4.50E-08
08/06/2023 00:08:52.773,4.50E-08
08/06/2023 00:08:53.783,4.50E-08
08/06/2023 00:08:54.806,4.60E-08
08/06/2023 00:08:55.830,4.60E-08
08/06/2023 00:08:56.854,4.60E-08
08/06/2023 00:08:57.865,4.60E-08
08/06/2023 00:08:58.880,4.70E-08
08/06/2023 00:08:59.901,4.70E-08
08/06/2023 00:09:00.924,4.70E-08
08/06/2023 00:09:01.942,4.70E-08
08/06/2023 00:09:02.956,4.70E-08
08/06/2023 00:09:03.972,4.80E-08
08/06/2023 00:09:04.981,4.80E-08
08/06/2023 00:09:06.003,4.80E-08
08/06/2023 00:09:07.028,4.80E-08
08/06/2023 00:09:08.050,4.80E-08
08/06/2023 00:09:09.069,4.90E-08
08/06/2023 00:09:10.092,4.90E-08
08/06/2023 00:09:11.113,4.90E-08
08/06/2023 00:09:12.123,4.90E-08
08/06/2023 00:09:13.146,5.00E-08
08/06/2023 00:09:14.171,5.00E-08
08/06/2023 00:09:15.180,5.00E-08
08/06/2023 00:09:16.202,5.00E-08
08/06/2023 00:09:17.226,5.00E-08
08/06/2023 00:09:18.237,5.00E-08
08/06/2023 00:09:19.248,5.10E-08
08/06/2023 00:09:20.257,5.10E-08
08/06/2023 00:09:21.272,5.10E-08
08/06/2023 00:09:22.280,5.10E-08
08/06/2023 00:09:23.292,5.10E-08
08/06/2023 00:09:24.315,5.20E-08
08/06/2023 00:09:25.343,5.20E-08
08/06/2023 00:09:26.362,5.20E-08
08/06/2023 00:09:27.391,5.20E-08
08/06/2023 00:09:28.409,5.20E-08
08/06/2023 00:09:29.425,5.20E-08
08/06/2023 00:09:30.444,5.30E-08
08/06/2023 00:09:31.457,5.30E-08
08/06/2023 00:09:32.471,5.30E-08
08/06/2023 00:09:33.482,5.30E-08
08/06/2023 00:09:34.495,5.30E-08
08/06/2023 00:09:35.517,5.30E-08
08/06/2023 00:09:36.537,5.30E-08
08/06/2023 00:09:37.558,5.30E-08
08/06/2023 00:09:38.582,5.40E-08
08/06/2023 00:09:39.606,5.40E-08
08/06/2023 00:09:40.614,5.40E-08
08/06/2023 00:09:41.636,5.40E-08
08/06/2023 00:09:42.646,5.40E-08
08/06/2023 00:09:43.657,5.50E-08
08/06/2023 00:09:44.666,5.50E-08
08/06/2023 00:09:45.689,5.50E-08
08/06/2023 00:09:46.699,5.50E-08
08/06/2023 00:09:47.718,5.50E-08
08/06/2023 00:09:48.740,5.50E-08
08/06/2023 00:09:49.767,5.50E-08
08/06/2023 00:09:50.790,5.50E-08
08/06/2023 00:09:51.812,5.50E-08
08/06/2023 00:09:52.825,5.50E-08
08/06/2023 00:09:53.834,5.50E-08
08/06/2023 00:09:54.847,5.50E-08
08/06/2023 00:09:55.859,5.50E-08
08/06/2023 00:09:56.879,5.50E-08
08/06/2023 00:09:57.911,5.60E-08
08/06/2023 00:09:58.928,5.60E-08
08/06/2023 00:09:59.950,5.60E-08
08/06/2023 00:10:00.960,5.60E-08
08/06/2023 00:10:01.975,5.60E-08
08/06/2023 00:10:02.984,5.60E-08
08/06/2023 00:10:03.996,5.60E-08
08/06/2023 00:10:05.018,5.60E-08
08/06/2023 00:10:06.033,5.60E-08
08/06/2023 00:10:07.053,5.60E-08
08/06/2023 00:10:08.075,5.60E-08
08/06/2023 00:10:09.087,5.60E-08
08/06/2023 00:10:10.116,5.60E-08
08/06/2023 00:10:11.143,5.60E-08
08/06/2023 00:10:12.161,5.60E-08
08/06/2023 00:10:13.169,5.60E-08
08/06/2023 00:10:14.199,5.60E-08
08/06/2023 00:10:15.218,5.60E-08
