'EPIC O.MF.MV Log File

'Date,O.MF.MV
08/06/2023 17:04:51.358,4.96E-02
08/06/2023 17:07:01.021,5.48E-02
08/06/2023 17:07:02.022,5.48E-02
08/06/2023 17:25:18.494,4.96E-02
08/06/2023 17:25:19.511,4.96E-02
08/06/2023 17:26:07.441,5.52E-02
08/06/2023 17:26:08.461,5.52E-02
08/06/2023 17:27:44.260,5.00E-02
08/06/2023 17:27:45.281,5.00E-02
08/06/2023 17:31:26.981,5.60E-02
08/06/2023 17:31:28.001,5.60E-02
08/06/2023 17:31:44.320,5.08E-02
08/06/2023 17:31:45.340,5.08E-02
08/06/2023 17:37:54.070,5.64E-02
08/06/2023 17:37:55.090,5.64E-02
08/06/2023 17:40:17.671,5.08E-02
08/06/2023 17:40:18.689,5.08E-02
08/06/2023 17:40:37.030,5.60E-02
08/06/2023 17:40:38.050,5.60E-02
08/06/2023 17:40:55.399,5.08E-02
08/06/2023 17:40:56.409,5.08E-02
08/06/2023 17:42:39.271,5.60E-02
08/06/2023 17:42:40.290,5.60E-02
08/06/2023 17:44:27.359,5.04E-02
08/06/2023 17:44:28.370,5.04E-02
08/06/2023 17:48:42.824,5.60E-02
08/06/2023 17:48:43.839,5.60E-02
08/06/2023 17:50:50.229,5.08E-02
08/06/2023 17:50:51.249,5.08E-02
08/06/2023 17:52:15.862,5.60E-02
08/06/2023 17:52:16.885,5.60E-02
08/06/2023 17:52:34.218,5.08E-02
08/06/2023 17:52:35.239,5.08E-02
08/06/2023 17:53:04.817,5.64E-02
08/06/2023 17:53:05.813,5.64E-02
08/06/2023 17:53:28.239,5.12E-02
08/06/2023 17:53:29.259,5.12E-02
08/06/2023 17:55:58.099,5.64E-02
08/06/2023 17:55:59.117,5.64E-02
08/06/2023 17:56:31.311,5.04E-02
08/06/2023 17:56:32.329,5.04E-02
08/06/2023 18:00:05.513,5.56E-02
08/06/2023 18:00:06.517,5.56E-02
08/06/2023 18:01:17.812,5.04E-02
08/06/2023 18:01:18.815,5.04E-02
08/06/2023 18:02:08.017,5.68E-02
08/06/2023 18:02:09.013,5.68E-02
08/06/2023 18:02:27.093,5.12E-02
08/06/2023 18:02:28.096,5.12E-02
08/06/2023 18:06:31.288,5.64E-02
08/06/2023 18:06:32.308,5.64E-02
08/06/2023 18:07:51.635,5.12E-02
08/06/2023 18:07:52.633,5.12E-02
08/06/2023 18:09:34.036,5.68E-02
08/06/2023 18:09:35.037,5.68E-02
08/06/2023 18:09:54.259,5.04E-02
08/06/2023 18:09:55.278,5.04E-02
08/06/2023 18:19:08.959,5.60E-02
08/06/2023 18:19:09.981,5.60E-02
08/06/2023 18:19:23.257,4.96E-02
08/06/2023 18:19:24.277,4.96E-02
08/06/2023 18:25:02.447,5.52E-02
08/06/2023 18:25:03.466,5.52E-02
08/06/2023 18:25:18.769,4.96E-02
08/06/2023 18:25:19.787,4.96E-02
08/06/2023 18:29:38.385,5.48E-02
08/06/2023 18:29:39.406,5.48E-02
08/06/2023 18:32:19.466,4.96E-02
08/06/2023 18:32:20.485,4.96E-02
08/06/2023 18:33:26.706,5.60E-02
08/06/2023 18:33:27.725,5.60E-02
08/06/2023 18:34:16.655,5.04E-02
08/06/2023 18:34:17.675,5.04E-02
08/06/2023 18:47:36.576,5.56E-02
08/06/2023 18:47:37.596,5.56E-02
08/06/2023 18:48:16.136,4.96E-02
08/06/2023 18:48:17.154,4.96E-02
08/06/2023 18:52:39.974,5.64E-02
08/06/2023 18:52:40.994,5.64E-02
08/06/2023 18:53:55.447,5.04E-02
08/06/2023 18:53:56.454,5.04E-02
08/06/2023 18:54:24.973,5.56E-02
08/06/2023 18:54:25.969,5.56E-02
08/06/2023 18:54:39.113,4.96E-02
08/06/2023 18:54:40.114,4.96E-02
08/06/2023 18:55:41.492,5.68E-02
08/06/2023 18:55:42.490,5.68E-02
08/06/2023 18:56:25.610,5.16E-02
08/06/2023 18:56:26.613,5.16E-02
08/06/2023 19:34:57.680,4.64E-02
08/06/2023 19:34:58.704,4.64E-02
08/06/2023 19:35:17.061,5.24E-02
08/06/2023 19:35:18.082,5.24E-02
08/06/2023 19:46:16.410,4.72E-02
08/06/2023 19:46:17.430,4.72E-02
08/06/2023 19:46:34.770,5.24E-02
08/06/2023 19:46:35.791,5.24E-02
08/06/2023 19:58:17.155,4.72E-02
08/06/2023 19:58:18.157,4.72E-02
08/06/2023 19:58:37.235,5.52E-02
08/06/2023 19:58:38.237,5.52E-02
08/06/2023 19:59:16.414,4.96E-02
08/06/2023 19:59:17.418,4.96E-02
08/06/2023 20:00:09.653,5.48E-02
08/06/2023 20:00:10.658,5.48E-02
08/06/2023 20:00:15.680,4.96E-02
08/06/2023 20:00:16.698,4.96E-02
08/06/2023 20:00:51.857,5.48E-02
08/06/2023 20:00:52.852,5.48E-02
08/06/2023 20:01:31.978,6.04E-02
08/06/2023 20:01:32.974,6.04E-02
08/06/2023 20:03:34.519,6.56E-02
08/06/2023 20:03:35.549,6.56E-02
08/06/2023 20:08:24.854,6.04E-02
08/06/2023 20:08:25.855,6.04E-02
08/06/2023 20:13:00.737,5.52E-02
08/06/2023 20:13:01.757,5.52E-02
08/06/2023 20:13:22.834,6.04E-02
08/06/2023 20:13:23.837,6.04E-02
08/06/2023 20:15:37.917,5.44E-02
08/06/2023 20:15:38.938,5.44E-02
08/06/2023 20:16:24.829,6.00E-02
08/06/2023 20:16:25.848,6.00E-02
08/06/2023 20:17:20.845,5.48E-02
08/06/2023 20:17:21.856,5.48E-02
08/06/2023 20:20:57.909,4.96E-02
08/06/2023 20:20:58.928,4.96E-02
08/06/2023 20:21:15.229,5.52E-02
08/06/2023 20:21:16.248,5.52E-02
08/06/2023 20:24:58.477,5.00E-02
08/06/2023 20:24:59.497,5.00E-02
08/06/2023 20:28:11.096,5.52E-02
08/06/2023 20:28:12.117,5.52E-02
08/06/2023 20:33:54.596,4.96E-02
08/06/2023 20:33:55.616,4.96E-02
08/06/2023 20:34:25.156,5.48E-02
08/06/2023 20:34:26.177,5.48E-02
08/06/2023 20:35:59.855,4.96E-02
08/06/2023 20:36:00.849,4.96E-02
08/06/2023 20:36:26.305,5.52E-02
08/06/2023 20:36:27.316,5.52E-02
08/06/2023 20:37:31.516,5.00E-02
08/06/2023 20:37:32.537,5.00E-02
08/06/2023 20:37:59.035,5.52E-02
08/06/2023 20:38:00.061,5.52E-02
08/06/2023 20:39:26.615,4.96E-02
08/06/2023 20:39:27.635,4.96E-02
08/06/2023 20:40:37.915,5.48E-02
08/06/2023 20:40:38.943,5.48E-02
08/06/2023 20:51:06.675,4.84E-02
08/06/2023 20:51:07.696,4.84E-02
08/06/2023 20:52:18.995,5.36E-02
08/06/2023 20:52:20.015,5.36E-02
08/06/2023 20:53:02.863,4.84E-02
08/06/2023 20:53:03.874,4.84E-02
08/06/2023 20:54:50.745,5.40E-02
08/06/2023 20:54:51.765,5.40E-02
08/06/2023 20:55:06.904,4.84E-02
08/06/2023 20:55:07.926,4.84E-02
08/06/2023 20:56:21.222,5.36E-02
08/06/2023 20:56:22.220,5.36E-02
08/06/2023 20:57:07.403,4.84E-02
08/06/2023 20:57:08.399,4.84E-02
08/06/2023 20:58:45.759,5.40E-02
08/06/2023 20:58:46.763,5.40E-02
08/06/2023 21:04:28.120,4.84E-02
08/06/2023 21:04:29.123,4.84E-02
08/06/2023 21:07:31.857,4.32E-02
08/06/2023 21:07:32.861,4.32E-02
08/06/2023 21:08:59.141,4.84E-02
08/06/2023 21:09:00.139,4.84E-02
08/06/2023 21:10:11.499,4.28E-02
08/06/2023 21:10:12.501,4.28E-02
08/06/2023 21:11:13.618,4.84E-02
08/06/2023 21:11:14.622,4.84E-02
08/06/2023 21:20:52.243,5.36E-02
08/06/2023 21:20:53.262,5.36E-02
08/06/2023 21:21:30.986,4.84E-02
08/06/2023 21:21:32.002,4.84E-02
08/06/2023 21:22:15.862,5.36E-02
08/06/2023 21:22:16.882,5.36E-02
08/06/2023 21:24:11.086,4.80E-02
08/06/2023 21:24:12.102,4.80E-02
08/06/2023 21:36:51.122,5.32E-02
08/06/2023 21:36:52.141,5.32E-02
08/06/2023 21:50:11.874,4.76E-02
08/06/2023 21:50:12.878,4.76E-02
08/06/2023 21:50:39.280,5.36E-02
08/06/2023 21:50:40.300,5.36E-02
08/06/2023 21:54:10.085,4.80E-02
08/06/2023 21:54:11.101,4.80E-02
08/06/2023 21:54:47.719,5.32E-02
08/06/2023 21:54:48.725,5.32E-02
08/06/2023 21:57:39.589,4.80E-02
08/06/2023 21:57:40.607,4.80E-02
08/06/2023 21:58:58.887,5.36E-02
08/06/2023 21:58:59.884,5.36E-02
08/06/2023 22:01:32.347,4.72E-02
08/06/2023 22:01:33.344,4.72E-02
08/06/2023 22:02:21.588,5.24E-02
08/06/2023 22:02:22.585,5.24E-02
08/06/2023 22:05:27.287,4.72E-02
08/06/2023 22:05:28.293,4.72E-02
08/06/2023 22:05:47.364,5.24E-02
08/06/2023 22:05:48.367,5.24E-02
08/06/2023 22:09:55.387,4.68E-02
08/06/2023 22:09:56.384,4.68E-02
08/06/2023 22:11:13.727,5.20E-02
08/06/2023 22:11:14.723,5.20E-02
08/06/2023 22:12:01.905,4.60E-02
08/06/2023 22:12:02.903,4.60E-02
08/06/2023 22:12:27.983,5.12E-02
08/06/2023 22:12:28.987,5.12E-02
08/06/2023 22:16:53.087,5.72E-02
08/06/2023 22:16:54.117,5.72E-02
08/06/2023 22:17:12.470,5.00E-02
08/06/2023 22:17:13.491,5.00E-02
08/06/2023 22:20:33.348,5.56E-02
08/06/2023 22:20:34.368,5.56E-02
08/06/2023 22:27:08.757,4.84E-02
08/06/2023 22:27:09.787,4.84E-02
08/06/2023 22:30:12.006,5.40E-02
08/06/2023 22:30:13.002,5.40E-02
08/06/2023 22:30:22.169,4.88E-02
08/06/2023 22:30:23.187,4.88E-02
08/06/2023 22:33:42.807,5.40E-02
08/06/2023 22:33:43.827,5.40E-02
08/06/2023 22:34:06.195,4.88E-02
08/06/2023 22:34:07.208,4.88E-02
08/06/2023 22:35:11.468,5.40E-02
08/06/2023 22:35:12.487,5.40E-02
08/06/2023 22:37:28.006,4.88E-02
08/06/2023 22:37:29.027,4.88E-02
08/06/2023 22:38:44.505,5.40E-02
08/06/2023 22:38:45.526,5.40E-02
08/06/2023 22:40:30.527,4.84E-02
08/06/2023 22:40:31.546,4.84E-02
08/06/2023 22:41:05.185,5.40E-02
08/06/2023 22:41:06.205,5.40E-02
08/06/2023 22:42:07.366,4.80E-02
08/06/2023 22:42:08.385,4.80E-02
08/06/2023 22:44:59.435,5.40E-02
08/06/2023 22:45:00.455,5.40E-02
08/06/2023 22:48:44.168,4.76E-02
08/06/2023 22:48:45.188,4.76E-02
08/06/2023 22:52:03.836,5.28E-02
08/06/2023 22:52:04.854,5.28E-02
08/06/2023 22:55:53.804,4.72E-02
08/06/2023 22:55:54.827,4.72E-02
08/06/2023 22:56:47.522,5.24E-02
08/06/2023 22:56:48.520,5.24E-02
08/06/2023 23:00:11.382,5.76E-02
08/06/2023 23:00:12.384,5.76E-02
08/06/2023 23:01:45.910,5.20E-02
08/06/2023 23:01:46.908,5.20E-02
08/06/2023 23:06:56.918,4.64E-02
08/06/2023 23:06:57.922,4.64E-02
08/06/2023 23:07:49.180,5.20E-02
08/06/2023 23:07:50.181,5.20E-02
08/06/2023 23:08:05.239,4.60E-02
08/06/2023 23:08:06.241,4.60E-02
08/06/2023 23:08:52.479,5.12E-02
08/06/2023 23:08:53.482,5.12E-02
08/06/2023 23:10:14.873,5.64E-02
08/06/2023 23:10:15.892,5.64E-02
08/06/2023 23:11:06.029,5.12E-02
08/06/2023 23:11:07.035,5.12E-02
08/06/2023 23:19:54.163,5.72E-02
08/06/2023 23:19:55.183,5.72E-02
08/06/2023 23:21:38.172,5.20E-02
08/06/2023 23:21:39.195,5.20E-02
08/06/2023 23:51:20.310,4.68E-02
08/06/2023 23:51:21.330,4.68E-02
08/06/2023 23:52:06.178,5.20E-02
08/06/2023 23:52:07.199,5.20E-02
08/06/2023 23:57:10.609,4.60E-02
08/06/2023 23:57:11.620,4.60E-02
08/06/2023 23:57:30.980,5.20E-02
08/06/2023 23:57:31.999,5.20E-02
