'EPIC Ga.PID.MV Log File

'Date,Ga.PID.MV
08/06/2023 00:01:21.427,300.0
08/06/2023 00:01:22.440,300.0
08/06/2023 00:01:23.451,300.0
08/06/2023 00:01:24.458,300.0
08/06/2023 00:01:25.467,300.0
08/06/2023 00:01:26.479,300.0
08/06/2023 00:01:27.494,300.0
08/06/2023 00:01:28.512,300.0
08/06/2023 00:01:29.530,300.0
08/06/2023 00:01:30.556,300.0
08/06/2023 00:01:31.572,300.0
08/06/2023 00:01:32.580,300.0
08/06/2023 00:01:33.590,300.0
08/06/2023 00:01:34.597,300.0
08/06/2023 00:01:35.605,300.0
08/06/2023 00:01:36.615,300.0
08/06/2023 00:01:37.623,300.0
08/06/2023 00:01:38.643,300.0
08/06/2023 00:01:39.650,300.0
08/06/2023 00:01:40.661,300.0
08/06/2023 00:01:41.677,300.0
08/06/2023 00:01:42.685,300.0
08/06/2023 00:01:43.707,300.0
08/06/2023 00:01:44.732,300.0
08/06/2023 00:01:45.748,300.0
08/06/2023 00:01:46.770,300.0
08/06/2023 00:01:47.791,300.0
08/06/2023 00:01:48.801,300.0
08/06/2023 00:01:49.808,300.0
08/06/2023 00:01:50.826,300.0
08/06/2023 00:01:51.836,300.0
08/06/2023 00:01:52.859,300.0
08/06/2023 00:01:53.871,300.0
08/06/2023 00:01:54.879,300.0
08/06/2023 00:01:55.889,300.0
08/06/2023 00:01:56.897,300.0
08/06/2023 00:01:57.911,300.0
08/06/2023 00:01:58.919,300.0
08/06/2023 00:01:59.926,300.0
08/06/2023 00:02:00.940,300.0
08/06/2023 00:02:01.953,300.0
08/06/2023 00:02:02.964,300.0
08/06/2023 00:02:03.973,300.0
08/06/2023 00:02:04.983,300.0
08/06/2023 00:02:05.991,300.0
08/06/2023 00:02:07.003,300.0
08/06/2023 00:02:08.012,300.0
08/06/2023 00:02:09.022,300.0
08/06/2023 00:02:10.057,300.0
08/06/2023 00:02:11.068,300.0
08/06/2023 00:02:12.079,300.0
08/06/2023 00:02:13.087,300.0
08/06/2023 00:02:14.096,300.0
08/06/2023 00:02:15.119,300.0
08/06/2023 00:02:16.130,300.0
08/06/2023 00:02:17.139,300.0
08/06/2023 00:02:18.150,300.0
08/06/2023 00:02:19.157,300.0
08/06/2023 00:02:20.167,300.0
08/06/2023 00:02:21.188,300.0
08/06/2023 00:02:22.200,300.0
08/06/2023 00:02:23.219,300.0
08/06/2023 00:02:24.238,300.0
08/06/2023 00:02:25.259,300.0
08/06/2023 00:02:26.267,300.0
08/06/2023 00:02:27.286,300.0
08/06/2023 00:02:28.298,300.0
08/06/2023 00:02:29.321,300.0
08/06/2023 00:02:30.332,300.0
08/06/2023 00:02:31.341,300.0
08/06/2023 00:02:32.349,300.0
08/06/2023 00:02:33.370,300.0
08/06/2023 00:02:34.380,300.0
08/06/2023 00:02:35.391,300.0
08/06/2023 00:02:36.399,300.0
08/06/2023 00:02:37.407,300.0
08/06/2023 00:02:38.413,300.0
08/06/2023 00:02:39.425,300.0
08/06/2023 00:02:40.434,300.0
08/06/2023 00:02:41.458,300.0
08/06/2023 00:02:42.480,300.0
08/06/2023 00:02:43.500,300.0
08/06/2023 00:02:44.509,300.0
08/06/2023 00:02:45.515,300.0
08/06/2023 00:02:46.534,300.0
08/06/2023 00:02:47.556,300.0
08/06/2023 00:02:48.565,300.0
08/06/2023 00:02:49.574,300.0
08/06/2023 00:02:50.580,300.0
08/06/2023 00:02:51.592,300.0
08/06/2023 00:02:52.604,300.0
08/06/2023 00:02:53.629,300.0
08/06/2023 00:02:54.639,300.0
08/06/2023 00:02:55.648,300.0
08/06/2023 00:02:56.671,300.0
08/06/2023 00:02:57.680,300.0
08/06/2023 00:02:58.691,300.0
08/06/2023 00:02:59.713,300.0
08/06/2023 00:03:00.721,300.0
08/06/2023 00:03:01.744,300.0
08/06/2023 00:03:02.763,300.0
08/06/2023 00:03:03.773,300.0
08/06/2023 00:03:04.794,300.0
08/06/2023 00:03:05.803,300.0
08/06/2023 00:03:06.815,300.0
08/06/2023 00:03:07.826,300.0
08/06/2023 00:03:08.847,300.0
08/06/2023 00:03:09.870,300.0
08/06/2023 00:03:10.894,300.0
08/06/2023 00:03:11.906,300.0
08/06/2023 00:03:12.922,300.0
08/06/2023 00:03:13.936,300.0
08/06/2023 00:03:14.946,300.0
08/06/2023 00:03:15.969,300.0
08/06/2023 00:03:16.982,300.0
08/06/2023 00:03:18.002,300.0
08/06/2023 00:03:19.020,300.0
08/06/2023 00:03:20.042,300.0
08/06/2023 00:03:21.066,300.0
08/06/2023 00:03:22.080,300.0
08/06/2023 00:03:23.089,300.0
08/06/2023 00:03:24.112,300.0
08/06/2023 00:03:25.124,300.0
08/06/2023 00:03:26.144,300.0
08/06/2023 00:03:27.153,300.0
08/06/2023 00:03:28.172,300.0
08/06/2023 00:03:29.186,300.0
08/06/2023 00:03:30.208,300.0
08/06/2023 00:03:31.219,300.0
08/06/2023 00:03:32.243,300.0
08/06/2023 00:03:33.264,300.0
08/06/2023 00:03:34.276,300.0
08/06/2023 00:03:35.288,300.0
08/06/2023 00:03:36.303,300.0
08/06/2023 00:03:37.315,300.0
08/06/2023 00:03:38.340,300.0
08/06/2023 00:03:39.354,300.0
08/06/2023 00:03:40.383,300.0
08/06/2023 00:03:41.399,300.0
08/06/2023 00:03:42.429,300.0
08/06/2023 00:03:43.454,300.0
08/06/2023 00:03:44.470,300.0
08/06/2023 00:03:45.495,300.0
08/06/2023 00:03:46.517,300.0
08/06/2023 00:03:47.543,300.0
08/06/2023 00:03:48.555,300.0
08/06/2023 00:03:49.580,300.0
08/06/2023 00:03:50.589,300.0
08/06/2023 00:03:51.617,300.0
08/06/2023 00:03:52.640,300.0
08/06/2023 00:03:53.662,300.0
08/06/2023 00:03:54.685,300.0
08/06/2023 00:03:55.707,300.0
08/06/2023 00:03:56.717,300.0
08/06/2023 00:03:57.728,300.0
08/06/2023 00:03:58.737,300.0
08/06/2023 00:03:59.746,300.0
08/06/2023 00:04:00.770,300.0
08/06/2023 00:04:01.787,300.0
08/06/2023 00:04:02.802,300.0
08/06/2023 00:04:03.821,300.0
08/06/2023 00:04:04.845,300.0
08/06/2023 00:04:05.867,300.0
08/06/2023 00:04:06.878,300.0
08/06/2023 00:04:07.902,300.0
08/06/2023 00:04:08.910,300.0
08/06/2023 00:04:09.932,300.0
08/06/2023 00:04:10.940,300.0
08/06/2023 00:04:11.961,300.0
08/06/2023 00:04:12.974,300.0
08/06/2023 00:04:13.983,300.0
08/06/2023 00:04:14.992,300.0
08/06/2023 00:04:16.000,300.0
08/06/2023 00:04:17.009,300.0
08/06/2023 00:04:18.032,300.0
08/06/2023 00:04:19.041,300.0
08/06/2023 00:04:20.065,300.0
08/06/2023 00:04:21.079,300.0
08/06/2023 00:04:22.101,300.0
08/06/2023 00:04:23.118,300.0
08/06/2023 00:04:24.141,300.0
08/06/2023 00:04:25.171,300.0
08/06/2023 00:04:26.199,300.0
08/06/2023 00:04:27.222,300.0
08/06/2023 00:04:28.234,300.0
08/06/2023 00:04:29.256,300.0
08/06/2023 00:04:30.266,300.0
08/06/2023 00:04:31.275,300.0
08/06/2023 00:04:32.299,300.0
08/06/2023 00:04:33.311,300.0
08/06/2023 00:04:34.326,300.0
08/06/2023 00:04:35.340,300.0
08/06/2023 00:04:36.358,300.0
08/06/2023 00:04:37.375,300.0
08/06/2023 00:04:38.397,300.0
08/06/2023 00:04:39.408,300.0
08/06/2023 00:04:40.425,300.0
08/06/2023 00:04:41.448,300.0
08/06/2023 00:04:42.471,300.0
08/06/2023 00:04:43.492,300.0
08/06/2023 00:04:44.516,300.0
08/06/2023 00:04:45.525,300.0
08/06/2023 00:04:46.537,300.0
08/06/2023 00:04:47.566,300.0
08/06/2023 00:04:48.584,300.0
08/06/2023 00:04:49.597,300.0
08/06/2023 00:04:50.615,300.0
08/06/2023 00:04:51.631,300.0
08/06/2023 00:04:52.662,300.0
08/06/2023 00:04:53.673,300.0
08/06/2023 00:04:54.691,300.0
08/06/2023 00:04:55.701,300.0
08/06/2023 00:04:56.725,300.0
08/06/2023 00:04:57.747,300.0
08/06/2023 00:04:58.757,300.0
08/06/2023 00:04:59.772,300.0
08/06/2023 00:05:00.784,300.0
08/06/2023 00:05:01.810,300.0
08/06/2023 00:05:02.834,300.0
08/06/2023 00:05:03.857,300.0
08/06/2023 00:05:04.868,300.0
08/06/2023 00:05:05.880,300.0
08/06/2023 00:05:06.904,300.0
08/06/2023 00:05:07.916,300.0
08/06/2023 00:05:08.935,300.0
08/06/2023 00:05:09.958,300.0
08/06/2023 00:05:10.982,300.0
08/06/2023 00:05:12.007,300.0
08/06/2023 00:05:13.015,300.0
08/06/2023 00:05:14.025,300.0
08/06/2023 00:05:15.049,300.0
08/06/2023 00:05:16.074,300.0
08/06/2023 00:05:17.083,300.0
08/06/2023 00:05:18.107,300.0
08/06/2023 00:05:19.117,300.0
08/06/2023 00:05:20.136,300.0
08/06/2023 00:05:21.150,300.0
08/06/2023 00:05:22.162,300.0
08/06/2023 00:05:23.179,300.0
08/06/2023 00:05:24.196,300.0
08/06/2023 00:05:25.218,300.0
08/06/2023 00:05:26.243,300.0
08/06/2023 00:05:27.263,300.0
08/06/2023 00:05:28.276,300.0
08/06/2023 00:05:29.288,300.0
08/06/2023 00:05:30.299,300.0
08/06/2023 00:05:31.314,300.0
08/06/2023 00:05:32.328,300.0
08/06/2023 00:05:33.348,300.0
08/06/2023 00:05:34.383,300.0
08/06/2023 00:05:35.395,300.0
08/06/2023 00:05:36.410,300.0
08/06/2023 00:05:37.429,300.0
08/06/2023 00:05:38.442,300.0
08/06/2023 00:05:39.454,300.0
08/06/2023 00:05:40.463,300.0
08/06/2023 00:05:41.475,300.0
08/06/2023 00:05:42.514,300.0
08/06/2023 00:05:43.525,300.0
08/06/2023 00:05:44.550,300.0
08/06/2023 00:05:45.560,300.0
08/06/2023 00:05:46.586,300.0
08/06/2023 00:05:47.608,300.0
08/06/2023 00:05:48.618,300.0
08/06/2023 00:05:49.636,300.0
08/06/2023 00:05:50.647,300.0
08/06/2023 00:05:51.666,300.0
08/06/2023 00:05:52.675,300.0
08/06/2023 00:05:53.684,300.0
08/06/2023 00:05:54.694,300.0
08/06/2023 00:05:55.721,300.0
08/06/2023 00:05:56.747,300.0
08/06/2023 00:05:57.763,300.0
08/06/2023 00:05:58.772,300.0
08/06/2023 00:05:59.796,300.0
08/06/2023 00:06:00.811,300.0
08/06/2023 00:06:01.824,300.0
08/06/2023 00:06:02.832,300.0
08/06/2023 00:06:03.870,300.0
08/06/2023 00:06:04.892,300.0
08/06/2023 00:06:05.915,300.0
08/06/2023 00:06:06.942,300.0
08/06/2023 00:06:07.962,300.0
08/06/2023 00:06:08.977,300.0
08/06/2023 00:06:09.992,300.0
08/06/2023 00:06:11.016,300.0
08/06/2023 00:06:12.029,300.0
08/06/2023 00:06:13.051,300.0
08/06/2023 00:06:14.062,300.0
08/06/2023 00:06:15.080,300.0
08/06/2023 00:06:16.099,300.0
08/06/2023 00:06:17.110,300.0
08/06/2023 00:06:18.130,300.0
08/06/2023 00:06:19.153,300.0
08/06/2023 00:06:20.173,300.0
08/06/2023 00:06:21.185,300.0
08/06/2023 00:06:22.214,300.0
08/06/2023 00:06:23.225,300.0
08/06/2023 00:06:24.247,300.0
08/06/2023 00:06:25.275,300.0
08/06/2023 00:06:26.294,300.0
08/06/2023 00:06:27.305,300.0
08/06/2023 00:06:28.329,300.0
08/06/2023 00:06:29.354,300.0
08/06/2023 00:06:30.379,300.0
08/06/2023 00:06:31.406,300.0
08/06/2023 00:06:32.430,300.0
08/06/2023 00:06:33.450,300.0
08/06/2023 00:06:34.472,300.0
08/06/2023 00:06:35.484,300.0
08/06/2023 00:06:36.495,300.0
08/06/2023 00:06:37.509,300.0
08/06/2023 00:06:38.519,300.0
08/06/2023 00:06:39.530,300.0
08/06/2023 00:06:40.553,300.0
08/06/2023 00:06:41.576,300.0
08/06/2023 00:06:42.597,300.0
08/06/2023 00:06:43.609,300.0
08/06/2023 00:06:44.629,300.0
08/06/2023 00:06:45.639,300.0
08/06/2023 00:06:46.649,300.0
08/06/2023 00:06:47.665,300.0
08/06/2023 00:06:48.682,300.0
08/06/2023 00:06:49.691,300.0
08/06/2023 00:06:50.720,300.0
08/06/2023 00:06:51.740,300.0
08/06/2023 00:06:52.763,300.0
08/06/2023 00:06:53.774,300.0
08/06/2023 00:06:54.796,300.0
08/06/2023 00:06:55.812,300.0
08/06/2023 00:06:56.823,300.0
08/06/2023 00:06:57.834,300.0
08/06/2023 00:06:58.850,300.0
08/06/2023 00:06:59.859,300.0
08/06/2023 00:07:00.869,300.0
08/06/2023 00:07:01.884,300.0
08/06/2023 00:07:02.909,300.0
08/06/2023 00:07:03.933,300.0
08/06/2023 00:07:04.944,300.0
08/06/2023 00:07:05.957,300.0
08/06/2023 00:07:06.978,300.0
08/06/2023 00:07:07.987,300.0
08/06/2023 00:07:09.010,300.0
08/06/2023 00:07:10.022,300.0
08/06/2023 00:07:11.031,300.0
08/06/2023 00:07:12.041,300.0
08/06/2023 00:07:13.060,300.0
08/06/2023 00:07:14.093,300.0
08/06/2023 00:07:15.112,300.0
08/06/2023 00:07:16.143,300.0
08/06/2023 00:07:17.162,300.0
08/06/2023 00:07:18.176,300.0
08/06/2023 00:07:19.198,300.0
08/06/2023 00:07:20.223,300.0
08/06/2023 00:07:21.253,300.0
08/06/2023 00:07:22.271,300.0
08/06/2023 00:07:23.295,300.0
08/06/2023 00:07:24.313,300.0
08/06/2023 00:07:25.336,300.0
08/06/2023 00:07:26.356,300.0
08/06/2023 00:07:27.366,300.0
08/06/2023 00:07:28.374,300.0
08/06/2023 00:07:29.398,300.0
08/06/2023 00:07:30.407,300.0
08/06/2023 00:07:31.418,300.0
08/06/2023 00:07:32.437,300.0
08/06/2023 00:07:33.458,300.0
08/06/2023 00:07:34.467,300.0
08/06/2023 00:07:35.478,300.0
08/06/2023 00:07:36.487,300.0
08/06/2023 00:07:37.511,300.0
08/06/2023 00:07:38.532,300.0
08/06/2023 00:07:39.555,300.0
08/06/2023 00:07:40.568,300.0
08/06/2023 00:07:41.581,300.0
08/06/2023 00:07:42.605,300.0
08/06/2023 00:07:43.617,300.0
08/06/2023 00:07:44.641,300.0
08/06/2023 00:07:45.668,300.0
08/06/2023 00:07:46.679,300.0
08/06/2023 00:07:47.714,300.0
08/06/2023 00:07:48.725,300.0
08/06/2023 00:07:49.735,300.0
08/06/2023 00:07:50.746,300.0
08/06/2023 00:07:51.759,300.0
08/06/2023 00:07:52.781,300.0
08/06/2023 00:07:53.805,300.0
08/06/2023 00:07:54.826,300.0
08/06/2023 00:07:55.836,300.0
08/06/2023 00:07:56.848,300.0
08/06/2023 00:07:57.868,300.0
08/06/2023 00:07:58.878,300.0
08/06/2023 00:07:59.902,300.0
08/06/2023 00:08:00.912,300.0
08/06/2023 00:08:01.925,300.0
08/06/2023 00:08:02.949,300.0
08/06/2023 00:08:03.958,300.0
08/06/2023 00:08:04.982,300.0
08/06/2023 00:08:05.997,300.0
08/06/2023 00:08:07.014,300.0
08/06/2023 00:08:08.024,300.0
08/06/2023 00:08:09.047,300.0
08/06/2023 00:08:10.058,300.0
08/06/2023 00:08:11.079,300.0
08/06/2023 00:08:12.105,300.0
08/06/2023 00:08:13.113,300.0
08/06/2023 00:08:14.136,300.0
08/06/2023 00:08:15.144,300.0
08/06/2023 00:08:16.166,300.0
08/06/2023 00:08:17.189,300.0
08/06/2023 00:08:18.210,300.0
08/06/2023 00:08:19.218,300.0
08/06/2023 00:08:20.228,300.0
08/06/2023 00:08:21.251,300.0
08/06/2023 00:08:22.261,300.0
08/06/2023 00:08:23.282,300.0
08/06/2023 00:08:24.290,300.0
08/06/2023 00:08:25.302,300.0
08/06/2023 00:08:26.325,300.0
08/06/2023 00:08:27.349,300.0
08/06/2023 00:08:28.374,300.0
08/06/2023 00:08:29.388,300.0
08/06/2023 00:08:30.400,300.0
08/06/2023 00:08:31.409,300.0
08/06/2023 00:08:32.432,300.0
08/06/2023 00:08:33.458,300.0
08/06/2023 00:08:34.469,300.0
08/06/2023 00:08:35.487,300.0
08/06/2023 00:08:36.504,300.0
08/06/2023 00:08:37.526,300.0
08/06/2023 00:08:38.537,300.0
08/06/2023 00:08:39.550,300.0
08/06/2023 00:08:40.559,300.0
08/06/2023 00:08:41.578,300.0
08/06/2023 00:08:42.588,300.0
08/06/2023 00:08:43.597,300.0
08/06/2023 00:08:44.618,300.0
08/06/2023 00:08:45.628,300.0
08/06/2023 00:08:46.638,300.0
08/06/2023 00:08:47.666,300.0
08/06/2023 00:08:48.688,300.0
08/06/2023 00:08:49.713,300.0
08/06/2023 00:08:50.733,300.0
08/06/2023 00:08:51.744,300.0
08/06/2023 00:08:52.768,300.0
08/06/2023 00:08:53.778,300.0
08/06/2023 00:08:54.801,300.0
08/06/2023 00:08:55.825,300.0
08/06/2023 00:08:56.848,300.0
08/06/2023 00:08:57.860,300.0
08/06/2023 00:08:58.873,300.0
08/06/2023 00:08:59.896,300.0
08/06/2023 00:09:00.919,300.0
08/06/2023 00:09:01.937,300.0
08/06/2023 00:09:02.951,300.0
08/06/2023 00:09:03.967,300.0
08/06/2023 00:09:04.976,300.0
08/06/2023 00:09:05.998,300.0
08/06/2023 00:09:07.022,300.0
08/06/2023 00:09:08.042,300.0
08/06/2023 00:09:09.063,300.0
08/06/2023 00:09:10.086,300.0
08/06/2023 00:09:11.107,300.0
08/06/2023 00:09:12.118,300.0
08/06/2023 00:09:13.140,300.0
08/06/2023 00:09:14.165,300.0
08/06/2023 00:09:15.175,300.0
08/06/2023 00:09:16.197,300.0
08/06/2023 00:09:17.221,300.0
08/06/2023 00:09:18.232,300.0
08/06/2023 00:09:19.243,300.0
08/06/2023 00:09:20.251,300.0
08/06/2023 00:09:21.266,300.0
08/06/2023 00:09:22.275,300.0
08/06/2023 00:09:23.286,300.0
08/06/2023 00:09:24.309,300.0
08/06/2023 00:09:25.338,300.0
08/06/2023 00:09:26.357,300.0
08/06/2023 00:09:27.386,300.0
08/06/2023 00:09:28.404,300.0
08/06/2023 00:09:29.419,300.0
08/06/2023 00:09:30.438,300.0
08/06/2023 00:09:31.452,300.0
08/06/2023 00:09:32.466,300.0
08/06/2023 00:09:33.475,300.0
08/06/2023 00:09:34.490,300.0
08/06/2023 00:09:35.510,300.0
08/06/2023 00:09:36.530,300.0
08/06/2023 00:09:37.550,300.0
08/06/2023 00:09:38.576,300.0
08/06/2023 00:09:39.601,300.0
08/06/2023 00:09:40.609,300.0
08/06/2023 00:09:41.630,300.0
08/06/2023 00:09:42.640,300.0
08/06/2023 00:09:43.651,300.0
08/06/2023 00:09:44.661,300.0
08/06/2023 00:09:45.684,300.0
08/06/2023 00:09:46.694,300.0
08/06/2023 00:09:47.711,300.0
08/06/2023 00:09:48.733,300.0
08/06/2023 00:09:49.759,300.0
08/06/2023 00:09:50.785,300.0
08/06/2023 00:09:51.807,300.0
08/06/2023 00:09:52.819,300.0
08/06/2023 00:09:53.828,300.0
08/06/2023 00:09:54.842,300.0
08/06/2023 00:09:55.854,300.0
08/06/2023 00:09:56.874,300.0
08/06/2023 00:09:57.905,300.0
08/06/2023 00:09:58.923,300.0
08/06/2023 00:09:59.945,300.0
08/06/2023 00:10:00.954,300.0
08/06/2023 00:10:01.969,300.0
08/06/2023 00:10:02.979,300.0
08/06/2023 00:10:03.990,300.0
08/06/2023 00:10:05.012,300.0
08/06/2023 00:10:06.027,300.0
08/06/2023 00:10:07.048,300.0
08/06/2023 00:10:08.070,300.0
08/06/2023 00:10:09.080,300.0
08/06/2023 00:10:10.111,300.0
08/06/2023 00:10:11.137,300.0
08/06/2023 00:10:12.155,300.0
08/06/2023 00:10:13.164,300.0
08/06/2023 00:10:14.194,300.0
08/06/2023 00:10:15.212,300.0
08/06/2023 00:10:16.230,300.0
08/06/2023 00:10:17.241,300.0
08/06/2023 00:10:18.261,300.0
08/06/2023 00:10:19.272,300.0
08/06/2023 00:10:20.283,300.0
08/06/2023 00:10:21.308,300.0
08/06/2023 00:10:22.316,300.0
08/06/2023 00:10:23.339,300.0
08/06/2023 00:10:24.348,300.0
08/06/2023 00:10:25.356,300.0
08/06/2023 00:10:26.369,300.0
08/06/2023 00:10:27.389,300.0
08/06/2023 00:10:28.413,300.0
08/06/2023 00:10:29.433,300.0
08/06/2023 00:10:30.442,300.0
08/06/2023 00:10:31.463,300.0
08/06/2023 00:10:32.479,300.0
08/06/2023 00:10:33.488,300.0
08/06/2023 00:10:34.497,300.0
08/06/2023 00:10:35.508,300.0
08/06/2023 00:10:36.519,300.0
08/06/2023 00:10:37.530,300.0
08/06/2023 00:10:38.542,300.0
08/06/2023 00:10:39.556,300.0
08/06/2023 00:10:40.578,300.0
08/06/2023 00:10:41.589,300.0
08/06/2023 00:10:42.601,300.0
08/06/2023 00:10:43.616,300.0
08/06/2023 00:10:44.639,300.0
08/06/2023 00:10:45.659,300.0
08/06/2023 00:10:46.676,300.0
08/06/2023 00:10:47.691,300.0
08/06/2023 00:10:48.712,300.0
08/06/2023 00:10:49.722,300.0
08/06/2023 00:10:50.732,300.0
08/06/2023 00:10:51.755,300.0
08/06/2023 00:10:52.773,300.0
08/06/2023 00:10:53.785,300.0
08/06/2023 00:10:54.807,300.0
08/06/2023 00:10:55.829,300.0
08/06/2023 00:10:56.844,300.0
08/06/2023 00:10:57.867,300.0
08/06/2023 00:10:58.875,300.0
08/06/2023 00:10:59.884,300.0
08/06/2023 00:11:00.906,300.0
08/06/2023 00:11:01.916,300.0
08/06/2023 00:11:02.939,300.0
08/06/2023 00:11:03.949,300.0
08/06/2023 00:11:04.961,300.0
08/06/2023 00:11:05.983,300.0
08/06/2023 00:11:06.996,300.0
08/06/2023 00:11:08.021,300.0
08/06/2023 00:11:09.049,300.0
08/06/2023 00:11:10.065,300.0
08/06/2023 00:11:11.074,300.0
08/06/2023 00:11:12.093,300.0
08/06/2023 00:11:13.113,300.0
08/06/2023 00:11:14.127,300.0
08/06/2023 00:11:15.157,300.0
08/06/2023 00:11:16.177,300.0
08/06/2023 00:11:17.189,300.0
08/06/2023 00:11:18.205,300.0
08/06/2023 00:11:19.226,300.0
08/06/2023 00:11:20.236,300.0
08/06/2023 00:11:21.263,300.0
08/06/2023 00:11:22.284,300.0
08/06/2023 00:11:23.296,300.0
08/06/2023 00:11:24.304,300.0
08/06/2023 00:11:25.314,300.0
08/06/2023 00:11:26.326,300.0
08/06/2023 00:11:27.346,300.0
08/06/2023 00:11:28.355,300.0
08/06/2023 00:11:29.363,300.0
08/06/2023 00:11:30.376,300.0
08/06/2023 00:11:31.384,300.0
08/06/2023 00:11:32.395,300.0
08/06/2023 00:11:33.405,300.0
08/06/2023 00:11:34.413,300.0
08/06/2023 00:11:35.425,300.0
08/06/2023 00:11:36.445,300.0
08/06/2023 00:11:37.471,300.0
08/06/2023 00:11:38.481,300.0
08/06/2023 00:11:39.495,300.0
08/06/2023 00:11:40.509,300.0
08/06/2023 00:11:41.532,300.0
08/06/2023 00:11:42.545,300.0
08/06/2023 00:11:43.558,300.0
08/06/2023 00:11:44.570,300.0
08/06/2023 00:11:45.582,300.0
08/06/2023 00:11:46.591,300.0
08/06/2023 00:11:47.604,300.0
08/06/2023 00:11:48.625,300.0
08/06/2023 00:11:49.652,300.0
08/06/2023 00:11:50.666,300.0
08/06/2023 00:11:51.690,300.0
08/06/2023 00:11:52.711,300.0
08/06/2023 00:11:53.726,300.0
08/06/2023 00:11:54.749,300.0
08/06/2023 00:11:55.766,300.0
08/06/2023 00:11:56.790,300.0
08/06/2023 00:11:57.808,300.0
08/06/2023 00:11:58.826,300.0
08/06/2023 00:11:59.849,300.0
08/06/2023 00:12:00.860,300.0
08/06/2023 00:12:01.882,300.0
08/06/2023 00:12:02.891,300.0
08/06/2023 00:12:03.914,300.0
08/06/2023 00:12:04.922,300.0
08/06/2023 00:12:05.954,300.0
08/06/2023 00:12:06.967,300.0
08/06/2023 00:12:07.987,300.0
08/06/2023 00:12:09.004,300.0
08/06/2023 00:12:10.014,300.0
08/06/2023 00:12:11.024,300.0
08/06/2023 00:12:12.035,300.0
08/06/2023 00:12:13.043,300.0
08/06/2023 00:12:14.058,300.0
08/06/2023 00:12:15.069,300.0
08/06/2023 00:12:16.090,300.0
08/06/2023 00:12:17.100,300.0
08/06/2023 00:12:18.119,300.0
08/06/2023 00:12:19.146,300.0
08/06/2023 00:12:20.167,300.0
08/06/2023 00:12:21.178,300.0
08/06/2023 00:12:22.192,300.0
08/06/2023 00:12:23.204,300.0
08/06/2023 00:12:24.230,300.0
08/06/2023 00:12:25.244,300.0
