'EPIC InHL.PID.wOP Log File

'Date,InHL.PID.wOP
08/06/2023 00:02:19.158,0.0
08/06/2023 00:02:20.168,0.0
08/06/2023 00:02:21.189,0.0
08/06/2023 00:02:22.201,0.0
08/06/2023 00:02:23.220,0.0
08/06/2023 00:02:24.239,0.0
08/06/2023 00:02:25.260,0.0
08/06/2023 00:02:26.268,0.0
08/06/2023 00:02:27.287,0.0
08/06/2023 00:02:28.299,0.0
08/06/2023 00:02:29.322,0.0
08/06/2023 00:02:30.333,0.0
08/06/2023 00:02:31.342,0.0
08/06/2023 00:02:32.350,0.0
08/06/2023 00:02:33.371,0.0
08/06/2023 00:02:34.381,0.0
08/06/2023 00:02:35.392,0.0
08/06/2023 00:02:36.400,0.0
08/06/2023 00:02:37.408,0.0
08/06/2023 00:02:38.414,0.0
08/06/2023 00:02:39.426,0.0
08/06/2023 00:02:40.435,0.0
08/06/2023 00:02:41.459,0.0
08/06/2023 00:02:42.481,0.0
08/06/2023 00:02:43.501,0.0
08/06/2023 00:02:44.510,0.0
08/06/2023 00:02:45.516,0.0
08/06/2023 00:02:46.535,0.0
08/06/2023 00:02:47.557,0.0
08/06/2023 00:02:48.566,0.0
08/06/2023 00:02:49.575,0.0
08/06/2023 00:02:50.581,0.0
08/06/2023 00:02:51.594,0.0
08/06/2023 00:02:52.608,0.0
08/06/2023 00:02:53.631,0.0
08/06/2023 00:02:54.640,0.0
08/06/2023 00:02:55.650,0.0
08/06/2023 00:02:56.672,0.0
08/06/2023 00:02:57.682,0.0
08/06/2023 00:02:58.692,0.0
08/06/2023 00:02:59.715,0.0
08/06/2023 00:03:00.722,0.0
08/06/2023 00:03:01.745,0.0
08/06/2023 00:03:02.765,0.0
08/06/2023 00:03:03.775,0.0
08/06/2023 00:03:04.795,0.0
08/06/2023 00:03:05.805,0.0
08/06/2023 00:03:06.817,0.0
08/06/2023 00:03:07.828,0.0
08/06/2023 00:03:08.848,0.0
08/06/2023 00:03:09.872,0.0
08/06/2023 00:03:10.895,0.0
08/06/2023 00:03:11.907,0.0
08/06/2023 00:03:12.924,0.0
08/06/2023 00:03:13.937,0.0
08/06/2023 00:03:14.948,0.0
08/06/2023 00:03:15.971,0.0
08/06/2023 00:03:16.984,0.0
08/06/2023 00:03:18.004,0.0
08/06/2023 00:03:19.021,0.0
08/06/2023 00:03:20.044,0.0
08/06/2023 00:03:21.067,0.0
08/06/2023 00:03:22.082,0.0
08/06/2023 00:03:23.091,0.0
08/06/2023 00:03:24.114,0.0
08/06/2023 00:03:25.125,0.0
08/06/2023 00:03:26.146,0.0
08/06/2023 00:03:27.155,0.0
08/06/2023 00:03:28.174,0.0
08/06/2023 00:03:29.188,0.0
08/06/2023 00:03:30.210,0.0
08/06/2023 00:03:31.221,0.0
08/06/2023 00:03:32.245,0.0
08/06/2023 00:03:33.265,0.0
08/06/2023 00:03:34.278,0.0
08/06/2023 00:03:35.289,0.0
08/06/2023 00:03:36.305,0.0
08/06/2023 00:03:37.316,0.0
08/06/2023 00:03:38.341,0.0
08/06/2023 00:03:39.356,0.0
08/06/2023 00:03:40.385,0.0
08/06/2023 00:03:41.400,0.0
08/06/2023 00:03:42.431,0.0
08/06/2023 00:03:43.456,0.0
08/06/2023 00:03:44.472,0.0
08/06/2023 00:03:45.496,0.0
08/06/2023 00:03:46.518,0.0
08/06/2023 00:03:47.544,0.0
08/06/2023 00:03:48.557,0.0
08/06/2023 00:03:49.582,0.0
08/06/2023 00:03:50.590,0.0
08/06/2023 00:03:51.618,0.0
08/06/2023 00:03:52.642,0.0
08/06/2023 00:03:53.664,0.0
08/06/2023 00:03:54.687,0.0
08/06/2023 00:03:55.709,0.0
08/06/2023 00:03:56.719,0.0
08/06/2023 00:03:57.729,0.0
08/06/2023 00:03:58.738,0.0
08/06/2023 00:03:59.747,0.0
08/06/2023 00:04:00.771,0.0
08/06/2023 00:04:01.791,0.0
08/06/2023 00:04:02.804,0.0
08/06/2023 00:04:03.823,0.0
08/06/2023 00:04:04.846,0.0
08/06/2023 00:04:05.869,0.0
08/06/2023 00:04:06.880,0.0
08/06/2023 00:04:07.903,0.0
08/06/2023 00:04:08.912,0.0
08/06/2023 00:04:09.934,0.0
08/06/2023 00:04:10.942,0.0
08/06/2023 00:04:11.963,0.0
08/06/2023 00:04:12.975,0.0
08/06/2023 00:04:13.984,0.0
08/06/2023 00:04:14.994,0.0
08/06/2023 00:04:16.002,0.0
08/06/2023 00:04:17.011,0.0
08/06/2023 00:04:18.034,0.0
08/06/2023 00:04:19.043,0.0
08/06/2023 00:04:20.067,0.0
08/06/2023 00:04:21.080,0.0
08/06/2023 00:04:22.103,0.0
08/06/2023 00:04:23.119,0.0
08/06/2023 00:04:24.142,0.0
08/06/2023 00:04:25.175,0.0
08/06/2023 00:04:26.200,0.0
08/06/2023 00:04:27.224,0.0
08/06/2023 00:04:28.235,0.0
08/06/2023 00:04:29.257,0.0
08/06/2023 00:04:30.267,0.0
08/06/2023 00:04:31.278,0.0
08/06/2023 00:04:32.303,0.0
08/06/2023 00:04:33.312,0.0
08/06/2023 00:04:34.328,0.0
08/06/2023 00:04:35.342,0.0
08/06/2023 00:04:36.359,0.0
08/06/2023 00:04:37.377,0.0
08/06/2023 00:04:38.398,0.0
08/06/2023 00:04:39.410,0.0
08/06/2023 00:04:40.427,0.0
08/06/2023 00:04:41.449,0.0
08/06/2023 00:04:42.473,0.0
08/06/2023 00:04:43.494,0.0
08/06/2023 00:04:44.518,0.0
08/06/2023 00:04:45.527,0.0
08/06/2023 00:04:46.539,0.0
08/06/2023 00:04:47.568,0.0
08/06/2023 00:04:48.585,0.0
08/06/2023 00:04:49.599,0.0
08/06/2023 00:04:50.617,0.0
08/06/2023 00:04:51.632,0.0
08/06/2023 00:04:52.663,0.0
08/06/2023 00:04:53.675,0.0
08/06/2023 00:04:54.693,0.0
08/06/2023 00:04:55.703,0.0
08/06/2023 00:04:56.727,0.0
08/06/2023 00:04:57.749,0.0
08/06/2023 00:04:58.759,0.0
08/06/2023 00:04:59.774,0.0
08/06/2023 00:05:00.786,0.0
08/06/2023 00:05:01.811,0.0
08/06/2023 00:05:02.835,0.0
08/06/2023 00:05:03.858,0.0
08/06/2023 00:05:04.870,0.0
08/06/2023 00:05:05.881,0.0
08/06/2023 00:05:06.906,0.0
08/06/2023 00:05:07.918,0.0
08/06/2023 00:05:08.937,0.0
08/06/2023 00:05:09.959,0.0
08/06/2023 00:05:10.984,0.0
08/06/2023 00:05:12.008,0.0
08/06/2023 00:05:13.017,0.0
08/06/2023 00:05:14.027,0.0
08/06/2023 00:05:15.051,0.0
08/06/2023 00:05:16.075,0.0
08/06/2023 00:05:17.085,0.0
08/06/2023 00:05:18.109,0.0
08/06/2023 00:05:19.119,0.0
08/06/2023 00:05:20.138,0.0
08/06/2023 00:05:21.151,0.0
08/06/2023 00:05:22.167,0.0
08/06/2023 00:05:23.181,0.0
08/06/2023 00:05:24.198,0.0
08/06/2023 00:05:25.219,0.0
08/06/2023 00:05:26.244,0.0
08/06/2023 00:05:27.265,0.0
08/06/2023 00:05:28.278,0.0
08/06/2023 00:05:29.290,0.0
08/06/2023 00:05:30.301,0.0
08/06/2023 00:05:31.316,0.0
08/06/2023 00:05:32.330,0.0
08/06/2023 00:05:33.349,0.0
08/06/2023 00:05:34.384,0.0
08/06/2023 00:05:35.397,0.0
08/06/2023 00:05:36.412,0.0
08/06/2023 00:05:37.431,0.0
08/06/2023 00:05:38.443,0.0
08/06/2023 00:05:39.455,0.0
08/06/2023 00:05:40.464,0.0
08/06/2023 00:05:41.477,0.0
08/06/2023 00:05:42.518,0.0
08/06/2023 00:05:43.527,0.0
08/06/2023 00:05:44.551,0.0
08/06/2023 00:05:45.562,0.0
08/06/2023 00:05:46.587,0.0
08/06/2023 00:05:47.610,0.0
08/06/2023 00:05:48.619,0.0
08/06/2023 00:05:49.638,0.0
08/06/2023 00:05:50.648,0.0
08/06/2023 00:05:51.668,0.0
08/06/2023 00:05:52.677,0.0
08/06/2023 00:05:53.685,0.0
08/06/2023 00:05:54.697,0.0
08/06/2023 00:05:55.722,0.0
08/06/2023 00:05:56.748,0.0
08/06/2023 00:05:57.765,0.0
08/06/2023 00:05:58.774,0.0
08/06/2023 00:05:59.798,0.0
08/06/2023 00:06:00.813,0.0
08/06/2023 00:06:01.826,0.0
08/06/2023 00:06:02.834,0.0
08/06/2023 00:06:03.871,0.0
08/06/2023 00:06:04.893,0.0
08/06/2023 00:06:05.917,0.0
08/06/2023 00:06:06.943,0.0
08/06/2023 00:06:07.964,0.0
08/06/2023 00:06:08.979,0.0
08/06/2023 00:06:09.993,0.0
08/06/2023 00:06:11.017,0.0
08/06/2023 00:06:12.031,0.0
08/06/2023 00:06:13.053,0.0
08/06/2023 00:06:14.064,0.0
08/06/2023 00:06:15.081,0.0
08/06/2023 00:06:16.101,0.0
08/06/2023 00:06:17.112,0.0
08/06/2023 00:06:18.132,0.0
08/06/2023 00:06:19.155,0.0
08/06/2023 00:06:20.174,0.0
08/06/2023 00:06:21.186,0.0
08/06/2023 00:06:22.216,0.0
08/06/2023 00:06:23.226,0.0
08/06/2023 00:06:24.249,0.0
08/06/2023 00:06:25.277,0.0
08/06/2023 00:06:26.296,0.0
08/06/2023 00:06:27.307,0.0
08/06/2023 00:06:28.331,0.0
08/06/2023 00:06:29.356,0.0
08/06/2023 00:06:30.383,0.0
08/06/2023 00:06:31.408,0.0
08/06/2023 00:06:32.431,0.0
08/06/2023 00:06:33.452,0.0
08/06/2023 00:06:34.474,0.0
08/06/2023 00:06:35.485,0.0
08/06/2023 00:06:36.497,0.0
08/06/2023 00:06:37.511,0.0
08/06/2023 00:06:38.521,0.0
08/06/2023 00:06:39.532,0.0
08/06/2023 00:06:40.557,0.0
08/06/2023 00:06:41.578,0.0
08/06/2023 00:06:42.599,0.0
08/06/2023 00:06:43.611,0.0
08/06/2023 00:06:44.631,0.0
08/06/2023 00:06:45.640,0.0
08/06/2023 00:06:46.651,0.0
08/06/2023 00:06:47.666,0.0
08/06/2023 00:06:48.683,0.0
08/06/2023 00:06:49.692,0.0
08/06/2023 00:06:50.722,0.0
08/06/2023 00:06:51.742,0.0
08/06/2023 00:06:52.764,0.0
08/06/2023 00:06:53.776,0.0
08/06/2023 00:06:54.798,0.0
08/06/2023 00:06:55.814,0.0
08/06/2023 00:06:56.825,0.0
08/06/2023 00:06:57.835,0.0
08/06/2023 00:06:58.852,0.0
08/06/2023 00:06:59.860,0.0
08/06/2023 00:07:00.870,0.0
08/06/2023 00:07:01.886,0.0
08/06/2023 00:07:02.911,0.0
08/06/2023 00:07:03.935,0.0
08/06/2023 00:07:04.946,0.0
08/06/2023 00:07:05.959,0.0
08/06/2023 00:07:06.979,0.0
08/06/2023 00:07:07.989,0.0
08/06/2023 00:07:09.012,0.0
08/06/2023 00:07:10.024,0.0
08/06/2023 00:07:11.033,0.0
08/06/2023 00:07:12.043,0.0
08/06/2023 00:07:13.062,0.0
08/06/2023 00:07:14.094,0.0
08/06/2023 00:07:15.114,0.0
08/06/2023 00:07:16.145,0.0
08/06/2023 00:07:17.164,0.0
08/06/2023 00:07:18.177,0.0
08/06/2023 00:07:19.200,0.0
08/06/2023 00:07:20.225,0.0
08/06/2023 00:07:21.255,0.0
08/06/2023 00:07:22.273,0.0
08/06/2023 00:07:23.297,0.0
08/06/2023 00:07:24.317,0.0
08/06/2023 00:07:25.337,0.0
08/06/2023 00:07:26.357,0.0
08/06/2023 00:07:27.367,0.0
08/06/2023 00:07:28.376,0.0
08/06/2023 00:07:29.400,0.0
08/06/2023 00:07:30.409,0.0
08/06/2023 00:07:31.420,0.0
08/06/2023 00:07:32.438,0.0
08/06/2023 00:07:33.460,0.0
08/06/2023 00:07:34.469,0.0
08/06/2023 00:07:35.480,0.0
08/06/2023 00:07:36.489,0.0
08/06/2023 00:07:37.512,0.0
08/06/2023 00:07:38.534,0.0
08/06/2023 00:07:39.556,0.0
08/06/2023 00:07:40.570,0.0
08/06/2023 00:07:41.583,0.0
08/06/2023 00:07:42.607,0.0
08/06/2023 00:07:43.618,0.0
08/06/2023 00:07:44.645,0.0
08/06/2023 00:07:45.669,0.0
08/06/2023 00:07:46.681,0.0
08/06/2023 00:07:47.715,0.0
08/06/2023 00:07:48.727,0.0
08/06/2023 00:07:49.736,0.0
08/06/2023 00:07:50.748,0.0
08/06/2023 00:07:51.760,0.0
08/06/2023 00:07:52.783,0.0
08/06/2023 00:07:53.806,0.0
08/06/2023 00:07:54.827,0.0
08/06/2023 00:07:55.838,0.0
08/06/2023 00:07:56.849,0.0
08/06/2023 00:07:57.870,0.0
08/06/2023 00:07:58.880,0.0
08/06/2023 00:07:59.904,0.0
08/06/2023 00:08:00.914,0.0
08/06/2023 00:08:01.927,0.0
08/06/2023 00:08:02.951,0.0
08/06/2023 00:08:03.960,0.0
08/06/2023 00:08:04.983,0.0
08/06/2023 00:08:05.999,0.0
08/06/2023 00:08:07.015,0.0
08/06/2023 00:08:08.026,0.0
08/06/2023 00:08:09.049,0.0
08/06/2023 00:08:10.060,0.0
08/06/2023 00:08:11.080,0.0
08/06/2023 00:08:12.106,0.0
08/06/2023 00:08:13.115,0.0
08/06/2023 00:08:14.137,0.0
08/06/2023 00:08:15.146,0.0
08/06/2023 00:08:16.168,0.0
08/06/2023 00:08:17.191,0.0
08/06/2023 00:08:18.212,0.0
08/06/2023 00:08:19.220,0.0
08/06/2023 00:08:20.229,0.0
08/06/2023 00:08:21.252,0.0
08/06/2023 00:08:22.263,0.0
08/06/2023 00:08:23.283,0.0
08/06/2023 00:08:24.292,0.0
08/06/2023 00:08:25.304,0.0
08/06/2023 00:08:26.327,0.0
08/06/2023 00:08:27.350,0.0
08/06/2023 00:08:28.376,0.0
08/06/2023 00:08:29.390,0.0
08/06/2023 00:08:30.401,0.0
08/06/2023 00:08:31.411,0.0
08/06/2023 00:08:32.436,0.0
08/06/2023 00:08:33.459,0.0
08/06/2023 00:08:34.471,0.0
08/06/2023 00:08:35.488,0.0
08/06/2023 00:08:36.506,0.0
08/06/2023 00:08:37.527,0.0
08/06/2023 00:08:38.539,0.0
08/06/2023 00:08:39.551,0.0
08/06/2023 00:08:40.561,0.0
08/06/2023 00:08:41.580,0.0
08/06/2023 00:08:42.590,0.0
08/06/2023 00:08:43.599,0.0
08/06/2023 00:08:44.620,0.0
08/06/2023 00:08:45.630,0.0
08/06/2023 00:08:46.639,0.0
08/06/2023 00:08:47.667,0.0
08/06/2023 00:08:48.690,0.0
08/06/2023 00:08:49.715,0.0
08/06/2023 00:08:50.735,0.0
08/06/2023 00:08:51.745,0.0
08/06/2023 00:08:52.769,0.0
08/06/2023 00:08:53.780,0.0
08/06/2023 00:08:54.802,0.0
08/06/2023 00:08:55.826,0.0
08/06/2023 00:08:56.850,0.0
08/06/2023 00:08:57.861,0.0
08/06/2023 00:08:58.874,0.0
08/06/2023 00:08:59.898,0.0
08/06/2023 00:09:00.920,0.0
08/06/2023 00:09:01.939,0.0
08/06/2023 00:09:02.952,0.0
08/06/2023 00:09:03.969,0.0
08/06/2023 00:09:04.977,0.0
08/06/2023 00:09:06.000,0.0
08/06/2023 00:09:07.024,0.0
08/06/2023 00:09:08.044,0.0
08/06/2023 00:09:09.065,0.0
08/06/2023 00:09:10.088,0.0
08/06/2023 00:09:11.109,0.0
08/06/2023 00:09:12.120,0.0
08/06/2023 00:09:13.142,0.0
08/06/2023 00:09:14.167,0.0
08/06/2023 00:09:15.176,0.0
08/06/2023 00:09:16.198,0.0
08/06/2023 00:09:17.222,0.0
08/06/2023 00:09:18.234,0.0
08/06/2023 00:09:19.245,0.0
08/06/2023 00:09:20.253,0.0
08/06/2023 00:09:21.268,0.0
08/06/2023 00:09:22.277,0.0
08/06/2023 00:09:23.288,0.0
08/06/2023 00:09:24.311,0.0
08/06/2023 00:09:25.340,0.0
08/06/2023 00:09:26.358,0.0
08/06/2023 00:09:27.387,0.0
08/06/2023 00:09:28.406,0.0
08/06/2023 00:09:29.421,0.0
08/06/2023 00:09:30.440,0.0
08/06/2023 00:09:31.454,0.0
08/06/2023 00:09:32.467,0.0
08/06/2023 00:09:33.476,0.0
08/06/2023 00:09:34.491,0.0
08/06/2023 00:09:35.511,0.0
08/06/2023 00:09:36.534,0.0
08/06/2023 00:09:37.552,0.0
08/06/2023 00:09:38.578,0.0
08/06/2023 00:09:39.602,0.0
08/06/2023 00:09:40.610,0.0
08/06/2023 00:09:41.632,0.0
08/06/2023 00:09:42.642,0.0
08/06/2023 00:09:43.653,0.0
08/06/2023 00:09:44.663,0.0
08/06/2023 00:09:45.686,0.0
08/06/2023 00:09:46.696,0.0
08/06/2023 00:09:47.712,0.0
08/06/2023 00:09:48.735,0.0
08/06/2023 00:09:49.761,0.0
08/06/2023 00:09:50.786,0.0
08/06/2023 00:09:51.809,0.0
08/06/2023 00:09:52.821,0.0
08/06/2023 00:09:53.830,0.0
08/06/2023 00:09:54.844,0.0
08/06/2023 00:09:55.855,0.0
08/06/2023 00:09:56.875,0.0
08/06/2023 00:09:57.907,0.0
08/06/2023 00:09:58.925,0.0
08/06/2023 00:09:59.946,0.0
08/06/2023 00:10:00.956,0.0
08/06/2023 00:10:01.971,0.0
08/06/2023 00:10:02.980,0.0
08/06/2023 00:10:03.992,0.0
08/06/2023 00:10:05.014,0.0
08/06/2023 00:10:06.029,0.0
08/06/2023 00:10:07.050,0.0
08/06/2023 00:10:08.072,0.0
08/06/2023 00:10:09.082,0.0
08/06/2023 00:10:10.112,0.0
08/06/2023 00:10:11.139,0.0
08/06/2023 00:10:12.157,0.0
08/06/2023 00:10:13.165,0.0
08/06/2023 00:10:14.195,0.0
08/06/2023 00:10:15.214,0.0
08/06/2023 00:10:16.232,0.0
08/06/2023 00:10:17.243,0.0
08/06/2023 00:10:18.262,0.0
08/06/2023 00:10:19.274,0.0
08/06/2023 00:10:20.284,0.0
08/06/2023 00:10:21.310,0.0
08/06/2023 00:10:22.318,0.0
08/06/2023 00:10:23.341,0.0
08/06/2023 00:10:24.349,0.0
08/06/2023 00:10:25.358,0.0
08/06/2023 00:10:26.371,0.0
08/06/2023 00:10:27.391,0.0
08/06/2023 00:10:28.417,0.0
08/06/2023 00:10:29.435,0.0
08/06/2023 00:10:30.444,0.0
08/06/2023 00:10:31.465,0.0
08/06/2023 00:10:32.480,0.0
08/06/2023 00:10:33.490,0.0
08/06/2023 00:10:34.498,0.0
08/06/2023 00:10:35.510,0.0
08/06/2023 00:10:36.520,0.0
08/06/2023 00:10:37.532,0.0
08/06/2023 00:10:38.543,0.0
08/06/2023 00:10:39.558,0.0
08/06/2023 00:10:40.579,0.0
08/06/2023 00:10:41.591,0.0
08/06/2023 00:10:42.603,0.0
08/06/2023 00:10:43.618,0.0
08/06/2023 00:10:44.641,0.0
08/06/2023 00:10:45.661,0.0
08/06/2023 00:10:46.677,0.0
08/06/2023 00:10:47.693,0.0
08/06/2023 00:10:48.714,0.0
08/06/2023 00:10:49.724,0.0
08/06/2023 00:10:50.734,0.0
08/06/2023 00:10:51.757,0.0
08/06/2023 00:10:52.775,0.0
08/06/2023 00:10:53.786,0.0
08/06/2023 00:10:54.808,0.0
08/06/2023 00:10:55.831,0.0
08/06/2023 00:10:56.845,0.0
08/06/2023 00:10:57.869,0.0
08/06/2023 00:10:58.876,0.0
08/06/2023 00:10:59.885,0.0
08/06/2023 00:11:00.908,0.0
08/06/2023 00:11:01.918,0.0
08/06/2023 00:11:02.941,0.0
08/06/2023 00:11:03.950,0.0
08/06/2023 00:11:04.963,0.0
08/06/2023 00:11:05.985,0.0
08/06/2023 00:11:06.998,0.0
08/06/2023 00:11:08.023,0.0
08/06/2023 00:11:09.051,0.0
08/06/2023 00:11:10.066,0.0
08/06/2023 00:11:11.076,0.0
08/06/2023 00:11:12.095,0.0
08/06/2023 00:11:13.115,0.0
08/06/2023 00:11:14.128,0.0
08/06/2023 00:11:15.159,0.0
08/06/2023 00:11:16.178,0.0
08/06/2023 00:11:17.190,0.0
08/06/2023 00:11:18.207,0.0
08/06/2023 00:11:19.227,0.0
08/06/2023 00:11:20.240,0.0
08/06/2023 00:11:21.265,0.0
08/06/2023 00:11:22.286,0.0
08/06/2023 00:11:23.298,0.0
08/06/2023 00:11:24.306,0.0
08/06/2023 00:11:25.316,0.0
08/06/2023 00:11:26.327,0.0
08/06/2023 00:11:27.348,0.0
08/06/2023 00:11:28.356,0.0
08/06/2023 00:11:29.365,0.0
08/06/2023 00:11:30.378,0.0
08/06/2023 00:11:31.386,0.0
08/06/2023 00:11:32.397,0.0
08/06/2023 00:11:33.407,0.0
08/06/2023 00:11:34.414,0.0
08/06/2023 00:11:35.427,0.0
08/06/2023 00:11:36.446,0.0
08/06/2023 00:11:37.473,0.0
08/06/2023 00:11:38.483,0.0
08/06/2023 00:11:39.497,0.0
08/06/2023 00:11:40.511,0.0
08/06/2023 00:11:41.533,0.0
08/06/2023 00:11:42.547,0.0
08/06/2023 00:11:43.560,0.0
08/06/2023 00:11:44.572,0.0
08/06/2023 00:11:45.584,0.0
08/06/2023 00:11:46.593,0.0
08/06/2023 00:11:47.606,0.0
08/06/2023 00:11:48.626,0.0
08/06/2023 00:11:49.653,0.0
08/06/2023 00:11:50.667,0.0
08/06/2023 00:11:51.691,0.0
08/06/2023 00:11:52.713,0.0
08/06/2023 00:11:53.728,0.0
08/06/2023 00:11:54.750,0.0
08/06/2023 00:11:55.768,0.0
08/06/2023 00:11:56.791,0.0
08/06/2023 00:11:57.810,0.0
08/06/2023 00:11:58.828,0.0
08/06/2023 00:11:59.851,0.0
08/06/2023 00:12:00.861,0.0
08/06/2023 00:12:01.884,0.0
08/06/2023 00:12:02.892,0.0
08/06/2023 00:12:03.915,0.0
08/06/2023 00:12:04.924,0.0
08/06/2023 00:12:05.956,0.0
08/06/2023 00:12:06.969,0.0
08/06/2023 00:12:07.988,0.0
08/06/2023 00:12:09.005,0.0
08/06/2023 00:12:10.016,0.0
08/06/2023 00:12:11.026,0.0
08/06/2023 00:12:12.037,0.0
08/06/2023 00:12:13.045,0.0
08/06/2023 00:12:14.059,0.0
08/06/2023 00:12:15.070,0.0
08/06/2023 00:12:16.092,0.0
08/06/2023 00:12:17.101,0.0
08/06/2023 00:12:18.121,0.0
08/06/2023 00:12:19.147,0.0
08/06/2023 00:12:20.169,0.0
08/06/2023 00:12:21.180,0.0
08/06/2023 00:12:22.193,0.0
08/06/2023 00:12:23.206,0.0
08/06/2023 00:12:24.231,0.0
08/06/2023 00:12:25.246,0.0
