'EPIC SnOHL.PID.MV Log File

'Date,SnOHL.PID.MV
08/06/2023 00:01:32.581,450.0
08/06/2023 00:01:33.592,450.0
08/06/2023 00:01:34.599,450.0
08/06/2023 00:01:35.607,450.0
08/06/2023 00:01:36.617,450.0
08/06/2023 00:01:37.625,450.0
08/06/2023 00:01:38.644,450.0
08/06/2023 00:01:39.652,450.0
08/06/2023 00:01:40.662,450.0
08/06/2023 00:01:41.679,450.0
08/06/2023 00:01:42.687,450.0
08/06/2023 00:01:43.709,450.0
08/06/2023 00:01:44.734,450.0
08/06/2023 00:01:45.750,450.0
08/06/2023 00:01:46.772,450.0
08/06/2023 00:01:47.793,450.0
08/06/2023 00:01:48.803,450.0
08/06/2023 00:01:49.810,450.0
08/06/2023 00:01:50.828,450.0
08/06/2023 00:01:51.838,450.0
08/06/2023 00:01:52.860,450.0
08/06/2023 00:01:53.873,450.0
08/06/2023 00:01:54.881,450.0
08/06/2023 00:01:55.890,450.0
08/06/2023 00:01:56.899,450.0
08/06/2023 00:01:57.912,450.0
08/06/2023 00:01:58.921,450.0
08/06/2023 00:01:59.928,450.0
08/06/2023 00:02:00.941,450.0
08/06/2023 00:02:01.954,450.0
08/06/2023 00:02:02.966,450.0
08/06/2023 00:02:03.974,450.0
08/06/2023 00:02:04.984,450.0
08/06/2023 00:02:05.993,450.0
08/06/2023 00:02:07.005,450.0
08/06/2023 00:02:08.014,450.0
08/06/2023 00:02:09.024,450.0
08/06/2023 00:02:10.058,450.0
08/06/2023 00:02:11.070,450.0
08/06/2023 00:02:12.080,450.0
08/06/2023 00:02:13.089,450.0
08/06/2023 00:02:14.098,450.0
08/06/2023 00:02:15.123,450.0
08/06/2023 00:02:16.131,450.0
08/06/2023 00:02:17.141,450.0
08/06/2023 00:02:18.151,450.0
08/06/2023 00:02:19.158,450.0
08/06/2023 00:02:20.168,450.0
08/06/2023 00:02:21.189,450.0
08/06/2023 00:02:22.202,450.0
08/06/2023 00:02:23.221,450.0
08/06/2023 00:02:24.240,450.0
08/06/2023 00:02:25.261,450.0
08/06/2023 00:02:26.269,450.0
08/06/2023 00:02:27.288,450.0
08/06/2023 00:02:28.302,450.0
08/06/2023 00:02:29.323,450.0
08/06/2023 00:02:30.334,450.0
08/06/2023 00:02:31.343,450.0
08/06/2023 00:02:32.351,450.0
08/06/2023 00:02:33.372,450.0
08/06/2023 00:02:34.382,450.0
08/06/2023 00:02:35.393,450.0
08/06/2023 00:02:36.401,450.0
08/06/2023 00:02:37.409,450.0
08/06/2023 00:02:38.415,450.0
08/06/2023 00:02:39.427,450.0
08/06/2023 00:02:40.435,450.0
08/06/2023 00:02:41.460,450.0
08/06/2023 00:02:42.482,450.0
08/06/2023 00:02:43.502,450.0
08/06/2023 00:02:44.510,450.0
08/06/2023 00:02:45.517,450.0
08/06/2023 00:02:46.535,450.0
08/06/2023 00:02:47.557,450.0
08/06/2023 00:02:48.566,450.0
08/06/2023 00:02:49.576,450.0
08/06/2023 00:02:50.582,450.0
08/06/2023 00:02:51.595,450.0
08/06/2023 00:02:52.609,450.0
08/06/2023 00:02:53.632,450.0
08/06/2023 00:02:54.642,450.0
08/06/2023 00:02:55.651,450.0
08/06/2023 00:02:56.674,450.0
08/06/2023 00:02:57.683,450.0
08/06/2023 00:02:58.694,450.0
08/06/2023 00:02:59.716,450.0
08/06/2023 00:03:00.723,450.0
08/06/2023 00:03:01.747,450.0
08/06/2023 00:03:02.766,450.0
08/06/2023 00:03:03.776,450.0
08/06/2023 00:03:04.796,450.0
08/06/2023 00:03:05.807,450.0
08/06/2023 00:03:06.818,450.0
08/06/2023 00:03:07.829,450.0
08/06/2023 00:03:08.850,450.0
08/06/2023 00:03:09.873,450.0
08/06/2023 00:03:10.897,450.0
08/06/2023 00:03:11.909,450.0
08/06/2023 00:03:12.925,450.0
08/06/2023 00:03:13.939,450.0
08/06/2023 00:03:14.949,450.0
08/06/2023 00:03:15.972,450.0
08/06/2023 00:03:16.985,450.0
08/06/2023 00:03:18.005,450.0
08/06/2023 00:03:19.022,450.0
08/06/2023 00:03:20.045,450.0
08/06/2023 00:03:21.069,450.0
08/06/2023 00:03:22.083,450.0
08/06/2023 00:03:23.092,450.0
08/06/2023 00:03:24.115,450.0
08/06/2023 00:03:25.126,450.0
08/06/2023 00:03:26.147,450.0
08/06/2023 00:03:27.156,450.0
08/06/2023 00:03:28.175,450.0
08/06/2023 00:03:29.189,450.0
08/06/2023 00:03:30.211,450.0
08/06/2023 00:03:31.222,450.0
08/06/2023 00:03:32.246,450.0
08/06/2023 00:03:33.267,450.0
08/06/2023 00:03:34.279,450.0
08/06/2023 00:03:35.290,450.0
08/06/2023 00:03:36.306,450.0
08/06/2023 00:03:37.317,450.0
08/06/2023 00:03:38.342,450.0
08/06/2023 00:03:39.357,450.0
08/06/2023 00:03:40.386,450.0
08/06/2023 00:03:41.401,450.0
08/06/2023 00:03:42.432,450.0
08/06/2023 00:03:43.457,450.0
08/06/2023 00:03:44.473,450.0
08/06/2023 00:03:45.497,450.0
08/06/2023 00:03:46.519,450.0
08/06/2023 00:03:47.545,450.0
08/06/2023 00:03:48.558,450.0
08/06/2023 00:03:49.583,450.0
08/06/2023 00:03:50.592,450.0
08/06/2023 00:03:51.619,450.0
08/06/2023 00:03:52.643,450.0
08/06/2023 00:03:53.665,450.0
08/06/2023 00:03:54.688,450.0
08/06/2023 00:03:55.710,450.0
08/06/2023 00:03:56.720,450.0
08/06/2023 00:03:57.730,450.0
08/06/2023 00:03:58.740,450.0
08/06/2023 00:03:59.749,450.0
08/06/2023 00:04:00.773,450.0
08/06/2023 00:04:01.792,450.0
08/06/2023 00:04:02.805,450.0
08/06/2023 00:04:03.824,450.0
08/06/2023 00:04:04.847,450.0
08/06/2023 00:04:05.870,450.0
08/06/2023 00:04:06.881,450.0
08/06/2023 00:04:07.905,450.0
08/06/2023 00:04:08.913,450.0
08/06/2023 00:04:09.935,450.0
08/06/2023 00:04:10.943,450.0
08/06/2023 00:04:11.964,450.0
08/06/2023 00:04:12.976,450.0
08/06/2023 00:04:13.985,450.0
08/06/2023 00:04:14.995,450.0
08/06/2023 00:04:16.003,450.0
08/06/2023 00:04:17.012,450.0
08/06/2023 00:04:18.035,450.0
08/06/2023 00:04:19.044,450.0
08/06/2023 00:04:20.068,450.0
08/06/2023 00:04:21.081,450.0
08/06/2023 00:04:22.104,450.0
08/06/2023 00:04:23.121,450.0
08/06/2023 00:04:24.143,450.0
08/06/2023 00:04:25.177,450.0
08/06/2023 00:04:26.201,450.0
08/06/2023 00:04:27.225,450.0
08/06/2023 00:04:28.237,450.0
08/06/2023 00:04:29.258,450.0
08/06/2023 00:04:30.269,450.0
08/06/2023 00:04:31.279,450.0
08/06/2023 00:04:32.304,450.0
08/06/2023 00:04:33.313,450.0
08/06/2023 00:04:34.329,450.0
08/06/2023 00:04:35.343,450.0
08/06/2023 00:04:36.361,450.0
08/06/2023 00:04:37.378,450.0
08/06/2023 00:04:38.400,450.0
08/06/2023 00:04:39.411,450.0
08/06/2023 00:04:40.428,450.0
08/06/2023 00:04:41.450,450.0
08/06/2023 00:04:42.474,450.0
08/06/2023 00:04:43.495,450.0
08/06/2023 00:04:44.519,450.0
08/06/2023 00:04:45.528,450.0
08/06/2023 00:04:46.540,450.0
08/06/2023 00:04:47.569,450.0
08/06/2023 00:04:48.587,450.0
08/06/2023 00:04:49.600,450.0
08/06/2023 00:04:50.618,450.0
08/06/2023 00:04:51.636,450.0
08/06/2023 00:04:52.664,450.0
08/06/2023 00:04:53.676,450.0
08/06/2023 00:04:54.694,450.0
08/06/2023 00:04:55.704,450.0
08/06/2023 00:04:56.728,450.0
08/06/2023 00:04:57.750,450.0
08/06/2023 00:04:58.760,450.0
08/06/2023 00:04:59.775,450.0
08/06/2023 00:05:00.787,450.0
08/06/2023 00:05:01.813,450.0
08/06/2023 00:05:02.837,450.0
08/06/2023 00:05:03.859,450.0
08/06/2023 00:05:04.871,450.0
08/06/2023 00:05:05.882,450.0
08/06/2023 00:05:06.907,450.0
08/06/2023 00:05:07.919,450.0
08/06/2023 00:05:08.938,450.0
08/06/2023 00:05:09.960,450.0
08/06/2023 00:05:10.987,450.0
08/06/2023 00:05:12.009,450.0
08/06/2023 00:05:13.018,450.0
08/06/2023 00:05:14.028,450.0
08/06/2023 00:05:15.052,450.0
08/06/2023 00:05:16.077,450.0
08/06/2023 00:05:17.086,450.0
08/06/2023 00:05:18.110,450.0
08/06/2023 00:05:19.120,450.0
08/06/2023 00:05:20.139,450.0
08/06/2023 00:05:21.152,450.0
08/06/2023 00:05:22.168,450.0
08/06/2023 00:05:23.182,450.0
08/06/2023 00:05:24.199,450.0
08/06/2023 00:05:25.221,450.0
08/06/2023 00:05:26.245,450.0
08/06/2023 00:05:27.266,450.0
08/06/2023 00:05:28.279,450.0
08/06/2023 00:05:29.291,450.0
08/06/2023 00:05:30.302,450.0
08/06/2023 00:05:31.317,450.0
08/06/2023 00:05:32.331,450.0
08/06/2023 00:05:33.350,450.0
08/06/2023 00:05:34.385,450.0
08/06/2023 00:05:35.398,450.0
08/06/2023 00:05:36.413,450.0
08/06/2023 00:05:37.432,450.0
08/06/2023 00:05:38.444,450.0
08/06/2023 00:05:39.457,450.0
08/06/2023 00:05:40.465,450.0
08/06/2023 00:05:41.478,450.0
08/06/2023 00:05:42.519,450.0
08/06/2023 00:05:43.528,450.0
08/06/2023 00:05:44.553,450.0
08/06/2023 00:05:45.563,450.0
08/06/2023 00:05:46.588,450.0
08/06/2023 00:05:47.611,450.0
08/06/2023 00:05:48.621,450.0
08/06/2023 00:05:49.639,450.0
08/06/2023 00:05:50.649,450.0
08/06/2023 00:05:51.669,450.0
08/06/2023 00:05:52.678,450.0
08/06/2023 00:05:53.687,450.0
08/06/2023 00:05:54.698,450.0
08/06/2023 00:05:55.723,450.0
08/06/2023 00:05:56.750,450.0
08/06/2023 00:05:57.766,450.0
08/06/2023 00:05:58.775,450.0
08/06/2023 00:05:59.799,450.0
08/06/2023 00:06:00.814,450.0
08/06/2023 00:06:01.827,450.0
08/06/2023 00:06:02.835,450.0
08/06/2023 00:06:03.873,450.0
08/06/2023 00:06:04.895,450.0
08/06/2023 00:06:05.918,450.0
08/06/2023 00:06:06.944,450.0
08/06/2023 00:06:07.965,450.0
08/06/2023 00:06:08.980,450.0
08/06/2023 00:06:09.994,450.0
08/06/2023 00:06:11.019,450.0
08/06/2023 00:06:12.032,450.0
08/06/2023 00:06:13.054,450.0
08/06/2023 00:06:14.065,450.0
08/06/2023 00:06:15.082,450.0
08/06/2023 00:06:16.102,450.0
08/06/2023 00:06:17.113,450.0
08/06/2023 00:06:18.135,450.0
08/06/2023 00:06:19.156,450.0
08/06/2023 00:06:20.175,450.0
08/06/2023 00:06:21.187,450.0
08/06/2023 00:06:22.217,450.0
08/06/2023 00:06:23.227,450.0
08/06/2023 00:06:24.250,450.0
08/06/2023 00:06:25.278,450.0
08/06/2023 00:06:26.297,450.0
08/06/2023 00:06:27.308,450.0
08/06/2023 00:06:28.332,450.0
08/06/2023 00:06:29.357,450.0
08/06/2023 00:06:30.385,450.0
08/06/2023 00:06:31.409,450.0
08/06/2023 00:06:32.433,450.0
08/06/2023 00:06:33.453,450.0
08/06/2023 00:06:34.475,450.0
08/06/2023 00:06:35.487,450.0
08/06/2023 00:06:36.498,450.0
08/06/2023 00:06:37.512,450.0
08/06/2023 00:06:38.522,450.0
08/06/2023 00:06:39.533,450.0
08/06/2023 00:06:40.559,450.0
08/06/2023 00:06:41.579,450.0
08/06/2023 00:06:42.600,450.0
08/06/2023 00:06:43.612,450.0
08/06/2023 00:06:44.632,450.0
08/06/2023 00:06:45.641,450.0
08/06/2023 00:06:46.652,450.0
08/06/2023 00:06:47.668,450.0
08/06/2023 00:06:48.684,450.0
08/06/2023 00:06:49.693,450.0
08/06/2023 00:06:50.723,450.0
08/06/2023 00:06:51.743,450.0
08/06/2023 00:06:52.765,450.0
08/06/2023 00:06:53.777,450.0
08/06/2023 00:06:54.799,450.0
08/06/2023 00:06:55.815,450.0
08/06/2023 00:06:56.826,450.0
08/06/2023 00:06:57.836,450.0
08/06/2023 00:06:58.853,450.0
08/06/2023 00:06:59.861,450.0
08/06/2023 00:07:00.871,450.0
08/06/2023 00:07:01.887,450.0
08/06/2023 00:07:02.912,450.0
08/06/2023 00:07:03.936,450.0
08/06/2023 00:07:04.947,450.0
08/06/2023 00:07:05.960,450.0
08/06/2023 00:07:06.981,450.0
08/06/2023 00:07:07.990,450.0
08/06/2023 00:07:09.013,450.0
08/06/2023 00:07:10.025,450.0
08/06/2023 00:07:11.034,450.0
08/06/2023 00:07:12.044,450.0
08/06/2023 00:07:13.063,450.0
08/06/2023 00:07:14.096,450.0
08/06/2023 00:07:15.115,450.0
08/06/2023 00:07:16.146,450.0
08/06/2023 00:07:17.165,450.0
08/06/2023 00:07:18.178,450.0
08/06/2023 00:07:19.201,450.0
08/06/2023 00:07:20.226,450.0
08/06/2023 00:07:21.256,450.0
08/06/2023 00:07:22.274,450.0
08/06/2023 00:07:23.298,450.0
08/06/2023 00:07:24.320,450.0
08/06/2023 00:07:25.338,450.0
08/06/2023 00:07:26.359,450.0
08/06/2023 00:07:27.369,450.0
08/06/2023 00:07:28.377,450.0
08/06/2023 00:07:29.401,450.0
08/06/2023 00:07:30.410,450.0
08/06/2023 00:07:31.421,450.0
08/06/2023 00:07:32.439,450.0
08/06/2023 00:07:33.461,450.0
08/06/2023 00:07:34.470,450.0
08/06/2023 00:07:35.481,450.0
08/06/2023 00:07:36.490,450.0
08/06/2023 00:07:37.513,450.0
08/06/2023 00:07:38.535,450.0
08/06/2023 00:07:39.557,450.0
08/06/2023 00:07:40.571,450.0
08/06/2023 00:07:41.584,450.0
08/06/2023 00:07:42.608,450.0
08/06/2023 00:07:43.619,450.0
08/06/2023 00:07:44.646,450.0
08/06/2023 00:07:45.671,450.0
08/06/2023 00:07:46.682,450.0
08/06/2023 00:07:47.716,450.0
08/06/2023 00:07:48.728,450.0
08/06/2023 00:07:49.737,450.0
08/06/2023 00:07:50.749,450.0
08/06/2023 00:07:51.761,450.0
08/06/2023 00:07:52.784,450.0
08/06/2023 00:07:53.808,450.0
08/06/2023 00:07:54.829,450.0
08/06/2023 00:07:55.839,450.0
08/06/2023 00:07:56.851,450.0
08/06/2023 00:07:57.871,450.0
08/06/2023 00:07:58.881,450.0
08/06/2023 00:07:59.905,450.0
08/06/2023 00:08:00.915,450.0
08/06/2023 00:08:01.928,450.0
08/06/2023 00:08:02.952,450.0
08/06/2023 00:08:03.961,450.0
08/06/2023 00:08:04.985,450.0
08/06/2023 00:08:06.000,450.0
08/06/2023 00:08:07.017,450.0
08/06/2023 00:08:08.027,450.0
08/06/2023 00:08:09.050,450.0
08/06/2023 00:08:10.061,450.0
08/06/2023 00:08:11.081,450.0
08/06/2023 00:08:12.107,450.0
08/06/2023 00:08:13.116,450.0
08/06/2023 00:08:14.138,450.0
08/06/2023 00:08:15.147,450.0
08/06/2023 00:08:16.169,450.0
08/06/2023 00:08:17.192,450.0
08/06/2023 00:08:18.213,450.0
08/06/2023 00:08:19.221,450.0
08/06/2023 00:08:20.230,450.0
08/06/2023 00:08:21.253,450.0
08/06/2023 00:08:22.264,450.0
08/06/2023 00:08:23.285,450.0
08/06/2023 00:08:24.293,450.0
08/06/2023 00:08:25.305,450.0
08/06/2023 00:08:26.328,450.0
08/06/2023 00:08:27.352,450.0
08/06/2023 00:08:28.377,450.0
08/06/2023 00:08:29.391,450.0
08/06/2023 00:08:30.402,450.0
08/06/2023 00:08:31.412,450.0
08/06/2023 00:08:32.437,450.0
08/06/2023 00:08:33.461,450.0
08/06/2023 00:08:34.472,450.0
08/06/2023 00:08:35.490,450.0
08/06/2023 00:08:36.507,450.0
08/06/2023 00:08:37.528,450.0
08/06/2023 00:08:38.540,450.0
08/06/2023 00:08:39.553,450.0
08/06/2023 00:08:40.562,450.0
08/06/2023 00:08:41.581,450.0
08/06/2023 00:08:42.591,450.0
08/06/2023 00:08:43.600,450.0
08/06/2023 00:08:44.621,450.0
08/06/2023 00:08:45.631,450.0
08/06/2023 00:08:46.643,450.0
08/06/2023 00:08:47.668,450.0
08/06/2023 00:08:48.691,450.0
08/06/2023 00:08:49.716,450.0
08/06/2023 00:08:50.736,450.0
08/06/2023 00:08:51.747,450.0
08/06/2023 00:08:52.770,450.0
08/06/2023 00:08:53.781,450.0
08/06/2023 00:08:54.803,450.0
08/06/2023 00:08:55.828,450.0
08/06/2023 00:08:56.851,450.0
08/06/2023 00:08:57.862,450.0
08/06/2023 00:08:58.878,450.0
08/06/2023 00:08:59.899,450.0
08/06/2023 00:09:00.921,450.0
08/06/2023 00:09:01.940,450.0
08/06/2023 00:09:02.953,450.0
08/06/2023 00:09:03.970,450.0
08/06/2023 00:09:04.978,450.0
08/06/2023 00:09:06.001,450.0
08/06/2023 00:09:07.025,450.0
08/06/2023 00:09:08.045,450.0
08/06/2023 00:09:09.066,450.0
08/06/2023 00:09:10.089,450.0
08/06/2023 00:09:11.110,450.0
08/06/2023 00:09:12.121,450.0
08/06/2023 00:09:13.143,450.0
08/06/2023 00:09:14.168,450.0
08/06/2023 00:09:15.177,450.0
08/06/2023 00:09:16.200,450.0
08/06/2023 00:09:17.224,450.0
08/06/2023 00:09:18.235,450.0
08/06/2023 00:09:19.246,450.0
08/06/2023 00:09:20.254,450.0
08/06/2023 00:09:21.269,450.0
08/06/2023 00:09:22.278,450.0
08/06/2023 00:09:23.289,450.0
08/06/2023 00:09:24.312,450.0
08/06/2023 00:09:25.341,450.0
08/06/2023 00:09:26.360,450.0
08/06/2023 00:09:27.388,450.0
08/06/2023 00:09:28.407,450.0
08/06/2023 00:09:29.422,450.0
08/06/2023 00:09:30.441,450.0
08/06/2023 00:09:31.455,450.0
08/06/2023 00:09:32.468,450.0
08/06/2023 00:09:33.477,450.0
08/06/2023 00:09:34.493,450.0
08/06/2023 00:09:35.512,450.0
08/06/2023 00:09:36.535,450.0
08/06/2023 00:09:37.556,450.0
08/06/2023 00:09:38.579,450.0
08/06/2023 00:09:39.603,450.0
08/06/2023 00:09:40.612,450.0
08/06/2023 00:09:41.633,450.0
08/06/2023 00:09:42.643,450.0
08/06/2023 00:09:43.654,450.0
08/06/2023 00:09:44.664,450.0
08/06/2023 00:09:45.687,450.0
08/06/2023 00:09:46.697,450.0
08/06/2023 00:09:47.715,450.0
08/06/2023 00:09:48.736,450.0
08/06/2023 00:09:49.764,450.0
08/06/2023 00:09:50.787,450.0
08/06/2023 00:09:51.810,450.0
08/06/2023 00:09:52.822,450.0
08/06/2023 00:09:53.831,450.0
08/06/2023 00:09:54.845,450.0
08/06/2023 00:09:55.857,450.0
08/06/2023 00:09:56.877,450.0
08/06/2023 00:09:57.908,450.0
08/06/2023 00:09:58.926,450.0
08/06/2023 00:09:59.947,450.0
08/06/2023 00:10:00.957,450.0
08/06/2023 00:10:01.972,450.0
08/06/2023 00:10:02.981,450.0
08/06/2023 00:10:03.993,450.0
08/06/2023 00:10:05.015,450.0
08/06/2023 00:10:06.030,450.0
08/06/2023 00:10:07.051,450.0
08/06/2023 00:10:08.073,450.0
08/06/2023 00:10:09.083,450.0
08/06/2023 00:10:10.114,450.0
08/06/2023 00:10:11.140,450.0
08/06/2023 00:10:12.158,450.0
08/06/2023 00:10:13.167,450.0
08/06/2023 00:10:14.196,450.0
08/06/2023 00:10:15.215,450.0
08/06/2023 00:10:16.233,450.0
08/06/2023 00:10:17.244,450.0
08/06/2023 00:10:18.263,450.0
08/06/2023 00:10:19.275,450.0
08/06/2023 00:10:20.287,450.0
08/06/2023 00:10:21.311,450.0
08/06/2023 00:10:22.319,450.0
08/06/2023 00:10:23.342,450.0
08/06/2023 00:10:24.350,450.0
08/06/2023 00:10:25.359,450.0
08/06/2023 00:10:26.372,450.0
08/06/2023 00:10:27.392,450.0
08/06/2023 00:10:28.418,450.0
08/06/2023 00:10:29.436,450.0
08/06/2023 00:10:30.445,450.0
08/06/2023 00:10:31.466,450.0
08/06/2023 00:10:32.481,450.0
08/06/2023 00:10:33.491,450.0
08/06/2023 00:10:34.499,450.0
08/06/2023 00:10:35.511,450.0
08/06/2023 00:10:36.522,450.0
08/06/2023 00:10:37.533,450.0
08/06/2023 00:10:38.544,450.0
08/06/2023 00:10:39.561,450.0
08/06/2023 00:10:40.580,450.0
08/06/2023 00:10:41.592,450.0
08/06/2023 00:10:42.604,450.0
08/06/2023 00:10:43.619,450.0
08/06/2023 00:10:44.642,450.0
08/06/2023 00:10:45.662,450.0
08/06/2023 00:10:46.679,450.0
08/06/2023 00:10:47.694,450.0
08/06/2023 00:10:48.715,450.0
08/06/2023 00:10:49.725,450.0
08/06/2023 00:10:50.735,450.0
08/06/2023 00:10:51.758,450.0
08/06/2023 00:10:52.776,450.0
08/06/2023 00:10:53.787,450.0
08/06/2023 00:10:54.810,450.0
08/06/2023 00:10:55.832,450.0
08/06/2023 00:10:56.846,450.0
08/06/2023 00:10:57.870,450.0
08/06/2023 00:10:58.877,450.0
08/06/2023 00:10:59.887,450.0
08/06/2023 00:11:00.909,450.0
08/06/2023 00:11:01.919,450.0
08/06/2023 00:11:02.942,450.0
08/06/2023 00:11:03.951,450.0
08/06/2023 00:11:04.964,450.0
08/06/2023 00:11:05.986,450.0
08/06/2023 00:11:07.001,450.0
08/06/2023 00:11:08.026,450.0
08/06/2023 00:11:09.052,450.0
08/06/2023 00:11:10.068,450.0
08/06/2023 00:11:11.077,450.0
08/06/2023 00:11:12.096,450.0
08/06/2023 00:11:13.116,450.0
08/06/2023 00:11:14.129,450.0
08/06/2023 00:11:15.160,450.0
08/06/2023 00:11:16.179,450.0
08/06/2023 00:11:17.191,450.0
08/06/2023 00:11:18.210,450.0
08/06/2023 00:11:19.228,450.0
08/06/2023 00:11:20.241,450.0
08/06/2023 00:11:21.266,450.0
08/06/2023 00:11:22.287,450.0
08/06/2023 00:11:23.299,450.0
08/06/2023 00:11:24.307,450.0
08/06/2023 00:11:25.317,450.0
08/06/2023 00:11:26.328,450.0
08/06/2023 00:11:27.349,450.0
08/06/2023 00:11:28.358,450.0
08/06/2023 00:11:29.366,450.0
08/06/2023 00:11:30.379,450.0
08/06/2023 00:11:31.387,450.0
08/06/2023 00:11:32.398,450.0
08/06/2023 00:11:33.408,450.0
08/06/2023 00:11:34.416,450.0
08/06/2023 00:11:35.428,450.0
08/06/2023 00:11:36.447,450.0
08/06/2023 00:11:37.474,450.0
08/06/2023 00:11:38.484,450.0
08/06/2023 00:11:39.498,450.0
08/06/2023 00:11:40.512,450.0
08/06/2023 00:11:41.535,450.0
08/06/2023 00:11:42.548,450.0
08/06/2023 00:11:43.561,450.0
08/06/2023 00:11:44.573,450.0
08/06/2023 00:11:45.585,450.0
08/06/2023 00:11:46.594,450.0
08/06/2023 00:11:47.609,450.0
08/06/2023 00:11:48.628,450.0
08/06/2023 00:11:49.654,450.0
08/06/2023 00:11:50.668,450.0
08/06/2023 00:11:51.692,450.0
08/06/2023 00:11:52.714,450.0
08/06/2023 00:11:53.729,450.0
08/06/2023 00:11:54.752,450.0
08/06/2023 00:11:55.769,450.0
08/06/2023 00:11:56.792,450.0
08/06/2023 00:11:57.811,450.0
08/06/2023 00:11:58.829,450.0
08/06/2023 00:11:59.852,450.0
08/06/2023 00:12:00.863,450.0
08/06/2023 00:12:01.885,450.0
08/06/2023 00:12:02.894,450.0
08/06/2023 00:12:03.916,450.0
08/06/2023 00:12:04.925,450.0
08/06/2023 00:12:05.957,450.0
08/06/2023 00:12:06.970,450.0
08/06/2023 00:12:07.989,450.0
08/06/2023 00:12:09.007,450.0
08/06/2023 00:12:10.017,450.0
08/06/2023 00:12:11.027,450.0
08/06/2023 00:12:12.038,450.0
08/06/2023 00:12:13.046,450.0
08/06/2023 00:12:14.061,450.0
08/06/2023 00:12:15.072,450.0
08/06/2023 00:12:16.093,450.0
08/06/2023 00:12:17.102,450.0
08/06/2023 00:12:18.122,450.0
08/06/2023 00:12:19.148,450.0
08/06/2023 00:12:20.170,450.0
08/06/2023 00:12:21.181,450.0
08/06/2023 00:12:22.194,450.0
08/06/2023 00:12:23.207,450.0
08/06/2023 00:12:24.233,450.0
08/06/2023 00:12:25.247,450.0
