'EPIC GeO.PID.MV Log File

'Date,GeO.PID.MV
08/06/2023 00:02:56.672,300.0
08/06/2023 00:02:57.681,300.0
08/06/2023 00:02:58.692,300.0
08/06/2023 00:02:59.714,300.0
08/06/2023 00:03:00.721,300.0
08/06/2023 00:03:01.744,300.0
08/06/2023 00:03:02.764,300.0
08/06/2023 00:03:03.774,300.0
08/06/2023 00:03:04.794,300.0
08/06/2023 00:03:05.804,300.0
08/06/2023 00:03:06.816,300.0
08/06/2023 00:03:07.827,300.0
08/06/2023 00:03:08.848,300.0
08/06/2023 00:03:09.871,300.0
08/06/2023 00:03:10.895,300.0
08/06/2023 00:03:11.906,300.0
08/06/2023 00:03:12.923,300.0
08/06/2023 00:03:13.937,300.0
08/06/2023 00:03:14.947,300.0
08/06/2023 00:03:15.970,300.0
08/06/2023 00:03:16.983,300.0
08/06/2023 00:03:18.003,300.0
08/06/2023 00:03:19.020,300.0
08/06/2023 00:03:20.043,300.0
08/06/2023 00:03:21.067,300.0
08/06/2023 00:03:22.081,300.0
08/06/2023 00:03:23.090,300.0
08/06/2023 00:03:24.113,300.0
08/06/2023 00:03:25.124,300.0
08/06/2023 00:03:26.145,300.0
08/06/2023 00:03:27.154,300.0
08/06/2023 00:03:28.173,300.0
08/06/2023 00:03:29.187,300.0
08/06/2023 00:03:30.209,300.0
08/06/2023 00:03:31.220,300.1
08/06/2023 00:03:32.244,300.0
08/06/2023 00:03:33.265,300.0
08/06/2023 00:03:34.277,300.0
08/06/2023 00:03:35.288,300.0
08/06/2023 00:03:36.304,300.0
08/06/2023 00:03:37.315,300.0
08/06/2023 00:03:38.340,300.0
08/06/2023 00:03:39.355,300.0
08/06/2023 00:03:40.384,300.0
08/06/2023 00:03:41.399,300.0
08/06/2023 00:03:42.430,300.0
08/06/2023 00:03:43.455,300.0
08/06/2023 00:03:44.471,300.0
08/06/2023 00:03:45.495,300.0
08/06/2023 00:03:46.517,300.0
08/06/2023 00:03:47.543,300.0
08/06/2023 00:03:48.556,300.0
08/06/2023 00:03:49.581,300.0
08/06/2023 00:03:50.590,300.0
08/06/2023 00:03:51.617,300.0
08/06/2023 00:03:52.641,300.0
08/06/2023 00:03:53.663,300.0
08/06/2023 00:03:54.686,300.0
08/06/2023 00:03:55.708,300.0
08/06/2023 00:03:56.718,300.0
08/06/2023 00:03:57.728,300.0
08/06/2023 00:03:58.737,300.0
08/06/2023 00:03:59.746,300.0
08/06/2023 00:04:00.770,300.0
08/06/2023 00:04:01.788,300.0
08/06/2023 00:04:02.803,300.0
08/06/2023 00:04:03.822,300.0
08/06/2023 00:04:04.845,300.0
08/06/2023 00:04:05.868,300.0
08/06/2023 00:04:06.879,300.0
08/06/2023 00:04:07.903,300.0
08/06/2023 00:04:08.911,300.0
08/06/2023 00:04:09.933,300.0
08/06/2023 00:04:10.941,300.0
08/06/2023 00:04:11.962,300.0
08/06/2023 00:04:12.974,300.0
08/06/2023 00:04:13.983,300.0
08/06/2023 00:04:14.993,300.0
08/06/2023 00:04:16.001,300.0
08/06/2023 00:04:17.010,300.0
08/06/2023 00:04:18.033,300.0
08/06/2023 00:04:19.042,300.0
08/06/2023 00:04:20.066,300.0
08/06/2023 00:04:21.079,300.0
08/06/2023 00:04:22.102,300.0
08/06/2023 00:04:23.118,300.0
08/06/2023 00:04:24.141,300.0
08/06/2023 00:04:25.173,300.0
08/06/2023 00:04:26.199,300.0
08/06/2023 00:04:27.223,300.0
08/06/2023 00:04:28.234,300.0
08/06/2023 00:04:29.256,300.0
08/06/2023 00:04:30.266,300.0
08/06/2023 00:04:31.275,300.0
08/06/2023 00:04:32.302,300.0
08/06/2023 00:04:33.311,300.0
08/06/2023 00:04:34.327,300.0
08/06/2023 00:04:35.341,300.0
08/06/2023 00:04:36.359,300.0
08/06/2023 00:04:37.376,300.0
08/06/2023 00:04:38.398,300.0
08/06/2023 00:04:39.409,300.0
08/06/2023 00:04:40.426,300.0
08/06/2023 00:04:41.449,300.0
08/06/2023 00:04:42.472,300.0
08/06/2023 00:04:43.493,300.0
08/06/2023 00:04:44.517,300.0
08/06/2023 00:04:45.526,300.1
08/06/2023 00:04:46.538,300.0
08/06/2023 00:04:47.567,300.0
08/06/2023 00:04:48.585,300.0
08/06/2023 00:04:49.598,300.0
08/06/2023 00:04:50.616,300.0
08/06/2023 00:04:51.631,300.0
08/06/2023 00:04:52.662,300.0
08/06/2023 00:04:53.674,300.1
08/06/2023 00:04:54.692,300.1
08/06/2023 00:04:55.702,300.1
08/06/2023 00:04:56.726,300.1
08/06/2023 00:04:57.748,300.0
08/06/2023 00:04:58.758,300.0
08/06/2023 00:04:59.773,300.0
08/06/2023 00:05:00.785,300.1
08/06/2023 00:05:01.810,300.0
08/06/2023 00:05:02.834,300.0
08/06/2023 00:05:03.857,300.0
08/06/2023 00:05:04.869,300.0
08/06/2023 00:05:05.880,300.0
08/06/2023 00:05:06.905,300.0
08/06/2023 00:05:07.917,300.0
08/06/2023 00:05:08.936,300.0
08/06/2023 00:05:09.958,300.0
08/06/2023 00:05:10.983,300.0
08/06/2023 00:05:12.007,300.0
08/06/2023 00:05:13.016,300.0
08/06/2023 00:05:14.026,300.0
08/06/2023 00:05:15.050,300.0
08/06/2023 00:05:16.074,300.0
08/06/2023 00:05:17.084,300.0
08/06/2023 00:05:18.108,300.0
08/06/2023 00:05:19.118,300.0
08/06/2023 00:05:20.137,300.0
08/06/2023 00:05:21.150,300.0
08/06/2023 00:05:22.166,300.0
08/06/2023 00:05:23.180,300.0
08/06/2023 00:05:24.197,300.0
08/06/2023 00:05:25.218,300.0
08/06/2023 00:05:26.243,300.0
08/06/2023 00:05:27.264,300.0
08/06/2023 00:05:28.277,300.0
08/06/2023 00:05:29.289,300.0
08/06/2023 00:05:30.300,300.0
08/06/2023 00:05:31.315,300.0
08/06/2023 00:05:32.329,300.0
08/06/2023 00:05:33.348,300.0
08/06/2023 00:05:34.383,300.0
08/06/2023 00:05:35.396,300.0
08/06/2023 00:05:36.411,300.0
08/06/2023 00:05:37.430,300.0
08/06/2023 00:05:38.442,299.9
08/06/2023 00:05:39.455,300.0
08/06/2023 00:05:40.464,300.0
08/06/2023 00:05:41.476,299.9
08/06/2023 00:05:42.517,300.0
08/06/2023 00:05:43.526,300.0
08/06/2023 00:05:44.551,300.0
08/06/2023 00:05:45.561,300.0
08/06/2023 00:05:46.586,300.0
08/06/2023 00:05:47.609,300.0
08/06/2023 00:05:48.619,300.0
08/06/2023 00:05:49.637,300.0
08/06/2023 00:05:50.647,300.0
08/06/2023 00:05:51.667,300.0
08/06/2023 00:05:52.676,300.0
08/06/2023 00:05:53.685,300.0
08/06/2023 00:05:54.694,300.0
08/06/2023 00:05:55.721,300.0
08/06/2023 00:05:56.748,300.0
08/06/2023 00:05:57.764,300.0
08/06/2023 00:05:58.773,300.0
08/06/2023 00:05:59.797,300.0
08/06/2023 00:06:00.812,300.0
08/06/2023 00:06:01.825,300.0
08/06/2023 00:06:02.833,300.0
08/06/2023 00:06:03.871,300.0
08/06/2023 00:06:04.893,300.0
08/06/2023 00:06:05.916,300.0
08/06/2023 00:06:06.942,300.0
08/06/2023 00:06:07.963,300.0
08/06/2023 00:06:08.978,300.0
08/06/2023 00:06:09.992,300.0
08/06/2023 00:06:11.016,300.0
08/06/2023 00:06:12.030,300.1
08/06/2023 00:06:13.052,300.1
08/06/2023 00:06:14.063,300.1
08/06/2023 00:06:15.080,300.1
08/06/2023 00:06:16.100,300.1
08/06/2023 00:06:17.111,300.1
08/06/2023 00:06:18.131,300.1
08/06/2023 00:06:19.154,300.1
08/06/2023 00:06:20.173,300.1
08/06/2023 00:06:21.185,300.1
08/06/2023 00:06:22.215,300.1
08/06/2023 00:06:23.225,300.1
08/06/2023 00:06:24.248,300.1
08/06/2023 00:06:25.276,300.1
08/06/2023 00:06:26.295,300.1
08/06/2023 00:06:27.306,300.1
08/06/2023 00:06:28.330,300.1
08/06/2023 00:06:29.355,300.1
08/06/2023 00:06:30.383,300.1
08/06/2023 00:06:31.407,300.1
08/06/2023 00:06:32.431,300.0
08/06/2023 00:06:33.451,300.1
08/06/2023 00:06:34.473,300.0
08/06/2023 00:06:35.484,300.0
08/06/2023 00:06:36.496,300.0
08/06/2023 00:06:37.510,300.0
08/06/2023 00:06:38.520,300.1
08/06/2023 00:06:39.531,300.0
08/06/2023 00:06:40.556,300.0
08/06/2023 00:06:41.577,300.0
08/06/2023 00:06:42.598,300.0
08/06/2023 00:06:43.610,300.0
08/06/2023 00:06:44.630,300.0
08/06/2023 00:06:45.639,300.0
08/06/2023 00:06:46.650,300.0
08/06/2023 00:06:47.666,300.0
08/06/2023 00:06:48.682,300.0
08/06/2023 00:06:49.691,300.0
08/06/2023 00:06:50.721,300.0
08/06/2023 00:06:51.741,300.0
08/06/2023 00:06:52.763,300.0
08/06/2023 00:06:53.775,300.0
08/06/2023 00:06:54.797,300.0
08/06/2023 00:06:55.813,300.0
08/06/2023 00:06:56.824,300.0
08/06/2023 00:06:57.834,300.0
08/06/2023 00:06:58.851,300.0
08/06/2023 00:06:59.859,300.0
08/06/2023 00:07:00.869,300.0
08/06/2023 00:07:01.885,299.9
08/06/2023 00:07:02.910,299.9
08/06/2023 00:07:03.934,299.9
08/06/2023 00:07:04.945,299.9
08/06/2023 00:07:05.958,299.9
08/06/2023 00:07:06.979,299.9
08/06/2023 00:07:07.988,299.9
08/06/2023 00:07:09.011,299.9
08/06/2023 00:07:10.023,300.0
08/06/2023 00:07:11.032,300.0
08/06/2023 00:07:12.042,300.0
08/06/2023 00:07:13.061,300.0
08/06/2023 00:07:14.094,300.0
08/06/2023 00:07:15.113,300.0
08/06/2023 00:07:16.144,300.0
08/06/2023 00:07:17.163,300.0
08/06/2023 00:07:18.176,300.0
08/06/2023 00:07:19.199,300.0
08/06/2023 00:07:20.224,300.0
08/06/2023 00:07:21.254,300.0
08/06/2023 00:07:22.272,300.0
08/06/2023 00:07:23.296,300.0
08/06/2023 00:07:24.315,300.0
08/06/2023 00:07:25.336,300.0
08/06/2023 00:07:26.356,300.0
08/06/2023 00:07:27.367,300.0
08/06/2023 00:07:28.375,300.0
08/06/2023 00:07:29.399,300.0
08/06/2023 00:07:30.408,300.0
08/06/2023 00:07:31.419,300.0
08/06/2023 00:07:32.437,300.0
08/06/2023 00:07:33.459,300.0
08/06/2023 00:07:34.468,300.0
08/06/2023 00:07:35.479,300.0
08/06/2023 00:07:36.488,300.0
08/06/2023 00:07:37.512,300.0
08/06/2023 00:07:38.533,300.0
08/06/2023 00:07:39.555,300.0
08/06/2023 00:07:40.569,300.0
08/06/2023 00:07:41.582,300.0
08/06/2023 00:07:42.606,300.0
08/06/2023 00:07:43.617,300.0
08/06/2023 00:07:44.641,300.0
08/06/2023 00:07:45.669,300.0
08/06/2023 00:07:46.680,300.0
08/06/2023 00:07:47.714,300.0
08/06/2023 00:07:48.726,300.0
08/06/2023 00:07:49.735,300.0
08/06/2023 00:07:50.747,300.0
08/06/2023 00:07:51.759,300.0
08/06/2023 00:07:52.782,300.0
08/06/2023 00:07:53.805,300.0
08/06/2023 00:07:54.826,300.0
08/06/2023 00:07:55.837,300.1
08/06/2023 00:07:56.849,300.0
08/06/2023 00:07:57.869,300.0
08/06/2023 00:07:58.879,300.0
08/06/2023 00:07:59.903,300.0
08/06/2023 00:08:00.913,300.0
08/06/2023 00:08:01.926,300.1
08/06/2023 00:08:02.950,300.0
08/06/2023 00:08:03.959,300.0
08/06/2023 00:08:04.982,300.1
08/06/2023 00:08:05.998,300.1
08/06/2023 00:08:07.014,300.1
08/06/2023 00:08:08.025,300.1
08/06/2023 00:08:09.048,300.1
08/06/2023 00:08:10.059,300.1
08/06/2023 00:08:11.079,300.1
08/06/2023 00:08:12.105,300.1
08/06/2023 00:08:13.114,300.1
08/06/2023 00:08:14.136,300.1
08/06/2023 00:08:15.145,300.1
08/06/2023 00:08:16.167,300.1
08/06/2023 00:08:17.190,300.1
08/06/2023 00:08:18.211,300.1
08/06/2023 00:08:19.219,300.1
08/06/2023 00:08:20.228,300.1
08/06/2023 00:08:21.251,300.1
08/06/2023 00:08:22.262,300.0
08/06/2023 00:08:23.282,300.0
08/06/2023 00:08:24.291,300.0
08/06/2023 00:08:25.303,300.0
08/06/2023 00:08:26.326,300.0
08/06/2023 00:08:27.350,300.0
08/06/2023 00:08:28.375,300.0
08/06/2023 00:08:29.389,300.0
08/06/2023 00:08:30.400,300.0
08/06/2023 00:08:31.410,300.0
08/06/2023 00:08:32.435,300.0
08/06/2023 00:08:33.459,300.0
08/06/2023 00:08:34.470,300.0
08/06/2023 00:08:35.487,300.0
08/06/2023 00:08:36.505,300.0
08/06/2023 00:08:37.526,300.0
08/06/2023 00:08:38.538,300.0
08/06/2023 00:08:39.551,300.0
08/06/2023 00:08:40.560,300.0
08/06/2023 00:08:41.579,300.0
08/06/2023 00:08:42.589,300.0
08/06/2023 00:08:43.598,300.0
08/06/2023 00:08:44.619,300.0
08/06/2023 00:08:45.629,299.9
08/06/2023 00:08:46.639,300.0
08/06/2023 00:08:47.667,300.0
08/06/2023 00:08:48.689,299.9
08/06/2023 00:08:49.714,299.9
08/06/2023 00:08:50.734,299.9
08/06/2023 00:08:51.745,299.9
08/06/2023 00:08:52.768,299.9
08/06/2023 00:08:53.779,299.9
08/06/2023 00:08:54.801,299.9
08/06/2023 00:08:55.825,299.9
08/06/2023 00:08:56.849,299.9
08/06/2023 00:08:57.860,299.9
08/06/2023 00:08:58.873,299.9
08/06/2023 00:08:59.897,299.9
08/06/2023 00:09:00.919,299.9
08/06/2023 00:09:01.938,300.0
08/06/2023 00:09:02.951,300.0
08/06/2023 00:09:03.968,300.0
08/06/2023 00:09:04.976,300.0
08/06/2023 00:09:05.999,300.0
08/06/2023 00:09:07.023,300.0
08/06/2023 00:09:08.043,300.0
08/06/2023 00:09:09.064,300.0
08/06/2023 00:09:10.087,300.0
08/06/2023 00:09:11.108,300.0
08/06/2023 00:09:12.119,300.0
08/06/2023 00:09:13.141,300.0
08/06/2023 00:09:14.166,300.0
08/06/2023 00:09:15.175,300.0
08/06/2023 00:09:16.198,300.0
08/06/2023 00:09:17.221,300.0
08/06/2023 00:09:18.233,300.0
08/06/2023 00:09:19.244,300.0
08/06/2023 00:09:20.252,300.0
08/06/2023 00:09:21.267,300.0
08/06/2023 00:09:22.276,300.0
08/06/2023 00:09:23.287,300.0
08/06/2023 00:09:24.310,300.0
08/06/2023 00:09:25.339,300.0
08/06/2023 00:09:26.358,300.0
08/06/2023 00:09:27.386,300.0
08/06/2023 00:09:28.405,300.0
08/06/2023 00:09:29.420,300.0
08/06/2023 00:09:30.439,300.0
08/06/2023 00:09:31.453,300.0
08/06/2023 00:09:32.466,300.0
08/06/2023 00:09:33.475,300.1
08/06/2023 00:09:34.491,300.0
08/06/2023 00:09:35.510,300.1
08/06/2023 00:09:36.531,300.0
08/06/2023 00:09:37.551,300.1
08/06/2023 00:09:38.577,300.1
08/06/2023 00:09:39.601,300.1
08/06/2023 00:09:40.610,300.1
08/06/2023 00:09:41.631,300.1
08/06/2023 00:09:42.641,300.1
08/06/2023 00:09:43.652,300.1
08/06/2023 00:09:44.662,300.1
08/06/2023 00:09:45.685,300.1
08/06/2023 00:09:46.695,300.1
08/06/2023 00:09:47.711,300.1
08/06/2023 00:09:48.734,300.1
08/06/2023 00:09:49.760,300.1
08/06/2023 00:09:50.785,300.1
08/06/2023 00:09:51.808,300.1
08/06/2023 00:09:52.820,300.1
08/06/2023 00:09:53.829,300.0
08/06/2023 00:09:54.843,300.1
08/06/2023 00:09:55.855,300.1
08/06/2023 00:09:56.875,300.0
08/06/2023 00:09:57.906,300.0
08/06/2023 00:09:58.924,300.0
08/06/2023 00:09:59.945,300.0
08/06/2023 00:10:00.955,300.0
08/06/2023 00:10:01.970,300.0
08/06/2023 00:10:02.979,300.0
08/06/2023 00:10:03.991,300.0
08/06/2023 00:10:05.013,300.0
08/06/2023 00:10:06.028,300.0
08/06/2023 00:10:07.049,300.0
08/06/2023 00:10:08.071,300.0
08/06/2023 00:10:09.081,300.0
08/06/2023 00:10:10.112,300.0
08/06/2023 00:10:11.138,300.0
08/06/2023 00:10:12.156,300.0
08/06/2023 00:10:13.165,300.0
08/06/2023 00:10:14.194,300.0
08/06/2023 00:10:15.213,300.0
08/06/2023 00:10:16.231,300.0
08/06/2023 00:10:17.242,300.0
08/06/2023 00:10:18.261,300.0
08/06/2023 00:10:19.273,300.0
08/06/2023 00:10:20.283,300.0
08/06/2023 00:10:21.309,300.0
08/06/2023 00:10:22.317,300.0
08/06/2023 00:10:23.340,299.9
08/06/2023 00:10:24.348,299.9
08/06/2023 00:10:25.357,300.0
08/06/2023 00:10:26.370,299.9
08/06/2023 00:10:27.390,299.9
08/06/2023 00:10:28.416,299.9
08/06/2023 00:10:29.434,299.9
08/06/2023 00:10:30.443,299.9
08/06/2023 00:10:31.464,299.9
08/06/2023 00:10:32.479,299.9
08/06/2023 00:10:33.489,299.9
08/06/2023 00:10:34.497,299.9
08/06/2023 00:10:35.509,299.9
08/06/2023 00:10:36.520,299.9
08/06/2023 00:10:37.531,299.9
08/06/2023 00:10:38.542,300.0
08/06/2023 00:10:39.557,300.0
08/06/2023 00:10:40.578,300.0
08/06/2023 00:10:41.590,300.0
08/06/2023 00:10:42.602,300.0
08/06/2023 00:10:43.617,300.0
08/06/2023 00:10:44.640,300.0
08/06/2023 00:10:45.660,300.0
08/06/2023 00:10:46.677,300.0
08/06/2023 00:10:47.692,300.0
08/06/2023 00:10:48.713,300.0
08/06/2023 00:10:49.723,300.0
08/06/2023 00:10:50.733,300.0
08/06/2023 00:10:51.756,300.0
08/06/2023 00:10:52.774,300.0
08/06/2023 00:10:53.785,300.0
08/06/2023 00:10:54.807,300.0
08/06/2023 00:10:55.830,300.0
08/06/2023 00:10:56.844,300.0
08/06/2023 00:10:57.868,300.0
08/06/2023 00:10:58.875,300.0
08/06/2023 00:10:59.885,300.0
08/06/2023 00:11:00.907,300.0
08/06/2023 00:11:01.917,300.0
08/06/2023 00:11:02.940,300.0
08/06/2023 00:11:03.949,300.0
08/06/2023 00:11:04.962,300.0
08/06/2023 00:11:05.984,300.0
08/06/2023 00:11:06.997,300.0
08/06/2023 00:11:08.022,300.0
08/06/2023 00:11:09.050,300.0
08/06/2023 00:11:10.065,300.0
08/06/2023 00:11:11.075,300.0
08/06/2023 00:11:12.094,300.0
08/06/2023 00:11:13.114,300.0
08/06/2023 00:11:14.127,300.0
08/06/2023 00:11:15.158,300.0
08/06/2023 00:11:16.177,300.0
08/06/2023 00:11:17.189,300.0
08/06/2023 00:11:18.206,300.0
08/06/2023 00:11:19.226,300.0
08/06/2023 00:11:20.237,300.1
08/06/2023 00:11:21.264,300.1
08/06/2023 00:11:22.285,300.1
08/06/2023 00:11:23.297,300.1
08/06/2023 00:11:24.305,300.1
08/06/2023 00:11:25.315,300.1
08/06/2023 00:11:26.326,300.1
08/06/2023 00:11:27.347,300.1
08/06/2023 00:11:28.356,300.1
08/06/2023 00:11:29.364,300.1
08/06/2023 00:11:30.377,300.1
08/06/2023 00:11:31.385,300.1
08/06/2023 00:11:32.396,300.1
08/06/2023 00:11:33.406,300.1
08/06/2023 00:11:34.414,300.1
08/06/2023 00:11:35.426,300.1
08/06/2023 00:11:36.445,300.1
08/06/2023 00:11:37.472,300.1
08/06/2023 00:11:38.482,300.1
08/06/2023 00:11:39.496,300.1
08/06/2023 00:11:40.510,300.0
08/06/2023 00:11:41.533,300.0
08/06/2023 00:11:42.546,300.0
08/06/2023 00:11:43.559,300.0
08/06/2023 00:11:44.571,300.0
08/06/2023 00:11:45.583,300.0
08/06/2023 00:11:46.592,300.0
08/06/2023 00:11:47.605,300.0
08/06/2023 00:11:48.626,300.0
08/06/2023 00:11:49.652,300.0
08/06/2023 00:11:50.666,300.0
08/06/2023 00:11:51.690,300.0
08/06/2023 00:11:52.712,300.0
08/06/2023 00:11:53.727,300.0
08/06/2023 00:11:54.750,300.0
08/06/2023 00:11:55.767,300.0
08/06/2023 00:11:56.790,300.0
08/06/2023 00:11:57.809,300.0
08/06/2023 00:11:58.827,300.0
08/06/2023 00:11:59.850,300.0
08/06/2023 00:12:00.861,300.0
08/06/2023 00:12:01.883,300.0
08/06/2023 00:12:02.892,300.0
08/06/2023 00:12:03.914,300.0
08/06/2023 00:12:04.923,299.9
08/06/2023 00:12:05.955,299.9
08/06/2023 00:12:06.968,299.9
08/06/2023 00:12:07.987,299.9
08/06/2023 00:12:09.005,299.9
08/06/2023 00:12:10.015,299.9
08/06/2023 00:12:11.025,299.9
08/06/2023 00:12:12.036,299.9
08/06/2023 00:12:13.044,299.9
08/06/2023 00:12:14.059,299.9
08/06/2023 00:12:15.069,299.9
08/06/2023 00:12:16.091,299.9
08/06/2023 00:12:17.100,299.9
08/06/2023 00:12:18.120,299.9
08/06/2023 00:12:19.146,300.0
08/06/2023 00:12:20.168,300.0
08/06/2023 00:12:21.179,300.0
08/06/2023 00:12:22.192,300.0
08/06/2023 00:12:23.205,300.0
08/06/2023 00:12:24.230,300.0
08/06/2023 00:12:25.245,300.0
