'EPIC GeOHL.PID.MV Log File

'Date,GeOHL.PID.MV
08/06/2023 00:01:09.274,400.0
08/06/2023 00:01:10.285,400.0
08/06/2023 00:01:11.291,400.0
08/06/2023 00:01:12.302,400.0
08/06/2023 00:01:13.322,400.0
08/06/2023 00:01:14.330,400.0
08/06/2023 00:01:15.348,400.0
08/06/2023 00:01:16.357,400.0
08/06/2023 00:01:17.381,400.0
08/06/2023 00:01:18.400,400.0
08/06/2023 00:01:19.408,400.0
08/06/2023 00:01:20.418,400.0
08/06/2023 00:01:21.427,400.0
08/06/2023 00:01:22.440,400.0
08/06/2023 00:01:23.452,400.0
08/06/2023 00:01:24.459,400.0
08/06/2023 00:01:25.468,400.0
08/06/2023 00:01:26.480,400.0
08/06/2023 00:01:27.494,400.0
08/06/2023 00:01:28.513,400.0
08/06/2023 00:01:29.531,400.0
08/06/2023 00:01:30.556,400.0
08/06/2023 00:01:31.573,400.0
08/06/2023 00:01:32.580,400.0
08/06/2023 00:01:33.591,400.0
08/06/2023 00:01:34.598,400.0
08/06/2023 00:01:35.606,400.0
08/06/2023 00:01:36.616,400.0
08/06/2023 00:01:37.624,400.0
08/06/2023 00:01:38.643,400.0
08/06/2023 00:01:39.651,400.0
08/06/2023 00:01:40.661,400.0
08/06/2023 00:01:41.677,400.0
08/06/2023 00:01:42.686,400.0
08/06/2023 00:01:43.708,400.0
08/06/2023 00:01:44.733,400.0
08/06/2023 00:01:45.749,400.0
08/06/2023 00:01:46.771,400.0
08/06/2023 00:01:47.792,400.0
08/06/2023 00:01:48.802,400.0
08/06/2023 00:01:49.809,400.0
08/06/2023 00:01:50.827,400.0
08/06/2023 00:01:51.837,400.0
08/06/2023 00:01:52.859,400.0
08/06/2023 00:01:53.872,400.0
08/06/2023 00:01:54.880,400.0
08/06/2023 00:01:55.889,400.0
08/06/2023 00:01:56.898,400.0
08/06/2023 00:01:57.911,400.0
08/06/2023 00:01:58.920,400.0
08/06/2023 00:01:59.927,400.0
08/06/2023 00:02:00.940,400.0
08/06/2023 00:02:01.953,400.0
08/06/2023 00:02:02.965,400.0
08/06/2023 00:02:03.973,400.0
08/06/2023 00:02:04.983,400.0
08/06/2023 00:02:05.992,400.0
08/06/2023 00:02:07.004,400.0
08/06/2023 00:02:08.013,400.0
08/06/2023 00:02:09.022,400.0
08/06/2023 00:02:10.057,400.0
08/06/2023 00:02:11.069,400.0
08/06/2023 00:02:12.079,400.0
08/06/2023 00:02:13.087,400.0
08/06/2023 00:02:14.097,400.0
08/06/2023 00:02:15.122,400.0
08/06/2023 00:02:16.130,400.0
08/06/2023 00:02:17.139,400.0
08/06/2023 00:02:18.150,400.0
08/06/2023 00:02:19.157,400.0
08/06/2023 00:02:20.167,400.0
08/06/2023 00:02:21.188,400.0
08/06/2023 00:02:22.201,400.0
08/06/2023 00:02:23.220,400.0
08/06/2023 00:02:24.238,400.0
08/06/2023 00:02:25.260,400.0
08/06/2023 00:02:26.268,400.0
08/06/2023 00:02:27.287,400.0
08/06/2023 00:02:28.299,400.0
08/06/2023 00:02:29.322,400.0
08/06/2023 00:02:30.333,400.0
08/06/2023 00:02:31.342,400.0
08/06/2023 00:02:32.350,400.0
08/06/2023 00:02:33.371,400.0
08/06/2023 00:02:34.381,400.0
08/06/2023 00:02:35.392,400.0
08/06/2023 00:02:36.400,400.0
08/06/2023 00:02:37.408,400.0
08/06/2023 00:02:38.414,400.0
08/06/2023 00:02:39.426,400.0
08/06/2023 00:02:40.434,400.0
08/06/2023 00:02:41.459,400.0
08/06/2023 00:02:42.481,400.0
08/06/2023 00:02:43.501,400.0
08/06/2023 00:02:44.509,400.0
08/06/2023 00:02:45.516,400.0
08/06/2023 00:02:46.534,400.0
08/06/2023 00:02:47.556,400.0
08/06/2023 00:02:48.565,400.0
08/06/2023 00:02:49.575,400.0
08/06/2023 00:02:50.581,400.0
08/06/2023 00:02:51.593,400.0
08/06/2023 00:02:52.605,400.0
08/06/2023 00:02:53.630,400.0
08/06/2023 00:02:54.640,400.0
08/06/2023 00:02:55.649,400.0
08/06/2023 00:02:56.672,400.0
08/06/2023 00:02:57.681,400.0
08/06/2023 00:02:58.692,400.0
08/06/2023 00:02:59.714,400.0
08/06/2023 00:03:00.722,400.0
08/06/2023 00:03:01.745,400.0
08/06/2023 00:03:02.764,400.0
08/06/2023 00:03:03.774,400.0
08/06/2023 00:03:04.794,400.0
08/06/2023 00:03:05.804,400.0
08/06/2023 00:03:06.816,400.0
08/06/2023 00:03:07.827,400.0
08/06/2023 00:03:08.848,400.0
08/06/2023 00:03:09.871,400.0
08/06/2023 00:03:10.895,400.0
08/06/2023 00:03:11.907,400.0
08/06/2023 00:03:12.923,400.0
08/06/2023 00:03:13.937,400.0
08/06/2023 00:03:14.947,400.0
08/06/2023 00:03:15.970,400.0
08/06/2023 00:03:16.983,400.0
08/06/2023 00:03:18.003,400.0
08/06/2023 00:03:19.021,400.0
08/06/2023 00:03:20.043,400.0
08/06/2023 00:03:21.067,400.0
08/06/2023 00:03:22.081,400.0
08/06/2023 00:03:23.090,400.0
08/06/2023 00:03:24.113,400.0
08/06/2023 00:03:25.125,400.0
08/06/2023 00:03:26.145,400.0
08/06/2023 00:03:27.154,400.0
08/06/2023 00:03:28.173,400.0
08/06/2023 00:03:29.187,400.0
08/06/2023 00:03:30.209,400.0
08/06/2023 00:03:31.220,400.0
08/06/2023 00:03:32.244,400.0
08/06/2023 00:03:33.265,400.0
08/06/2023 00:03:34.277,400.0
08/06/2023 00:03:35.289,400.0
08/06/2023 00:03:36.304,400.0
08/06/2023 00:03:37.316,400.0
08/06/2023 00:03:38.341,400.0
08/06/2023 00:03:39.355,400.0
08/06/2023 00:03:40.384,400.0
08/06/2023 00:03:41.400,400.0
08/06/2023 00:03:42.430,400.0
08/06/2023 00:03:43.455,400.0
08/06/2023 00:03:44.471,400.0
08/06/2023 00:03:45.495,400.0
08/06/2023 00:03:46.518,400.0
08/06/2023 00:03:47.544,400.0
08/06/2023 00:03:48.556,400.0
08/06/2023 00:03:49.581,400.0
08/06/2023 00:03:50.590,400.0
08/06/2023 00:03:51.618,400.0
08/06/2023 00:03:52.641,400.0
08/06/2023 00:03:53.663,400.0
08/06/2023 00:03:54.686,400.0
08/06/2023 00:03:55.708,400.0
08/06/2023 00:03:56.718,400.0
08/06/2023 00:03:57.729,400.0
08/06/2023 00:03:58.738,400.0
08/06/2023 00:03:59.747,400.0
08/06/2023 00:04:00.771,400.0
08/06/2023 00:04:01.790,400.0
08/06/2023 00:04:02.803,400.0
08/06/2023 00:04:03.822,400.0
08/06/2023 00:04:04.845,400.0
08/06/2023 00:04:05.868,400.0
08/06/2023 00:04:06.879,400.0
08/06/2023 00:04:07.903,400.0
08/06/2023 00:04:08.911,400.0
08/06/2023 00:04:09.933,400.0
08/06/2023 00:04:10.941,400.0
08/06/2023 00:04:11.962,400.0
08/06/2023 00:04:12.975,400.0
08/06/2023 00:04:13.984,400.0
08/06/2023 00:04:14.993,400.0
08/06/2023 00:04:16.001,400.0
08/06/2023 00:04:17.010,400.0
08/06/2023 00:04:18.033,400.0
08/06/2023 00:04:19.042,400.0
08/06/2023 00:04:20.066,400.0
08/06/2023 00:04:21.080,400.0
08/06/2023 00:04:22.102,400.0
08/06/2023 00:04:23.119,400.0
08/06/2023 00:04:24.142,400.0
08/06/2023 00:04:25.173,400.0
08/06/2023 00:04:26.200,400.0
08/06/2023 00:04:27.223,400.0
08/06/2023 00:04:28.235,400.0
08/06/2023 00:04:29.257,400.0
08/06/2023 00:04:30.267,400.0
08/06/2023 00:04:31.276,400.0
08/06/2023 00:04:32.303,400.0
08/06/2023 00:04:33.312,400.0
08/06/2023 00:04:34.327,400.0
08/06/2023 00:04:35.341,400.0
08/06/2023 00:04:36.359,400.0
08/06/2023 00:04:37.376,400.0
08/06/2023 00:04:38.398,400.0
08/06/2023 00:04:39.409,400.0
08/06/2023 00:04:40.426,400.0
08/06/2023 00:04:41.449,400.0
08/06/2023 00:04:42.472,400.0
08/06/2023 00:04:43.493,400.0
08/06/2023 00:04:44.517,400.0
08/06/2023 00:04:45.526,400.0
08/06/2023 00:04:46.538,400.0
08/06/2023 00:04:47.567,400.0
08/06/2023 00:04:48.585,400.0
08/06/2023 00:04:49.598,400.0
08/06/2023 00:04:50.616,400.0
08/06/2023 00:04:51.632,400.0
08/06/2023 00:04:52.663,400.0
08/06/2023 00:04:53.674,400.0
08/06/2023 00:04:54.692,400.0
08/06/2023 00:04:55.703,400.0
08/06/2023 00:04:56.726,400.0
08/06/2023 00:04:57.748,400.0
08/06/2023 00:04:58.758,400.0
08/06/2023 00:04:59.773,400.0
08/06/2023 00:05:00.785,400.0
08/06/2023 00:05:01.811,400.0
08/06/2023 00:05:02.835,400.0
08/06/2023 00:05:03.857,400.0
08/06/2023 00:05:04.869,400.0
08/06/2023 00:05:05.881,400.0
08/06/2023 00:05:06.905,400.0
08/06/2023 00:05:07.917,400.0
08/06/2023 00:05:08.936,400.0
08/06/2023 00:05:09.959,400.0
08/06/2023 00:05:10.983,400.0
08/06/2023 00:05:12.008,400.0
08/06/2023 00:05:13.016,400.0
08/06/2023 00:05:14.026,400.0
08/06/2023 00:05:15.050,400.0
08/06/2023 00:05:16.075,400.0
08/06/2023 00:05:17.084,400.0
08/06/2023 00:05:18.108,400.0
08/06/2023 00:05:19.118,400.0
08/06/2023 00:05:20.137,400.0
08/06/2023 00:05:21.151,400.0
08/06/2023 00:05:22.166,400.0
08/06/2023 00:05:23.180,400.0
08/06/2023 00:05:24.197,400.0
08/06/2023 00:05:25.219,400.0
08/06/2023 00:05:26.244,400.0
08/06/2023 00:05:27.264,400.0
08/06/2023 00:05:28.277,400.0
08/06/2023 00:05:29.289,400.0
08/06/2023 00:05:30.300,400.0
08/06/2023 00:05:31.315,400.0
08/06/2023 00:05:32.329,400.0
08/06/2023 00:05:33.349,400.0
08/06/2023 00:05:34.384,400.0
08/06/2023 00:05:35.396,400.0
08/06/2023 00:05:36.411,400.0
08/06/2023 00:05:37.430,400.0
08/06/2023 00:05:38.443,400.0
08/06/2023 00:05:39.455,400.0
08/06/2023 00:05:40.464,400.0
08/06/2023 00:05:41.476,400.0
08/06/2023 00:05:42.517,400.0
08/06/2023 00:05:43.526,400.0
08/06/2023 00:05:44.551,400.0
08/06/2023 00:05:45.561,400.0
08/06/2023 00:05:46.587,400.0
08/06/2023 00:05:47.609,400.0
08/06/2023 00:05:48.619,400.0
08/06/2023 00:05:49.637,400.0
08/06/2023 00:05:50.648,400.0
08/06/2023 00:05:51.667,400.0
08/06/2023 00:05:52.676,400.0
08/06/2023 00:05:53.685,400.0
08/06/2023 00:05:54.695,400.0
08/06/2023 00:05:55.722,400.0
08/06/2023 00:05:56.748,400.0
08/06/2023 00:05:57.764,400.0
08/06/2023 00:05:58.773,400.0
08/06/2023 00:05:59.797,400.0
08/06/2023 00:06:00.812,400.0
08/06/2023 00:06:01.825,400.0
08/06/2023 00:06:02.833,400.0
08/06/2023 00:06:03.871,400.0
08/06/2023 00:06:04.893,400.0
08/06/2023 00:06:05.916,400.0
08/06/2023 00:06:06.943,400.0
08/06/2023 00:06:07.963,400.0
08/06/2023 00:06:08.978,400.0
08/06/2023 00:06:09.993,400.0
08/06/2023 00:06:11.017,400.0
08/06/2023 00:06:12.030,400.0
08/06/2023 00:06:13.052,400.0
08/06/2023 00:06:14.063,400.0
08/06/2023 00:06:15.081,400.0
08/06/2023 00:06:16.100,400.0
08/06/2023 00:06:17.111,400.0
08/06/2023 00:06:18.131,400.0
08/06/2023 00:06:19.154,400.0
08/06/2023 00:06:20.174,400.0
08/06/2023 00:06:21.186,400.0
08/06/2023 00:06:22.215,400.0
08/06/2023 00:06:23.226,400.0
08/06/2023 00:06:24.248,400.0
08/06/2023 00:06:25.276,400.0
08/06/2023 00:06:26.295,400.0
08/06/2023 00:06:27.306,400.0
08/06/2023 00:06:28.330,400.0
08/06/2023 00:06:29.355,400.0
08/06/2023 00:06:30.383,400.0
08/06/2023 00:06:31.407,400.0
08/06/2023 00:06:32.431,400.0
08/06/2023 00:06:33.451,400.0
08/06/2023 00:06:34.473,400.0
08/06/2023 00:06:35.485,400.0
08/06/2023 00:06:36.496,400.0
08/06/2023 00:06:37.510,400.0
08/06/2023 00:06:38.520,400.0
08/06/2023 00:06:39.531,400.0
08/06/2023 00:06:40.557,400.0
08/06/2023 00:06:41.577,400.0
08/06/2023 00:06:42.598,400.0
08/06/2023 00:06:43.611,400.0
08/06/2023 00:06:44.631,400.0
08/06/2023 00:06:45.640,400.0
08/06/2023 00:06:46.650,400.0
08/06/2023 00:06:47.666,400.0
08/06/2023 00:06:48.683,400.0
08/06/2023 00:06:49.692,400.0
08/06/2023 00:06:50.721,400.0
08/06/2023 00:06:51.741,400.0
08/06/2023 00:06:52.764,400.0
08/06/2023 00:06:53.775,400.0
08/06/2023 00:06:54.797,400.0
08/06/2023 00:06:55.813,400.0
08/06/2023 00:06:56.824,400.0
08/06/2023 00:06:57.835,400.0
08/06/2023 00:06:58.851,400.0
08/06/2023 00:06:59.860,400.0
08/06/2023 00:07:00.870,400.0
08/06/2023 00:07:01.885,400.0
08/06/2023 00:07:02.910,400.0
08/06/2023 00:07:03.934,400.0
08/06/2023 00:07:04.945,400.0
08/06/2023 00:07:05.958,400.0
08/06/2023 00:07:06.979,400.0
08/06/2023 00:07:07.988,400.0
08/06/2023 00:07:09.011,400.0
08/06/2023 00:07:10.023,400.0
08/06/2023 00:07:11.032,400.0
08/06/2023 00:07:12.042,400.0
08/06/2023 00:07:13.061,400.0
08/06/2023 00:07:14.094,400.0
08/06/2023 00:07:15.113,400.0
08/06/2023 00:07:16.144,400.0
08/06/2023 00:07:17.163,400.0
08/06/2023 00:07:18.177,400.0
08/06/2023 00:07:19.199,400.0
08/06/2023 00:07:20.224,400.0
08/06/2023 00:07:21.254,400.0
08/06/2023 00:07:22.272,400.0
08/06/2023 00:07:23.296,400.0
08/06/2023 00:07:24.316,400.0
08/06/2023 00:07:25.337,400.0
08/06/2023 00:07:26.357,400.0
08/06/2023 00:07:27.367,400.0
08/06/2023 00:07:28.375,400.0
08/06/2023 00:07:29.399,400.0
08/06/2023 00:07:30.408,400.0
08/06/2023 00:07:31.419,400.0
08/06/2023 00:07:32.438,400.0
08/06/2023 00:07:33.459,400.0
08/06/2023 00:07:34.468,400.0
08/06/2023 00:07:35.479,400.0
08/06/2023 00:07:36.488,400.0
08/06/2023 00:07:37.512,400.0
08/06/2023 00:07:38.533,400.0
08/06/2023 00:07:39.556,400.0
08/06/2023 00:07:40.569,400.0
08/06/2023 00:07:41.582,400.0
08/06/2023 00:07:42.606,400.0
08/06/2023 00:07:43.618,400.0
08/06/2023 00:07:44.642,400.0
08/06/2023 00:07:45.669,400.0
08/06/2023 00:07:46.680,400.0
08/06/2023 00:07:47.715,400.0
08/06/2023 00:07:48.726,400.0
08/06/2023 00:07:49.736,400.0
08/06/2023 00:07:50.747,400.0
08/06/2023 00:07:51.760,400.0
08/06/2023 00:07:52.782,400.0
08/06/2023 00:07:53.806,400.0
08/06/2023 00:07:54.827,400.0
08/06/2023 00:07:55.837,400.0
08/06/2023 00:07:56.849,400.0
08/06/2023 00:07:57.869,400.0
08/06/2023 00:07:58.879,400.0
08/06/2023 00:07:59.904,400.0
08/06/2023 00:08:00.913,400.0
08/06/2023 00:08:01.926,400.0
08/06/2023 00:08:02.950,400.0
08/06/2023 00:08:03.959,400.0
08/06/2023 00:08:04.983,400.0
08/06/2023 00:08:05.998,400.0
08/06/2023 00:08:07.015,400.0
08/06/2023 00:08:08.025,400.0
08/06/2023 00:08:09.048,400.0
08/06/2023 00:08:10.059,400.0
08/06/2023 00:08:11.080,400.0
08/06/2023 00:08:12.106,400.0
08/06/2023 00:08:13.114,400.0
08/06/2023 00:08:14.137,400.0
08/06/2023 00:08:15.145,400.0
08/06/2023 00:08:16.167,400.0
08/06/2023 00:08:17.190,400.0
08/06/2023 00:08:18.211,400.0
08/06/2023 00:08:19.219,400.0
08/06/2023 00:08:20.229,400.0
08/06/2023 00:08:21.251,400.0
08/06/2023 00:08:22.262,400.0
08/06/2023 00:08:23.283,400.0
08/06/2023 00:08:24.292,400.0
08/06/2023 00:08:25.303,400.0
08/06/2023 00:08:26.326,400.0
08/06/2023 00:08:27.350,400.0
08/06/2023 00:08:28.375,400.0
08/06/2023 00:08:29.390,400.0
08/06/2023 00:08:30.401,400.0
08/06/2023 00:08:31.410,400.0
08/06/2023 00:08:32.436,400.0
08/06/2023 00:08:33.459,400.0
08/06/2023 00:08:34.470,400.0
08/06/2023 00:08:35.488,400.0
08/06/2023 00:08:36.505,400.0
08/06/2023 00:08:37.527,400.0
08/06/2023 00:08:38.538,400.0
08/06/2023 00:08:39.551,400.0
08/06/2023 00:08:40.560,400.0
08/06/2023 00:08:41.579,400.0
08/06/2023 00:08:42.589,400.0
08/06/2023 00:08:43.598,400.0
08/06/2023 00:08:44.619,400.0
08/06/2023 00:08:45.629,400.0
08/06/2023 00:08:46.639,400.0
08/06/2023 00:08:47.667,400.0
08/06/2023 00:08:48.689,400.0
08/06/2023 00:08:49.714,400.0
08/06/2023 00:08:50.734,400.0
08/06/2023 00:08:51.745,400.0
08/06/2023 00:08:52.769,400.0
08/06/2023 00:08:53.779,400.0
08/06/2023 00:08:54.802,400.0
08/06/2023 00:08:55.826,400.0
08/06/2023 00:08:56.849,400.0
08/06/2023 00:08:57.861,400.0
08/06/2023 00:08:58.874,400.0
08/06/2023 00:08:59.897,400.0
08/06/2023 00:09:00.920,400.0
08/06/2023 00:09:01.938,400.0
08/06/2023 00:09:02.952,400.0
08/06/2023 00:09:03.968,400.0
08/06/2023 00:09:04.977,400.0
08/06/2023 00:09:05.999,400.0
08/06/2023 00:09:07.023,400.0
08/06/2023 00:09:08.043,400.0
08/06/2023 00:09:09.064,400.0
08/06/2023 00:09:10.087,400.0
08/06/2023 00:09:11.108,400.0
08/06/2023 00:09:12.119,400.0
08/06/2023 00:09:13.141,400.0
08/06/2023 00:09:14.166,400.0
08/06/2023 00:09:15.176,400.0
08/06/2023 00:09:16.198,400.0
08/06/2023 00:09:17.222,400.0
08/06/2023 00:09:18.233,400.0
08/06/2023 00:09:19.244,400.0
08/06/2023 00:09:20.252,400.0
08/06/2023 00:09:21.267,400.0
08/06/2023 00:09:22.276,400.0
08/06/2023 00:09:23.287,400.0
08/06/2023 00:09:24.310,400.0
08/06/2023 00:09:25.339,400.0
08/06/2023 00:09:26.358,400.0
08/06/2023 00:09:27.387,400.0
08/06/2023 00:09:28.405,400.0
08/06/2023 00:09:29.420,400.0
08/06/2023 00:09:30.439,400.0
08/06/2023 00:09:31.453,400.0
08/06/2023 00:09:32.467,400.0
08/06/2023 00:09:33.476,400.0
08/06/2023 00:09:34.491,400.0
08/06/2023 00:09:35.511,400.0
08/06/2023 00:09:36.531,400.0
08/06/2023 00:09:37.551,400.0
08/06/2023 00:09:38.577,400.0
08/06/2023 00:09:39.602,400.0
08/06/2023 00:09:40.610,400.0
08/06/2023 00:09:41.631,400.0
08/06/2023 00:09:42.641,400.0
08/06/2023 00:09:43.652,400.0
08/06/2023 00:09:44.662,400.0
08/06/2023 00:09:45.685,400.0
08/06/2023 00:09:46.695,400.0
08/06/2023 00:09:47.712,400.0
08/06/2023 00:09:48.734,400.0
08/06/2023 00:09:49.760,400.0
08/06/2023 00:09:50.786,400.0
08/06/2023 00:09:51.808,400.0
08/06/2023 00:09:52.820,400.0
08/06/2023 00:09:53.830,400.0
08/06/2023 00:09:54.843,400.0
08/06/2023 00:09:55.855,400.0
08/06/2023 00:09:56.875,400.0
08/06/2023 00:09:57.906,400.0
08/06/2023 00:09:58.924,400.0
08/06/2023 00:09:59.946,400.0
08/06/2023 00:10:00.955,400.0
08/06/2023 00:10:01.970,400.0
08/06/2023 00:10:02.980,400.0
08/06/2023 00:10:03.991,400.0
08/06/2023 00:10:05.013,400.0
08/06/2023 00:10:06.028,400.0
08/06/2023 00:10:07.049,400.0
08/06/2023 00:10:08.071,400.0
08/06/2023 00:10:09.081,400.0
08/06/2023 00:10:10.112,400.0
08/06/2023 00:10:11.138,400.0
08/06/2023 00:10:12.156,400.0
08/06/2023 00:10:13.165,400.0
08/06/2023 00:10:14.195,400.0
08/06/2023 00:10:15.213,400.0
08/06/2023 00:10:16.231,400.0
08/06/2023 00:10:17.242,400.0
08/06/2023 00:10:18.261,400.0
08/06/2023 00:10:19.273,400.0
08/06/2023 00:10:20.284,400.0
08/06/2023 00:10:21.309,400.0
08/06/2023 00:10:22.317,400.0
08/06/2023 00:10:23.340,400.0
08/06/2023 00:10:24.349,400.0
08/06/2023 00:10:25.357,400.0
08/06/2023 00:10:26.370,400.0
08/06/2023 00:10:27.390,400.0
08/06/2023 00:10:28.417,400.0
08/06/2023 00:10:29.434,400.0
08/06/2023 00:10:30.443,400.0
08/06/2023 00:10:31.464,400.0
08/06/2023 00:10:32.480,400.0
08/06/2023 00:10:33.489,400.0
08/06/2023 00:10:34.498,400.0
08/06/2023 00:10:35.509,400.0
08/06/2023 00:10:36.520,400.0
08/06/2023 00:10:37.531,400.0
08/06/2023 00:10:38.543,400.0
08/06/2023 00:10:39.557,400.0
08/06/2023 00:10:40.579,400.0
08/06/2023 00:10:41.590,400.0
08/06/2023 00:10:42.602,400.0
08/06/2023 00:10:43.617,400.0
08/06/2023 00:10:44.640,400.0
08/06/2023 00:10:45.660,400.0
08/06/2023 00:10:46.677,400.0
08/06/2023 00:10:47.693,400.0
08/06/2023 00:10:48.713,400.0
08/06/2023 00:10:49.723,400.0
08/06/2023 00:10:50.733,400.0
08/06/2023 00:10:51.756,400.0
08/06/2023 00:10:52.774,400.0
08/06/2023 00:10:53.786,400.0
08/06/2023 00:10:54.808,400.0
08/06/2023 00:10:55.830,400.0
08/06/2023 00:10:56.845,400.0
08/06/2023 00:10:57.868,400.0
08/06/2023 00:10:58.876,400.0
08/06/2023 00:10:59.885,400.0
08/06/2023 00:11:00.907,400.0
08/06/2023 00:11:01.917,400.0
08/06/2023 00:11:02.940,400.0
08/06/2023 00:11:03.950,400.0
08/06/2023 00:11:04.962,400.0
08/06/2023 00:11:05.984,400.0
08/06/2023 00:11:06.997,400.0
08/06/2023 00:11:08.022,400.0
08/06/2023 00:11:09.050,400.0
08/06/2023 00:11:10.066,400.0
08/06/2023 00:11:11.075,400.0
08/06/2023 00:11:12.094,400.0
08/06/2023 00:11:13.114,400.0
08/06/2023 00:11:14.127,400.0
08/06/2023 00:11:15.158,400.0
08/06/2023 00:11:16.178,400.0
08/06/2023 00:11:17.190,400.0
08/06/2023 00:11:18.206,400.0
08/06/2023 00:11:19.227,400.0
08/06/2023 00:11:20.237,400.0
08/06/2023 00:11:21.264,400.0
08/06/2023 00:11:22.285,400.0
08/06/2023 00:11:23.297,400.0
08/06/2023 00:11:24.305,400.0
08/06/2023 00:11:25.315,400.0
08/06/2023 00:11:26.327,400.0
08/06/2023 00:11:27.347,400.0
08/06/2023 00:11:28.356,400.0
08/06/2023 00:11:29.364,400.0
08/06/2023 00:11:30.377,400.0
08/06/2023 00:11:31.385,400.0
08/06/2023 00:11:32.396,400.0
08/06/2023 00:11:33.406,400.0
08/06/2023 00:11:34.414,400.0
08/06/2023 00:11:35.426,400.0
08/06/2023 00:11:36.446,400.0
08/06/2023 00:11:37.472,400.0
08/06/2023 00:11:38.482,400.0
08/06/2023 00:11:39.496,400.0
08/06/2023 00:11:40.510,400.0
08/06/2023 00:11:41.533,400.0
08/06/2023 00:11:42.546,400.0
08/06/2023 00:11:43.559,400.0
08/06/2023 00:11:44.571,400.0
08/06/2023 00:11:45.583,400.0
08/06/2023 00:11:46.592,400.0
08/06/2023 00:11:47.605,400.0
08/06/2023 00:11:48.626,400.0
08/06/2023 00:11:49.653,400.0
08/06/2023 00:11:50.667,400.0
08/06/2023 00:11:51.691,400.0
08/06/2023 00:11:52.712,400.0
08/06/2023 00:11:53.727,400.0
08/06/2023 00:11:54.750,400.0
08/06/2023 00:11:55.767,400.0
08/06/2023 00:11:56.791,400.0
08/06/2023 00:11:57.809,400.0
08/06/2023 00:11:58.827,400.0
08/06/2023 00:11:59.850,400.0
08/06/2023 00:12:00.861,400.0
08/06/2023 00:12:01.883,400.0
08/06/2023 00:12:02.892,400.0
08/06/2023 00:12:03.914,400.0
08/06/2023 00:12:04.923,400.0
08/06/2023 00:12:05.955,400.0
08/06/2023 00:12:06.968,400.0
08/06/2023 00:12:07.988,400.0
08/06/2023 00:12:09.005,400.0
08/06/2023 00:12:10.015,400.0
08/06/2023 00:12:11.025,400.0
08/06/2023 00:12:12.036,400.0
08/06/2023 00:12:13.044,400.0
08/06/2023 00:12:14.059,400.0
08/06/2023 00:12:15.070,400.0
08/06/2023 00:12:16.092,400.0
08/06/2023 00:12:17.101,400.0
08/06/2023 00:12:18.121,400.0
08/06/2023 00:12:19.147,400.0
08/06/2023 00:12:20.168,400.0
08/06/2023 00:12:21.179,400.0
08/06/2023 00:12:22.193,400.0
08/06/2023 00:12:23.205,400.0
08/06/2023 00:12:24.231,400.0
08/06/2023 00:12:25.245,400.0
