'EPIC MIG.PG.ITP Log File

'Date,MIG.PG.ITP
08/06/2023 00:00:01.278,0.0
08/06/2023 00:00:02.285,0.0
08/06/2023 00:00:03.293,0.0
08/06/2023 00:00:04.312,0.0
08/06/2023 00:00:05.322,0.0
08/06/2023 00:00:06.331,0.0
08/06/2023 00:00:07.342,0.0
08/06/2023 00:00:08.353,0.0
08/06/2023 00:00:09.372,0.0
08/06/2023 00:00:10.391,0.0
08/06/2023 00:00:11.412,0.0
08/06/2023 00:00:12.439,0.0
08/06/2023 00:00:13.456,0.0
08/06/2023 00:00:14.474,0.0
08/06/2023 00:00:15.495,0.0
08/06/2023 00:00:16.505,0.0
08/06/2023 00:00:17.517,0.0
08/06/2023 00:00:18.553,0.0
08/06/2023 00:00:19.569,0.0
08/06/2023 00:00:20.589,0.0
08/06/2023 00:00:21.607,0.0
08/06/2023 00:00:22.616,0.0
08/06/2023 00:00:23.639,0.0
08/06/2023 00:00:24.668,0.0
08/06/2023 00:00:25.683,0.0
08/06/2023 00:00:26.692,0.0
08/06/2023 00:00:27.700,0.0
08/06/2023 00:00:28.709,0.0
08/06/2023 00:00:29.717,0.0
08/06/2023 00:00:30.728,0.0
08/06/2023 00:00:31.742,0.0
08/06/2023 00:00:32.750,0.0
08/06/2023 00:00:33.761,0.0
08/06/2023 00:00:34.782,0.0
08/06/2023 00:00:35.790,0.0
08/06/2023 00:00:36.810,0.0
08/06/2023 00:00:37.829,0.0
08/06/2023 00:00:38.835,0.0
08/06/2023 00:00:39.846,0.0
08/06/2023 00:00:40.856,0.0
08/06/2023 00:00:41.873,0.0
08/06/2023 00:00:42.893,0.0
08/06/2023 00:00:43.905,0.0
08/06/2023 00:00:44.911,0.0
08/06/2023 00:00:45.932,0.0
08/06/2023 00:00:46.950,0.0
08/06/2023 00:00:47.969,0.0
08/06/2023 00:00:48.985,0.0
08/06/2023 00:00:49.999,0.0
08/06/2023 00:00:51.029,0.0
08/06/2023 00:00:52.046,0.0
08/06/2023 00:00:53.061,0.0
08/06/2023 00:00:54.074,0.0
08/06/2023 00:00:55.086,0.0
08/06/2023 00:00:56.099,0.0
08/06/2023 00:00:57.107,0.0
08/06/2023 00:00:58.114,0.0
08/06/2023 00:00:59.122,0.0
08/06/2023 00:01:00.144,0.0
08/06/2023 00:01:01.158,0.0
08/06/2023 00:01:02.186,0.0
08/06/2023 00:01:03.199,0.0
08/06/2023 00:01:04.212,0.0
08/06/2023 00:01:05.221,0.0
08/06/2023 00:01:06.231,0.0
08/06/2023 00:01:07.240,0.0
08/06/2023 00:01:08.259,0.0
08/06/2023 00:01:09.276,0.0
08/06/2023 00:01:10.287,0.0
08/06/2023 00:01:11.293,0.0
08/06/2023 00:01:12.304,0.0
08/06/2023 00:01:13.325,0.0
08/06/2023 00:01:14.332,0.0
08/06/2023 00:01:15.351,0.0
08/06/2023 00:01:16.360,0.0
08/06/2023 00:01:17.384,0.0
08/06/2023 00:01:18.402,0.0
08/06/2023 00:01:19.410,0.0
08/06/2023 00:01:20.421,0.0
08/06/2023 00:01:21.430,0.0
08/06/2023 00:01:22.443,0.0
08/06/2023 00:01:23.455,0.0
08/06/2023 00:01:24.461,0.0
08/06/2023 00:01:25.471,0.0
08/06/2023 00:01:26.482,0.0
08/06/2023 00:01:27.497,0.0
08/06/2023 00:01:28.515,0.0
08/06/2023 00:01:29.535,0.0
08/06/2023 00:01:30.559,0.0
08/06/2023 00:01:31.576,0.0
08/06/2023 00:01:32.583,0.0
08/06/2023 00:01:33.593,0.0
08/06/2023 00:01:34.600,0.0
08/06/2023 00:01:35.608,0.0
08/06/2023 00:01:36.618,0.0
08/06/2023 00:01:37.626,0.0
08/06/2023 00:01:38.646,0.0
08/06/2023 00:01:39.653,0.0
08/06/2023 00:01:40.664,0.0
08/06/2023 00:01:41.680,0.0
08/06/2023 00:01:42.689,0.0
08/06/2023 00:01:43.713,0.0
08/06/2023 00:01:44.735,0.0
08/06/2023 00:01:45.752,0.0
08/06/2023 00:01:46.774,0.0
08/06/2023 00:01:47.794,0.0
08/06/2023 00:01:48.804,0.0
08/06/2023 00:01:49.811,0.0
08/06/2023 00:01:50.829,0.0
08/06/2023 00:01:51.842,0.0
08/06/2023 00:01:52.862,0.0
08/06/2023 00:01:53.874,0.0
08/06/2023 00:01:54.883,0.0
08/06/2023 00:01:55.892,0.0
08/06/2023 00:01:56.900,0.0
08/06/2023 00:01:57.914,0.0
08/06/2023 00:01:58.922,0.0
08/06/2023 00:01:59.930,0.0
08/06/2023 00:02:00.943,0.0
08/06/2023 00:02:01.956,0.0
08/06/2023 00:02:02.967,0.0
08/06/2023 00:02:03.976,0.0
08/06/2023 00:02:04.986,0.0
08/06/2023 00:02:05.994,0.0
08/06/2023 00:02:07.007,0.0
08/06/2023 00:02:08.016,0.0
08/06/2023 00:02:09.025,0.0
08/06/2023 00:02:10.060,0.0
08/06/2023 00:02:11.071,0.0
08/06/2023 00:02:12.082,0.0
08/06/2023 00:02:13.090,0.0
08/06/2023 00:02:14.099,0.0
08/06/2023 00:02:15.124,0.0
08/06/2023 00:02:16.133,0.0
08/06/2023 00:02:17.142,0.0
08/06/2023 00:02:18.153,0.0
08/06/2023 00:02:19.160,0.0
08/06/2023 00:02:20.170,0.0
08/06/2023 00:02:21.191,0.0
08/06/2023 00:02:22.203,0.0
08/06/2023 00:02:23.223,0.0
08/06/2023 00:02:24.241,0.0
08/06/2023 00:02:25.262,0.0
08/06/2023 00:02:26.270,0.0
08/06/2023 00:02:27.292,0.0
08/06/2023 00:02:28.303,0.0
08/06/2023 00:02:29.324,0.0
08/06/2023 00:02:30.335,0.0
08/06/2023 00:02:31.344,0.0
08/06/2023 00:02:32.352,0.0
08/06/2023 00:02:33.374,0.0
08/06/2023 00:02:34.383,0.0
08/06/2023 00:02:35.395,0.0
08/06/2023 00:02:36.402,0.0
08/06/2023 00:02:37.411,0.0
08/06/2023 00:02:38.416,0.0
08/06/2023 00:02:39.428,0.0
08/06/2023 00:02:40.437,0.0
08/06/2023 00:02:41.461,0.0
08/06/2023 00:02:42.484,0.0
08/06/2023 00:02:43.503,0.0
08/06/2023 00:02:44.512,0.0
08/06/2023 00:02:45.519,0.0
08/06/2023 00:02:46.537,0.0
08/06/2023 00:02:47.559,0.0
08/06/2023 00:02:48.568,0.0
08/06/2023 00:02:49.577,0.0
08/06/2023 00:02:50.584,0.0
08/06/2023 00:02:51.598,0.0
08/06/2023 00:02:52.612,0.0
08/06/2023 00:02:53.635,0.0
08/06/2023 00:02:54.644,0.0
08/06/2023 00:02:55.654,0.0
08/06/2023 00:02:56.676,0.0
08/06/2023 00:02:57.686,0.0
08/06/2023 00:02:58.696,0.0
08/06/2023 00:02:59.718,0.0
08/06/2023 00:03:00.726,0.0
08/06/2023 00:03:01.749,0.0
08/06/2023 00:03:02.769,0.0
08/06/2023 00:03:03.779,0.0
08/06/2023 00:03:04.799,0.0
08/06/2023 00:03:05.810,0.0
08/06/2023 00:03:06.820,0.0
08/06/2023 00:03:07.832,0.0
08/06/2023 00:03:08.852,0.0
08/06/2023 00:03:09.876,0.0
08/06/2023 00:03:10.899,0.0
08/06/2023 00:03:11.911,0.0
08/06/2023 00:03:12.928,0.0
08/06/2023 00:03:13.941,0.0
08/06/2023 00:03:14.952,0.0
08/06/2023 00:03:15.974,0.0
08/06/2023 00:03:16.987,0.0
08/06/2023 00:03:18.007,0.0
08/06/2023 00:03:19.025,0.0
08/06/2023 00:03:20.048,0.0
08/06/2023 00:03:21.071,0.0
08/06/2023 00:03:22.085,0.0
08/06/2023 00:03:23.095,0.0
08/06/2023 00:03:24.118,0.0
08/06/2023 00:03:25.129,0.0
08/06/2023 00:03:26.149,0.0
08/06/2023 00:03:27.158,0.0
08/06/2023 00:03:28.178,0.0
08/06/2023 00:03:29.191,0.0
08/06/2023 00:03:30.213,0.0
08/06/2023 00:03:31.225,0.0
08/06/2023 00:03:32.248,0.0
08/06/2023 00:03:33.269,0.0
08/06/2023 00:03:34.281,0.0
08/06/2023 00:03:35.293,0.0
08/06/2023 00:03:36.308,0.0
08/06/2023 00:03:37.322,0.0
08/06/2023 00:03:38.345,0.0
08/06/2023 00:03:39.359,0.0
08/06/2023 00:03:40.388,0.0
08/06/2023 00:03:41.404,0.0
08/06/2023 00:03:42.435,0.0
08/06/2023 00:03:43.460,0.0
08/06/2023 00:03:44.475,0.0
08/06/2023 00:03:45.500,0.0
08/06/2023 00:03:46.522,0.0
08/06/2023 00:03:47.548,0.0
08/06/2023 00:03:48.560,0.0
08/06/2023 00:03:49.585,0.0
08/06/2023 00:03:50.596,0.0
08/06/2023 00:03:51.622,0.0
08/06/2023 00:03:52.646,0.0
08/06/2023 00:03:53.667,0.0
08/06/2023 00:03:54.690,0.0
08/06/2023 00:03:55.713,0.0
08/06/2023 00:03:56.722,0.0
08/06/2023 00:03:57.733,0.0
08/06/2023 00:03:58.742,0.0
08/06/2023 00:03:59.751,0.0
08/06/2023 00:04:00.775,0.0
08/06/2023 00:04:01.794,0.0
08/06/2023 00:04:02.807,0.0
08/06/2023 00:04:03.827,0.0
08/06/2023 00:04:04.850,0.0
08/06/2023 00:04:05.872,0.0
08/06/2023 00:04:06.883,0.0
08/06/2023 00:04:07.907,0.0
08/06/2023 00:04:08.915,0.0
08/06/2023 00:04:09.937,0.0
08/06/2023 00:04:10.946,0.0
08/06/2023 00:04:11.967,0.0
08/06/2023 00:04:12.979,0.0
08/06/2023 00:04:13.988,0.0
08/06/2023 00:04:14.998,0.0
08/06/2023 00:04:16.006,0.0
08/06/2023 00:04:17.014,0.0
08/06/2023 00:04:18.038,0.0
08/06/2023 00:04:19.046,0.0
08/06/2023 00:04:20.070,0.0
08/06/2023 00:04:21.084,0.0
