'EPIC MIG.PG.ITP Log File

'Date,MIG.PG.ITP
08/06/2023 00:04:22.107,0.0
08/06/2023 00:04:23.123,0.0
08/06/2023 00:04:24.146,0.0
08/06/2023 00:04:25.180,0.0
08/06/2023 00:04:26.204,0.0
08/06/2023 00:04:27.228,0.0
08/06/2023 00:04:28.239,0.0
08/06/2023 00:04:29.261,0.0
08/06/2023 00:04:30.271,0.0
08/06/2023 00:04:31.282,0.0
08/06/2023 00:04:32.307,0.0
08/06/2023 00:04:33.316,0.0
08/06/2023 00:04:34.331,0.0
08/06/2023 00:04:35.346,0.0
08/06/2023 00:04:36.363,0.0
08/06/2023 00:04:37.381,0.0
08/06/2023 00:04:38.402,0.0
08/06/2023 00:04:39.414,0.0
08/06/2023 00:04:40.430,0.0
08/06/2023 00:04:41.455,0.0
08/06/2023 00:04:42.477,0.0
08/06/2023 00:04:43.498,0.0
08/06/2023 00:04:44.521,0.0
08/06/2023 00:04:45.530,0.0
08/06/2023 00:04:46.543,0.0
08/06/2023 00:04:47.571,0.0
08/06/2023 00:04:48.589,0.0
08/06/2023 00:04:49.602,0.0
08/06/2023 00:04:50.621,0.0
08/06/2023 00:04:51.638,0.0
08/06/2023 00:04:52.667,0.0
08/06/2023 00:04:53.678,0.0
08/06/2023 00:04:54.697,0.0
08/06/2023 00:04:55.707,0.0
08/06/2023 00:04:56.730,0.0
08/06/2023 00:04:57.753,0.0
08/06/2023 00:04:58.762,0.0
08/06/2023 00:04:59.778,0.0
08/06/2023 00:05:00.790,0.0
08/06/2023 00:05:01.815,0.0
08/06/2023 00:05:02.839,0.0
08/06/2023 00:05:03.862,0.0
08/06/2023 00:05:04.873,0.0
08/06/2023 00:05:05.885,0.0
08/06/2023 00:05:06.910,0.0
08/06/2023 00:05:07.922,0.0
08/06/2023 00:05:08.941,0.0
08/06/2023 00:05:09.963,0.0
08/06/2023 00:05:10.990,0.0
08/06/2023 00:05:12.012,0.0
08/06/2023 00:05:13.021,0.0
08/06/2023 00:05:14.031,0.0
08/06/2023 00:05:15.055,0.0
08/06/2023 00:05:16.079,0.0
08/06/2023 00:05:17.088,0.0
08/06/2023 00:05:18.112,0.0
08/06/2023 00:05:19.122,0.0
08/06/2023 00:05:20.141,0.0
08/06/2023 00:05:21.155,0.0
08/06/2023 00:05:22.170,0.0
08/06/2023 00:05:23.184,0.0
08/06/2023 00:05:24.202,0.0
08/06/2023 00:05:25.223,0.0
08/06/2023 00:05:26.248,0.0
08/06/2023 00:05:27.268,0.0
08/06/2023 00:05:28.281,0.0
08/06/2023 00:05:29.294,0.0
08/06/2023 00:05:30.305,0.0
08/06/2023 00:05:31.320,0.0
08/06/2023 00:05:32.333,0.0
08/06/2023 00:05:33.355,0.0
08/06/2023 00:05:34.388,0.0
08/06/2023 00:05:35.401,0.0
08/06/2023 00:05:36.415,0.0
08/06/2023 00:05:37.435,0.0
08/06/2023 00:05:38.447,0.0
08/06/2023 00:05:39.459,0.0
08/06/2023 00:05:40.468,0.0
08/06/2023 00:05:41.481,0.0
08/06/2023 00:05:42.522,0.0
08/06/2023 00:05:43.531,0.0
08/06/2023 00:05:44.555,0.0
08/06/2023 00:05:45.565,0.0
08/06/2023 00:05:46.591,0.0
08/06/2023 00:05:47.613,0.0
08/06/2023 00:05:48.623,0.0
08/06/2023 00:05:49.642,0.0
08/06/2023 00:05:50.652,0.0
08/06/2023 00:05:51.671,0.0
08/06/2023 00:05:52.680,0.0
08/06/2023 00:05:53.689,0.0
08/06/2023 00:05:54.700,0.0
08/06/2023 00:05:55.726,0.0
08/06/2023 00:05:56.752,0.0
08/06/2023 00:05:57.768,0.0
08/06/2023 00:05:58.778,0.0
08/06/2023 00:05:59.801,0.0
08/06/2023 00:06:00.817,0.0
08/06/2023 00:06:01.829,0.0
08/06/2023 00:06:02.838,0.0
08/06/2023 00:06:03.875,0.0
08/06/2023 00:06:04.899,0.0
08/06/2023 00:06:05.922,0.0
08/06/2023 00:06:06.947,0.0
08/06/2023 00:06:07.968,0.0
08/06/2023 00:06:08.982,0.0
08/06/2023 00:06:09.997,0.0
08/06/2023 00:06:11.021,0.0
08/06/2023 00:06:12.034,0.0
08/06/2023 00:06:13.057,0.0
08/06/2023 00:06:14.067,0.0
08/06/2023 00:06:15.085,0.0
08/06/2023 00:06:16.105,0.0
08/06/2023 00:06:17.115,0.0
08/06/2023 00:06:18.138,0.0
08/06/2023 00:06:19.158,0.0
08/06/2023 00:06:20.178,0.0
08/06/2023 00:06:21.190,0.0
08/06/2023 00:06:22.219,0.0
08/06/2023 00:06:23.230,0.0
08/06/2023 00:06:24.253,0.0
08/06/2023 00:06:25.281,0.0
08/06/2023 00:06:26.300,0.0
08/06/2023 00:06:27.310,0.0
08/06/2023 00:06:28.335,0.0
08/06/2023 00:06:29.362,0.0
08/06/2023 00:06:30.387,0.0
08/06/2023 00:06:31.412,0.0
08/06/2023 00:06:32.435,0.0
08/06/2023 00:06:33.455,0.0
08/06/2023 00:06:34.478,0.0
08/06/2023 00:06:35.489,0.0
08/06/2023 00:06:36.500,0.0
08/06/2023 00:06:37.514,0.0
08/06/2023 00:06:38.525,0.0
08/06/2023 00:06:39.536,0.0
08/06/2023 00:06:40.561,0.0
08/06/2023 00:06:41.581,0.0
08/06/2023 00:06:42.602,0.0
08/06/2023 00:06:43.615,0.0
08/06/2023 00:06:44.635,0.0
08/06/2023 00:06:45.644,0.0
08/06/2023 00:06:46.655,0.0
08/06/2023 00:06:47.670,0.0
08/06/2023 00:06:48.687,0.0
08/06/2023 00:06:49.696,0.0
08/06/2023 00:06:50.725,0.0
08/06/2023 00:06:51.748,0.0
08/06/2023 00:06:52.768,0.0
08/06/2023 00:06:53.779,0.0
08/06/2023 00:06:54.801,0.0
08/06/2023 00:06:55.817,0.0
08/06/2023 00:06:56.829,0.0
08/06/2023 00:06:57.839,0.0
08/06/2023 00:06:58.855,0.0
08/06/2023 00:06:59.864,0.0
08/06/2023 00:07:00.874,0.0
08/06/2023 00:07:01.890,0.0
08/06/2023 00:07:02.914,0.0
08/06/2023 00:07:03.938,0.0
08/06/2023 00:07:04.950,0.0
08/06/2023 00:07:05.962,0.0
08/06/2023 00:07:06.983,0.0
08/06/2023 00:07:07.992,0.0
08/06/2023 00:07:09.015,0.0
08/06/2023 00:07:10.028,0.0
08/06/2023 00:07:11.036,0.0
08/06/2023 00:07:12.047,0.0
08/06/2023 00:07:13.066,0.0
08/06/2023 00:07:14.099,0.0
08/06/2023 00:07:15.118,0.0
08/06/2023 00:07:16.149,0.0
08/06/2023 00:07:17.167,0.0
08/06/2023 00:07:18.181,0.0
08/06/2023 00:07:19.206,0.0
08/06/2023 00:07:20.229,0.0
08/06/2023 00:07:21.258,0.0
08/06/2023 00:07:22.276,0.0
08/06/2023 00:07:23.300,0.0
08/06/2023 00:07:24.324,0.0
08/06/2023 00:07:25.341,0.0
08/06/2023 00:07:26.361,0.0
08/06/2023 00:07:27.371,0.0
08/06/2023 00:07:28.380,0.0
08/06/2023 00:07:29.403,0.0
08/06/2023 00:07:30.412,0.0
08/06/2023 00:07:31.426,0.0
08/06/2023 00:07:32.442,0.0
08/06/2023 00:07:33.463,0.0
08/06/2023 00:07:34.473,0.0
08/06/2023 00:07:35.483,0.0
08/06/2023 00:07:36.492,0.0
08/06/2023 00:07:37.516,0.0
08/06/2023 00:07:38.537,0.0
08/06/2023 00:07:39.560,0.0
08/06/2023 00:07:40.574,0.0
08/06/2023 00:07:41.586,0.0
08/06/2023 00:07:42.613,0.0
08/06/2023 00:07:43.624,0.0
08/06/2023 00:07:44.648,0.0
08/06/2023 00:07:45.673,0.0
08/06/2023 00:07:46.684,0.0
08/06/2023 00:07:47.719,0.0
08/06/2023 00:07:48.730,0.0
08/06/2023 00:07:49.740,0.0
08/06/2023 00:07:50.752,0.0
08/06/2023 00:07:51.764,0.0
08/06/2023 00:07:52.786,0.0
08/06/2023 00:07:53.810,0.0
08/06/2023 00:07:54.831,0.0
08/06/2023 00:07:55.841,0.0
08/06/2023 00:07:56.853,0.0
08/06/2023 00:07:57.873,0.0
08/06/2023 00:07:58.884,0.0
08/06/2023 00:07:59.908,0.0
08/06/2023 00:08:00.920,0.0
08/06/2023 00:08:01.930,0.0
08/06/2023 00:08:02.954,0.0
08/06/2023 00:08:03.963,0.0
08/06/2023 00:08:04.987,0.0
08/06/2023 00:08:06.002,0.0
08/06/2023 00:08:07.019,0.0
08/06/2023 00:08:08.030,0.0
08/06/2023 00:08:09.052,0.0
08/06/2023 00:08:10.066,0.0
08/06/2023 00:08:11.084,0.0
08/06/2023 00:08:12.110,0.0
08/06/2023 00:08:13.119,0.0
08/06/2023 00:08:14.141,0.0
08/06/2023 00:08:15.150,0.0
08/06/2023 00:08:16.171,0.0
08/06/2023 00:08:17.194,0.0
08/06/2023 00:08:18.215,0.0
08/06/2023 00:08:19.223,0.0
08/06/2023 00:08:20.233,0.0
08/06/2023 00:08:21.256,0.0
08/06/2023 00:08:22.266,0.0
08/06/2023 00:08:23.287,0.0
08/06/2023 00:08:24.296,0.0
08/06/2023 00:08:25.307,0.0
08/06/2023 00:08:26.330,0.0
08/06/2023 00:08:27.354,0.0
08/06/2023 00:08:28.379,0.0
08/06/2023 00:08:29.394,0.0
08/06/2023 00:08:30.405,0.0
08/06/2023 00:08:31.416,0.0
08/06/2023 00:08:32.440,0.0
08/06/2023 00:08:33.463,0.0
08/06/2023 00:08:34.475,0.0
08/06/2023 00:08:35.492,0.0
08/06/2023 00:08:36.509,0.0
08/06/2023 00:08:37.531,0.0
08/06/2023 00:08:38.542,0.0
08/06/2023 00:08:39.555,0.0
08/06/2023 00:08:40.564,0.0
08/06/2023 00:08:41.583,0.0
08/06/2023 00:08:42.593,0.0
08/06/2023 00:08:43.602,0.0
08/06/2023 00:08:44.624,0.0
08/06/2023 00:08:45.633,0.0
08/06/2023 00:08:46.646,0.0
08/06/2023 00:08:47.671,0.0
08/06/2023 00:08:48.693,0.0
08/06/2023 00:08:49.719,0.0
08/06/2023 00:08:50.738,0.0
08/06/2023 00:08:51.749,0.0
08/06/2023 00:08:52.773,0.0
08/06/2023 00:08:53.783,0.0
08/06/2023 00:08:54.806,0.0
08/06/2023 00:08:55.830,0.0
08/06/2023 00:08:56.854,0.0
08/06/2023 00:08:57.865,0.0
08/06/2023 00:08:58.880,0.0
08/06/2023 00:08:59.901,0.0
08/06/2023 00:09:00.924,0.0
08/06/2023 00:09:01.942,0.0
08/06/2023 00:09:02.956,0.0
08/06/2023 00:09:03.972,0.0
08/06/2023 00:09:04.981,0.0
08/06/2023 00:09:06.003,0.0
08/06/2023 00:09:07.028,0.0
08/06/2023 00:09:08.050,0.0
08/06/2023 00:09:09.069,0.0
08/06/2023 00:09:10.092,0.0
08/06/2023 00:09:11.113,0.0
08/06/2023 00:09:12.123,0.0
08/06/2023 00:09:13.146,0.0
08/06/2023 00:09:14.171,0.0
08/06/2023 00:09:15.180,0.0
08/06/2023 00:09:16.202,0.0
08/06/2023 00:09:17.226,0.0
08/06/2023 00:09:18.237,0.0
08/06/2023 00:09:19.248,0.0
08/06/2023 00:09:20.257,0.0
08/06/2023 00:09:21.272,0.0
08/06/2023 00:09:22.280,0.0
08/06/2023 00:09:23.291,0.0
08/06/2023 00:09:24.315,0.0
08/06/2023 00:09:25.343,0.0
08/06/2023 00:09:26.362,0.0
08/06/2023 00:09:27.391,0.0
08/06/2023 00:09:28.409,0.0
08/06/2023 00:09:29.425,0.0
08/06/2023 00:09:30.444,0.0
08/06/2023 00:09:31.457,0.0
08/06/2023 00:09:32.471,0.0
08/06/2023 00:09:33.481,0.0
08/06/2023 00:09:34.495,0.0
08/06/2023 00:09:35.517,0.0
08/06/2023 00:09:36.537,0.0
08/06/2023 00:09:37.558,0.0
08/06/2023 00:09:38.582,0.0
08/06/2023 00:09:39.606,0.0
08/06/2023 00:09:40.614,0.0
08/06/2023 00:09:41.635,0.0
08/06/2023 00:09:42.645,0.0
08/06/2023 00:09:43.657,0.0
08/06/2023 00:09:44.666,0.0
08/06/2023 00:09:45.689,0.0
08/06/2023 00:09:46.699,0.0
08/06/2023 00:09:47.717,0.0
08/06/2023 00:09:48.740,0.0
08/06/2023 00:09:49.767,0.0
08/06/2023 00:09:50.790,0.0
08/06/2023 00:09:51.812,0.0
08/06/2023 00:09:52.825,0.0
08/06/2023 00:09:53.834,0.0
08/06/2023 00:09:54.847,0.0
08/06/2023 00:09:55.859,0.0
08/06/2023 00:09:56.879,0.0
08/06/2023 00:09:57.911,0.0
08/06/2023 00:09:58.928,0.0
08/06/2023 00:09:59.950,0.0
08/06/2023 00:10:00.960,0.0
08/06/2023 00:10:01.975,0.0
08/06/2023 00:10:02.984,0.0
08/06/2023 00:10:03.996,0.0
08/06/2023 00:10:05.018,0.0
08/06/2023 00:10:06.033,0.0
08/06/2023 00:10:07.053,0.0
08/06/2023 00:10:08.075,0.0
08/06/2023 00:10:09.087,0.0
08/06/2023 00:10:10.116,0.0
08/06/2023 00:10:11.143,0.0
08/06/2023 00:10:12.161,0.0
08/06/2023 00:10:13.169,0.0
08/06/2023 00:10:14.199,0.0
08/06/2023 00:10:15.218,0.0
08/06/2023 00:10:16.236,0.0
08/06/2023 00:10:17.246,0.0
08/06/2023 00:10:18.266,0.0
08/06/2023 00:10:19.279,0.0
08/06/2023 00:10:20.290,0.0
08/06/2023 00:10:21.314,0.0
08/06/2023 00:10:22.321,0.0
08/06/2023 00:10:23.344,0.0
08/06/2023 00:10:24.353,0.0
08/06/2023 00:10:25.362,0.0
08/06/2023 00:10:26.374,0.0
08/06/2023 00:10:27.395,0.0
08/06/2023 00:10:28.421,0.0
08/06/2023 00:10:29.438,0.0
08/06/2023 00:10:30.447,0.0
08/06/2023 00:10:31.469,0.0
08/06/2023 00:10:32.484,0.0
08/06/2023 00:10:33.493,0.0
08/06/2023 00:10:34.502,0.0
08/06/2023 00:10:35.514,0.0
08/06/2023 00:10:36.524,0.0
08/06/2023 00:10:37.536,0.0
08/06/2023 00:10:38.547,0.0
08/06/2023 00:10:39.564,0.0
08/06/2023 00:10:40.583,0.0
08/06/2023 00:10:41.595,0.0
08/06/2023 00:10:42.606,0.0
08/06/2023 00:10:43.622,0.0
08/06/2023 00:10:44.645,0.0
08/06/2023 00:10:45.665,0.0
08/06/2023 00:10:46.681,0.0
08/06/2023 00:10:47.697,0.0
08/06/2023 00:10:48.717,0.0
08/06/2023 00:10:49.727,0.0
08/06/2023 00:10:50.737,0.0
08/06/2023 00:10:51.760,0.0
08/06/2023 00:10:52.779,0.0
08/06/2023 00:10:53.790,0.0
08/06/2023 00:10:54.812,0.0
08/06/2023 00:10:55.834,0.0
08/06/2023 00:10:56.849,0.0
08/06/2023 00:10:57.873,0.0
08/06/2023 00:10:58.880,0.0
08/06/2023 00:10:59.889,0.0
08/06/2023 00:11:00.911,0.0
08/06/2023 00:11:01.921,0.0
08/06/2023 00:11:02.944,0.0
08/06/2023 00:11:03.954,0.0
08/06/2023 00:11:04.967,0.0
08/06/2023 00:11:05.989,0.0
08/06/2023 00:11:07.003,0.0
08/06/2023 00:11:08.029,0.0
08/06/2023 00:11:09.054,0.0
08/06/2023 00:11:10.070,0.0
08/06/2023 00:11:11.080,0.0
08/06/2023 00:11:12.098,0.0
08/06/2023 00:11:13.118,0.0
08/06/2023 00:11:14.132,0.0
08/06/2023 00:11:15.163,0.0
08/06/2023 00:11:16.182,0.0
08/06/2023 00:11:17.194,0.0
08/06/2023 00:11:18.213,0.0
08/06/2023 00:11:19.231,0.0
08/06/2023 00:11:20.244,0.0
08/06/2023 00:11:21.269,0.0
08/06/2023 00:11:22.289,0.0
08/06/2023 00:11:23.302,0.0
08/06/2023 00:11:24.309,0.0
08/06/2023 00:11:25.319,0.0
08/06/2023 00:11:26.331,0.0
08/06/2023 00:11:27.352,0.0
08/06/2023 00:11:28.360,0.0
08/06/2023 00:11:29.368,0.0
08/06/2023 00:11:30.381,0.0
08/06/2023 00:11:31.389,0.0
08/06/2023 00:11:32.400,0.0
08/06/2023 00:11:33.410,0.0
08/06/2023 00:11:34.418,0.0
08/06/2023 00:11:35.431,0.0
08/06/2023 00:11:36.452,0.0
08/06/2023 00:11:37.476,0.0
08/06/2023 00:11:38.487,0.0
08/06/2023 00:11:39.501,0.0
08/06/2023 00:11:40.514,0.0
08/06/2023 00:11:41.537,0.0
08/06/2023 00:11:42.551,0.0
08/06/2023 00:11:43.563,0.0
08/06/2023 00:11:44.575,0.0
08/06/2023 00:11:45.588,0.0
08/06/2023 00:11:46.596,0.0
08/06/2023 00:11:47.612,0.0
08/06/2023 00:11:48.630,0.0
08/06/2023 00:11:49.657,0.0
08/06/2023 00:11:50.671,0.0
08/06/2023 00:11:51.695,0.0
08/06/2023 00:11:52.716,0.0
08/06/2023 00:11:53.731,0.0
08/06/2023 00:11:54.754,0.0
08/06/2023 00:11:55.771,0.0
08/06/2023 00:11:56.795,0.0
08/06/2023 00:11:57.813,0.0
08/06/2023 00:11:58.832,0.0
08/06/2023 00:11:59.854,0.0
08/06/2023 00:12:00.865,0.0
08/06/2023 00:12:01.887,0.0
08/06/2023 00:12:02.896,0.0
08/06/2023 00:12:03.919,0.0
08/06/2023 00:12:04.928,0.0
08/06/2023 00:12:05.960,0.0
08/06/2023 00:12:06.972,0.0
08/06/2023 00:12:07.992,0.0
08/06/2023 00:12:09.009,0.0
08/06/2023 00:12:10.019,0.0
08/06/2023 00:12:11.029,0.0
08/06/2023 00:12:12.040,0.0
08/06/2023 00:12:13.049,0.0
08/06/2023 00:12:14.063,0.0
08/06/2023 00:12:15.074,0.0
08/06/2023 00:12:16.096,0.0
08/06/2023 00:12:17.105,0.0
08/06/2023 00:12:18.130,0.0
08/06/2023 00:12:19.151,0.0
08/06/2023 00:12:20.172,0.0
08/06/2023 00:12:21.183,0.0
08/06/2023 00:12:22.197,0.0
08/06/2023 00:12:23.209,0.0
08/06/2023 00:12:24.235,0.0
08/06/2023 00:12:25.249,0.0
