'EPIC O.Reflect.MV Log File

'Date,O.Reflect.MV
08/06/2023 07:56:22.580,16.25
08/06/2023 07:56:23.602,15.62
08/06/2023 07:56:26.638,15.00
08/06/2023 07:56:27.645,14.37
08/06/2023 07:56:30.673,13.75
08/06/2023 07:56:31.693,13.75
08/06/2023 07:56:32.710,15.62
08/06/2023 07:56:33.716,16.25
08/06/2023 07:56:39.804,14.37
08/06/2023 07:56:40.829,15.62
08/06/2023 07:56:41.843,14.37
08/06/2023 07:56:42.861,15.00
08/06/2023 07:56:52.044,15.62
08/06/2023 07:56:53.058,15.00
08/06/2023 07:57:07.207,14.37
08/06/2023 07:57:08.224,15.00
08/06/2023 07:57:10.257,15.62
08/06/2023 07:57:11.280,14.37
08/06/2023 07:57:12.291,15.62
08/06/2023 07:57:13.309,15.00
08/06/2023 07:57:14.329,16.25
08/06/2023 07:57:15.351,16.25
08/06/2023 07:57:17.366,15.00
08/06/2023 07:57:18.375,15.00
08/06/2023 07:57:22.438,16.25
08/06/2023 07:57:23.453,15.00
08/06/2023 07:57:24.466,15.00
08/06/2023 07:57:28.522,16.25
08/06/2023 07:57:29.530,15.62
08/06/2023 07:57:31.549,15.00
08/06/2023 07:57:32.558,15.00
08/06/2023 07:57:41.670,13.75
08/06/2023 07:57:42.685,15.00
08/06/2023 07:57:43.699,14.37
08/06/2023 07:57:51.883,16.25
08/06/2023 07:57:52.901,16.25
08/06/2023 07:57:54.916,15.00
08/06/2023 07:57:55.928,15.62
08/06/2023 07:59:47.538,16.25
08/06/2023 07:59:48.556,14.37
08/06/2023 07:59:49.564,15.62
08/06/2023 07:59:50.586,14.37
08/06/2023 07:59:51.605,15.00
08/06/2023 07:59:53.632,15.62
08/06/2023 07:59:54.654,15.62
08/06/2023 08:00:03.779,14.37
08/06/2023 08:00:04.800,15.62
08/06/2023 08:00:05.822,15.62
08/06/2023 08:00:09.872,14.37
08/06/2023 08:00:10.881,15.00
08/06/2023 08:00:14.937,15.62
08/06/2023 08:00:15.956,15.62
08/06/2023 08:00:21.014,14.37
08/06/2023 08:00:22.022,15.62
08/06/2023 08:00:23.033,15.00
08/06/2023 08:00:53.399,14.37
08/06/2023 08:00:54.405,16.25
08/06/2023 08:00:55.418,14.37
08/06/2023 08:00:56.440,15.62
08/06/2023 08:00:57.451,15.00
08/06/2023 08:01:01.502,13.75
08/06/2023 08:01:02.512,13.75
08/06/2023 08:01:03.520,15.62
08/06/2023 08:01:04.534,15.62
08/06/2023 08:01:10.634,14.37
08/06/2023 08:01:11.657,15.00
08/06/2023 08:01:16.719,15.62
08/06/2023 08:01:17.728,16.25
08/06/2023 08:01:20.767,14.37
08/06/2023 08:01:21.776,15.00
08/06/2023 08:01:27.847,15.62
08/06/2023 08:01:28.856,15.00
08/06/2023 08:01:36.938,13.75
08/06/2023 08:01:37.960,15.62
08/06/2023 08:01:38.972,15.00
08/06/2023 08:01:56.213,14.37
08/06/2023 08:01:57.221,15.00
08/06/2023 08:02:00.277,15.62
08/06/2023 08:02:01.298,15.62
08/06/2023 08:02:06.361,13.75
08/06/2023 08:02:07.368,15.62
08/06/2023 08:02:08.376,15.62
08/06/2023 08:02:10.408,14.37
08/06/2023 08:02:11.425,16.25
08/06/2023 08:02:12.436,15.00
08/06/2023 08:02:13.468,15.00
08/06/2023 08:02:20.556,16.25
08/06/2023 08:02:21.567,15.00
08/06/2023 08:02:22.578,15.00
08/06/2023 08:02:28.637,16.25
08/06/2023 08:02:29.649,15.00
08/06/2023 08:02:30.672,14.37
08/06/2023 08:02:38.780,16.25
08/06/2023 08:02:39.788,16.25
08/06/2023 08:02:41.818,15.00
08/06/2023 08:02:42.829,15.00
08/06/2023 08:02:50.918,16.25
08/06/2023 08:02:51.939,15.00
08/06/2023 08:02:52.952,15.00
08/06/2023 08:03:00.070,16.25
08/06/2023 08:03:01.086,16.25
08/06/2023 08:03:06.183,14.37
08/06/2023 08:03:07.204,15.00
08/06/2023 08:03:12.274,15.62
08/06/2023 08:03:13.281,14.37
08/06/2023 08:03:14.296,15.00
08/06/2023 08:03:17.322,15.62
08/06/2023 08:03:18.331,14.37
08/06/2023 08:03:19.345,15.00
08/06/2023 08:03:23.380,16.25
08/06/2023 08:03:24.392,16.25
08/06/2023 08:03:25.402,15.00
08/06/2023 08:03:26.410,15.00
08/06/2023 08:03:28.443,13.75
08/06/2023 08:03:29.462,15.00
08/06/2023 08:03:30.483,15.00
08/06/2023 08:03:36.569,16.25
08/06/2023 08:03:37.579,15.62
08/06/2023 08:03:40.621,15.00
08/06/2023 08:03:41.645,15.00
08/06/2023 08:04:03.931,16.25
08/06/2023 08:04:04.944,16.25
08/06/2023 08:04:06.974,15.00
08/06/2023 08:04:07.992,15.00
08/06/2023 08:04:12.031,16.25
08/06/2023 08:04:13.036,15.00
08/06/2023 08:04:14.047,15.00
08/06/2023 08:04:32.266,16.25
08/06/2023 08:04:33.284,15.00
08/06/2023 08:04:34.311,15.00
08/06/2023 08:04:45.440,16.25
08/06/2023 08:04:46.464,15.62
08/06/2023 08:04:48.489,15.00
08/06/2023 08:04:49.514,15.62
08/06/2023 08:04:53.554,16.25
08/06/2023 08:04:54.575,15.62
08/06/2023 08:04:56.609,15.00
08/06/2023 08:04:57.621,14.37
08/06/2023 08:04:58.632,15.62
08/06/2023 08:04:59.641,15.62
08/06/2023 08:05:13.858,14.37
08/06/2023 08:05:14.874,15.62
08/06/2023 08:05:15.893,15.00
08/06/2023 08:05:26.035,14.37
08/06/2023 08:05:27.056,16.25
08/06/2023 08:05:28.064,16.25
08/06/2023 08:05:30.086,15.00
08/06/2023 08:05:31.094,15.00
08/06/2023 08:05:50.382,16.25
08/06/2023 08:05:51.390,15.62
08/06/2023 08:05:53.410,15.00
08/06/2023 08:05:54.419,15.00
08/06/2023 08:05:55.432,13.75
08/06/2023 08:05:56.440,15.00
08/06/2023 08:05:57.460,15.00
08/06/2023 08:06:08.629,16.25
08/06/2023 08:06:09.650,15.62
08/06/2023 08:06:10.666,13.75
08/06/2023 08:06:11.672,15.00
08/06/2023 08:06:12.686,15.00
08/06/2023 08:06:24.861,13.75
08/06/2023 08:06:25.868,15.00
08/06/2023 08:06:26.890,15.00
08/06/2023 08:06:38.038,16.25
08/06/2023 08:06:39.048,15.00
08/06/2023 08:06:40.071,15.00
08/06/2023 08:06:41.088,13.75
08/06/2023 08:06:42.094,14.37
08/06/2023 08:06:43.113,15.62
08/06/2023 08:06:44.122,15.62
08/06/2023 08:06:48.190,14.37
08/06/2023 08:06:49.214,15.00
08/06/2023 08:06:53.272,15.62
08/06/2023 08:06:54.283,15.62
08/06/2023 08:07:03.438,14.37
08/06/2023 08:07:04.447,14.37
08/06/2023 08:07:08.528,15.62
08/06/2023 08:07:09.549,15.00
08/06/2023 08:07:13.608,14.37
08/06/2023 08:07:14.617,15.62
08/06/2023 08:07:15.624,15.62
08/06/2023 08:07:17.647,14.37
08/06/2023 08:07:18.656,14.37
08/06/2023 08:07:21.681,15.62
08/06/2023 08:07:22.694,15.00
08/06/2023 08:07:29.796,13.12
08/06/2023 08:07:30.817,13.75
08/06/2023 08:07:32.844,15.00
08/06/2023 08:07:33.866,14.37
08/06/2023 08:07:34.886,16.25
08/06/2023 08:07:35.893,16.25
08/06/2023 08:07:36.908,15.00
08/06/2023 08:07:37.923,15.00
08/06/2023 08:07:48.051,16.25
08/06/2023 08:07:49.061,14.37
08/06/2023 08:07:50.069,15.00
08/06/2023 08:07:55.150,16.25
08/06/2023 08:07:56.171,16.87
08/06/2023 08:08:00.223,15.00
08/06/2023 08:08:01.235,14.37
08/06/2023 08:08:03.289,13.75
08/06/2023 08:08:04.309,15.00
08/06/2023 08:08:05.333,15.00
08/06/2023 08:08:08.405,16.25
08/06/2023 08:08:09.425,16.25
08/06/2023 08:08:10.453,15.00
08/06/2023 08:08:11.478,15.00
08/06/2023 08:08:13.508,13.75
08/06/2023 08:08:14.520,14.37
08/06/2023 08:08:17.574,15.62
08/06/2023 08:08:18.582,15.62
08/06/2023 08:08:32.794,14.37
08/06/2023 08:08:33.810,13.75
08/06/2023 08:08:34.823,15.00
08/06/2023 08:08:35.847,15.00
08/06/2023 08:08:40.934,16.25
08/06/2023 08:08:41.958,15.62
08/06/2023 08:08:43.990,15.00
08/06/2023 08:08:44.999,14.37
08/06/2023 08:08:51.085,16.25
08/06/2023 08:08:52.093,15.62
08/06/2023 08:08:54.126,15.00
08/06/2023 08:08:55.141,14.37
08/06/2023 08:08:59.221,16.25
08/06/2023 08:09:00.256,15.62
08/06/2023 08:09:01.267,14.37
08/06/2023 08:09:02.298,14.37
08/06/2023 08:09:07.389,15.62
08/06/2023 08:09:08.408,15.62
08/06/2023 08:09:09.428,14.37
08/06/2023 08:09:10.451,14.37
08/06/2023 08:09:12.481,15.62
08/06/2023 08:09:13.502,15.62
08/06/2023 08:09:19.619,14.37
08/06/2023 08:09:20.631,15.00
08/06/2023 08:09:22.660,15.62
08/06/2023 08:09:23.669,14.37
08/06/2023 08:09:24.682,14.37
08/06/2023 08:09:25.696,15.62
08/06/2023 08:09:26.707,15.62
08/06/2023 08:09:29.767,14.37
08/06/2023 08:09:30.782,14.37
08/06/2023 08:09:32.813,15.62
08/06/2023 08:09:33.824,15.00
08/06/2023 08:09:42.971,14.37
08/06/2023 08:09:43.992,13.75
08/06/2023 08:09:49.089,15.62
08/06/2023 08:09:50.099,14.37
08/06/2023 08:09:51.117,14.37
08/06/2023 08:09:53.141,15.62
08/06/2023 08:09:54.161,15.00
08/06/2023 08:09:57.218,14.37
08/06/2023 08:09:58.240,15.62
08/06/2023 08:09:59.258,15.62
08/06/2023 08:10:02.299,14.37
08/06/2023 08:10:03.331,14.37
08/06/2023 08:10:09.462,15.62
08/06/2023 08:10:10.486,15.62
08/06/2023 08:10:12.518,13.75
08/06/2023 08:10:13.540,15.00
08/06/2023 08:10:14.565,15.00
08/06/2023 08:10:23.753,13.75
08/06/2023 08:10:24.772,15.00
08/06/2023 08:10:25.792,14.37
08/06/2023 08:10:30.894,16.25
08/06/2023 08:10:31.917,15.62
08/06/2023 08:10:32.939,14.37
08/06/2023 08:10:33.948,15.00
08/06/2023 08:10:40.058,15.62
08/06/2023 08:10:41.088,15.00
08/06/2023 08:10:58.331,14.37
08/06/2023 08:10:59.342,13.12
08/06/2023 08:11:00.355,14.37
08/06/2023 08:11:01.366,15.00
08/06/2023 08:11:05.418,15.62
08/06/2023 08:11:06.439,15.62
08/06/2023 08:11:13.535,14.37
08/06/2023 08:11:14.546,15.00
08/06/2023 08:11:17.603,15.62
08/06/2023 08:11:18.623,16.25
08/06/2023 08:11:23.719,14.37
08/06/2023 08:11:24.743,14.37
08/06/2023 08:11:30.842,15.62
08/06/2023 08:11:31.863,15.62
08/06/2023 08:11:41.030,14.37
08/06/2023 08:11:42.051,14.37
08/06/2023 08:11:46.135,15.62
08/06/2023 08:11:47.144,15.00
08/06/2023 08:11:48.154,16.25
08/06/2023 08:11:49.177,16.25
08/06/2023 08:11:51.215,15.00
08/06/2023 08:11:52.226,15.00
08/06/2023 08:12:02.389,16.25
08/06/2023 08:12:03.402,15.62
08/06/2023 08:12:07.489,14.37
08/06/2023 08:12:08.509,15.00
08/06/2023 08:12:09.538,16.25
08/06/2023 08:12:10.555,15.00
08/06/2023 08:12:11.577,15.00
08/06/2023 08:12:15.676,13.75
08/06/2023 08:12:16.689,15.62
08/06/2023 08:12:17.711,15.62
08/06/2023 08:12:22.778,14.37
08/06/2023 08:12:23.788,14.37
08/06/2023 08:12:31.915,15.62
08/06/2023 08:12:32.926,16.25
08/06/2023 08:12:43.108,14.37
08/06/2023 08:12:44.120,16.25
08/06/2023 08:12:45.129,15.00
08/06/2023 08:12:46.147,15.00
08/06/2023 08:12:50.227,16.25
08/06/2023 08:12:51.250,16.25
08/06/2023 08:12:52.275,15.00
08/06/2023 08:12:53.307,15.62
08/06/2023 08:13:35.011,13.75
08/06/2023 08:13:36.023,13.75
08/06/2023 08:13:37.046,15.00
08/06/2023 08:13:38.067,14.37
08/06/2023 08:13:44.168,16.25
08/06/2023 08:13:45.191,15.62
08/06/2023 08:13:47.217,15.00
08/06/2023 08:13:48.228,15.00
08/06/2023 08:13:55.342,13.75
08/06/2023 08:13:56.354,14.37
08/06/2023 08:13:58.374,15.00
08/06/2023 08:13:59.384,15.62
08/06/2023 08:14:00.402,13.75
08/06/2023 08:14:01.415,15.62
08/06/2023 08:14:02.427,15.62
08/06/2023 08:14:12.623,14.37
08/06/2023 08:14:13.643,14.37
08/06/2023 08:14:15.683,15.62
08/06/2023 08:14:16.691,15.00
08/06/2023 08:14:30.897,14.37
08/06/2023 08:14:31.920,14.37
08/06/2023 08:14:38.020,15.62
08/06/2023 08:14:39.045,15.62
08/06/2023 08:14:53.302,13.75
08/06/2023 08:14:54.327,15.00
08/06/2023 08:14:55.348,15.00
08/06/2023 08:15:02.448,16.25
08/06/2023 08:15:03.456,15.62
08/06/2023 08:15:08.555,15.00
08/06/2023 08:15:09.575,14.37
08/06/2023 08:15:11.612,16.25
08/06/2023 08:15:12.627,15.62
08/06/2023 08:15:14.646,15.00
08/06/2023 08:15:15.656,13.75
08/06/2023 08:15:16.665,15.00
08/06/2023 08:15:17.674,15.00
08/06/2023 08:15:32.966,16.25
08/06/2023 08:15:33.987,15.00
08/06/2023 08:15:35.006,15.00
08/06/2023 08:15:41.076,16.25
08/06/2023 08:15:42.097,15.62
08/06/2023 08:15:43.106,14.37
08/06/2023 08:15:44.128,14.37
08/06/2023 08:15:47.181,15.62
08/06/2023 08:15:48.193,15.62
08/06/2023 08:15:53.268,13.75
08/06/2023 08:15:54.285,13.75
08/06/2023 08:15:56.331,15.62
08/06/2023 08:15:57.354,15.62
08/06/2023 08:15:59.374,14.37
08/06/2023 08:16:00.382,15.62
08/06/2023 08:16:01.397,15.00
08/06/2023 08:16:05.458,14.37
08/06/2023 08:16:06.477,15.00
08/06/2023 08:16:08.500,16.25
08/06/2023 08:16:09.509,16.25
08/06/2023 08:16:10.522,15.00
08/06/2023 08:16:11.546,14.37
08/06/2023 08:16:16.651,16.25
08/06/2023 08:16:17.664,15.62
08/06/2023 08:16:19.695,14.37
08/06/2023 08:16:20.714,15.00
08/06/2023 08:16:22.749,15.62
08/06/2023 08:16:23.762,15.62
08/06/2023 08:16:27.840,14.37
08/06/2023 08:16:28.857,15.00
08/06/2023 08:16:30.907,15.62
08/06/2023 08:16:31.920,15.00
08/06/2023 08:16:34.968,14.37
08/06/2023 08:16:35.988,15.00
08/06/2023 08:16:39.046,15.62
08/06/2023 08:16:40.055,15.62
08/06/2023 08:16:45.116,14.37
08/06/2023 08:16:46.126,15.00
08/06/2023 08:16:49.167,15.62
08/06/2023 08:16:50.174,15.62
08/06/2023 08:17:03.418,14.37
08/06/2023 08:17:04.447,14.37
08/06/2023 08:17:06.469,15.62
08/06/2023 08:17:07.488,15.62
08/06/2023 08:17:15.631,14.37
08/06/2023 08:17:16.654,14.37
08/06/2023 08:17:19.706,15.62
08/06/2023 08:17:20.716,15.62
08/06/2023 08:17:26.819,13.12
08/06/2023 08:17:27.831,15.00
08/06/2023 08:17:28.842,14.37
08/06/2023 08:17:32.897,16.25
08/06/2023 08:17:33.923,15.00
08/06/2023 08:17:34.943,15.62
08/06/2023 08:17:49.188,16.25
08/06/2023 08:17:50.209,15.62
08/06/2023 08:17:52.227,15.00
08/06/2023 08:17:53.249,14.37
08/06/2023 08:17:57.325,13.75
08/06/2023 08:17:58.334,15.00
08/06/2023 08:17:59.357,15.00
08/06/2023 08:18:19.671,13.75
08/06/2023 08:18:20.695,15.00
08/06/2023 08:18:21.714,15.00
08/06/2023 08:18:24.772,13.75
08/06/2023 08:18:25.784,15.00
08/06/2023 08:18:26.794,14.37
08/06/2023 08:18:31.886,16.25
08/06/2023 08:18:32.906,15.62
08/06/2023 08:18:35.960,15.00
08/06/2023 08:18:36.982,14.37
08/06/2023 08:18:37.995,15.62
08/06/2023 08:18:39.018,15.00
08/06/2023 08:18:43.098,13.75
08/06/2023 08:18:44.122,14.37
08/06/2023 08:18:49.226,15.00
08/06/2023 08:18:50.234,15.00
08/06/2023 08:18:53.275,13.75
08/06/2023 08:18:54.285,15.00
08/06/2023 08:18:55.312,13.12
08/06/2023 08:18:56.333,13.12
08/06/2023 08:18:57.362,14.37
08/06/2023 08:18:58.381,14.37
08/06/2023 08:19:10.587,13.12
08/06/2023 08:19:11.609,15.00
08/06/2023 08:19:12.619,15.00
08/06/2023 08:19:13.635,13.75
08/06/2023 08:19:14.647,13.75
08/06/2023 08:19:15.669,15.00
08/06/2023 08:19:16.692,15.00
08/06/2023 08:19:23.799,16.25
08/06/2023 08:19:24.820,15.62
08/06/2023 08:19:27.877,15.00
08/06/2023 08:19:28.887,14.37
08/06/2023 08:19:55.309,16.25
08/06/2023 08:19:56.330,16.25
08/06/2023 08:19:58.359,14.37
08/06/2023 08:19:59.371,15.62
08/06/2023 08:20:00.392,15.62
08/06/2023 08:20:12.574,14.37
08/06/2023 08:20:13.582,15.62
08/06/2023 08:20:14.592,15.00
08/06/2023 08:20:16.623,13.75
08/06/2023 08:20:17.645,15.00
08/06/2023 08:20:18.668,15.00
08/06/2023 08:20:19.680,13.75
08/06/2023 08:20:20.703,13.75
08/06/2023 08:20:21.724,15.00
08/06/2023 08:20:22.741,13.12
08/06/2023 08:20:23.765,15.00
08/06/2023 08:20:24.791,14.37
08/06/2023 08:20:33.982,13.75
08/06/2023 08:20:35.009,14.37
08/06/2023 08:20:37.057,15.00
08/06/2023 08:20:38.078,15.00
08/06/2023 08:20:39.102,13.12
08/06/2023 08:20:40.125,15.00
08/06/2023 08:20:41.134,15.00
08/06/2023 08:20:50.285,13.75
08/06/2023 08:20:51.300,15.00
08/06/2023 08:20:52.314,14.37
08/06/2023 08:20:55.368,13.75
08/06/2023 08:20:56.378,14.37
08/06/2023 08:20:58.417,15.00
08/06/2023 08:20:59.429,14.37
08/06/2023 08:21:07.546,16.25
08/06/2023 08:21:08.557,15.00
08/06/2023 08:21:09.580,15.62
08/06/2023 08:21:11.621,16.25
08/06/2023 08:21:12.629,16.25
08/06/2023 08:21:21.806,15.00
08/06/2023 08:21:22.828,15.00
08/06/2023 08:21:25.868,16.25
08/06/2023 08:21:26.892,15.00
08/06/2023 08:21:27.915,16.25
08/06/2023 08:21:28.938,16.25
08/06/2023 08:21:40.135,15.00
08/06/2023 08:21:41.157,15.00
08/06/2023 08:21:43.189,16.25
08/06/2023 08:21:44.211,15.62
08/06/2023 08:21:52.330,15.00
08/06/2023 08:21:53.346,15.62
08/06/2023 08:21:58.411,16.25
08/06/2023 08:21:59.424,16.25
08/06/2023 08:22:02.491,15.00
08/06/2023 08:22:03.502,15.00
08/06/2023 08:22:13.624,16.25
08/06/2023 08:22:14.644,16.25
08/06/2023 08:22:20.745,15.00
08/06/2023 08:22:21.765,15.00
08/06/2023 08:22:43.107,13.75
08/06/2023 08:22:44.118,15.00
08/06/2023 08:22:45.130,15.00
08/06/2023 08:22:49.231,13.75
08/06/2023 08:22:50.253,13.75
08/06/2023 08:22:53.310,15.00
08/06/2023 08:22:54.329,15.00
08/06/2023 08:22:57.398,13.75
08/06/2023 08:22:58.424,15.00
08/06/2023 08:22:59.443,13.75
08/06/2023 08:23:00.462,13.75
08/06/2023 08:23:01.485,15.00
08/06/2023 08:23:02.509,15.00
08/06/2023 08:23:03.526,13.75
08/06/2023 08:23:04.536,14.37
08/06/2023 08:23:06.567,15.62
08/06/2023 08:23:07.578,14.37
08/06/2023 08:23:08.602,15.62
08/06/2023 08:23:09.611,15.62
08/06/2023 08:23:14.701,14.37
08/06/2023 08:23:15.710,15.00
08/06/2023 08:23:18.740,15.62
08/06/2023 08:23:19.749,16.25
08/06/2023 08:23:25.854,14.37
08/06/2023 08:23:26.862,13.75
08/06/2023 08:23:27.879,15.00
08/06/2023 08:23:28.893,15.62
08/06/2023 08:23:52.305,16.25
08/06/2023 08:23:53.320,16.25
08/06/2023 08:23:55.360,15.00
08/06/2023 08:23:56.371,16.25
08/06/2023 08:23:57.380,15.62
08/06/2023 08:23:58.393,14.37
08/06/2023 08:23:59.413,15.00
08/06/2023 08:24:04.481,13.12
08/06/2023 08:24:05.490,15.00
08/06/2023 08:24:06.501,13.75
08/06/2023 08:24:07.524,14.37
08/06/2023 08:24:08.535,15.62
08/06/2023 08:24:09.544,15.00
08/06/2023 08:24:11.560,16.87
08/06/2023 08:24:12.567,15.62
08/06/2023 08:24:13.578,15.00
08/06/2023 08:24:23.744,14.37
08/06/2023 08:24:24.767,15.00
08/06/2023 08:24:29.834,15.62
08/06/2023 08:24:30.857,15.00
08/06/2023 08:24:31.870,13.75
08/06/2023 08:24:32.891,14.37
08/06/2023 08:24:34.939,15.62
08/06/2023 08:24:35.962,15.62
08/06/2023 08:24:39.006,14.37
08/06/2023 08:24:40.025,14.37
08/06/2023 08:24:44.098,16.25
08/06/2023 08:24:45.118,15.62
08/06/2023 08:24:47.140,15.00
08/06/2023 08:24:48.162,15.00
08/06/2023 08:24:51.194,13.75
08/06/2023 08:24:52.216,15.62
08/06/2023 08:24:53.242,15.62
08/06/2023 08:25:01.404,14.37
08/06/2023 08:25:02.425,14.37
08/06/2023 08:25:11.614,15.62
08/06/2023 08:25:12.644,15.00
08/06/2023 08:25:14.690,14.37
08/06/2023 08:25:15.721,13.75
08/06/2023 08:25:16.735,15.00
08/06/2023 08:25:17.746,14.37
08/06/2023 08:25:23.846,13.75
08/06/2023 08:25:24.866,15.00
08/06/2023 08:25:25.888,14.37
08/06/2023 08:25:47.315,16.25
08/06/2023 08:25:48.331,15.00
08/06/2023 08:25:49.354,15.00
08/06/2023 08:25:50.367,16.25
08/06/2023 08:25:51.390,16.25
08/06/2023 08:25:52.417,15.00
08/06/2023 08:25:53.434,15.00
08/06/2023 08:25:57.499,16.25
08/06/2023 08:25:58.520,15.62
08/06/2023 08:26:00.541,15.00
08/06/2023 08:26:01.551,15.62
08/06/2023 08:26:11.711,13.75
08/06/2023 08:26:12.720,15.00
08/06/2023 08:26:13.728,15.00
08/06/2023 08:26:14.737,13.75
08/06/2023 08:26:15.760,15.00
08/06/2023 08:26:16.773,15.00
08/06/2023 08:26:38.124,13.75
08/06/2023 08:26:39.136,15.00
08/06/2023 08:26:40.149,15.00
08/06/2023 08:26:45.227,16.25
08/06/2023 08:26:46.245,15.00
08/06/2023 08:26:47.268,15.00
08/06/2023 08:26:50.331,16.25
08/06/2023 08:26:51.354,15.62
08/06/2023 08:26:53.386,15.00
08/06/2023 08:26:54.397,14.37
08/06/2023 08:26:59.468,16.25
08/06/2023 08:27:00.487,15.62
08/06/2023 08:27:02.524,15.00
08/06/2023 08:27:03.546,14.37
08/06/2023 08:27:07.615,16.25
08/06/2023 08:27:08.635,16.25
08/06/2023 08:27:11.680,15.00
08/06/2023 08:27:12.704,13.75
08/06/2023 08:27:13.725,15.00
08/06/2023 08:27:14.742,15.62
08/06/2023 08:27:16.760,16.25
08/06/2023 08:27:17.777,15.62
08/06/2023 08:27:19.816,15.00
08/06/2023 08:27:20.824,15.00
08/06/2023 08:27:27.923,16.25
08/06/2023 08:27:28.942,14.37
08/06/2023 08:27:29.959,15.00
08/06/2023 08:27:32.987,16.25
08/06/2023 08:27:33.998,15.62
08/06/2023 08:27:36.014,15.00
08/06/2023 08:27:37.040,13.75
08/06/2023 08:27:38.061,15.62
08/06/2023 08:27:39.072,15.62
08/06/2023 08:27:52.279,13.75
08/06/2023 08:27:53.291,14.37
08/06/2023 08:27:55.330,15.00
08/06/2023 08:27:56.354,13.75
08/06/2023 08:27:57.374,15.62
08/06/2023 08:27:58.394,15.62
08/06/2023 08:28:04.477,14.37
08/06/2023 08:28:05.499,15.62
08/06/2023 08:28:06.512,15.00
08/06/2023 08:28:17.679,14.37
08/06/2023 08:28:18.702,15.00
08/06/2023 08:28:21.771,15.62
08/06/2023 08:28:22.780,15.62
08/06/2023 08:28:23.805,14.37
08/06/2023 08:28:24.828,14.37
08/06/2023 08:28:29.911,15.62
08/06/2023 08:28:30.934,15.62
08/06/2023 08:28:35.002,13.75
08/06/2023 08:28:36.011,13.75
08/06/2023 08:28:37.024,15.00
08/06/2023 08:28:38.035,14.37
08/06/2023 08:28:39.047,16.25
08/06/2023 08:28:40.060,15.62
08/06/2023 08:28:43.104,15.00
08/06/2023 08:28:44.126,15.00
08/06/2023 08:28:56.303,16.25
08/06/2023 08:28:57.324,16.25
08/06/2023 08:29:00.376,15.00
08/06/2023 08:29:01.385,15.00
08/06/2023 08:29:04.421,13.75
08/06/2023 08:29:05.437,15.62
08/06/2023 08:29:06.452,15.62
08/06/2023 08:29:14.568,14.37
08/06/2023 08:29:15.589,15.00
08/06/2023 08:29:19.676,15.62
08/06/2023 08:29:20.695,14.37
08/06/2023 08:29:21.716,15.00
08/06/2023 08:29:22.740,16.25
08/06/2023 08:29:23.757,15.62
08/06/2023 08:29:25.788,15.00
08/06/2023 08:29:26.812,15.00
08/06/2023 08:29:40.083,16.25
08/06/2023 08:29:41.102,15.62
08/06/2023 08:29:43.131,14.37
08/06/2023 08:29:44.153,14.37
08/06/2023 08:29:49.217,15.62
08/06/2023 08:29:50.230,16.25
08/06/2023 08:29:58.370,14.37
08/06/2023 08:29:59.379,15.00
08/06/2023 08:30:01.400,15.62
08/06/2023 08:30:02.409,15.00
08/06/2023 08:30:04.455,14.37
08/06/2023 08:30:05.465,15.00
08/06/2023 08:30:08.514,15.62
08/06/2023 08:30:09.524,15.62
08/06/2023 08:30:22.735,14.37
08/06/2023 08:30:23.744,15.62
08/06/2023 08:30:24.757,15.00
08/06/2023 08:30:26.813,13.75
08/06/2023 08:30:27.834,14.37
08/06/2023 08:30:30.879,15.00
08/06/2023 08:30:31.892,14.37
08/06/2023 08:30:32.920,15.62
08/06/2023 08:30:33.941,14.37
08/06/2023 08:30:34.962,13.75
08/06/2023 08:30:40.057,15.62
08/06/2023 08:30:41.065,15.00
08/06/2023 08:30:47.176,14.37
08/06/2023 08:30:48.199,14.37
08/06/2023 08:30:51.252,15.62
08/06/2023 08:30:52.281,15.00
08/06/2023 08:31:02.481,14.37
08/06/2023 08:31:03.502,15.00
08/06/2023 08:31:05.535,15.62
08/06/2023 08:31:06.544,15.62
08/06/2023 08:31:13.664,14.37
08/06/2023 08:31:14.685,14.37
08/06/2023 08:31:16.716,15.62
08/06/2023 08:31:17.736,15.62
08/06/2023 08:31:19.771,14.37
08/06/2023 08:31:20.790,15.00
08/06/2023 08:31:22.823,15.62
08/06/2023 08:31:23.845,15.62
08/06/2023 08:31:25.891,14.37
08/06/2023 08:31:26.911,15.00
08/06/2023 08:31:29.958,15.62
08/06/2023 08:31:30.982,15.62
08/06/2023 08:31:34.029,13.75
08/06/2023 08:31:35.038,15.62
08/06/2023 08:31:36.060,15.62
08/06/2023 08:31:48.292,14.37
08/06/2023 08:31:49.300,14.37
08/06/2023 08:31:54.382,15.62
08/06/2023 08:31:55.405,16.87
08/06/2023 08:31:56.426,15.62
08/06/2023 08:31:57.436,15.00
08/06/2023 08:32:01.499,14.37
08/06/2023 08:32:02.510,15.00
08/06/2023 08:32:04.530,15.62
08/06/2023 08:32:05.542,15.00
08/06/2023 08:32:13.677,14.37
08/06/2023 08:32:14.702,13.75
08/06/2023 08:32:18.777,15.62
08/06/2023 08:32:19.787,15.62
08/06/2023 08:32:25.882,14.37
08/06/2023 08:32:26.897,15.00
08/06/2023 08:32:29.963,16.25
08/06/2023 08:32:30.986,16.25
08/06/2023 08:32:33.007,15.00
08/06/2023 08:32:34.029,15.00
08/06/2023 08:32:39.115,16.25
08/06/2023 08:32:40.128,15.62
08/06/2023 08:32:41.147,14.37
08/06/2023 08:32:42.170,15.00
