'EPIC GC IGd.PG.MV Log File

'Date,GC IGd.PG.MV
08/06/2023 00:01:33.593,2.40E-08
08/06/2023 00:01:34.600,2.40E-08
08/06/2023 00:01:35.608,2.40E-08
08/06/2023 00:01:36.618,2.40E-08
08/06/2023 00:01:37.626,2.40E-08
08/06/2023 00:01:38.645,2.40E-08
08/06/2023 00:01:39.653,2.40E-08
08/06/2023 00:01:40.663,2.40E-08
08/06/2023 00:01:41.680,2.40E-08
08/06/2023 00:01:42.688,2.40E-08
08/06/2023 00:01:43.710,2.40E-08
08/06/2023 00:01:44.735,2.40E-08
08/06/2023 00:01:45.751,2.40E-08
08/06/2023 00:01:46.773,2.40E-08
08/06/2023 00:01:47.794,2.40E-08
08/06/2023 00:01:48.804,2.50E-08
08/06/2023 00:01:49.811,2.50E-08
08/06/2023 00:01:50.829,2.50E-08
08/06/2023 00:01:51.841,2.50E-08
08/06/2023 00:01:52.861,2.50E-08
08/06/2023 00:01:53.874,2.50E-08
08/06/2023 00:01:54.882,2.50E-08
08/06/2023 00:01:55.891,2.50E-08
08/06/2023 00:01:56.900,2.50E-08
08/06/2023 00:01:57.913,2.50E-08
08/06/2023 00:01:58.922,2.50E-08
08/06/2023 00:01:59.929,2.50E-08
08/06/2023 00:02:00.942,2.50E-08
08/06/2023 00:02:01.955,2.50E-08
08/06/2023 00:02:02.967,2.50E-08
08/06/2023 00:02:03.975,2.50E-08
08/06/2023 00:02:04.985,2.50E-08
08/06/2023 00:02:05.994,2.50E-08
08/06/2023 00:02:07.006,2.50E-08
08/06/2023 00:02:08.015,2.50E-08
08/06/2023 00:02:09.025,2.50E-08
08/06/2023 00:02:10.059,2.50E-08
08/06/2023 00:02:11.071,2.50E-08
08/06/2023 00:02:12.081,2.50E-08
08/06/2023 00:02:13.090,2.50E-08
08/06/2023 00:02:14.099,2.50E-08
08/06/2023 00:02:15.124,2.50E-08
08/06/2023 00:02:16.132,2.50E-08
08/06/2023 00:02:17.142,2.50E-08
08/06/2023 00:02:18.152,2.50E-08
08/06/2023 00:02:19.159,2.50E-08
08/06/2023 00:02:20.169,2.50E-08
08/06/2023 00:02:21.190,2.50E-08
08/06/2023 00:02:22.203,2.50E-08
08/06/2023 00:02:23.222,2.50E-08
08/06/2023 00:02:24.240,2.50E-08
08/06/2023 00:02:25.262,2.50E-08
08/06/2023 00:02:26.270,2.50E-08
08/06/2023 00:02:27.291,2.50E-08
08/06/2023 00:02:28.303,2.50E-08
08/06/2023 00:02:29.324,2.50E-08
08/06/2023 00:02:30.335,2.50E-08
08/06/2023 00:02:31.344,2.50E-08
08/06/2023 00:02:32.352,2.50E-08
08/06/2023 00:02:33.373,2.50E-08
08/06/2023 00:02:34.383,2.50E-08
08/06/2023 00:02:35.394,2.50E-08
08/06/2023 00:02:36.402,2.50E-08
08/06/2023 00:02:37.410,2.50E-08
08/06/2023 00:02:38.416,2.50E-08
08/06/2023 00:02:39.428,2.50E-08
08/06/2023 00:02:40.436,2.50E-08
08/06/2023 00:02:41.461,2.50E-08
08/06/2023 00:02:42.483,2.50E-08
08/06/2023 00:02:43.503,2.50E-08
08/06/2023 00:02:44.511,2.50E-08
08/06/2023 00:02:45.518,2.50E-08
08/06/2023 00:02:46.536,2.50E-08
08/06/2023 00:02:47.558,2.60E-08
08/06/2023 00:02:48.567,2.60E-08
08/06/2023 00:02:49.577,2.60E-08
08/06/2023 00:02:50.583,2.50E-08
08/06/2023 00:02:51.597,2.50E-08
08/06/2023 00:02:52.611,2.50E-08
08/06/2023 00:02:53.634,2.50E-08
08/06/2023 00:02:54.643,2.50E-08
08/06/2023 00:02:55.653,2.50E-08
08/06/2023 00:02:56.675,2.50E-08
08/06/2023 00:02:57.685,2.60E-08
08/06/2023 00:02:58.695,2.60E-08
08/06/2023 00:02:59.717,2.60E-08
08/06/2023 00:03:00.725,2.60E-08
08/06/2023 00:03:01.749,2.60E-08
08/06/2023 00:03:02.768,2.60E-08
08/06/2023 00:03:03.778,2.60E-08
08/06/2023 00:03:04.798,2.60E-08
08/06/2023 00:03:05.809,2.60E-08
08/06/2023 00:03:06.819,2.60E-08
08/06/2023 00:03:07.831,2.60E-08
08/06/2023 00:03:08.851,2.60E-08
08/06/2023 00:03:09.875,2.60E-08
08/06/2023 00:03:10.898,2.60E-08
08/06/2023 00:03:11.910,2.60E-08
08/06/2023 00:03:12.927,2.60E-08
08/06/2023 00:03:13.940,2.60E-08
08/06/2023 00:03:14.951,2.60E-08
08/06/2023 00:03:15.973,2.60E-08
08/06/2023 00:03:16.986,2.60E-08
08/06/2023 00:03:18.007,2.60E-08
08/06/2023 00:03:19.024,2.60E-08
08/06/2023 00:03:20.047,2.60E-08
08/06/2023 00:03:21.070,2.60E-08
08/06/2023 00:03:22.084,2.60E-08
08/06/2023 00:03:23.094,2.60E-08
08/06/2023 00:03:24.117,2.60E-08
08/06/2023 00:03:25.128,2.60E-08
08/06/2023 00:03:26.148,2.60E-08
08/06/2023 00:03:27.157,2.60E-08
08/06/2023 00:03:28.177,2.60E-08
08/06/2023 00:03:29.191,2.60E-08
08/06/2023 00:03:30.212,2.60E-08
08/06/2023 00:03:31.224,2.60E-08
08/06/2023 00:03:32.247,2.60E-08
08/06/2023 00:03:33.268,2.60E-08
08/06/2023 00:03:34.280,2.60E-08
08/06/2023 00:03:35.292,2.60E-08
08/06/2023 00:03:36.307,2.60E-08
08/06/2023 00:03:37.321,2.60E-08
08/06/2023 00:03:38.344,2.60E-08
08/06/2023 00:03:39.358,2.70E-08
08/06/2023 00:03:40.388,2.70E-08
08/06/2023 00:03:41.403,2.70E-08
08/06/2023 00:03:42.434,2.70E-08
08/06/2023 00:03:43.458,2.70E-08
08/06/2023 00:03:44.474,2.70E-08
08/06/2023 00:03:45.499,2.70E-08
08/06/2023 00:03:46.521,2.70E-08
08/06/2023 00:03:47.547,2.70E-08
08/06/2023 00:03:48.559,2.70E-08
08/06/2023 00:03:49.584,2.70E-08
08/06/2023 00:03:50.595,2.70E-08
08/06/2023 00:03:51.621,2.70E-08
08/06/2023 00:03:52.645,2.70E-08
08/06/2023 00:03:53.666,2.70E-08
08/06/2023 00:03:54.689,2.70E-08
08/06/2023 00:03:55.712,2.70E-08
08/06/2023 00:03:56.721,2.70E-08
08/06/2023 00:03:57.732,2.70E-08
08/06/2023 00:03:58.741,2.70E-08
08/06/2023 00:03:59.750,2.70E-08
08/06/2023 00:04:00.774,2.70E-08
08/06/2023 00:04:01.793,2.70E-08
08/06/2023 00:04:02.806,2.70E-08
08/06/2023 00:04:03.826,2.70E-08
08/06/2023 00:04:04.849,2.70E-08
08/06/2023 00:04:05.872,2.70E-08
08/06/2023 00:04:06.882,2.70E-08
08/06/2023 00:04:07.906,2.70E-08
08/06/2023 00:04:08.914,2.80E-08
08/06/2023 00:04:09.936,2.80E-08
08/06/2023 00:04:10.945,2.80E-08
08/06/2023 00:04:11.966,2.80E-08
08/06/2023 00:04:12.978,2.80E-08
08/06/2023 00:04:13.987,2.80E-08
08/06/2023 00:04:14.997,2.80E-08
08/06/2023 00:04:16.005,2.80E-08
08/06/2023 00:04:17.013,2.80E-08
08/06/2023 00:04:18.037,2.80E-08
08/06/2023 00:04:19.045,2.80E-08
08/06/2023 00:04:20.069,2.80E-08
08/06/2023 00:04:21.083,2.80E-08
08/06/2023 00:04:22.106,2.80E-08
08/06/2023 00:04:23.122,2.80E-08
08/06/2023 00:04:24.145,2.80E-08
08/06/2023 00:04:25.179,2.80E-08
08/06/2023 00:04:26.203,2.80E-08
08/06/2023 00:04:27.227,2.80E-08
08/06/2023 00:04:28.238,2.80E-08
08/06/2023 00:04:29.260,2.80E-08
08/06/2023 00:04:30.270,2.80E-08
08/06/2023 00:04:31.281,2.80E-08
08/06/2023 00:04:32.306,2.80E-08
08/06/2023 00:04:33.315,2.80E-08
08/06/2023 00:04:34.331,2.80E-08
08/06/2023 00:04:35.345,2.80E-08
08/06/2023 00:04:36.362,2.90E-08
08/06/2023 00:04:37.380,2.90E-08
08/06/2023 00:04:38.401,2.90E-08
08/06/2023 00:04:39.413,2.90E-08
08/06/2023 00:04:40.430,2.90E-08
08/06/2023 00:04:41.454,2.90E-08
08/06/2023 00:04:42.476,2.90E-08
08/06/2023 00:04:43.497,2.90E-08
08/06/2023 00:04:44.520,2.90E-08
08/06/2023 00:04:45.529,2.90E-08
08/06/2023 00:04:46.542,2.90E-08
08/06/2023 00:04:47.571,2.90E-08
08/06/2023 00:04:48.588,2.90E-08
08/06/2023 00:04:49.601,3.00E-08
08/06/2023 00:04:50.620,3.00E-08
08/06/2023 00:04:51.637,3.00E-08
08/06/2023 00:04:52.666,3.00E-08
08/06/2023 00:04:53.678,3.00E-08
08/06/2023 00:04:54.696,3.00E-08
08/06/2023 00:04:55.706,3.00E-08
08/06/2023 00:04:56.729,3.00E-08
08/06/2023 00:04:57.752,3.00E-08
08/06/2023 00:04:58.761,3.00E-08
08/06/2023 00:04:59.777,3.00E-08
08/06/2023 00:05:00.789,3.00E-08
08/06/2023 00:05:01.814,3.00E-08
08/06/2023 00:05:02.838,3.00E-08
08/06/2023 00:05:03.861,3.00E-08
08/06/2023 00:05:04.872,3.00E-08
08/06/2023 00:05:05.884,3.00E-08
08/06/2023 00:05:06.909,3.10E-08
08/06/2023 00:05:07.921,3.10E-08
08/06/2023 00:05:08.940,3.10E-08
08/06/2023 00:05:09.962,3.10E-08
08/06/2023 00:05:10.989,3.10E-08
08/06/2023 00:05:12.011,3.10E-08
08/06/2023 00:05:13.020,3.10E-08
08/06/2023 00:05:14.030,3.10E-08
08/06/2023 00:05:15.054,3.10E-08
08/06/2023 00:05:16.078,3.10E-08
08/06/2023 00:05:17.087,3.10E-08
08/06/2023 00:05:18.112,3.10E-08
08/06/2023 00:05:19.121,3.20E-08
08/06/2023 00:05:20.140,3.20E-08
08/06/2023 00:05:21.154,3.20E-08
08/06/2023 00:05:22.169,3.20E-08
08/06/2023 00:05:23.183,3.20E-08
08/06/2023 00:05:24.201,3.20E-08
08/06/2023 00:05:25.222,3.20E-08
08/06/2023 00:05:26.247,3.20E-08
08/06/2023 00:05:27.268,3.20E-08
08/06/2023 00:05:28.280,3.20E-08
08/06/2023 00:05:29.293,3.20E-08
08/06/2023 00:05:30.304,3.20E-08
08/06/2023 00:05:31.319,3.20E-08
08/06/2023 00:05:32.332,3.20E-08
08/06/2023 00:05:33.352,3.30E-08
08/06/2023 00:05:34.387,3.30E-08
08/06/2023 00:05:35.400,3.30E-08
08/06/2023 00:05:36.415,3.30E-08
08/06/2023 00:05:37.434,3.30E-08
08/06/2023 00:05:38.446,3.30E-08
08/06/2023 00:05:39.458,3.30E-08
08/06/2023 00:05:40.467,3.30E-08
08/06/2023 00:05:41.480,3.30E-08
08/06/2023 00:05:42.521,3.30E-08
08/06/2023 00:05:43.530,3.40E-08
08/06/2023 00:05:44.554,3.40E-08
08/06/2023 00:05:45.564,3.40E-08
08/06/2023 00:05:46.590,3.40E-08
08/06/2023 00:05:47.612,3.40E-08
08/06/2023 00:05:48.622,3.40E-08
08/06/2023 00:05:49.641,3.40E-08
08/06/2023 00:05:50.651,3.40E-08
08/06/2023 00:05:51.670,3.40E-08
08/06/2023 00:05:52.679,3.40E-08
08/06/2023 00:05:53.688,3.40E-08
08/06/2023 00:05:54.700,3.40E-08
08/06/2023 00:05:55.725,3.40E-08
08/06/2023 00:05:56.751,3.50E-08
08/06/2023 00:05:57.767,3.50E-08
08/06/2023 00:05:58.777,3.50E-08
08/06/2023 00:05:59.800,3.50E-08
08/06/2023 00:06:00.816,3.50E-08
08/06/2023 00:06:01.828,3.50E-08
08/06/2023 00:06:02.837,3.50E-08
08/06/2023 00:06:03.874,3.50E-08
08/06/2023 00:06:04.899,3.50E-08
08/06/2023 00:06:05.921,3.50E-08
08/06/2023 00:06:06.946,3.60E-08
08/06/2023 00:06:07.967,3.60E-08
08/06/2023 00:06:08.981,3.60E-08
08/06/2023 00:06:09.996,3.60E-08
08/06/2023 00:06:11.020,3.60E-08
08/06/2023 00:06:12.033,3.60E-08
08/06/2023 00:06:13.056,3.60E-08
08/06/2023 00:06:14.066,3.60E-08
08/06/2023 00:06:15.084,3.60E-08
08/06/2023 00:06:16.104,3.70E-08
08/06/2023 00:06:17.115,3.70E-08
08/06/2023 00:06:18.138,3.70E-08
08/06/2023 00:06:19.157,3.70E-08
08/06/2023 00:06:20.177,3.70E-08
08/06/2023 00:06:21.189,3.70E-08
08/06/2023 00:06:22.219,3.80E-08
08/06/2023 00:06:23.229,3.80E-08
08/06/2023 00:06:24.252,3.80E-08
08/06/2023 00:06:25.280,3.80E-08
08/06/2023 00:06:26.299,3.80E-08
08/06/2023 00:06:27.309,3.80E-08
08/06/2023 00:06:28.334,3.80E-08
08/06/2023 00:06:29.361,3.80E-08
08/06/2023 00:06:30.386,3.80E-08
08/06/2023 00:06:31.411,3.90E-08
08/06/2023 00:06:32.434,3.90E-08
08/06/2023 00:06:33.455,3.90E-08
08/06/2023 00:06:34.477,3.90E-08
08/06/2023 00:06:35.488,3.90E-08
08/06/2023 00:06:36.499,3.90E-08
08/06/2023 00:06:37.513,3.90E-08
08/06/2023 00:06:38.524,3.90E-08
08/06/2023 00:06:39.535,3.90E-08
08/06/2023 00:06:40.560,4.00E-08
08/06/2023 00:06:41.581,4.00E-08
08/06/2023 00:06:42.601,4.00E-08
08/06/2023 00:06:43.614,4.00E-08
08/06/2023 00:06:44.634,4.00E-08
08/06/2023 00:06:45.643,4.00E-08
08/06/2023 00:06:46.654,4.10E-08
08/06/2023 00:06:47.669,4.10E-08
08/06/2023 00:06:48.686,4.20E-08
08/06/2023 00:06:49.695,4.20E-08
08/06/2023 00:06:50.724,4.20E-08
08/06/2023 00:06:51.745,4.20E-08
08/06/2023 00:06:52.767,4.20E-08
08/06/2023 00:06:53.778,4.20E-08
08/06/2023 00:06:54.800,4.20E-08
08/06/2023 00:06:55.816,4.20E-08
08/06/2023 00:06:56.828,4.20E-08
08/06/2023 00:06:57.838,4.20E-08
08/06/2023 00:06:58.854,4.20E-08
08/06/2023 00:06:59.863,4.20E-08
08/06/2023 00:07:00.873,4.20E-08
08/06/2023 00:07:01.889,4.30E-08
08/06/2023 00:07:02.914,4.30E-08
08/06/2023 00:07:03.937,4.30E-08
08/06/2023 00:07:04.949,4.30E-08
08/06/2023 00:07:05.961,4.30E-08
08/06/2023 00:07:06.982,4.30E-08
08/06/2023 00:07:07.992,4.40E-08
08/06/2023 00:07:09.014,4.40E-08
08/06/2023 00:07:10.027,4.40E-08
08/06/2023 00:07:11.035,4.50E-08
08/06/2023 00:07:12.046,4.50E-08
08/06/2023 00:07:13.065,4.50E-08
08/06/2023 00:07:14.097,4.50E-08
08/06/2023 00:07:15.117,4.50E-08
08/06/2023 00:07:16.148,4.50E-08
08/06/2023 00:07:17.166,4.50E-08
08/06/2023 00:07:18.180,4.60E-08
08/06/2023 00:07:19.205,4.60E-08
08/06/2023 00:07:20.228,4.60E-08
08/06/2023 00:07:21.258,4.60E-08
08/06/2023 00:07:22.275,4.70E-08
08/06/2023 00:07:23.299,4.70E-08
08/06/2023 00:07:24.323,4.70E-08
08/06/2023 00:07:25.340,4.70E-08
08/06/2023 00:07:26.360,4.70E-08
08/06/2023 00:07:27.370,4.70E-08
08/06/2023 00:07:28.379,4.70E-08
08/06/2023 00:07:29.402,4.70E-08
08/06/2023 00:07:30.411,4.70E-08
08/06/2023 00:07:31.422,4.80E-08
08/06/2023 00:07:32.441,4.90E-08
08/06/2023 00:07:33.462,4.90E-08
08/06/2023 00:07:34.472,4.90E-08
08/06/2023 00:07:35.482,4.90E-08
08/06/2023 00:07:36.491,4.90E-08
08/06/2023 00:07:37.515,4.90E-08
08/06/2023 00:07:38.536,5.00E-08
08/06/2023 00:07:39.559,5.00E-08
08/06/2023 00:07:40.573,5.00E-08
08/06/2023 00:07:41.585,5.00E-08
08/06/2023 00:07:42.610,5.10E-08
08/06/2023 00:07:43.624,5.10E-08
08/06/2023 00:07:44.647,5.10E-08
08/06/2023 00:07:45.672,5.10E-08
08/06/2023 00:07:46.683,5.10E-08
08/06/2023 00:07:47.718,5.20E-08
08/06/2023 00:07:48.729,5.20E-08
08/06/2023 00:07:49.739,5.20E-08
08/06/2023 00:07:50.751,5.20E-08
08/06/2023 00:07:51.763,5.20E-08
08/06/2023 00:07:52.785,5.20E-08
08/06/2023 00:07:53.809,5.20E-08
08/06/2023 00:07:54.830,5.30E-08
08/06/2023 00:07:55.841,5.30E-08
08/06/2023 00:07:56.852,5.30E-08
08/06/2023 00:07:57.872,5.30E-08
08/06/2023 00:07:58.883,5.40E-08
08/06/2023 00:07:59.907,5.40E-08
08/06/2023 00:08:00.916,5.40E-08
08/06/2023 00:08:01.929,5.40E-08
08/06/2023 00:08:02.953,5.40E-08
08/06/2023 00:08:03.962,5.40E-08
08/06/2023 00:08:04.986,5.50E-08
08/06/2023 00:08:06.001,5.60E-08
08/06/2023 00:08:07.018,5.60E-08
08/06/2023 00:08:08.029,5.60E-08
08/06/2023 00:08:09.051,5.60E-08
08/06/2023 00:08:10.065,5.60E-08
08/06/2023 00:08:11.083,5.70E-08
08/06/2023 00:08:12.109,5.70E-08
08/06/2023 00:08:13.118,5.70E-08
08/06/2023 00:08:14.140,5.70E-08
08/06/2023 00:08:15.149,5.70E-08
08/06/2023 00:08:16.170,5.70E-08
08/06/2023 00:08:17.193,5.70E-08
08/06/2023 00:08:18.214,5.70E-08
08/06/2023 00:08:19.222,5.70E-08
08/06/2023 00:08:20.232,5.80E-08
08/06/2023 00:08:21.255,5.80E-08
08/06/2023 00:08:22.265,5.80E-08
08/06/2023 00:08:23.286,5.80E-08
08/06/2023 00:08:24.295,5.90E-08
08/06/2023 00:08:25.306,5.90E-08
08/06/2023 00:08:26.329,5.90E-08
08/06/2023 00:08:27.353,5.90E-08
08/06/2023 00:08:28.378,5.90E-08
08/06/2023 00:08:29.393,5.90E-08
08/06/2023 00:08:30.404,5.90E-08
08/06/2023 00:08:31.413,5.90E-08
08/06/2023 00:08:32.439,5.90E-08
08/06/2023 00:08:33.462,5.90E-08
08/06/2023 00:08:34.474,5.90E-08
08/06/2023 00:08:35.492,5.90E-08
08/06/2023 00:08:36.509,5.90E-08
08/06/2023 00:08:37.530,5.90E-08
08/06/2023 00:08:38.541,6.00E-08
08/06/2023 00:08:39.554,6.00E-08
08/06/2023 00:08:40.563,6.00E-08
08/06/2023 00:08:41.582,6.00E-08
08/06/2023 00:08:42.592,6.00E-08
08/06/2023 00:08:43.602,6.00E-08
08/06/2023 00:08:44.623,6.00E-08
08/06/2023 00:08:45.633,6.00E-08
08/06/2023 00:08:46.645,6.00E-08
08/06/2023 00:08:47.670,6.10E-08
08/06/2023 00:08:48.693,6.20E-08
08/06/2023 00:08:49.718,6.20E-08
08/06/2023 00:08:50.737,6.10E-08
08/06/2023 00:08:51.748,6.10E-08
08/06/2023 00:08:52.772,6.10E-08
08/06/2023 00:08:53.782,6.30E-08
08/06/2023 00:08:54.805,6.30E-08
08/06/2023 00:08:55.829,6.30E-08
08/06/2023 00:08:56.853,6.30E-08
08/06/2023 00:08:57.864,6.30E-08
08/06/2023 00:08:58.879,6.30E-08
08/06/2023 00:08:59.900,6.30E-08
08/06/2023 00:09:00.923,6.30E-08
08/06/2023 00:09:01.941,6.30E-08
08/06/2023 00:09:02.955,6.30E-08
08/06/2023 00:09:03.971,6.40E-08
08/06/2023 00:09:04.980,6.40E-08
08/06/2023 00:09:06.003,6.40E-08
08/06/2023 00:09:07.027,6.40E-08
08/06/2023 00:09:08.049,6.40E-08
08/06/2023 00:09:09.068,6.40E-08
08/06/2023 00:09:10.091,6.50E-08
08/06/2023 00:09:11.112,6.50E-08
08/06/2023 00:09:12.122,6.50E-08
08/06/2023 00:09:13.145,6.60E-08
08/06/2023 00:09:14.170,6.60E-08
08/06/2023 00:09:15.179,6.60E-08
08/06/2023 00:09:16.201,6.60E-08
08/06/2023 00:09:17.225,6.60E-08
08/06/2023 00:09:18.236,6.70E-08
08/06/2023 00:09:19.247,6.70E-08
08/06/2023 00:09:20.256,6.70E-08
08/06/2023 00:09:21.271,6.70E-08
08/06/2023 00:09:22.279,6.70E-08
08/06/2023 00:09:23.291,6.80E-08
08/06/2023 00:09:24.314,6.80E-08
08/06/2023 00:09:25.342,6.80E-08
08/06/2023 00:09:26.361,6.80E-08
08/06/2023 00:09:27.390,6.80E-08
08/06/2023 00:09:28.409,6.90E-08
08/06/2023 00:09:29.424,6.90E-08
08/06/2023 00:09:30.443,6.90E-08
08/06/2023 00:09:31.456,6.90E-08
08/06/2023 00:09:32.470,6.90E-08
08/06/2023 00:09:33.479,6.90E-08
08/06/2023 00:09:34.494,7.00E-08
08/06/2023 00:09:35.516,7.00E-08
08/06/2023 00:09:36.536,7.00E-08
08/06/2023 00:09:37.557,7.00E-08
08/06/2023 00:09:38.581,7.00E-08
08/06/2023 00:09:39.605,7.00E-08
08/06/2023 00:09:40.613,7.10E-08
08/06/2023 00:09:41.635,7.10E-08
08/06/2023 00:09:42.645,7.10E-08
08/06/2023 00:09:43.656,7.10E-08
08/06/2023 00:09:44.665,7.10E-08
08/06/2023 00:09:45.688,7.10E-08
08/06/2023 00:09:46.698,7.10E-08
08/06/2023 00:09:47.717,7.10E-08
08/06/2023 00:09:48.739,7.10E-08
08/06/2023 00:09:49.766,7.10E-08
08/06/2023 00:09:50.789,7.20E-08
08/06/2023 00:09:51.811,7.20E-08
08/06/2023 00:09:52.824,7.20E-08
08/06/2023 00:09:53.833,7.20E-08
08/06/2023 00:09:54.846,7.20E-08
08/06/2023 00:09:55.858,7.20E-08
08/06/2023 00:09:56.878,7.20E-08
08/06/2023 00:09:57.910,7.20E-08
08/06/2023 00:09:58.927,7.20E-08
08/06/2023 00:09:59.949,7.20E-08
08/06/2023 00:10:00.959,7.20E-08
08/06/2023 00:10:01.974,7.20E-08
08/06/2023 00:10:02.983,7.20E-08
08/06/2023 00:10:03.995,7.20E-08
08/06/2023 00:10:05.017,7.20E-08
08/06/2023 00:10:06.032,7.20E-08
08/06/2023 00:10:07.052,7.20E-08
08/06/2023 00:10:08.074,7.20E-08
08/06/2023 00:10:09.086,7.20E-08
08/06/2023 00:10:10.115,7.20E-08
08/06/2023 00:10:11.142,7.20E-08
08/06/2023 00:10:12.160,7.20E-08
08/06/2023 00:10:13.168,7.20E-08
08/06/2023 00:10:14.198,7.20E-08
08/06/2023 00:10:15.217,7.20E-08
08/06/2023 00:10:16.235,7.20E-08
08/06/2023 00:10:17.245,7.20E-08
08/06/2023 00:10:18.265,7.20E-08
08/06/2023 00:10:19.278,7.20E-08
08/06/2023 00:10:20.289,7.20E-08
08/06/2023 00:10:21.313,7.10E-08
08/06/2023 00:10:22.320,7.10E-08
08/06/2023 00:10:23.343,7.10E-08
08/06/2023 00:10:24.352,7.10E-08
08/06/2023 00:10:25.361,7.10E-08
08/06/2023 00:10:26.373,7.10E-08
08/06/2023 00:10:27.394,7.10E-08
08/06/2023 00:10:28.420,7.10E-08
08/06/2023 00:10:29.438,7.10E-08
08/06/2023 00:10:30.447,7.10E-08
08/06/2023 00:10:31.468,7.10E-08
08/06/2023 00:10:32.483,7.10E-08
08/06/2023 00:10:33.492,7.10E-08
08/06/2023 00:10:34.501,7.10E-08
08/06/2023 00:10:35.513,7.10E-08
08/06/2023 00:10:36.523,7.10E-08
08/06/2023 00:10:37.535,7.10E-08
08/06/2023 00:10:38.546,7.10E-08
08/06/2023 00:10:39.562,7.10E-08
08/06/2023 00:10:40.582,7.10E-08
08/06/2023 00:10:41.594,7.10E-08
08/06/2023 00:10:42.605,7.10E-08
08/06/2023 00:10:43.621,7.10E-08
