'EPIC GC IG.PG.MV Log File

'Date,GC IG.PG.MV
08/06/2023 00:01:33.593,2.46E-08
08/06/2023 00:01:34.600,2.52E-08
08/06/2023 00:01:35.608,2.40E-08
08/06/2023 00:01:36.618,2.46E-08
08/06/2023 00:01:37.626,2.52E-08
08/06/2023 00:01:38.645,2.46E-08
08/06/2023 00:01:39.653,2.46E-08
08/06/2023 00:01:40.663,2.46E-08
08/06/2023 00:01:41.679,2.40E-08
08/06/2023 00:01:42.688,2.46E-08
08/06/2023 00:01:43.710,2.46E-08
08/06/2023 00:01:44.735,2.52E-08
08/06/2023 00:01:45.751,2.52E-08
08/06/2023 00:01:46.773,2.52E-08
08/06/2023 00:01:47.793,2.46E-08
08/06/2023 00:01:48.804,2.46E-08
08/06/2023 00:01:49.810,2.52E-08
08/06/2023 00:01:50.829,2.52E-08
08/06/2023 00:01:51.839,2.46E-08
08/06/2023 00:01:52.861,2.52E-08
08/06/2023 00:01:53.874,2.46E-08
08/06/2023 00:01:54.882,2.52E-08
08/06/2023 00:01:55.891,2.52E-08
08/06/2023 00:01:56.900,2.52E-08
08/06/2023 00:01:57.913,2.52E-08
08/06/2023 00:01:58.922,2.58E-08
08/06/2023 00:01:59.929,2.52E-08
08/06/2023 00:02:00.942,2.52E-08
08/06/2023 00:02:01.955,2.52E-08
08/06/2023 00:02:02.967,2.52E-08
08/06/2023 00:02:03.975,2.52E-08
08/06/2023 00:02:04.985,2.52E-08
