'EPIC SnO.PID.MV Log File

'Date,SnO.PID.MV
08/06/2023 00:02:00.941,300.0
08/06/2023 00:02:01.954,300.0
08/06/2023 00:02:02.965,300.0
08/06/2023 00:02:03.974,300.0
08/06/2023 00:02:04.984,300.0
08/06/2023 00:02:05.992,300.0
08/06/2023 00:02:07.005,300.0
08/06/2023 00:02:08.014,300.0
08/06/2023 00:02:09.023,300.0
08/06/2023 00:02:10.058,300.0
08/06/2023 00:02:11.070,300.0
08/06/2023 00:02:12.080,300.0
08/06/2023 00:02:13.088,300.0
08/06/2023 00:02:14.098,300.0
08/06/2023 00:02:15.123,300.0
08/06/2023 00:02:16.131,300.0
08/06/2023 00:02:17.140,300.0
08/06/2023 00:02:18.151,300.0
08/06/2023 00:02:19.158,300.0
08/06/2023 00:02:20.168,300.0
08/06/2023 00:02:21.189,300.0
08/06/2023 00:02:22.201,300.0
08/06/2023 00:02:23.221,300.0
08/06/2023 00:02:24.239,300.0
08/06/2023 00:02:25.260,300.0
08/06/2023 00:02:26.269,300.0
08/06/2023 00:02:27.287,300.0
08/06/2023 00:02:28.300,300.0
08/06/2023 00:02:29.322,300.0
08/06/2023 00:02:30.334,300.0
08/06/2023 00:02:31.343,300.0
08/06/2023 00:02:32.351,300.0
08/06/2023 00:02:33.372,300.0
08/06/2023 00:02:34.381,300.0
08/06/2023 00:02:35.393,300.0
08/06/2023 00:02:36.400,300.0
08/06/2023 00:02:37.409,300.0
08/06/2023 00:02:38.414,300.0
08/06/2023 00:02:39.426,300.0
08/06/2023 00:02:40.435,300.0
08/06/2023 00:02:41.460,300.0
08/06/2023 00:02:42.482,300.0
08/06/2023 00:02:43.501,300.0
08/06/2023 00:02:44.510,300.0
08/06/2023 00:02:45.517,300.0
08/06/2023 00:02:46.535,300.0
08/06/2023 00:02:47.557,300.0
08/06/2023 00:02:48.566,300.0
08/06/2023 00:02:49.575,300.0
08/06/2023 00:02:50.582,300.0
08/06/2023 00:02:51.595,300.0
08/06/2023 00:02:52.609,300.0
08/06/2023 00:02:53.632,300.0
08/06/2023 00:02:54.641,300.0
08/06/2023 00:02:55.651,300.0
08/06/2023 00:02:56.673,300.0
08/06/2023 00:02:57.683,300.0
08/06/2023 00:02:58.693,300.0
08/06/2023 00:02:59.715,300.0
08/06/2023 00:03:00.723,300.0
08/06/2023 00:03:01.746,300.0
08/06/2023 00:03:02.766,300.0
08/06/2023 00:03:03.776,300.0
08/06/2023 00:03:04.796,300.0
08/06/2023 00:03:05.807,300.0
08/06/2023 00:03:06.817,300.0
08/06/2023 00:03:07.829,300.0
08/06/2023 00:03:08.849,300.0
08/06/2023 00:03:09.873,300.0
08/06/2023 00:03:10.896,300.0
08/06/2023 00:03:11.908,300.0
08/06/2023 00:03:12.924,300.0
08/06/2023 00:03:13.938,300.0
08/06/2023 00:03:14.949,300.0
08/06/2023 00:03:15.971,300.0
08/06/2023 00:03:16.984,300.0
08/06/2023 00:03:18.004,300.0
08/06/2023 00:03:19.022,300.0
08/06/2023 00:03:20.044,300.0
08/06/2023 00:03:21.068,300.0
08/06/2023 00:03:22.082,300.0
08/06/2023 00:03:23.092,300.0
08/06/2023 00:03:24.114,300.0
08/06/2023 00:03:25.126,300.0
08/06/2023 00:03:26.146,300.0
08/06/2023 00:03:27.155,300.0
08/06/2023 00:03:28.175,300.0
08/06/2023 00:03:29.189,300.0
08/06/2023 00:03:30.210,300.0
08/06/2023 00:03:31.222,300.0
08/06/2023 00:03:32.245,300.0
08/06/2023 00:03:33.266,300.0
08/06/2023 00:03:34.278,300.0
08/06/2023 00:03:35.290,300.0
08/06/2023 00:03:36.305,300.0
08/06/2023 00:03:37.317,300.0
08/06/2023 00:03:38.342,300.0
08/06/2023 00:03:39.356,300.0
08/06/2023 00:03:40.385,300.0
08/06/2023 00:03:41.401,300.0
08/06/2023 00:03:42.431,300.0
08/06/2023 00:03:43.456,300.0
08/06/2023 00:03:44.472,300.0
08/06/2023 00:03:45.497,300.0
08/06/2023 00:03:46.519,300.0
08/06/2023 00:03:47.545,300.0
08/06/2023 00:03:48.557,300.0
08/06/2023 00:03:49.582,300.0
08/06/2023 00:03:50.591,300.0
08/06/2023 00:03:51.619,300.0
08/06/2023 00:03:52.643,300.0
08/06/2023 00:03:53.664,300.0
08/06/2023 00:03:54.687,300.0
08/06/2023 00:03:55.710,300.0
08/06/2023 00:03:56.719,300.0
08/06/2023 00:03:57.730,300.0
08/06/2023 00:03:58.739,300.0
08/06/2023 00:03:59.748,300.0
08/06/2023 00:04:00.772,300.0
08/06/2023 00:04:01.791,300.0
08/06/2023 00:04:02.804,300.0
08/06/2023 00:04:03.824,300.0
08/06/2023 00:04:04.847,300.0
08/06/2023 00:04:05.870,300.0
08/06/2023 00:04:06.880,300.0
08/06/2023 00:04:07.904,300.0
08/06/2023 00:04:08.912,300.0
08/06/2023 00:04:09.934,300.0
08/06/2023 00:04:10.943,300.0
08/06/2023 00:04:11.964,300.0
08/06/2023 00:04:12.976,300.0
08/06/2023 00:04:13.985,300.0
08/06/2023 00:04:14.995,300.0
08/06/2023 00:04:16.003,300.0
08/06/2023 00:04:17.011,300.0
08/06/2023 00:04:18.035,300.0
08/06/2023 00:04:19.043,300.0
08/06/2023 00:04:20.067,300.0
08/06/2023 00:04:21.081,300.0
08/06/2023 00:04:22.104,300.0
08/06/2023 00:04:23.120,300.0
08/06/2023 00:04:24.143,300.0
08/06/2023 00:04:25.176,300.0
08/06/2023 00:04:26.201,300.0
08/06/2023 00:04:27.225,300.0
08/06/2023 00:04:28.236,300.0
08/06/2023 00:04:29.258,300.0
08/06/2023 00:04:30.268,300.0
08/06/2023 00:04:31.279,300.0
08/06/2023 00:04:32.304,300.0
08/06/2023 00:04:33.313,300.0
08/06/2023 00:04:34.328,300.0
08/06/2023 00:04:35.343,300.0
08/06/2023 00:04:36.360,300.0
08/06/2023 00:04:37.378,300.0
08/06/2023 00:04:38.399,300.0
08/06/2023 00:04:39.411,300.0
08/06/2023 00:04:40.427,300.0
08/06/2023 00:04:41.450,300.0
08/06/2023 00:04:42.474,300.0
08/06/2023 00:04:43.495,300.0
08/06/2023 00:04:44.518,300.0
08/06/2023 00:04:45.527,300.0
08/06/2023 00:04:46.539,300.0
08/06/2023 00:04:47.568,300.0
08/06/2023 00:04:48.586,300.0
08/06/2023 00:04:49.599,300.0
08/06/2023 00:04:50.617,300.0
08/06/2023 00:04:51.635,300.0
08/06/2023 00:04:52.664,300.0
08/06/2023 00:04:53.675,300.0
08/06/2023 00:04:54.694,300.0
08/06/2023 00:04:55.704,300.0
08/06/2023 00:04:56.727,300.0
08/06/2023 00:04:57.750,300.0
08/06/2023 00:04:58.759,300.0
08/06/2023 00:04:59.774,300.0
08/06/2023 00:05:00.787,300.0
08/06/2023 00:05:01.812,300.0
08/06/2023 00:05:02.836,300.0
08/06/2023 00:05:03.859,300.0
08/06/2023 00:05:04.870,300.0
08/06/2023 00:05:05.882,300.0
08/06/2023 00:05:06.907,300.0
08/06/2023 00:05:07.919,300.0
08/06/2023 00:05:08.938,300.0
08/06/2023 00:05:09.960,300.0
08/06/2023 00:05:10.987,300.0
08/06/2023 00:05:12.009,300.0
08/06/2023 00:05:13.017,300.0
08/06/2023 00:05:14.028,300.0
08/06/2023 00:05:15.052,300.0
08/06/2023 00:05:16.076,300.0
08/06/2023 00:05:17.085,300.0
08/06/2023 00:05:18.110,300.0
08/06/2023 00:05:19.119,300.0
08/06/2023 00:05:20.138,300.0
08/06/2023 00:05:21.152,300.0
08/06/2023 00:05:22.167,300.0
08/06/2023 00:05:23.181,300.0
08/06/2023 00:05:24.199,300.0
08/06/2023 00:05:25.220,300.0
08/06/2023 00:05:26.245,300.0
08/06/2023 00:05:27.265,300.0
08/06/2023 00:05:28.278,300.0
08/06/2023 00:05:29.291,300.0
08/06/2023 00:05:30.302,300.0
08/06/2023 00:05:31.317,300.0
08/06/2023 00:05:32.330,300.0
08/06/2023 00:05:33.350,300.0
08/06/2023 00:05:34.385,300.0
08/06/2023 00:05:35.398,300.0
08/06/2023 00:05:36.412,300.0
08/06/2023 00:05:37.432,300.0
08/06/2023 00:05:38.444,300.0
08/06/2023 00:05:39.456,300.0
08/06/2023 00:05:40.465,300.0
08/06/2023 00:05:41.478,300.0
08/06/2023 00:05:42.519,300.0
08/06/2023 00:05:43.528,300.0
08/06/2023 00:05:44.552,300.0
08/06/2023 00:05:45.562,300.0
08/06/2023 00:05:46.588,300.0
08/06/2023 00:05:47.610,300.0
08/06/2023 00:05:48.620,300.0
08/06/2023 00:05:49.639,300.0
08/06/2023 00:05:50.649,300.0
08/06/2023 00:05:51.668,300.0
08/06/2023 00:05:52.677,300.0
08/06/2023 00:05:53.686,300.0
08/06/2023 00:05:54.697,300.0
08/06/2023 00:05:55.723,300.0
08/06/2023 00:05:56.749,300.0
08/06/2023 00:05:57.765,300.0
08/06/2023 00:05:58.774,300.0
08/06/2023 00:05:59.798,300.0
08/06/2023 00:06:00.814,300.0
08/06/2023 00:06:01.826,300.0
08/06/2023 00:06:02.835,300.0
08/06/2023 00:06:03.872,300.0
08/06/2023 00:06:04.894,300.0
08/06/2023 00:06:05.918,300.0
08/06/2023 00:06:06.944,300.0
08/06/2023 00:06:07.965,300.0
08/06/2023 00:06:08.979,300.0
08/06/2023 00:06:09.994,300.0
08/06/2023 00:06:11.018,300.0
08/06/2023 00:06:12.031,300.0
08/06/2023 00:06:13.053,300.0
08/06/2023 00:06:14.064,300.0
08/06/2023 00:06:15.082,300.0
08/06/2023 00:06:16.102,300.0
08/06/2023 00:06:17.112,300.0
08/06/2023 00:06:18.135,300.0
08/06/2023 00:06:19.155,300.0
08/06/2023 00:06:20.175,300.0
08/06/2023 00:06:21.187,300.0
08/06/2023 00:06:22.216,300.0
08/06/2023 00:06:23.227,300.0
08/06/2023 00:06:24.250,300.0
08/06/2023 00:06:25.278,300.0
08/06/2023 00:06:26.297,300.0
08/06/2023 00:06:27.307,300.0
08/06/2023 00:06:28.332,300.0
08/06/2023 00:06:29.356,300.0
08/06/2023 00:06:30.384,300.0
08/06/2023 00:06:31.409,300.0
08/06/2023 00:06:32.432,300.0
08/06/2023 00:06:33.453,300.0
08/06/2023 00:06:34.475,300.0
08/06/2023 00:06:35.486,300.0
08/06/2023 00:06:36.497,300.0
08/06/2023 00:06:37.511,300.0
08/06/2023 00:06:38.522,300.0
08/06/2023 00:06:39.533,300.0
08/06/2023 00:06:40.558,300.0
08/06/2023 00:06:41.578,300.0
08/06/2023 00:06:42.599,300.0
08/06/2023 00:06:43.612,300.0
08/06/2023 00:06:44.632,300.0
08/06/2023 00:06:45.641,300.0
08/06/2023 00:06:46.652,300.0
08/06/2023 00:06:47.667,300.0
08/06/2023 00:06:48.684,300.0
08/06/2023 00:06:49.693,300.0
08/06/2023 00:06:50.722,300.0
08/06/2023 00:06:51.743,300.0
08/06/2023 00:06:52.765,300.0
08/06/2023 00:06:53.776,300.0
08/06/2023 00:06:54.798,300.0
08/06/2023 00:06:55.814,300.0
08/06/2023 00:06:56.826,300.0
08/06/2023 00:06:57.836,300.0
08/06/2023 00:06:58.852,300.0
08/06/2023 00:06:59.861,300.0
08/06/2023 00:07:00.871,300.0
08/06/2023 00:07:01.886,300.0
08/06/2023 00:07:02.911,300.0
08/06/2023 00:07:03.935,300.0
08/06/2023 00:07:04.947,300.0
08/06/2023 00:07:05.959,300.0
08/06/2023 00:07:06.980,300.0
08/06/2023 00:07:07.989,300.0
08/06/2023 00:07:09.012,300.0
08/06/2023 00:07:10.025,300.0
08/06/2023 00:07:11.033,300.0
08/06/2023 00:07:12.044,300.0
08/06/2023 00:07:13.063,300.0
08/06/2023 00:07:14.095,300.0
08/06/2023 00:07:15.115,300.0
08/06/2023 00:07:16.146,300.0
08/06/2023 00:07:17.164,300.0
08/06/2023 00:07:18.178,300.0
08/06/2023 00:07:19.200,300.0
08/06/2023 00:07:20.226,300.0
08/06/2023 00:07:21.255,300.0
08/06/2023 00:07:22.273,300.0
08/06/2023 00:07:23.297,300.0
08/06/2023 00:07:24.319,300.0
08/06/2023 00:07:25.338,300.0
08/06/2023 00:07:26.358,300.0
08/06/2023 00:07:27.368,300.0
08/06/2023 00:07:28.377,300.0
08/06/2023 00:07:29.400,300.0
08/06/2023 00:07:30.409,300.0
08/06/2023 00:07:31.420,300.0
08/06/2023 00:07:32.439,300.0
08/06/2023 00:07:33.460,300.0
08/06/2023 00:07:34.469,300.0
08/06/2023 00:07:35.480,300.0
08/06/2023 00:07:36.489,300.0
08/06/2023 00:07:37.513,300.0
08/06/2023 00:07:38.534,300.0
08/06/2023 00:07:39.557,300.0
08/06/2023 00:07:40.571,300.0
08/06/2023 00:07:41.583,300.0
08/06/2023 00:07:42.607,300.0
08/06/2023 00:07:43.619,300.0
08/06/2023 00:07:44.645,300.0
08/06/2023 00:07:45.670,300.0
08/06/2023 00:07:46.681,300.0
08/06/2023 00:07:47.716,300.0
08/06/2023 00:07:48.727,300.0
08/06/2023 00:07:49.737,300.0
08/06/2023 00:07:50.749,300.0
08/06/2023 00:07:51.761,300.0
08/06/2023 00:07:52.783,300.0
08/06/2023 00:07:53.807,300.0
08/06/2023 00:07:54.828,300.0
08/06/2023 00:07:55.838,300.0
08/06/2023 00:07:56.850,300.0
08/06/2023 00:07:57.870,300.0
08/06/2023 00:07:58.881,300.0
08/06/2023 00:07:59.905,300.0
08/06/2023 00:08:00.914,300.0
08/06/2023 00:08:01.927,300.0
08/06/2023 00:08:02.951,300.0
08/06/2023 00:08:03.960,300.0
08/06/2023 00:08:04.984,300.0
08/06/2023 00:08:05.999,300.0
08/06/2023 00:08:07.016,300.0
08/06/2023 00:08:08.027,300.0
08/06/2023 00:08:09.049,300.0
08/06/2023 00:08:10.060,300.0
08/06/2023 00:08:11.081,300.0
08/06/2023 00:08:12.107,300.0
08/06/2023 00:08:13.116,300.0
08/06/2023 00:08:14.138,300.0
08/06/2023 00:08:15.147,300.0
08/06/2023 00:08:16.168,300.0
08/06/2023 00:08:17.191,300.0
08/06/2023 00:08:18.212,300.0
08/06/2023 00:08:19.220,300.0
08/06/2023 00:08:20.230,300.0
08/06/2023 00:08:21.253,300.0
08/06/2023 00:08:22.263,300.0
08/06/2023 00:08:23.284,300.0
08/06/2023 00:08:24.293,300.0
08/06/2023 00:08:25.304,300.0
08/06/2023 00:08:26.327,300.0
08/06/2023 00:08:27.351,300.0
08/06/2023 00:08:28.376,300.0
08/06/2023 00:08:29.391,300.0
08/06/2023 00:08:30.402,300.0
08/06/2023 00:08:31.411,300.0
08/06/2023 00:08:32.437,300.0
08/06/2023 00:08:33.460,300.0
08/06/2023 00:08:34.472,300.0
08/06/2023 00:08:35.489,300.0
08/06/2023 00:08:36.506,300.0
08/06/2023 00:08:37.528,300.0
08/06/2023 00:08:38.539,300.0
08/06/2023 00:08:39.552,300.0
08/06/2023 00:08:40.561,300.0
08/06/2023 00:08:41.580,300.0
08/06/2023 00:08:42.590,300.0
08/06/2023 00:08:43.599,300.0
08/06/2023 00:08:44.621,300.0
08/06/2023 00:08:45.630,300.0
08/06/2023 00:08:46.642,300.0
08/06/2023 00:08:47.668,300.0
08/06/2023 00:08:48.691,300.0
08/06/2023 00:08:49.716,300.0
08/06/2023 00:08:50.735,300.0
08/06/2023 00:08:51.746,300.0
08/06/2023 00:08:52.770,300.0
08/06/2023 00:08:53.780,300.0
08/06/2023 00:08:54.803,300.0
08/06/2023 00:08:55.827,300.0
08/06/2023 00:08:56.851,300.0
08/06/2023 00:08:57.862,300.0
08/06/2023 00:08:58.877,300.0
08/06/2023 00:08:59.898,300.0
08/06/2023 00:09:00.921,300.0
08/06/2023 00:09:01.939,300.0
08/06/2023 00:09:02.953,300.0
08/06/2023 00:09:03.969,300.0
08/06/2023 00:09:04.978,300.0
08/06/2023 00:09:06.000,300.0
08/06/2023 00:09:07.025,300.0
08/06/2023 00:09:08.044,300.0
08/06/2023 00:09:09.066,300.0
08/06/2023 00:09:10.089,300.0
08/06/2023 00:09:11.109,300.0
08/06/2023 00:09:12.120,300.0
08/06/2023 00:09:13.143,300.0
08/06/2023 00:09:14.168,300.0
08/06/2023 00:09:15.177,300.0
08/06/2023 00:09:16.199,300.0
08/06/2023 00:09:17.223,300.0
08/06/2023 00:09:18.234,300.0
08/06/2023 00:09:19.245,300.0
08/06/2023 00:09:20.254,300.0
08/06/2023 00:09:21.269,300.0
08/06/2023 00:09:22.277,300.0
08/06/2023 00:09:23.288,300.0
08/06/2023 00:09:24.311,300.0
08/06/2023 00:09:25.340,300.0
08/06/2023 00:09:26.359,300.0
08/06/2023 00:09:27.388,300.0
08/06/2023 00:09:28.406,300.0
08/06/2023 00:09:29.422,300.0
08/06/2023 00:09:30.440,300.0
08/06/2023 00:09:31.454,300.0
08/06/2023 00:09:32.468,300.0
08/06/2023 00:09:33.477,300.0
08/06/2023 00:09:34.492,300.0
08/06/2023 00:09:35.512,300.0
08/06/2023 00:09:36.534,300.0
08/06/2023 00:09:37.553,300.0
08/06/2023 00:09:38.579,300.0
08/06/2023 00:09:39.603,300.0
08/06/2023 00:09:40.611,300.0
08/06/2023 00:09:41.632,300.0
08/06/2023 00:09:42.642,300.0
08/06/2023 00:09:43.653,300.0
08/06/2023 00:09:44.663,300.0
08/06/2023 00:09:45.686,300.0
08/06/2023 00:09:46.696,300.0
08/06/2023 00:09:47.713,300.0
08/06/2023 00:09:48.736,300.0
08/06/2023 00:09:49.761,300.0
08/06/2023 00:09:50.787,300.0
08/06/2023 00:09:51.809,300.0
08/06/2023 00:09:52.822,300.0
08/06/2023 00:09:53.831,300.0
08/06/2023 00:09:54.844,300.0
08/06/2023 00:09:55.856,300.0
08/06/2023 00:09:56.876,300.0
08/06/2023 00:09:57.907,300.0
08/06/2023 00:09:58.925,300.0
08/06/2023 00:09:59.947,300.0
08/06/2023 00:10:00.957,300.0
08/06/2023 00:10:01.971,300.0
08/06/2023 00:10:02.981,300.0
08/06/2023 00:10:03.993,300.0
08/06/2023 00:10:05.015,300.0
08/06/2023 00:10:06.030,300.0
08/06/2023 00:10:07.050,300.0
08/06/2023 00:10:08.072,300.0
08/06/2023 00:10:09.083,300.0
08/06/2023 00:10:10.113,300.0
08/06/2023 00:10:11.140,300.0
08/06/2023 00:10:12.158,300.0
08/06/2023 00:10:13.166,300.0
08/06/2023 00:10:14.196,300.0
08/06/2023 00:10:15.215,300.0
08/06/2023 00:10:16.233,300.0
08/06/2023 00:10:17.243,300.0
08/06/2023 00:10:18.263,300.1
08/06/2023 00:10:19.274,300.1
08/06/2023 00:10:20.285,300.0
08/06/2023 00:10:21.311,300.0
08/06/2023 00:10:22.318,300.0
08/06/2023 00:10:23.341,300.0
08/06/2023 00:10:24.350,300.0
08/06/2023 00:10:25.359,300.0
08/06/2023 00:10:26.371,300.1
08/06/2023 00:10:27.392,300.1
08/06/2023 00:10:28.418,300.0
08/06/2023 00:10:29.436,300.0
08/06/2023 00:10:30.445,300.1
08/06/2023 00:10:31.465,300.1
08/06/2023 00:10:32.481,300.1
08/06/2023 00:10:33.490,300.0
08/06/2023 00:10:34.499,300.0
08/06/2023 00:10:35.511,300.1
08/06/2023 00:10:36.521,300.1
08/06/2023 00:10:37.533,300.0
08/06/2023 00:10:38.544,300.1
08/06/2023 00:10:39.560,300.0
08/06/2023 00:10:40.580,300.1
08/06/2023 00:10:41.592,300.1
08/06/2023 00:10:42.603,300.1
08/06/2023 00:10:43.619,300.1
08/06/2023 00:10:44.642,300.1
08/06/2023 00:10:45.661,300.1
08/06/2023 00:10:46.678,300.1
08/06/2023 00:10:47.694,300.1
08/06/2023 00:10:48.714,300.1
08/06/2023 00:10:49.724,300.0
08/06/2023 00:10:50.734,300.0
08/06/2023 00:10:51.757,300.0
08/06/2023 00:10:52.776,300.0
08/06/2023 00:10:53.787,300.0
08/06/2023 00:10:54.809,300.0
08/06/2023 00:10:55.831,300.1
08/06/2023 00:10:56.846,300.1
08/06/2023 00:10:57.870,300.1
08/06/2023 00:10:58.877,300.1
08/06/2023 00:10:59.886,300.1
08/06/2023 00:11:00.908,300.0
08/06/2023 00:11:01.918,300.0
08/06/2023 00:11:02.941,300.0
08/06/2023 00:11:03.951,300.1
08/06/2023 00:11:04.964,300.0
08/06/2023 00:11:05.986,300.1
08/06/2023 00:11:06.998,300.0
08/06/2023 00:11:08.023,300.1
08/06/2023 00:11:09.051,300.0
08/06/2023 00:11:10.067,300.0
08/06/2023 00:11:11.077,300.0
08/06/2023 00:11:12.095,300.1
08/06/2023 00:11:13.115,300.0
08/06/2023 00:11:14.129,300.0
08/06/2023 00:11:15.160,300.0
08/06/2023 00:11:16.179,300.0
08/06/2023 00:11:17.191,300.0
08/06/2023 00:11:18.207,300.0
08/06/2023 00:11:19.228,300.0
08/06/2023 00:11:20.241,300.0
08/06/2023 00:11:21.266,300.0
08/06/2023 00:11:22.286,300.0
08/06/2023 00:11:23.299,300.0
08/06/2023 00:11:24.306,300.0
08/06/2023 00:11:25.316,300.0
08/06/2023 00:11:26.328,300.0
08/06/2023 00:11:27.348,300.0
08/06/2023 00:11:28.357,300.0
08/06/2023 00:11:29.366,300.0
08/06/2023 00:11:30.378,300.0
08/06/2023 00:11:31.387,300.0
08/06/2023 00:11:32.397,300.0
08/06/2023 00:11:33.407,300.0
08/06/2023 00:11:34.415,300.0
08/06/2023 00:11:35.428,300.0
08/06/2023 00:11:36.447,300.0
08/06/2023 00:11:37.473,300.0
08/06/2023 00:11:38.484,300.0
08/06/2023 00:11:39.498,300.0
08/06/2023 00:11:40.511,300.0
08/06/2023 00:11:41.534,300.0
08/06/2023 00:11:42.548,300.0
08/06/2023 00:11:43.560,300.0
08/06/2023 00:11:44.572,300.0
08/06/2023 00:11:45.585,300.0
08/06/2023 00:11:46.593,300.0
08/06/2023 00:11:47.606,300.0
08/06/2023 00:11:48.627,300.0
08/06/2023 00:11:49.654,300.0
08/06/2023 00:11:50.668,300.0
08/06/2023 00:11:51.692,300.0
08/06/2023 00:11:52.713,300.0
08/06/2023 00:11:53.728,300.0
08/06/2023 00:11:54.751,300.0
08/06/2023 00:11:55.768,300.0
08/06/2023 00:11:56.792,300.0
08/06/2023 00:11:57.810,300.0
08/06/2023 00:11:58.829,300.0
08/06/2023 00:11:59.851,300.0
08/06/2023 00:12:00.862,300.0
08/06/2023 00:12:01.885,300.0
08/06/2023 00:12:02.893,300.0
08/06/2023 00:12:03.916,300.0
08/06/2023 00:12:04.925,300.0
08/06/2023 00:12:05.957,300.0
08/06/2023 00:12:06.970,300.0
08/06/2023 00:12:07.989,300.0
08/06/2023 00:12:09.006,300.0
08/06/2023 00:12:10.017,300.0
08/06/2023 00:12:11.026,300.0
08/06/2023 00:12:12.037,300.0
08/06/2023 00:12:13.046,300.0
08/06/2023 00:12:14.060,300.0
08/06/2023 00:12:15.071,300.0
08/06/2023 00:12:16.093,300.0
08/06/2023 00:12:17.102,300.0
08/06/2023 00:12:18.122,300.0
08/06/2023 00:12:19.148,300.0
08/06/2023 00:12:20.169,300.0
08/06/2023 00:12:21.180,300.0
08/06/2023 00:12:22.194,300.0
08/06/2023 00:12:23.206,300.0
08/06/2023 00:12:24.232,300.0
08/06/2023 00:12:25.246,300.0
