'EPIC Sub.PG.V Log File

'Date,Sub.PG.V
08/06/2023 05:21:57.797,7.083
08/06/2023 05:21:58.819,7.070
08/06/2023 05:21:59.835,7.073
08/06/2023 05:22:00.845,7.073
08/06/2023 05:22:01.864,7.093
08/06/2023 05:22:02.887,7.064
08/06/2023 05:22:03.901,7.070
08/06/2023 05:22:04.925,7.059
08/06/2023 05:22:05.933,7.074
08/06/2023 05:22:06.955,7.077
08/06/2023 05:22:07.964,7.054
08/06/2023 05:22:08.973,7.071
08/06/2023 05:22:09.987,7.050
08/06/2023 05:22:11.002,7.073
08/06/2023 05:22:12.017,7.061
08/06/2023 05:22:13.036,7.094
08/06/2023 05:22:14.056,7.081
08/06/2023 05:22:15.066,7.032
08/06/2023 05:22:16.076,7.060
08/06/2023 05:22:17.085,7.060
08/06/2023 05:22:18.093,7.060
08/06/2023 05:22:19.108,7.071
08/06/2023 05:22:20.127,7.080
08/06/2023 05:22:21.150,7.063
08/06/2023 05:22:22.162,7.070
08/06/2023 05:22:23.170,7.080
08/06/2023 05:22:24.192,7.047
08/06/2023 05:22:25.204,7.081
08/06/2023 05:22:26.226,7.063
08/06/2023 05:22:27.248,7.053
08/06/2023 05:22:28.255,7.063
08/06/2023 05:22:29.270,7.059
08/06/2023 05:22:30.283,7.060
08/06/2023 05:22:31.303,7.089
08/06/2023 05:22:32.323,7.063
08/06/2023 05:22:33.333,7.071
08/06/2023 05:22:34.346,7.048
08/06/2023 05:22:35.367,7.049
08/06/2023 05:22:36.383,7.067
08/06/2023 05:22:37.404,7.075
08/06/2023 05:22:38.412,7.062
08/06/2023 05:22:39.434,7.065
08/06/2023 05:22:40.450,7.055
08/06/2023 05:22:41.466,7.036
08/06/2023 05:22:42.486,7.048
08/06/2023 05:22:43.510,7.051
08/06/2023 05:22:44.527,7.055
08/06/2023 05:22:45.553,7.057
08/06/2023 05:22:46.574,7.059
08/06/2023 05:22:47.592,7.059
08/06/2023 05:22:48.601,7.040
08/06/2023 05:22:49.620,7.054
08/06/2023 05:22:50.639,7.089
08/06/2023 05:22:51.653,7.061
08/06/2023 05:22:52.664,7.087
08/06/2023 05:22:53.688,7.062
08/06/2023 05:22:54.699,7.057
08/06/2023 05:22:55.711,7.052
08/06/2023 05:22:56.720,7.060
08/06/2023 05:22:57.731,7.056
08/06/2023 05:22:58.741,7.082
08/06/2023 05:22:59.762,7.057
08/06/2023 05:23:00.771,7.045
08/06/2023 05:23:01.790,7.042
08/06/2023 05:23:02.808,7.047
08/06/2023 05:23:03.820,7.044
08/06/2023 05:23:04.843,7.050
08/06/2023 05:23:05.860,7.050
08/06/2023 05:23:06.873,7.025
08/06/2023 05:23:07.895,7.064
08/06/2023 05:23:08.905,7.065
08/06/2023 05:23:09.926,7.048
08/06/2023 05:23:10.937,7.039
08/06/2023 05:23:11.957,7.053
08/06/2023 05:23:12.974,7.033
08/06/2023 05:23:13.982,7.054
08/06/2023 05:23:14.992,7.066
08/06/2023 05:23:16.002,7.060
08/06/2023 05:23:17.011,7.049
08/06/2023 05:23:18.033,7.050
08/06/2023 05:23:19.056,7.044
08/06/2023 05:23:20.067,7.068
08/06/2023 05:23:21.090,7.067
08/06/2023 05:23:22.111,7.067
08/06/2023 05:23:23.119,7.044
08/06/2023 05:23:24.142,7.051
08/06/2023 05:23:25.167,7.058
08/06/2023 05:23:26.183,7.049
08/06/2023 05:23:27.202,7.061
08/06/2023 05:23:28.216,7.050
08/06/2023 05:23:29.225,7.041
08/06/2023 05:23:30.246,7.051
08/06/2023 05:23:31.255,7.067
08/06/2023 05:23:32.266,7.081
08/06/2023 05:23:33.278,7.066
08/06/2023 05:23:34.312,7.045
08/06/2023 05:23:35.333,7.048
08/06/2023 05:23:36.359,7.077
08/06/2023 05:23:37.382,7.064
08/06/2023 05:23:38.396,7.065
08/06/2023 05:23:39.419,7.053
08/06/2023 05:23:40.426,7.048
08/06/2023 05:23:41.456,7.052
08/06/2023 05:23:42.483,7.036
08/06/2023 05:23:43.501,7.039
08/06/2023 05:23:44.524,7.068
08/06/2023 05:23:45.540,7.049
08/06/2023 05:23:46.571,7.062
08/06/2023 05:23:47.587,7.050
08/06/2023 05:23:48.597,7.048
08/06/2023 05:23:49.618,7.049
08/06/2023 05:23:50.637,7.045
08/06/2023 05:23:51.669,7.041
08/06/2023 05:23:52.682,7.031
08/06/2023 05:23:53.693,7.063
08/06/2023 05:23:54.703,7.058
08/06/2023 05:23:55.713,7.059
08/06/2023 05:23:56.734,7.037
08/06/2023 05:23:57.743,7.057
08/06/2023 05:23:58.766,7.059
08/06/2023 05:23:59.788,7.064
08/06/2023 05:24:00.797,7.070
08/06/2023 05:24:01.819,7.038
08/06/2023 05:24:02.829,7.055
08/06/2023 05:24:03.840,7.068
08/06/2023 05:24:04.865,7.033
08/06/2023 05:24:05.887,7.034
08/06/2023 05:24:06.903,7.043
08/06/2023 05:24:07.918,7.039
08/06/2023 05:24:08.941,7.044
08/06/2023 05:24:09.962,7.034
08/06/2023 05:24:10.973,7.053
08/06/2023 05:24:11.992,7.039
08/06/2023 05:24:13.003,7.078
08/06/2023 05:24:14.025,7.081
08/06/2023 05:24:15.050,7.038
08/06/2023 05:24:16.069,7.065
08/06/2023 05:24:17.078,7.044
08/06/2023 05:24:18.099,7.061
08/06/2023 05:24:19.114,7.047
08/06/2023 05:24:20.128,7.043
08/06/2023 05:24:21.137,7.054
08/06/2023 05:24:22.149,7.054
08/06/2023 05:24:23.168,7.054
08/06/2023 05:24:24.191,7.051
08/06/2023 05:24:25.217,7.052
08/06/2023 05:24:26.228,7.050
08/06/2023 05:24:27.238,7.058
08/06/2023 05:24:28.246,7.067
08/06/2023 05:24:29.255,7.078
08/06/2023 05:24:30.271,7.045
08/06/2023 05:24:31.284,7.044
08/06/2023 05:24:32.303,7.056
08/06/2023 05:24:33.334,7.077
08/06/2023 05:24:34.352,7.048
08/06/2023 05:24:35.363,7.060
08/06/2023 05:24:36.387,7.082
08/06/2023 05:24:37.409,7.086
08/06/2023 05:24:38.431,7.059
08/06/2023 05:24:39.454,7.028
08/06/2023 05:24:40.471,7.037
08/06/2023 05:24:41.494,7.062
08/06/2023 05:24:42.505,7.036
08/06/2023 05:24:43.515,7.034
08/06/2023 05:24:44.531,7.043
08/06/2023 05:24:45.548,7.042
08/06/2023 05:24:46.565,7.055
08/06/2023 05:24:47.584,7.035
08/06/2023 05:24:48.608,7.072
08/06/2023 05:24:49.631,7.067
08/06/2023 05:24:50.660,7.073
08/06/2023 05:24:51.677,7.062
08/06/2023 05:24:52.696,7.062
08/06/2023 05:24:53.705,7.048
08/06/2023 05:24:54.727,7.046
08/06/2023 05:24:55.750,7.064
08/06/2023 05:24:56.773,7.066
08/06/2023 05:24:57.795,7.076
08/06/2023 05:24:58.817,7.068
08/06/2023 05:24:59.839,7.052
08/06/2023 05:25:00.851,7.054
08/06/2023 05:25:01.860,7.051
08/06/2023 05:25:02.879,7.066
08/06/2023 05:25:03.904,7.067
08/06/2023 05:25:04.926,7.062
08/06/2023 05:25:05.942,7.082
08/06/2023 05:25:06.964,7.064
08/06/2023 05:25:07.985,7.082
08/06/2023 05:25:08.992,7.063
08/06/2023 05:25:10.009,7.079
08/06/2023 05:25:11.033,7.056
08/06/2023 05:25:12.057,7.106
08/06/2023 05:25:13.079,7.069
08/06/2023 05:25:14.096,7.063
08/06/2023 05:25:15.121,7.065
08/06/2023 05:25:16.134,7.080
08/06/2023 05:25:17.143,7.075
08/06/2023 05:25:18.166,7.047
08/06/2023 05:25:19.188,7.060
08/06/2023 05:25:20.196,7.042
08/06/2023 05:25:21.205,7.063
08/06/2023 05:25:22.219,7.092
08/06/2023 05:25:23.230,7.074
08/06/2023 05:25:24.240,7.039
08/06/2023 05:25:25.250,7.079
08/06/2023 05:25:26.262,7.067
08/06/2023 05:25:27.272,7.079
08/06/2023 05:25:28.295,7.046
08/06/2023 05:25:29.307,7.052
08/06/2023 05:25:30.325,7.053
08/06/2023 05:25:31.335,7.077
08/06/2023 05:25:32.347,7.059
08/06/2023 05:25:33.361,7.071
08/06/2023 05:25:34.371,7.048
08/06/2023 05:25:35.381,7.046
08/06/2023 05:25:36.403,7.060
08/06/2023 05:25:37.426,7.076
08/06/2023 05:25:38.444,7.074
08/06/2023 05:25:39.454,7.089
08/06/2023 05:25:40.473,7.045
08/06/2023 05:25:41.494,7.029
08/06/2023 05:25:42.516,7.082
08/06/2023 05:25:43.542,7.062
08/06/2023 05:25:44.565,7.046
08/06/2023 05:25:45.590,7.059
08/06/2023 05:25:46.615,7.066
08/06/2023 05:25:47.630,7.070
08/06/2023 05:25:48.645,7.059
08/06/2023 05:25:49.663,7.054
08/06/2023 05:25:50.685,7.030
08/06/2023 05:25:51.697,7.047
08/06/2023 05:25:52.719,7.060
08/06/2023 05:25:53.735,7.055
08/06/2023 05:25:54.745,7.025
08/06/2023 05:25:55.754,7.066
08/06/2023 05:25:56.764,7.030
08/06/2023 05:25:57.786,7.065
08/06/2023 05:25:58.795,7.080
08/06/2023 05:25:59.819,7.065
08/06/2023 05:26:00.840,7.074
08/06/2023 05:26:01.860,7.066
08/06/2023 05:26:02.883,7.049
08/06/2023 05:26:03.906,7.062
08/06/2023 05:26:04.928,7.052
08/06/2023 05:26:05.940,7.067
08/06/2023 05:26:06.959,7.058
08/06/2023 05:26:07.981,7.034
08/06/2023 05:26:09.015,7.050
08/06/2023 05:26:10.023,7.029
08/06/2023 05:26:11.030,7.053
08/06/2023 05:26:12.053,7.035
08/06/2023 05:26:13.073,7.032
08/06/2023 05:26:14.085,7.047
08/06/2023 05:26:15.106,7.043
08/06/2023 05:26:16.126,7.032
08/06/2023 05:26:17.141,7.057
08/06/2023 05:26:18.150,7.038
08/06/2023 05:26:19.160,7.036
08/06/2023 05:26:20.173,7.031
08/06/2023 05:26:21.195,7.033
08/06/2023 05:26:22.209,7.037
08/06/2023 05:26:23.220,7.049
08/06/2023 05:26:24.241,7.041
08/06/2023 05:26:25.262,7.017
08/06/2023 05:26:26.278,7.050
08/06/2023 05:26:27.296,7.050
08/06/2023 05:26:28.318,7.065
08/06/2023 05:26:29.340,7.039
08/06/2023 05:26:30.356,7.027
08/06/2023 05:26:31.384,7.021
08/06/2023 05:26:32.404,7.028
08/06/2023 05:26:33.421,7.036
08/06/2023 05:26:34.433,7.023
08/06/2023 05:26:35.450,7.038
08/06/2023 05:26:36.471,7.049
08/06/2023 05:26:37.495,7.046
08/06/2023 05:26:38.505,7.040
08/06/2023 05:26:39.526,7.039
08/06/2023 05:26:40.534,7.043
08/06/2023 05:26:41.543,7.046
08/06/2023 05:26:42.563,7.040
08/06/2023 05:26:43.585,7.039
08/06/2023 05:26:44.593,7.034
08/06/2023 05:26:45.606,7.035
08/06/2023 05:26:46.614,7.033
08/06/2023 05:26:47.626,7.030
08/06/2023 05:26:48.639,7.023
08/06/2023 05:26:49.662,7.048
08/06/2023 05:26:50.681,7.052
08/06/2023 05:26:51.703,7.020
08/06/2023 05:26:52.726,7.032
08/06/2023 05:26:53.746,7.039
08/06/2023 05:26:54.762,7.037
08/06/2023 05:26:55.782,7.056
08/06/2023 05:26:56.805,7.019
08/06/2023 05:26:57.831,7.041
08/06/2023 05:26:58.845,7.030
08/06/2023 05:26:59.865,7.027
08/06/2023 05:27:00.882,7.034
08/06/2023 05:27:01.903,7.019
08/06/2023 05:27:02.926,7.035
08/06/2023 05:27:03.935,7.038
08/06/2023 05:27:04.944,7.050
08/06/2023 05:27:05.955,7.035
08/06/2023 05:27:06.968,7.048
08/06/2023 05:27:07.993,7.048
08/06/2023 05:27:09.018,7.034
08/06/2023 05:27:10.031,7.037
08/06/2023 05:27:11.041,7.033
08/06/2023 05:27:12.052,7.015
08/06/2023 05:27:13.061,7.017
08/06/2023 05:27:14.084,7.035
08/06/2023 05:27:15.107,7.047
08/06/2023 05:27:16.129,7.044
08/06/2023 05:27:17.140,7.038
08/06/2023 05:27:18.151,7.021
08/06/2023 05:27:19.167,7.060
08/06/2023 05:27:20.189,7.026
08/06/2023 05:27:21.209,7.026
08/06/2023 05:27:22.219,7.070
08/06/2023 05:27:23.243,7.035
08/06/2023 05:27:24.269,7.006
08/06/2023 05:27:25.288,7.029
08/06/2023 05:27:26.310,7.015
08/06/2023 05:27:27.320,7.033
08/06/2023 05:27:28.331,7.031
08/06/2023 05:27:29.341,7.038
08/06/2023 05:27:30.348,7.030
08/06/2023 05:27:31.364,7.038
08/06/2023 05:27:32.387,7.024
08/06/2023 05:27:33.410,7.036
08/06/2023 05:27:34.423,7.032
08/06/2023 05:27:35.438,7.002
08/06/2023 05:27:36.462,7.016
08/06/2023 05:27:37.484,7.016
08/06/2023 05:27:38.494,7.033
08/06/2023 05:27:39.504,7.033
08/06/2023 05:27:40.513,7.027
08/06/2023 05:27:41.522,7.032
08/06/2023 05:27:42.531,7.035
08/06/2023 05:27:43.543,7.018
08/06/2023 05:27:44.551,7.048
08/06/2023 05:27:45.572,7.009
08/06/2023 05:27:46.580,7.020
08/06/2023 05:27:47.599,7.029
08/06/2023 05:27:48.617,7.030
08/06/2023 05:27:49.626,7.062
08/06/2023 05:27:50.637,7.011
08/06/2023 05:27:51.647,7.054
08/06/2023 05:27:52.656,7.028
08/06/2023 05:27:53.678,7.013
08/06/2023 05:27:54.687,7.008
08/06/2023 05:27:55.709,6.999
08/06/2023 05:27:56.725,7.017
08/06/2023 05:27:57.737,7.024
08/06/2023 05:27:58.752,7.018
08/06/2023 05:27:59.769,7.022
08/06/2023 05:28:00.794,7.065
08/06/2023 05:28:01.812,7.030
08/06/2023 05:28:02.825,7.010
08/06/2023 05:28:03.836,7.017
08/06/2023 05:28:04.847,7.020
08/06/2023 05:28:05.862,7.042
08/06/2023 05:28:06.870,7.014
08/06/2023 05:28:07.892,7.041
08/06/2023 05:28:08.913,7.007
08/06/2023 05:28:09.941,7.015
08/06/2023 05:28:10.961,7.045
08/06/2023 05:28:11.973,7.060
08/06/2023 05:28:12.996,7.047
08/06/2023 05:28:14.013,7.036
08/06/2023 05:28:15.035,7.030
08/06/2023 05:28:16.056,7.024
08/06/2023 05:28:17.078,7.010
08/06/2023 05:28:18.103,7.028
08/06/2023 05:28:19.128,7.029
08/06/2023 05:28:20.146,7.016
08/06/2023 05:28:21.170,7.025
08/06/2023 05:28:22.201,7.041
08/06/2023 05:28:23.223,7.061
08/06/2023 05:28:24.247,7.039
08/06/2023 05:28:25.272,7.037
08/06/2023 05:28:26.292,7.057
08/06/2023 05:28:27.302,7.046
08/06/2023 05:28:28.315,7.039
08/06/2023 05:28:29.328,7.070
08/06/2023 05:28:30.350,7.038
08/06/2023 05:28:31.374,7.035
08/06/2023 05:28:32.396,7.048
08/06/2023 05:28:33.408,7.048
08/06/2023 05:28:34.419,7.060
08/06/2023 05:28:35.439,7.034
08/06/2023 05:28:36.449,7.035
08/06/2023 05:28:37.460,7.028
08/06/2023 05:28:38.483,7.059
08/06/2023 05:28:39.504,7.039
08/06/2023 05:28:40.517,7.043
08/06/2023 05:28:41.533,7.027
08/06/2023 05:28:42.552,7.040
08/06/2023 05:28:43.579,7.050
08/06/2023 05:28:44.595,7.048
08/06/2023 05:28:45.614,7.041
08/06/2023 05:28:46.625,7.015
08/06/2023 05:28:47.638,7.043
08/06/2023 05:28:48.662,7.054
08/06/2023 05:28:49.682,7.063
08/06/2023 05:28:50.693,7.041
08/06/2023 05:28:51.704,7.036
08/06/2023 05:28:52.718,7.047
08/06/2023 05:28:53.741,7.035
08/06/2023 05:28:54.764,7.048
08/06/2023 05:28:55.785,7.060
08/06/2023 05:28:56.809,7.057
08/06/2023 05:28:57.834,7.012
08/06/2023 05:28:58.853,7.042
08/06/2023 05:28:59.873,7.034
08/06/2023 05:29:00.884,7.053
08/06/2023 05:29:01.893,7.056
08/06/2023 05:29:02.903,7.043
08/06/2023 05:29:03.914,7.069
08/06/2023 05:29:04.936,7.049
08/06/2023 05:29:05.946,7.032
08/06/2023 05:29:06.968,7.034
08/06/2023 05:29:07.991,7.034
08/06/2023 05:29:09.015,7.038
08/06/2023 05:29:10.032,7.036
08/06/2023 05:29:11.048,7.022
08/06/2023 05:29:12.057,7.042
08/06/2023 05:29:13.080,7.054
08/06/2023 05:29:14.095,7.033
08/06/2023 05:29:15.116,7.036
08/06/2023 05:29:16.139,7.031
08/06/2023 05:29:17.149,7.009
08/06/2023 05:29:18.172,7.016
08/06/2023 05:29:19.195,7.035
08/06/2023 05:29:20.217,7.030
08/06/2023 05:29:21.244,7.045
08/06/2023 05:29:22.252,7.064
08/06/2023 05:29:23.273,7.038
08/06/2023 05:29:24.285,7.042
08/06/2023 05:29:25.294,7.035
08/06/2023 05:29:26.316,7.053
08/06/2023 05:29:27.326,7.037
08/06/2023 05:29:28.345,7.043
08/06/2023 05:29:29.358,7.010
08/06/2023 05:29:30.366,7.012
08/06/2023 05:29:31.376,6.984
08/06/2023 05:29:32.392,7.014
08/06/2023 05:29:33.411,7.013
08/06/2023 05:29:34.434,7.060
08/06/2023 05:29:35.445,7.037
08/06/2023 05:29:36.458,7.025
08/06/2023 05:29:37.466,7.033
08/06/2023 05:29:38.475,7.042
08/06/2023 05:29:39.493,7.039
08/06/2023 05:29:40.504,7.023
08/06/2023 05:29:41.522,7.011
08/06/2023 05:29:42.533,6.995
08/06/2023 05:29:43.556,7.009
08/06/2023 05:29:44.564,7.005
08/06/2023 05:29:45.586,7.031
08/06/2023 05:29:46.598,7.008
08/06/2023 05:29:47.619,7.021
08/06/2023 05:29:48.636,7.033
08/06/2023 05:29:49.644,7.021
08/06/2023 05:29:50.653,7.030
08/06/2023 05:29:51.675,7.036
08/06/2023 05:29:52.687,7.056
08/06/2023 05:29:53.709,7.036
08/06/2023 05:29:54.720,7.026
08/06/2023 05:29:55.743,7.056
08/06/2023 05:29:56.761,7.035
08/06/2023 05:29:57.780,7.035
08/06/2023 05:29:58.802,7.013
08/06/2023 05:29:59.827,7.040
08/06/2023 05:30:00.848,7.031
08/06/2023 05:30:01.857,7.022
08/06/2023 05:30:02.882,7.012
08/06/2023 05:30:03.901,7.018
08/06/2023 05:30:04.909,7.003
08/06/2023 05:30:05.920,6.993
08/06/2023 05:30:06.939,7.019
08/06/2023 05:30:07.961,7.008
08/06/2023 05:30:08.971,7.017
08/06/2023 05:30:09.983,7.029
08/06/2023 05:30:10.994,7.028
08/06/2023 05:30:12.002,7.016
08/06/2023 05:30:13.015,7.035
08/06/2023 05:30:14.040,7.029
08/06/2023 05:30:15.061,7.018
08/06/2023 05:30:16.070,7.031
08/06/2023 05:30:17.093,7.001
08/06/2023 05:30:18.114,6.985
08/06/2023 05:30:19.124,7.037
08/06/2023 05:30:20.143,7.006
08/06/2023 05:30:21.152,7.021
08/06/2023 05:30:22.175,7.031
08/06/2023 05:30:23.196,7.030
08/06/2023 05:30:24.217,7.018
08/06/2023 05:30:25.228,6.996
08/06/2023 05:30:26.249,7.030
08/06/2023 05:30:27.263,7.006
08/06/2023 05:30:28.272,7.020
08/06/2023 05:30:29.296,7.005
08/06/2023 05:30:30.314,7.014
08/06/2023 05:30:31.322,7.030
08/06/2023 05:30:32.335,7.021
08/06/2023 05:30:33.344,7.032
08/06/2023 05:30:34.354,7.035
08/06/2023 05:30:35.391,7.018
08/06/2023 05:30:36.404,7.011
08/06/2023 05:30:37.423,7.047
08/06/2023 05:30:38.444,7.028
08/06/2023 05:30:39.466,7.040
08/06/2023 05:30:40.478,7.041
08/06/2023 05:30:41.499,7.020
08/06/2023 05:30:42.513,7.030
08/06/2023 05:30:43.521,7.016
08/06/2023 05:30:44.531,7.042
08/06/2023 05:30:45.547,7.044
08/06/2023 05:30:46.564,7.041
08/06/2023 05:30:47.574,7.025
08/06/2023 05:30:48.585,7.061
08/06/2023 05:30:49.606,7.035
08/06/2023 05:30:50.615,7.034
08/06/2023 05:30:51.626,7.009
08/06/2023 05:30:52.644,7.013
08/06/2023 05:30:53.653,7.037
08/06/2023 05:30:54.664,7.059
08/06/2023 05:30:55.694,7.037
08/06/2023 05:30:56.707,7.030
08/06/2023 05:30:57.729,7.036
08/06/2023 05:30:58.752,7.035
08/06/2023 05:30:59.775,7.029
08/06/2023 05:31:00.810,7.025
08/06/2023 05:31:01.832,7.073
08/06/2023 05:31:02.845,7.058
08/06/2023 05:31:03.854,7.049
08/06/2023 05:31:04.865,7.032
08/06/2023 05:31:05.885,7.040
08/06/2023 05:31:06.911,7.046
08/06/2023 05:31:07.929,7.056
08/06/2023 05:31:08.948,7.034
08/06/2023 05:31:09.956,7.045
08/06/2023 05:31:10.975,7.021
08/06/2023 05:31:11.997,7.061
08/06/2023 05:31:13.022,7.037
08/06/2023 05:31:14.052,7.052
08/06/2023 05:31:15.068,7.030
08/06/2023 05:31:16.077,7.026
08/06/2023 05:31:17.087,7.013
08/06/2023 05:31:18.107,7.053
08/06/2023 05:31:19.128,7.050
08/06/2023 05:31:20.140,7.040
08/06/2023 05:31:21.163,7.032
08/06/2023 05:31:22.176,7.054
08/06/2023 05:31:23.197,7.050
08/06/2023 05:31:24.219,7.052
08/06/2023 05:31:25.232,7.042
08/06/2023 05:31:26.251,7.057
08/06/2023 05:31:27.262,7.070
08/06/2023 05:31:28.284,7.060
08/06/2023 05:31:29.295,7.056
08/06/2023 05:31:30.304,7.041
08/06/2023 05:31:31.315,7.063
08/06/2023 05:31:32.338,7.045
08/06/2023 05:31:33.348,7.055
08/06/2023 05:31:34.356,7.038
08/06/2023 05:31:35.373,7.034
08/06/2023 05:31:36.385,7.047
08/06/2023 05:31:37.408,7.052
08/06/2023 05:31:38.418,7.066
08/06/2023 05:31:39.438,7.073
08/06/2023 05:31:40.449,7.040
08/06/2023 05:31:41.473,7.038
08/06/2023 05:31:42.496,7.064
08/06/2023 05:31:43.515,7.049
08/06/2023 05:31:44.524,7.045
08/06/2023 05:31:45.545,7.030
08/06/2023 05:31:46.565,7.043
08/06/2023 05:31:47.592,7.055
08/06/2023 05:31:48.610,7.055
08/06/2023 05:31:49.626,7.073
08/06/2023 05:31:50.654,7.070
08/06/2023 05:31:51.673,7.074
08/06/2023 05:31:52.689,7.054
08/06/2023 05:31:53.703,7.065
08/06/2023 05:31:54.715,7.044
08/06/2023 05:31:55.727,7.065
08/06/2023 05:31:56.740,7.070
08/06/2023 05:31:57.749,7.041
08/06/2023 05:31:58.771,7.051
08/06/2023 05:31:59.790,7.064
08/06/2023 05:32:00.803,7.062
08/06/2023 05:32:01.824,7.092
08/06/2023 05:32:02.834,7.054
08/06/2023 05:32:03.844,7.042
08/06/2023 05:32:04.867,7.038
08/06/2023 05:32:05.878,7.048
08/06/2023 05:32:06.890,7.050
08/06/2023 05:32:07.905,7.050
08/06/2023 05:32:08.917,7.073
08/06/2023 05:32:09.940,7.032
08/06/2023 05:32:10.949,7.065
08/06/2023 05:32:11.960,7.065
08/06/2023 05:32:12.969,7.082
08/06/2023 05:32:13.993,7.062
08/06/2023 05:32:15.002,7.072
08/06/2023 05:32:16.018,7.053
08/06/2023 05:32:17.027,7.057
08/06/2023 05:32:18.036,7.077
08/06/2023 05:32:19.046,7.086
08/06/2023 05:32:20.063,7.059
08/06/2023 05:32:21.071,7.058
08/06/2023 05:32:22.093,7.064
08/06/2023 05:32:23.114,7.068
08/06/2023 05:32:24.127,7.070
08/06/2023 05:32:25.148,7.064
08/06/2023 05:32:26.169,7.078
08/06/2023 05:32:27.179,7.114
08/06/2023 05:32:28.190,7.084
08/06/2023 05:32:29.207,7.050
08/06/2023 05:32:30.233,7.050
08/06/2023 05:32:31.257,7.083
08/06/2023 05:32:32.279,7.085
08/06/2023 05:32:33.301,7.062
08/06/2023 05:32:34.312,7.061
08/06/2023 05:32:35.322,7.052
08/06/2023 05:32:36.331,7.049
08/06/2023 05:32:37.341,7.048
08/06/2023 05:32:38.352,7.051
08/06/2023 05:32:39.363,7.086
08/06/2023 05:32:40.373,7.076
08/06/2023 05:32:41.382,7.070
08/06/2023 05:32:42.400,7.058
08/06/2023 05:32:43.422,7.061
08/06/2023 05:32:44.444,7.012
08/06/2023 05:32:45.453,7.035
08/06/2023 05:32:46.479,7.042
08/06/2023 05:32:47.487,7.043
08/06/2023 05:32:48.496,7.033
08/06/2023 05:32:49.508,7.054
08/06/2023 05:32:50.537,7.062
08/06/2023 05:32:51.553,7.042
08/06/2023 05:32:52.574,7.063
08/06/2023 05:32:53.583,7.048
08/06/2023 05:32:54.594,7.036
08/06/2023 05:32:55.605,7.047
08/06/2023 05:32:56.618,7.038
08/06/2023 05:32:57.643,7.019
08/06/2023 05:32:58.664,7.056
08/06/2023 05:32:59.683,7.043
08/06/2023 05:33:00.691,7.038
08/06/2023 05:33:01.712,7.035
08/06/2023 05:33:02.722,7.039
08/06/2023 05:33:03.742,7.073
08/06/2023 05:33:04.751,7.069
08/06/2023 05:33:05.761,7.049
08/06/2023 05:33:06.781,7.051
08/06/2023 05:33:07.805,7.048
08/06/2023 05:33:08.812,7.055
08/06/2023 05:33:09.826,7.074
08/06/2023 05:33:10.847,7.056
08/06/2023 05:33:11.855,7.043
08/06/2023 05:33:12.878,7.054
08/06/2023 05:33:13.892,7.074
08/06/2023 05:33:14.906,7.050
08/06/2023 05:33:15.917,7.048
08/06/2023 05:33:16.926,7.037
08/06/2023 05:33:17.936,7.073
08/06/2023 05:33:18.949,7.061
08/06/2023 05:33:19.967,7.052
08/06/2023 05:33:20.990,7.054
08/06/2023 05:33:22.007,7.047
08/06/2023 05:33:23.015,7.045
08/06/2023 05:33:24.024,7.061
08/06/2023 05:33:25.044,7.058
08/06/2023 05:33:26.054,7.031
08/06/2023 05:33:27.066,7.014
08/06/2023 05:33:28.084,7.067
08/06/2023 05:33:29.106,7.040
08/06/2023 05:33:30.119,7.070
08/06/2023 05:33:31.142,7.057
08/06/2023 05:33:32.164,7.073
08/06/2023 05:33:33.185,7.045
08/06/2023 05:33:34.199,7.061
08/06/2023 05:33:35.219,7.070
08/06/2023 05:33:36.231,7.086
08/06/2023 05:33:37.241,7.054
08/06/2023 05:33:38.264,7.062
08/06/2023 05:33:39.286,7.055
08/06/2023 05:33:40.308,7.063
08/06/2023 05:33:41.332,7.065
08/06/2023 05:33:42.354,7.073
08/06/2023 05:33:43.364,7.062
08/06/2023 05:33:44.375,7.059
08/06/2023 05:33:45.398,7.039
08/06/2023 05:33:46.420,7.054
08/06/2023 05:33:47.434,7.055
08/06/2023 05:33:48.448,7.083
08/06/2023 05:33:49.458,7.065
08/06/2023 05:33:50.468,7.067
08/06/2023 05:33:51.480,7.075
08/06/2023 05:33:52.488,7.057
08/06/2023 05:33:53.498,7.074
08/06/2023 05:33:54.513,7.069
08/06/2023 05:33:55.551,7.066
08/06/2023 05:33:56.571,7.050
08/06/2023 05:33:57.595,7.057
08/06/2023 05:33:58.621,7.054
08/06/2023 05:33:59.643,7.089
08/06/2023 05:34:00.654,7.083
08/06/2023 05:34:01.676,7.053
08/06/2023 05:34:02.697,7.085
08/06/2023 05:34:03.704,7.080
08/06/2023 05:34:04.728,7.101
08/06/2023 05:34:05.748,7.088
08/06/2023 05:34:06.759,7.082
08/06/2023 05:34:07.795,7.059
08/06/2023 05:34:08.805,7.032
08/06/2023 05:34:09.818,7.082
08/06/2023 05:34:10.830,7.046
08/06/2023 05:34:11.840,7.086
08/06/2023 05:34:12.862,7.085
08/06/2023 05:34:13.884,7.053
08/06/2023 05:34:14.905,7.056
08/06/2023 05:34:15.918,7.085
08/06/2023 05:34:16.943,7.057
08/06/2023 05:34:17.953,7.054
08/06/2023 05:34:18.974,7.059
08/06/2023 05:34:19.984,7.054
08/06/2023 05:34:20.998,7.070
08/06/2023 05:34:22.023,7.077
08/06/2023 05:34:23.045,7.053
08/06/2023 05:34:24.068,7.054
