'EPIC InHL.PID.MV Log File

'Date,InHL.PID.MV
08/06/2023 00:03:38.341,418.0
08/06/2023 00:03:39.355,418.0
08/06/2023 00:03:40.384,418.0
08/06/2023 00:03:41.400,418.0
08/06/2023 00:03:42.431,418.0
08/06/2023 00:03:43.455,418.0
08/06/2023 00:03:44.472,418.0
08/06/2023 00:03:45.496,418.0
08/06/2023 00:03:46.518,418.0
08/06/2023 00:03:47.544,418.0
08/06/2023 00:03:48.557,418.0
08/06/2023 00:03:49.581,418.0
08/06/2023 00:03:50.590,418.0
08/06/2023 00:03:51.618,418.0
08/06/2023 00:03:52.642,418.0
08/06/2023 00:03:53.664,418.0
08/06/2023 00:03:54.686,418.0
08/06/2023 00:03:55.709,418.1
08/06/2023 00:03:56.719,418.1
08/06/2023 00:03:57.729,418.1
08/06/2023 00:03:58.738,418.0
08/06/2023 00:03:59.747,418.1
08/06/2023 00:04:00.771,418.1
08/06/2023 00:04:01.790,418.1
08/06/2023 00:04:02.803,418.0
08/06/2023 00:04:03.823,418.1
08/06/2023 00:04:04.846,418.1
08/06/2023 00:04:05.869,418.1
08/06/2023 00:04:06.880,418.1
08/06/2023 00:04:07.903,418.1
08/06/2023 00:04:08.912,418.1
08/06/2023 00:04:09.934,418.1
08/06/2023 00:04:10.942,418.1
08/06/2023 00:04:11.963,418.1
08/06/2023 00:04:12.975,418.1
08/06/2023 00:04:13.984,418.0
08/06/2023 00:04:14.994,418.0
08/06/2023 00:04:16.002,418.0
08/06/2023 00:04:17.010,418.0
08/06/2023 00:04:18.034,418.0
08/06/2023 00:04:19.043,418.0
08/06/2023 00:04:20.067,418.0
08/06/2023 00:04:21.080,418.0
08/06/2023 00:04:22.103,418.0
08/06/2023 00:04:23.119,418.0
08/06/2023 00:04:24.142,418.0
08/06/2023 00:04:25.174,418.0
08/06/2023 00:04:26.200,418.0
08/06/2023 00:04:27.224,418.0
08/06/2023 00:04:28.235,418.0
08/06/2023 00:04:29.257,418.0
08/06/2023 00:04:30.267,418.0
08/06/2023 00:04:31.278,418.0
08/06/2023 00:04:32.303,418.0
08/06/2023 00:04:33.312,418.0
08/06/2023 00:04:34.328,418.0
08/06/2023 00:04:35.342,418.0
08/06/2023 00:04:36.359,418.0
08/06/2023 00:04:37.377,418.0
08/06/2023 00:04:38.398,418.0
08/06/2023 00:04:39.410,418.0
08/06/2023 00:04:40.427,418.0
08/06/2023 00:04:41.449,418.0
08/06/2023 00:04:42.473,418.0
08/06/2023 00:04:43.494,418.0
08/06/2023 00:04:44.518,418.0
08/06/2023 00:04:45.526,418.0
08/06/2023 00:04:46.539,418.0
08/06/2023 00:04:47.568,418.0
08/06/2023 00:04:48.585,418.0
08/06/2023 00:04:49.599,418.0
08/06/2023 00:04:50.617,418.0
08/06/2023 00:04:51.632,418.0
08/06/2023 00:04:52.663,418.0
08/06/2023 00:04:53.675,418.0
08/06/2023 00:04:54.693,418.0
08/06/2023 00:04:55.703,418.0
08/06/2023 00:04:56.726,418.0
08/06/2023 00:04:57.749,418.0
08/06/2023 00:04:58.759,418.0
08/06/2023 00:04:59.774,418.0
08/06/2023 00:05:00.786,418.0
08/06/2023 00:05:01.811,418.0
08/06/2023 00:05:02.835,418.0
08/06/2023 00:05:03.858,418.0
08/06/2023 00:05:04.870,418.0
08/06/2023 00:05:05.881,418.0
08/06/2023 00:05:06.906,418.0
08/06/2023 00:05:07.918,418.0
08/06/2023 00:05:08.937,418.0
08/06/2023 00:05:09.959,418.0
08/06/2023 00:05:10.984,418.0
08/06/2023 00:05:12.008,418.0
08/06/2023 00:05:13.017,418.0
08/06/2023 00:05:14.027,418.0
08/06/2023 00:05:15.051,418.0
08/06/2023 00:05:16.075,418.0
08/06/2023 00:05:17.085,418.0
08/06/2023 00:05:18.109,418.0
08/06/2023 00:05:19.118,418.0
08/06/2023 00:05:20.138,418.0
08/06/2023 00:05:21.151,418.0
08/06/2023 00:05:22.166,418.0
08/06/2023 00:05:23.180,418.0
08/06/2023 00:05:24.198,418.0
08/06/2023 00:05:25.219,418.0
08/06/2023 00:05:26.244,418.0
08/06/2023 00:05:27.265,418.0
08/06/2023 00:05:28.278,418.0
08/06/2023 00:05:29.290,418.0
08/06/2023 00:05:30.301,418.0
08/06/2023 00:05:31.316,418.0
08/06/2023 00:05:32.329,418.0
08/06/2023 00:05:33.349,418.0
08/06/2023 00:05:34.384,417.9
08/06/2023 00:05:35.397,418.0
08/06/2023 00:05:36.412,418.0
08/06/2023 00:05:37.431,418.0
08/06/2023 00:05:38.443,418.0
08/06/2023 00:05:39.455,418.0
08/06/2023 00:05:40.464,417.9
08/06/2023 00:05:41.477,418.0
08/06/2023 00:05:42.518,418.0
08/06/2023 00:05:43.527,418.0
08/06/2023 00:05:44.551,418.0
08/06/2023 00:05:45.562,418.0
08/06/2023 00:05:46.587,418.0
08/06/2023 00:05:47.609,418.0
08/06/2023 00:05:48.619,418.0
08/06/2023 00:05:49.638,418.0
08/06/2023 00:05:50.648,418.0
08/06/2023 00:05:51.667,418.0
08/06/2023 00:05:52.676,418.0
08/06/2023 00:05:53.685,418.0
08/06/2023 00:05:54.695,418.0
08/06/2023 00:05:55.722,418.0
08/06/2023 00:05:56.748,417.9
08/06/2023 00:05:57.764,418.0
08/06/2023 00:05:58.774,418.0
08/06/2023 00:05:59.798,418.0
08/06/2023 00:06:00.813,418.0
08/06/2023 00:06:01.826,418.0
08/06/2023 00:06:02.834,418.0
08/06/2023 00:06:03.871,418.0
08/06/2023 00:06:04.893,418.0
08/06/2023 00:06:05.917,418.0
08/06/2023 00:06:06.943,418.0
08/06/2023 00:06:07.964,418.0
08/06/2023 00:06:08.978,418.0
08/06/2023 00:06:09.993,418.0
08/06/2023 00:06:11.017,418.0
08/06/2023 00:06:12.030,418.0
08/06/2023 00:06:13.053,418.0
08/06/2023 00:06:14.063,418.0
08/06/2023 00:06:15.081,418.0
08/06/2023 00:06:16.101,418.0
08/06/2023 00:06:17.112,418.0
08/06/2023 00:06:18.132,418.0
08/06/2023 00:06:19.154,418.0
08/06/2023 00:06:20.174,418.0
08/06/2023 00:06:21.186,418.0
08/06/2023 00:06:22.216,418.0
08/06/2023 00:06:23.226,418.0
08/06/2023 00:06:24.249,418.0
08/06/2023 00:06:25.277,418.0
08/06/2023 00:06:26.296,418.0
08/06/2023 00:06:27.306,418.0
08/06/2023 00:06:28.331,418.0
08/06/2023 00:06:29.356,418.0
08/06/2023 00:06:30.383,418.0
08/06/2023 00:06:31.408,418.0
08/06/2023 00:06:32.431,418.0
08/06/2023 00:06:33.452,418.0
08/06/2023 00:06:34.474,418.0
08/06/2023 00:06:35.485,418.0
08/06/2023 00:06:36.497,418.0
08/06/2023 00:06:37.510,418.0
08/06/2023 00:06:38.521,418.0
08/06/2023 00:06:39.532,418.0
08/06/2023 00:06:40.557,418.0
08/06/2023 00:06:41.578,418.0
08/06/2023 00:06:42.599,418.0
08/06/2023 00:06:43.611,418.0
08/06/2023 00:06:44.631,418.0
08/06/2023 00:06:45.640,418.0
08/06/2023 00:06:46.651,418.0
08/06/2023 00:06:47.666,418.0
08/06/2023 00:06:48.683,418.0
08/06/2023 00:06:49.692,418.0
08/06/2023 00:06:50.721,418.0
08/06/2023 00:06:51.742,418.0
08/06/2023 00:06:52.764,418.0
08/06/2023 00:06:53.776,418.0
08/06/2023 00:06:54.797,418.0
08/06/2023 00:06:55.813,418.0
08/06/2023 00:06:56.825,418.0
08/06/2023 00:06:57.835,418.0
08/06/2023 00:06:58.851,418.0
08/06/2023 00:06:59.860,418.0
08/06/2023 00:07:00.870,418.0
08/06/2023 00:07:01.886,418.0
08/06/2023 00:07:02.911,418.0
08/06/2023 00:07:03.934,418.0
08/06/2023 00:07:04.946,418.0
08/06/2023 00:07:05.958,418.0
08/06/2023 00:07:06.979,418.0
08/06/2023 00:07:07.989,418.0
08/06/2023 00:07:09.011,418.0
08/06/2023 00:07:10.024,418.0
08/06/2023 00:07:11.032,418.0
08/06/2023 00:07:12.043,418.0
08/06/2023 00:07:13.062,418.0
08/06/2023 00:07:14.094,418.0
08/06/2023 00:07:15.114,418.0
08/06/2023 00:07:16.145,418.0
08/06/2023 00:07:17.164,418.0
08/06/2023 00:07:18.177,418.0
08/06/2023 00:07:19.200,418.0
08/06/2023 00:07:20.225,418.0
08/06/2023 00:07:21.255,418.0
08/06/2023 00:07:22.273,418.0
08/06/2023 00:07:23.296,418.0
08/06/2023 00:07:24.317,418.0
08/06/2023 00:07:25.337,418.0
08/06/2023 00:07:26.357,418.0
08/06/2023 00:07:27.367,418.0
08/06/2023 00:07:28.376,418.0
08/06/2023 00:07:29.399,418.0
08/06/2023 00:07:30.408,418.0
08/06/2023 00:07:31.420,418.0
08/06/2023 00:07:32.438,418.0
08/06/2023 00:07:33.459,418.0
08/06/2023 00:07:34.469,418.0
08/06/2023 00:07:35.480,418.0
08/06/2023 00:07:36.488,418.0
08/06/2023 00:07:37.512,418.0
08/06/2023 00:07:38.534,418.0
08/06/2023 00:07:39.556,418.0
08/06/2023 00:07:40.570,418.0
08/06/2023 00:07:41.583,418.0
08/06/2023 00:07:42.607,418.0
08/06/2023 00:07:43.618,418.0
08/06/2023 00:07:44.644,418.0
08/06/2023 00:07:45.669,418.0
08/06/2023 00:07:46.681,418.0
08/06/2023 00:07:47.715,418.0
08/06/2023 00:07:48.726,418.0
08/06/2023 00:07:49.736,418.0
08/06/2023 00:07:50.748,418.0
08/06/2023 00:07:51.760,418.0
08/06/2023 00:07:52.783,418.0
08/06/2023 00:07:53.806,418.0
08/06/2023 00:07:54.827,418.0
08/06/2023 00:07:55.838,418.0
08/06/2023 00:07:56.849,418.0
08/06/2023 00:07:57.870,418.0
08/06/2023 00:07:58.880,418.0
08/06/2023 00:07:59.904,418.0
08/06/2023 00:08:00.914,418.0
08/06/2023 00:08:01.926,418.0
08/06/2023 00:08:02.951,418.0
08/06/2023 00:08:03.959,418.0
08/06/2023 00:08:04.983,418.0
08/06/2023 00:08:05.999,418.0
08/06/2023 00:08:07.015,418.0
08/06/2023 00:08:08.026,418.0
08/06/2023 00:08:09.048,418.0
08/06/2023 00:08:10.060,418.0
08/06/2023 00:08:11.080,418.0
08/06/2023 00:08:12.106,418.0
08/06/2023 00:08:13.115,418.0
08/06/2023 00:08:14.137,418.0
08/06/2023 00:08:15.146,418.0
08/06/2023 00:08:16.168,418.0
08/06/2023 00:08:17.190,418.0
08/06/2023 00:08:18.211,418.0
08/06/2023 00:08:19.219,418.0
08/06/2023 00:08:20.229,418.0
08/06/2023 00:08:21.252,417.9
08/06/2023 00:08:22.263,417.9
08/06/2023 00:08:23.283,417.9
08/06/2023 00:08:24.292,417.9
08/06/2023 00:08:25.303,417.9
08/06/2023 00:08:26.327,417.9
08/06/2023 00:08:27.350,417.9
08/06/2023 00:08:28.376,417.9
08/06/2023 00:08:29.390,417.9
08/06/2023 00:08:30.401,417.9
08/06/2023 00:08:31.410,417.9
08/06/2023 00:08:32.436,417.9
08/06/2023 00:08:33.459,417.9
08/06/2023 00:08:34.471,417.9
08/06/2023 00:08:35.488,417.9
08/06/2023 00:08:36.506,417.9
08/06/2023 00:08:37.527,417.9
08/06/2023 00:08:38.539,417.9
08/06/2023 00:08:39.551,417.9
08/06/2023 00:08:40.560,417.9
08/06/2023 00:08:41.579,417.9
08/06/2023 00:08:42.589,417.9
08/06/2023 00:08:43.599,417.9
08/06/2023 00:08:44.620,417.9
08/06/2023 00:08:45.630,417.9
08/06/2023 00:08:46.639,417.9
08/06/2023 00:08:47.667,417.9
08/06/2023 00:08:48.690,417.9
08/06/2023 00:08:49.715,417.9
08/06/2023 00:08:50.734,417.9
08/06/2023 00:08:51.745,417.9
08/06/2023 00:08:52.769,417.9
08/06/2023 00:08:53.780,417.9
08/06/2023 00:08:54.802,417.9
08/06/2023 00:08:55.826,417.9
08/06/2023 00:08:56.850,417.9
08/06/2023 00:08:57.861,417.9
08/06/2023 00:08:58.874,417.9
08/06/2023 00:08:59.898,417.9
08/06/2023 00:09:00.920,417.9
08/06/2023 00:09:01.938,417.9
08/06/2023 00:09:02.952,417.9
08/06/2023 00:09:03.969,417.9
08/06/2023 00:09:04.977,417.9
08/06/2023 00:09:06.000,417.9
08/06/2023 00:09:07.024,417.9
08/06/2023 00:09:08.043,417.9
08/06/2023 00:09:09.065,417.9
08/06/2023 00:09:10.088,417.9
08/06/2023 00:09:11.109,417.9
08/06/2023 00:09:12.120,417.9
08/06/2023 00:09:13.142,417.9
08/06/2023 00:09:14.167,417.9
08/06/2023 00:09:15.176,417.9
08/06/2023 00:09:16.198,417.9
08/06/2023 00:09:17.222,417.9
08/06/2023 00:09:18.233,417.9
08/06/2023 00:09:19.245,417.9
08/06/2023 00:09:20.253,417.9
08/06/2023 00:09:21.268,417.9
08/06/2023 00:09:22.277,417.9
08/06/2023 00:09:23.288,417.9
08/06/2023 00:09:24.311,417.9
08/06/2023 00:09:25.340,417.9
08/06/2023 00:09:26.358,417.9
08/06/2023 00:09:27.387,417.9
08/06/2023 00:09:28.406,417.9
08/06/2023 00:09:29.421,417.9
08/06/2023 00:09:30.440,417.9
08/06/2023 00:09:31.453,417.9
08/06/2023 00:09:32.467,417.9
08/06/2023 00:09:33.476,417.9
08/06/2023 00:09:34.491,417.9
08/06/2023 00:09:35.511,417.9
08/06/2023 00:09:36.531,417.9
08/06/2023 00:09:37.552,417.9
08/06/2023 00:09:38.578,417.9
08/06/2023 00:09:39.602,417.9
08/06/2023 00:09:40.610,417.9
08/06/2023 00:09:41.632,417.9
08/06/2023 00:09:42.642,417.9
08/06/2023 00:09:43.653,417.9
08/06/2023 00:09:44.662,417.9
08/06/2023 00:09:45.685,417.9
08/06/2023 00:09:46.695,417.9
08/06/2023 00:09:47.712,417.9
08/06/2023 00:09:48.735,417.9
08/06/2023 00:09:49.760,417.9
08/06/2023 00:09:50.786,417.9
08/06/2023 00:09:51.809,417.9
08/06/2023 00:09:52.821,417.9
08/06/2023 00:09:53.830,417.9
08/06/2023 00:09:54.843,417.9
08/06/2023 00:09:55.855,417.9
08/06/2023 00:09:56.875,417.9
08/06/2023 00:09:57.907,417.9
08/06/2023 00:09:58.924,417.9
08/06/2023 00:09:59.946,417.9
08/06/2023 00:10:00.956,417.9
08/06/2023 00:10:01.971,417.9
08/06/2023 00:10:02.980,417.9
08/06/2023 00:10:03.992,417.9
08/06/2023 00:10:05.014,417.9
08/06/2023 00:10:06.029,417.9
08/06/2023 00:10:07.050,417.9
08/06/2023 00:10:08.072,417.9
08/06/2023 00:10:09.082,417.9
08/06/2023 00:10:10.112,417.9
08/06/2023 00:10:11.139,417.9
08/06/2023 00:10:12.157,417.9
08/06/2023 00:10:13.165,417.9
08/06/2023 00:10:14.195,417.9
08/06/2023 00:10:15.214,417.9
08/06/2023 00:10:16.232,417.9
08/06/2023 00:10:17.243,417.9
08/06/2023 00:10:18.262,417.9
08/06/2023 00:10:19.274,417.9
08/06/2023 00:10:20.284,417.9
08/06/2023 00:10:21.310,417.9
08/06/2023 00:10:22.318,417.9
08/06/2023 00:10:23.340,417.9
08/06/2023 00:10:24.349,417.9
08/06/2023 00:10:25.358,417.9
08/06/2023 00:10:26.370,417.9
08/06/2023 00:10:27.391,418.0
08/06/2023 00:10:28.417,418.0
08/06/2023 00:10:29.435,418.0
08/06/2023 00:10:30.444,418.0
08/06/2023 00:10:31.465,418.0
08/06/2023 00:10:32.480,418.0
08/06/2023 00:10:33.489,418.0
08/06/2023 00:10:34.498,418.0
08/06/2023 00:10:35.510,418.0
08/06/2023 00:10:36.520,418.0
08/06/2023 00:10:37.532,418.0
08/06/2023 00:10:38.543,418.0
08/06/2023 00:10:39.557,418.0
08/06/2023 00:10:40.579,418.0
08/06/2023 00:10:41.591,418.0
08/06/2023 00:10:42.602,418.0
08/06/2023 00:10:43.618,418.0
08/06/2023 00:10:44.641,418.0
08/06/2023 00:10:45.661,418.0
08/06/2023 00:10:46.677,418.0
08/06/2023 00:10:47.693,418.0
08/06/2023 00:10:48.714,418.0
08/06/2023 00:10:49.724,418.0
08/06/2023 00:10:50.733,418.0
08/06/2023 00:10:51.756,418.0
08/06/2023 00:10:52.775,418.0
08/06/2023 00:10:53.786,418.0
08/06/2023 00:10:54.808,418.0
08/06/2023 00:10:55.831,418.0
08/06/2023 00:10:56.845,418.0
08/06/2023 00:10:57.869,418.0
08/06/2023 00:10:58.876,418.0
08/06/2023 00:10:59.885,418.0
08/06/2023 00:11:00.908,418.0
08/06/2023 00:11:01.917,418.0
08/06/2023 00:11:02.941,418.0
08/06/2023 00:11:03.950,418.0
08/06/2023 00:11:04.963,418.0
08/06/2023 00:11:05.985,418.0
08/06/2023 00:11:06.997,418.0
08/06/2023 00:11:08.023,418.0
08/06/2023 00:11:09.051,418.0
08/06/2023 00:11:10.066,418.0
08/06/2023 00:11:11.076,418.0
08/06/2023 00:11:12.094,418.0
08/06/2023 00:11:13.115,418.0
08/06/2023 00:11:14.128,418.0
08/06/2023 00:11:15.159,418.0
08/06/2023 00:11:16.178,418.0
08/06/2023 00:11:17.190,418.0
08/06/2023 00:11:18.207,418.0
08/06/2023 00:11:19.227,418.0
08/06/2023 00:11:20.240,418.0
08/06/2023 00:11:21.265,418.0
08/06/2023 00:11:22.286,418.0
08/06/2023 00:11:23.298,418.0
08/06/2023 00:11:24.306,418.0
08/06/2023 00:11:25.316,418.0
08/06/2023 00:11:26.327,418.0
08/06/2023 00:11:27.348,418.0
08/06/2023 00:11:28.356,418.0
08/06/2023 00:11:29.365,418.0
08/06/2023 00:11:30.377,418.0
08/06/2023 00:11:31.386,418.0
08/06/2023 00:11:32.397,418.0
08/06/2023 00:11:33.407,418.0
08/06/2023 00:11:34.414,418.0
08/06/2023 00:11:35.427,418.0
08/06/2023 00:11:36.446,418.0
08/06/2023 00:11:37.473,418.0
08/06/2023 00:11:38.483,418.0
08/06/2023 00:11:39.497,418.0
08/06/2023 00:11:40.511,418.0
08/06/2023 00:11:41.533,418.0
08/06/2023 00:11:42.547,418.0
08/06/2023 00:11:43.560,418.0
08/06/2023 00:11:44.572,418.0
08/06/2023 00:11:45.584,418.0
08/06/2023 00:11:46.592,418.0
08/06/2023 00:11:47.606,418.0
08/06/2023 00:11:48.626,418.0
08/06/2023 00:11:49.653,418.0
08/06/2023 00:11:50.667,418.0
08/06/2023 00:11:51.691,418.0
08/06/2023 00:11:52.712,418.0
08/06/2023 00:11:53.727,418.0
08/06/2023 00:11:54.750,418.0
08/06/2023 00:11:55.768,418.0
08/06/2023 00:11:56.791,418.0
08/06/2023 00:11:57.810,418.0
08/06/2023 00:11:58.828,418.0
08/06/2023 00:11:59.851,418.0
08/06/2023 00:12:00.861,418.0
08/06/2023 00:12:01.884,418.0
08/06/2023 00:12:02.892,418.0
08/06/2023 00:12:03.915,418.0
08/06/2023 00:12:04.924,418.0
08/06/2023 00:12:05.956,418.0
08/06/2023 00:12:06.969,418.0
08/06/2023 00:12:07.988,418.0
08/06/2023 00:12:09.005,418.0
08/06/2023 00:12:10.016,418.0
08/06/2023 00:12:11.026,418.0
08/06/2023 00:12:12.037,418.0
08/06/2023 00:12:13.045,418.0
08/06/2023 00:12:14.059,418.0
08/06/2023 00:12:15.070,418.0
08/06/2023 00:12:16.092,418.0
08/06/2023 00:12:17.101,418.0
08/06/2023 00:12:18.121,418.0
08/06/2023 00:12:19.147,418.0
08/06/2023 00:12:20.168,418.0
08/06/2023 00:12:21.179,418.0
08/06/2023 00:12:22.193,418.0
08/06/2023 00:12:23.205,418.0
08/06/2023 00:12:24.231,418.0
08/06/2023 00:12:25.246,418.0
