'EPIC GaHL.PID.MV Log File

'Date,GaHL.PID.MV
08/06/2023 00:03:47.543,450.0
08/06/2023 00:03:48.556,450.0
08/06/2023 00:03:49.580,450.0
08/06/2023 00:03:50.589,450.0
08/06/2023 00:03:51.617,450.0
08/06/2023 00:03:52.641,450.0
08/06/2023 00:03:53.662,450.0
08/06/2023 00:03:54.685,450.0
08/06/2023 00:03:55.708,450.0
08/06/2023 00:03:56.717,450.0
08/06/2023 00:03:57.728,450.0
08/06/2023 00:03:58.737,450.0
08/06/2023 00:03:59.746,450.0
08/06/2023 00:04:00.770,450.0
08/06/2023 00:04:01.788,450.0
08/06/2023 00:04:02.802,450.0
08/06/2023 00:04:03.822,450.0
08/06/2023 00:04:04.845,450.0
08/06/2023 00:04:05.868,450.0
08/06/2023 00:04:06.879,450.0
08/06/2023 00:04:07.902,450.0
08/06/2023 00:04:08.911,450.0
08/06/2023 00:04:09.933,450.0
08/06/2023 00:04:10.941,450.0
08/06/2023 00:04:11.962,450.0
08/06/2023 00:04:12.974,450.0
08/06/2023 00:04:13.983,450.0
08/06/2023 00:04:14.993,450.0
08/06/2023 00:04:16.001,450.0
08/06/2023 00:04:17.009,450.0
08/06/2023 00:04:18.033,450.0
08/06/2023 00:04:19.041,450.0
08/06/2023 00:04:20.066,450.0
08/06/2023 00:04:21.079,450.0
08/06/2023 00:04:22.102,450.0
08/06/2023 00:04:23.118,450.0
08/06/2023 00:04:24.141,450.0
08/06/2023 00:04:25.172,450.0
08/06/2023 00:04:26.199,450.0
08/06/2023 00:04:27.223,450.0
08/06/2023 00:04:28.234,450.0
08/06/2023 00:04:29.256,450.0
08/06/2023 00:04:30.266,450.0
08/06/2023 00:04:31.275,450.0
08/06/2023 00:04:32.302,450.0
08/06/2023 00:04:33.311,450.0
08/06/2023 00:04:34.327,450.0
08/06/2023 00:04:35.341,450.0
08/06/2023 00:04:36.358,450.0
08/06/2023 00:04:37.376,450.0
08/06/2023 00:04:38.397,450.0
08/06/2023 00:04:39.409,450.0
08/06/2023 00:04:40.426,450.0
08/06/2023 00:04:41.448,450.0
08/06/2023 00:04:42.472,450.0
08/06/2023 00:04:43.493,450.0
08/06/2023 00:04:44.517,450.0
08/06/2023 00:04:45.525,450.0
08/06/2023 00:04:46.538,450.0
08/06/2023 00:04:47.567,450.0
08/06/2023 00:04:48.584,450.0
08/06/2023 00:04:49.598,450.0
08/06/2023 00:04:50.615,450.0
08/06/2023 00:04:51.631,450.0
08/06/2023 00:04:52.662,450.0
08/06/2023 00:04:53.674,450.0
08/06/2023 00:04:54.692,450.0
08/06/2023 00:04:55.702,450.0
08/06/2023 00:04:56.725,450.0
08/06/2023 00:04:57.748,450.0
08/06/2023 00:04:58.757,450.0
08/06/2023 00:04:59.773,450.0
08/06/2023 00:05:00.785,450.0
08/06/2023 00:05:01.810,450.0
08/06/2023 00:05:02.834,450.0
08/06/2023 00:05:03.857,450.0
08/06/2023 00:05:04.868,450.0
08/06/2023 00:05:05.880,450.0
08/06/2023 00:05:06.905,450.0
08/06/2023 00:05:07.917,450.0
08/06/2023 00:05:08.936,450.0
08/06/2023 00:05:09.958,450.0
08/06/2023 00:05:10.983,450.0
08/06/2023 00:05:12.007,450.0
08/06/2023 00:05:13.016,450.0
08/06/2023 00:05:14.026,450.0
08/06/2023 00:05:15.050,450.0
08/06/2023 00:05:16.074,450.0
08/06/2023 00:05:17.084,450.0
08/06/2023 00:05:18.108,450.0
08/06/2023 00:05:19.117,450.0
08/06/2023 00:05:20.136,450.0
08/06/2023 00:05:21.150,450.0
08/06/2023 00:05:22.163,450.0
08/06/2023 00:05:23.179,450.0
08/06/2023 00:05:24.197,450.0
08/06/2023 00:05:25.218,450.0
08/06/2023 00:05:26.243,450.0
08/06/2023 00:05:27.264,450.0
08/06/2023 00:05:28.277,450.0
08/06/2023 00:05:29.289,450.0
08/06/2023 00:05:30.300,450.0
08/06/2023 00:05:31.315,450.0
08/06/2023 00:05:32.328,450.0
08/06/2023 00:05:33.348,450.0
08/06/2023 00:05:34.383,450.0
08/06/2023 00:05:35.396,450.0
08/06/2023 00:05:36.411,450.0
08/06/2023 00:05:37.430,450.0
08/06/2023 00:05:38.442,450.0
08/06/2023 00:05:39.454,450.0
08/06/2023 00:05:40.463,450.0
08/06/2023 00:05:41.476,450.0
08/06/2023 00:05:42.517,450.0
08/06/2023 00:05:43.526,450.0
08/06/2023 00:05:44.550,450.0
08/06/2023 00:05:45.561,450.0
08/06/2023 00:05:46.586,450.0
08/06/2023 00:05:47.608,450.0
08/06/2023 00:05:48.618,450.0
08/06/2023 00:05:49.637,450.0
08/06/2023 00:05:50.647,450.0
08/06/2023 00:05:51.666,450.0
08/06/2023 00:05:52.675,450.0
08/06/2023 00:05:53.684,450.0
08/06/2023 00:05:54.694,450.0
08/06/2023 00:05:55.721,450.0
08/06/2023 00:05:56.747,450.0
08/06/2023 00:05:57.763,450.0
08/06/2023 00:05:58.773,450.0
08/06/2023 00:05:59.796,450.0
08/06/2023 00:06:00.812,450.0
08/06/2023 00:06:01.825,450.0
08/06/2023 00:06:02.833,450.0
08/06/2023 00:06:03.870,450.0
08/06/2023 00:06:04.892,450.0
08/06/2023 00:06:05.916,450.0
08/06/2023 00:06:06.942,450.0
08/06/2023 00:06:07.963,450.0
08/06/2023 00:06:08.977,450.0
08/06/2023 00:06:09.992,450.0
08/06/2023 00:06:11.016,450.0
08/06/2023 00:06:12.029,450.0
08/06/2023 00:06:13.052,450.0
08/06/2023 00:06:14.062,450.0
08/06/2023 00:06:15.080,450.0
08/06/2023 00:06:16.100,450.0
08/06/2023 00:06:17.111,450.0
08/06/2023 00:06:18.131,450.0
08/06/2023 00:06:19.153,450.0
08/06/2023 00:06:20.173,450.0
08/06/2023 00:06:21.185,450.0
08/06/2023 00:06:22.215,450.0
08/06/2023 00:06:23.225,450.0
08/06/2023 00:06:24.248,450.0
08/06/2023 00:06:25.276,450.0
08/06/2023 00:06:26.295,450.0
08/06/2023 00:06:27.305,450.0
08/06/2023 00:06:28.330,450.0
08/06/2023 00:06:29.354,450.0
08/06/2023 00:06:30.382,450.0
08/06/2023 00:06:31.407,450.0
08/06/2023 00:06:32.430,450.0
08/06/2023 00:06:33.451,450.0
08/06/2023 00:06:34.473,450.0
08/06/2023 00:06:35.484,450.0
08/06/2023 00:06:36.495,450.0
08/06/2023 00:06:37.509,450.0
08/06/2023 00:06:38.520,450.0
08/06/2023 00:06:39.531,450.0
08/06/2023 00:06:40.554,450.0
08/06/2023 00:06:41.577,450.0
08/06/2023 00:06:42.598,450.0
08/06/2023 00:06:43.610,450.0
08/06/2023 00:06:44.630,450.0
08/06/2023 00:06:45.639,450.0
08/06/2023 00:06:46.650,450.0
08/06/2023 00:06:47.665,450.0
08/06/2023 00:06:48.682,450.0
08/06/2023 00:06:49.691,450.0
08/06/2023 00:06:50.720,450.0
08/06/2023 00:06:51.741,450.0
08/06/2023 00:06:52.763,450.0
08/06/2023 00:06:53.775,450.0
08/06/2023 00:06:54.796,450.0
08/06/2023 00:06:55.812,450.0
08/06/2023 00:06:56.824,450.0
08/06/2023 00:06:57.834,450.0
08/06/2023 00:06:58.850,450.0
08/06/2023 00:06:59.859,450.0
08/06/2023 00:07:00.869,450.0
08/06/2023 00:07:01.885,450.0
08/06/2023 00:07:02.910,450.0
08/06/2023 00:07:03.933,450.0
08/06/2023 00:07:04.945,450.0
08/06/2023 00:07:05.957,450.0
08/06/2023 00:07:06.978,450.0
08/06/2023 00:07:07.988,450.0
08/06/2023 00:07:09.010,450.0
08/06/2023 00:07:10.023,450.0
08/06/2023 00:07:11.031,450.0
08/06/2023 00:07:12.042,450.0
08/06/2023 00:07:13.061,450.0
08/06/2023 00:07:14.093,450.0
08/06/2023 00:07:15.113,450.0
08/06/2023 00:07:16.144,450.0
08/06/2023 00:07:17.163,450.0
08/06/2023 00:07:18.176,450.0
08/06/2023 00:07:19.199,450.0
08/06/2023 00:07:20.224,450.0
08/06/2023 00:07:21.254,450.0
08/06/2023 00:07:22.272,450.0
08/06/2023 00:07:23.295,450.0
08/06/2023 00:07:24.314,450.0
08/06/2023 00:07:25.336,450.0
08/06/2023 00:07:26.356,450.0
08/06/2023 00:07:27.366,450.0
08/06/2023 00:07:28.375,450.0
08/06/2023 00:07:29.398,450.0
08/06/2023 00:07:30.407,450.0
08/06/2023 00:07:31.418,450.0
08/06/2023 00:07:32.437,450.0
08/06/2023 00:07:33.458,450.0
08/06/2023 00:07:34.468,450.0
08/06/2023 00:07:35.479,450.0
08/06/2023 00:07:36.487,450.0
08/06/2023 00:07:37.511,450.0
08/06/2023 00:07:38.533,450.0
08/06/2023 00:07:39.555,450.0
08/06/2023 00:07:40.569,450.0
08/06/2023 00:07:41.582,450.0
08/06/2023 00:07:42.606,450.0
08/06/2023 00:07:43.617,450.0
08/06/2023 00:07:44.641,450.0
08/06/2023 00:07:45.668,450.0
08/06/2023 00:07:46.679,450.0
08/06/2023 00:07:47.714,450.0
08/06/2023 00:07:48.725,450.0
08/06/2023 00:07:49.735,450.0
08/06/2023 00:07:50.747,450.0
08/06/2023 00:07:51.759,450.0
08/06/2023 00:07:52.782,450.0
08/06/2023 00:07:53.805,450.0
08/06/2023 00:07:54.826,450.0
08/06/2023 00:07:55.837,450.0
08/06/2023 00:07:56.848,450.0
08/06/2023 00:07:57.869,450.0
08/06/2023 00:07:58.879,450.0
08/06/2023 00:07:59.903,450.0
08/06/2023 00:08:00.913,450.0
08/06/2023 00:08:01.925,450.0
08/06/2023 00:08:02.950,450.0
08/06/2023 00:08:03.958,450.0
08/06/2023 00:08:04.982,450.0
08/06/2023 00:08:05.998,450.0
08/06/2023 00:08:07.014,450.0
08/06/2023 00:08:08.025,450.0
08/06/2023 00:08:09.047,450.0
08/06/2023 00:08:10.059,450.0
08/06/2023 00:08:11.079,450.0
08/06/2023 00:08:12.105,450.0
08/06/2023 00:08:13.114,450.0
08/06/2023 00:08:14.136,450.0
08/06/2023 00:08:15.145,450.0
08/06/2023 00:08:16.167,450.0
08/06/2023 00:08:17.189,450.0
08/06/2023 00:08:18.210,450.0
08/06/2023 00:08:19.218,450.0
08/06/2023 00:08:20.228,450.0
08/06/2023 00:08:21.251,450.0
08/06/2023 00:08:22.262,450.0
08/06/2023 00:08:23.282,450.0
08/06/2023 00:08:24.291,450.0
08/06/2023 00:08:25.302,450.0
08/06/2023 00:08:26.326,450.0
08/06/2023 00:08:27.349,450.0
08/06/2023 00:08:28.375,450.0
08/06/2023 00:08:29.389,450.0
08/06/2023 00:08:30.400,450.0
08/06/2023 00:08:31.409,450.0
08/06/2023 00:08:32.435,450.0
08/06/2023 00:08:33.458,450.0
08/06/2023 00:08:34.470,450.0
08/06/2023 00:08:35.487,450.0
08/06/2023 00:08:36.505,450.0
08/06/2023 00:08:37.526,450.0
08/06/2023 00:08:38.538,450.0
08/06/2023 00:08:39.550,450.0
08/06/2023 00:08:40.559,450.0
08/06/2023 00:08:41.578,450.0
08/06/2023 00:08:42.588,450.0
08/06/2023 00:08:43.598,450.0
08/06/2023 00:08:44.619,450.0
08/06/2023 00:08:45.629,450.0
08/06/2023 00:08:46.638,450.0
08/06/2023 00:08:47.666,450.0
08/06/2023 00:08:48.689,450.0
08/06/2023 00:08:49.714,450.0
08/06/2023 00:08:50.733,450.0
08/06/2023 00:08:51.744,450.0
08/06/2023 00:08:52.768,450.0
08/06/2023 00:08:53.779,450.0
08/06/2023 00:08:54.801,450.0
08/06/2023 00:08:55.825,450.0
08/06/2023 00:08:56.849,450.0
08/06/2023 00:08:57.860,450.0
08/06/2023 00:08:58.873,450.0
08/06/2023 00:08:59.896,450.0
08/06/2023 00:09:00.919,450.0
08/06/2023 00:09:01.937,450.0
08/06/2023 00:09:02.951,450.0
08/06/2023 00:09:03.968,450.0
08/06/2023 00:09:04.976,450.0
08/06/2023 00:09:05.999,450.0
08/06/2023 00:09:07.023,450.0
08/06/2023 00:09:08.042,450.0
08/06/2023 00:09:09.064,450.0
08/06/2023 00:09:10.087,450.0
08/06/2023 00:09:11.107,450.0
08/06/2023 00:09:12.119,450.0
08/06/2023 00:09:13.141,450.0
08/06/2023 00:09:14.166,450.0
08/06/2023 00:09:15.175,450.0
08/06/2023 00:09:16.197,450.0
08/06/2023 00:09:17.221,450.0
08/06/2023 00:09:18.232,450.0
08/06/2023 00:09:19.244,450.0
08/06/2023 00:09:20.252,450.0
08/06/2023 00:09:21.267,450.0
08/06/2023 00:09:22.276,450.0
08/06/2023 00:09:23.287,450.0
08/06/2023 00:09:24.310,450.0
08/06/2023 00:09:25.338,450.0
08/06/2023 00:09:26.357,450.0
08/06/2023 00:09:27.386,450.0
08/06/2023 00:09:28.405,450.0
08/06/2023 00:09:29.420,450.0
08/06/2023 00:09:30.438,450.0
08/06/2023 00:09:31.452,450.0
08/06/2023 00:09:32.466,450.0
08/06/2023 00:09:33.475,450.0
08/06/2023 00:09:34.490,450.0
08/06/2023 00:09:35.510,450.0
08/06/2023 00:09:36.530,450.0
08/06/2023 00:09:37.551,450.0
08/06/2023 00:09:38.577,450.0
08/06/2023 00:09:39.601,450.0
08/06/2023 00:09:40.609,450.0
08/06/2023 00:09:41.631,450.0
08/06/2023 00:09:42.641,450.0
08/06/2023 00:09:43.652,450.0
08/06/2023 00:09:44.661,450.0
08/06/2023 00:09:45.684,450.0
08/06/2023 00:09:46.694,450.0
08/06/2023 00:09:47.711,450.0
08/06/2023 00:09:48.734,450.0
08/06/2023 00:09:49.759,450.0
08/06/2023 00:09:50.785,450.0
08/06/2023 00:09:51.808,450.0
08/06/2023 00:09:52.820,450.0
08/06/2023 00:09:53.829,450.0
08/06/2023 00:09:54.842,450.0
08/06/2023 00:09:55.854,450.0
08/06/2023 00:09:56.874,450.0
08/06/2023 00:09:57.906,450.0
08/06/2023 00:09:58.923,450.0
08/06/2023 00:09:59.945,450.0
08/06/2023 00:10:00.955,450.0
08/06/2023 00:10:01.970,450.0
08/06/2023 00:10:02.979,450.0
08/06/2023 00:10:03.991,450.0
08/06/2023 00:10:05.013,450.0
08/06/2023 00:10:06.028,450.0
08/06/2023 00:10:07.049,450.0
08/06/2023 00:10:08.071,450.0
08/06/2023 00:10:09.081,450.0
08/06/2023 00:10:10.111,450.0
08/06/2023 00:10:11.138,450.0
08/06/2023 00:10:12.156,450.0
08/06/2023 00:10:13.164,450.0
08/06/2023 00:10:14.194,450.0
08/06/2023 00:10:15.213,450.0
08/06/2023 00:10:16.231,450.0
08/06/2023 00:10:17.242,450.0
08/06/2023 00:10:18.261,450.0
08/06/2023 00:10:19.272,450.0
08/06/2023 00:10:20.283,450.0
08/06/2023 00:10:21.309,450.0
08/06/2023 00:10:22.317,450.0
08/06/2023 00:10:23.339,450.0
08/06/2023 00:10:24.348,450.0
08/06/2023 00:10:25.357,450.0
08/06/2023 00:10:26.369,450.0
08/06/2023 00:10:27.390,450.0
08/06/2023 00:10:28.416,450.0
08/06/2023 00:10:29.434,450.0
08/06/2023 00:10:30.443,450.0
08/06/2023 00:10:31.464,450.0
08/06/2023 00:10:32.479,450.0
08/06/2023 00:10:33.488,450.0
08/06/2023 00:10:34.497,450.0
08/06/2023 00:10:35.509,450.0
08/06/2023 00:10:36.519,450.0
08/06/2023 00:10:37.531,450.0
08/06/2023 00:10:38.542,450.0
08/06/2023 00:10:39.556,450.0
08/06/2023 00:10:40.578,450.0
08/06/2023 00:10:41.590,450.0
08/06/2023 00:10:42.601,450.0
08/06/2023 00:10:43.617,450.0
08/06/2023 00:10:44.640,450.0
08/06/2023 00:10:45.660,450.0
08/06/2023 00:10:46.676,450.0
08/06/2023 00:10:47.692,450.0
08/06/2023 00:10:48.713,450.0
08/06/2023 00:10:49.723,450.0
08/06/2023 00:10:50.732,450.0
08/06/2023 00:10:51.755,450.0
08/06/2023 00:10:52.774,450.0
08/06/2023 00:10:53.785,450.0
08/06/2023 00:10:54.807,450.0
08/06/2023 00:10:55.830,450.0
08/06/2023 00:10:56.844,450.0
08/06/2023 00:10:57.868,450.0
08/06/2023 00:10:58.875,450.0
08/06/2023 00:10:59.884,450.0
08/06/2023 00:11:00.907,450.0
08/06/2023 00:11:01.916,450.0
08/06/2023 00:11:02.940,450.0
08/06/2023 00:11:03.949,450.0
08/06/2023 00:11:04.962,450.0
08/06/2023 00:11:05.984,450.0
08/06/2023 00:11:06.996,450.0
08/06/2023 00:11:08.022,450.0
08/06/2023 00:11:09.049,450.0
08/06/2023 00:11:10.065,450.0
08/06/2023 00:11:11.075,450.0
08/06/2023 00:11:12.093,450.0
08/06/2023 00:11:13.114,450.0
08/06/2023 00:11:14.127,450.0
08/06/2023 00:11:15.158,450.0
08/06/2023 00:11:16.177,450.0
08/06/2023 00:11:17.189,450.0
08/06/2023 00:11:18.206,450.0
08/06/2023 00:11:19.226,450.0
08/06/2023 00:11:20.236,450.0
08/06/2023 00:11:21.264,450.0
08/06/2023 00:11:22.285,450.0
08/06/2023 00:11:23.297,450.0
08/06/2023 00:11:24.305,450.0
08/06/2023 00:11:25.315,450.0
08/06/2023 00:11:26.326,450.0
08/06/2023 00:11:27.347,450.0
08/06/2023 00:11:28.355,450.0
08/06/2023 00:11:29.364,450.0
08/06/2023 00:11:30.376,450.0
08/06/2023 00:11:31.385,450.0
08/06/2023 00:11:32.396,450.0
08/06/2023 00:11:33.406,450.0
08/06/2023 00:11:34.413,450.0
08/06/2023 00:11:35.426,450.0
08/06/2023 00:11:36.445,450.0
08/06/2023 00:11:37.472,450.0
08/06/2023 00:11:38.482,450.0
08/06/2023 00:11:39.496,450.0
08/06/2023 00:11:40.509,450.0
08/06/2023 00:11:41.532,450.0
08/06/2023 00:11:42.546,450.0
08/06/2023 00:11:43.559,450.0
08/06/2023 00:11:44.571,450.0
08/06/2023 00:11:45.583,450.0
08/06/2023 00:11:46.591,450.0
08/06/2023 00:11:47.605,450.0
08/06/2023 00:11:48.625,450.0
08/06/2023 00:11:49.652,450.0
08/06/2023 00:11:50.666,450.0
08/06/2023 00:11:51.690,450.0
08/06/2023 00:11:52.711,450.0
08/06/2023 00:11:53.726,450.0
08/06/2023 00:11:54.749,450.0
08/06/2023 00:11:55.767,450.0
08/06/2023 00:11:56.790,450.0
08/06/2023 00:11:57.809,450.0
08/06/2023 00:11:58.827,450.0
08/06/2023 00:11:59.850,450.0
08/06/2023 00:12:00.860,450.0
08/06/2023 00:12:01.883,450.0
08/06/2023 00:12:02.891,450.0
08/06/2023 00:12:03.914,450.0
08/06/2023 00:12:04.923,450.0
08/06/2023 00:12:05.955,450.0
08/06/2023 00:12:06.968,450.0
08/06/2023 00:12:07.987,450.0
08/06/2023 00:12:09.004,450.0
08/06/2023 00:12:10.015,450.0
08/06/2023 00:12:11.025,450.0
08/06/2023 00:12:12.036,450.0
08/06/2023 00:12:13.044,450.0
08/06/2023 00:12:14.058,450.0
08/06/2023 00:12:15.069,450.0
08/06/2023 00:12:16.091,450.0
08/06/2023 00:12:17.100,450.0
08/06/2023 00:12:18.120,450.0
08/06/2023 00:12:19.146,450.0
08/06/2023 00:12:20.167,450.0
08/06/2023 00:12:21.178,450.0
08/06/2023 00:12:22.192,450.0
08/06/2023 00:12:23.204,450.0
08/06/2023 00:12:24.230,450.0
08/06/2023 00:12:25.245,450.0
