0.124687	0.000284
0.429685	0.000285
0.735685	0.000284
1.039684	0.000281
1.345685	0.000282
1.652685	0.000281
1.957683	0.000283
2.262682	0.000284
2.567682	0.000284
2.872683	0.000285
3.180711	0.000283
3.485681	0.000284
3.791681	0.000283
4.096680	0.000283
4.402680	0.000282
4.707679	0.000281
5.012679	0.000282
5.318679	0.000282
5.624679	0.000284
5.930677	0.000283
6.235678	0.000285
6.541678	0.000281
6.846676	0.000283
7.151676	0.000281
7.457676	0.000282
7.761675	0.000285
8.065676	0.000285
8.371675	0.000284
8.675673	0.000285
8.979673	0.000284
9.286673	0.000283
9.590672	0.000284
9.895672	0.000282
10.200673	0.000282
10.505672	0.000283
10.810671	0.000284
11.115670	0.000285
11.420706	0.000283
11.725669	0.000285
12.031670	0.000283
12.337668	0.000283
12.646669	0.000281
12.951668	0.000283
13.256669	0.000281
13.561667	0.000283
13.867666	0.000285
14.171666	0.000284
14.475666	0.000284
14.779665	0.000285
15.084665	0.000285
15.391665	0.000285
15.696666	0.000283
16.002664	0.000282
16.307663	0.000280
16.614663	0.000283
16.919662	0.000281
17.225663	0.000285
17.530663	0.000283
17.834661	0.000284
18.140661	0.000284
18.446661	0.000283
18.751660	0.000283
19.057673	0.000283
19.363659	0.000282
19.668659	0.000283
19.973659	0.000282
20.277691	0.000284
20.582658	0.000285
20.887657	0.000284
21.193705	0.000285
21.498657	0.000282
21.803657	0.000282
22.110655	0.000281
22.415656	0.000283
22.720655	0.000283
23.025689	0.000284
23.328654	0.000285
23.633653	0.000284
23.939685	0.000285
24.242652	0.001175
24.548653	0.003370
24.854652	0.003374
25.159652	0.003376
25.464651	0.003377
25.770652	0.003372
26.074650	0.003372
26.381650	0.003375
26.687683	0.003375
26.991649	0.003374
27.296680	0.003375
27.601678	0.003376
27.906647	0.003373
28.211648	0.003377
28.516647	0.003379
28.821646	0.003372
29.127645	0.003371
29.432647	0.003374
29.738646	0.003371
30.043645	0.003373
30.348646	0.003374
30.653645	0.003373
30.957643	0.003377
31.263698	0.003375
31.570644	0.003378
31.874643	0.003375
32.178674	0.003374
32.483643	0.003373
32.789641	0.003374
33.094641	0.003376
33.399641	0.003370
33.703640	0.003371
34.008640	0.003374
34.313640	0.003372
34.620639	0.003372
34.926639	0.003376
35.231639	0.003375
35.536637	0.003380
35.843638	0.003377
36.148637	0.003374
36.453637	0.003377
36.757636	0.003378
37.063635	0.003376
37.370636	0.003380
37.675636	0.003375
37.982635	0.003374
38.288634	0.003370
38.593634	0.003372
38.899633	0.003374
39.204632	0.003373
39.509633	0.003371
39.814631	0.003380
40.120632	0.003374
40.426630	0.003376
40.731631	0.003379
41.036630	0.003378
41.342630	0.003385
41.648630	0.003380
41.954629	0.003380
42.260628	0.003375
42.565629	0.003378
42.870629	0.003381
43.174627	0.003378
43.482626	0.003377
43.787627	0.003377
44.093626	0.003376
44.397625	0.003376
44.704625	0.003378
45.009624	0.003375
45.316625	0.003373
45.621624	0.003377
45.927623	0.003380
46.231623	0.003383
46.536624	0.003383
46.843622	0.003380
47.149624	0.003380
47.455621	0.003377
47.760622	0.003380
48.065620	0.003381
48.371620	0.003382
48.677620	0.003378
48.982620	0.003381
49.287620	0.003380
49.593618	0.003383
49.899618	0.003385
50.206617	0.003380
50.513618	0.003379
50.819617	0.003379
51.125617	0.003378
51.431616	0.003385
51.736615	0.003377
52.041615	0.003381
52.348615	0.003383
52.656616	0.003381
52.962614	0.003380
53.266613	0.003383
53.572613	0.003380
53.879611	0.003383
54.183612	0.003381
54.493611	0.003379
54.798611	0.003384
55.103611	0.003382
55.409611	0.003382
55.714611	0.003380
56.021609	0.003379
56.332609	0.003384
56.638609	0.003377
56.944608	0.003378
57.251608	0.003378
57.557608	0.003375
57.863608	0.003377
58.168607	0.003383
58.474607	0.003379
58.780605	0.003383
59.086606	0.003378
59.391605	0.003378
59.697605	0.003382
60.004605	0.003385
60.311604	0.003380
60.616603	0.003383
60.922603	0.003384
61.228602	0.003385
61.532602	0.003384
61.838602	0.003384
62.145602	0.003383
62.450601	0.003383
62.754601	0.003383
63.058600	0.003380
63.365600	0.003380
63.670599	0.003381
63.979599	0.003379
64.283598	0.003383
64.589599	0.003380
64.896597	0.003383
65.202598	0.003375
65.505598	0.003375
65.809597	0.003379
66.113595	0.003379
66.419595	0.003382
66.723595	0.003379
67.026595	0.003377
67.331595	0.003378
67.636627	0.003379
67.940593	0.003382
68.244594	0.003382
68.549592	0.003386
68.853592	0.003378
69.160592	0.003380
69.465592	0.003379
69.770591	0.003384
70.075590	0.003377
70.381590	0.003383
70.685590	0.003378
70.989589	0.003380
71.294589	0.003379
71.596589	0.003383
71.900589	0.003380
72.203588	0.003381
72.509587	0.003381
72.812587	0.003382
73.117588	0.003382
73.421587	0.003382
73.726586	0.003387
74.030585	0.003387
74.336584	0.003387
74.642585	0.003379
74.945583	0.003383
75.249583	0.003383
75.553583	0.003376
75.857583	0.003383
76.160583	0.003384
76.465583	0.003384
76.770582	0.003381
77.074581	0.003376
77.378582	0.003377
77.682580	0.003372
77.985580	0.003368
78.290580	0.003369
78.594578	0.003563
78.901578	0.006472
79.204578	0.210921
79.507578	0.221554
79.812577	0.222249
80.116577	0.221818
80.422577	0.228355
80.726576	0.228455
81.030577	0.247368
81.335575	0.249184
81.640574	0.249554
81.943574	0.197536
82.247574	0.029860
82.550575	0.007732
82.855573	0.190865
83.160573	0.246368
83.463573	0.100713
83.767572	0.003762
84.073571	0.143759
84.379571	0.245626
84.683571	0.250856
84.987571	0.252467
